Time,heaPum.heaPum.QCon_flow,chi.chi.QEva_flow
9396300,2.563222,0.30117399
9396600,2.563183,0.30172372
9396900,2.5631444,0.30216312
9397200,2.5631056,0.30252963
9397500,2.563067,0.30280852
9397800,2.563028,0.30306718
9398100,2.5629895,0.30333418
9398400,2.5629506,0.30360845
9398700,2.562912,0.30387834
9399000,2.5628734,0.30413485
9399300,2.5628345,0.3043764
9399600,2.5627959,0.30460504
9399900,2.562757,0.32628667
9400200,2.5627184,0.32628563
9400500,2.5626795,0.32628456
9400800,2.562641,0.3262835
9401100,2.562602,0.32628244
9401400,2.5625634,0.32628134
9401700,2.5625246,0.32628027
9402000,2.562486,0.32627916
9402300,2.562447,0.32627806
9402600,2.5624084,0.32627696
9402900,2.5623696,0.32627586
9403200,2.562331,0.32627472
9403500,2.562292,0.3262736
9403800,2.5622535,0.32627243
9404100,2.5622146,0.3262713
9404400,2.5621758,0.32627013
9404700,2.5621371,0.32626897
9405000,2.5620983,0.3262678
9405300,2.5620596,0.32626662
9405600,2.5620208,0.32626542
9405900,2.5619822,0.32626423
9406200,2.5619433,0.32626304
9406500,2.5619047,0.32626182
9406800,2.5618658,0.3262606
9407100,2.5618272,0.32625937
9407400,2.5617883,0.32625815
9407700,2.5617497,0.3262569
9408000,2.5617108,0.32625565
9408300,2.5616722,0.3262544
9408600,2.5616333,0.32625312
9408900,2.5615945,0.32625186
9409200,2.5615559,0.32625058
9409500,2.561517,0.32624927
9409800,2.5614784,0.326248
9410100,2.5614395,0.32624668
9410400,2.561401,0.32624537
9410700,2.561362,0.32624406
9411000,2.5613234,0.32624272
9411300,2.5612845,0.32624137
9411600,2.5612457,0.32624003
9411900,2.561207,0.3262387
9412200,2.5611682,0.32623732
9412500,2.5611296,0.32623598
9412800,2.5610907,0.32623458
9413100,2.5610518,0.3262332
9413400,2.5610132,0.3262318
9413700,2.5609744,0.32623044
9414000,2.5609357,0.326229
9414300,2.5608969,0.3262276
9414600,2.5608582,0.32622617
9414900,2.5608194,0.32622474
9415200,2.5607805,0.3262233
9415500,2.560742,0.32622188
9415800,2.560703,0.32622042
9416100,2.5606644,0.32621896
9416400,2.5606256,0.3262175
9416700,2.5605867,0.32621604
9417000,2.560548,0.32621455
9417300,2.5605092,0.32621306
9417600,2.5604703,0.32621157
9417900,2.5604317,0.32621005
9418200,2.5603929,0.32620853
9418500,2.5603542,0.326207
9418800,2.5603154,0.3262055
9419100,2.5602765,0.32620394
9419400,2.560238,0.32620242
9419700,2.560199,0.32620087
9420000,2.5601602,0.3261993
9420300,2.5601215,0.32619774
9420600,2.5600827,0.32619616
9420900,2.560044,0.32619458
9421200,2.5600052,0.326193
9421500,2.5599663,0.3261914
9421800,2.5599277,0.3261898
9422100,2.5598888,0.32618818
9422400,2.55985,0.32618657
9422700,2.5598114,0.32618493
9423000,2.5597725,0.3261833
9423300,2.5597336,0.32618165
9423600,2.559695,0.32618
9423900,2.5596561,0.32617834
9424200,2.5596173,0.32617667
9424500,2.5595787,0.326175
9424800,2.5595398,0.3261733
9425100,2.559501,0.32617164
9425400,2.5594623,0.32616994
9425700,2.5594234,0.32616824
9426000,2.5593846,0.3261665
9426300,2.559346,0.3261648
9426600,2.559307,0.32616308
9426900,2.5592682,0.32616132
9427200,2.5592294,0.3261596
9427500,2.5591908,0.32615784
9427800,2.559152,0.32615608
9428100,2.559113,0.32615432
9428400,2.5590744,0.32615256
9428700,2.5590355,0.32615077
9429000,2.5589967,0.326149
9429300,2.5589578,0.3261472
9429600,2.5589192,0.32614538
9429900,2.5588803,0.32614356
9430200,2.5588415,0.32614174
9430500,2.5588028,0.32613993
9430800,2.558764,0.3261381
9431100,2.558725,0.32613626
9431400,2.5586863,0.3261344
9431700,2.5586476,0.32613254
9432000,2.5586088,0.3261307
9432300,2.55857,0.3261288
9432600,2.558531,0.32612693
9432900,2.5584924,0.32612506
9433200,2.5584536,0.32612315
9433500,2.5584147,0.32612124
9433800,2.558376,0.32611933
9434100,2.5583372,0.32611743
9434400,2.5582983,0.3261155
9434700,2.5582595,0.32611358
9435000,2.5582206,0.32611164
9435300,2.558182,0.32610968
9435600,2.5581431,0.32610774
9435900,2.5581043,0.32610577
9436200,2.5580654,0.3261038
9436500,2.5580268,0.3261018
9436800,2.557988,0.32609984
9437100,2.557949,0.32609785
9437400,2.5579102,0.32609585
9437700,2.5578716,0.32609382
9438000,2.5578327,0.32609183
9438300,2.5577939,0.3260898
9438600,2.557755,0.32608777
9438900,2.5577161,0.32608575
9439200,2.5576775,0.3260837
9439500,2.5576386,0.32608163
9439800,2.5575998,0.32607958
9440100,2.557561,0.32607752
9440400,2.557522,0.32607543
9440700,2.5574834,0.32607335
9441000,2.5574446,0.32607126
9441300,2.5574057,0.32606918
9441600,2.5573668,0.32606706
9441900,2.557328,0.32606494
9442200,2.5572891,0.32606283
9442500,2.5572505,0.3260607
9442800,2.5572116,0.32605857
9443100,2.5571728,0.32605642
9443400,2.557134,0.32605428
9443700,2.557095,0.32605213
9444000,2.5570562,0.32604995
9444300,2.5570176,0.32604778
9444600,2.5569787,0.3260456
9444900,2.5569398,0.32604343
9445200,2.556901,0.32604122
9445500,2.556862,0.32603902
9445800,2.5568233,0.3260368
9446100,2.5567846,0.32603458
9446400,2.5567458,0.32603237
9446700,2.556707,0.32603014
9447000,2.556668,0.3260279
9447300,2.5566292,0.32602564
9447600,2.5565903,0.3260234
9447900,2.5565515,0.32602113
9448200,2.5565126,0.32601887
9448500,2.556474,0.32601658
9448800,2.556435,0.3260143
9449100,2.5563962,0.32601202
9449400,2.5563574,0.32600972
9449700,2.5563185,0.3260074
9450000,2.5562797,0.3260051
9450300,2.5562408,0.32600278
9450600,2.556202,0.32600045
9450900,2.556163,0.3259981
9451200,2.5561244,0.32599577
9451500,2.5560856,0.32599342
9451800,2.5560467,0.32599106
9452100,2.5560079,0.32598868
9452400,2.555969,0.32598633
9452700,2.5559301,0.32598394
9453000,2.5558913,0.32598156
9453300,2.5558524,0.32597914
9453600,2.5558136,0.32597676
9453900,2.5557747,0.32597435
9454200,2.5557358,0.32597193
9454500,2.555697,0.3259695
9454800,2.555658,0.32596707
9455100,2.5556192,0.32596463
9455400,2.5555806,0.3259622
9455700,2.5555418,0.3259597
9456000,2.555503,0.32595727
9456300,2.555464,0.3259548
9456600,2.5554252,0.32595232
9456900,2.5553863,0.32594982
9457200,2.5553474,0.32594734
9457500,2.5553086,0.32594484
9457800,2.5552697,0.32594234
9458100,2.5552309,0.32593983
9458400,2.555192,0.3259373
9458700,2.5551531,0.32593477
9459000,2.5551143,0.32593223
9459300,2.5550754,0.3259297
9459600,2.5550365,0.32592714
9459900,2.5549977,0.32592458
9460200,2.5549588,0.325922
9460500,2.55492,0.32591945
9460800,2.554881,0.32591686
9461100,2.5548422,0.3259143
9461400,2.5548034,0.3259117
9461700,2.5547645,0.32590908
9462000,2.5547256,0.3259065
9462300,2.5546868,0.32590386
9462600,2.554648,0.32590124
9462900,2.554609,0.32589862
9463200,2.5545702,0.32589597
9463500,2.5545313,0.3258933
9463800,2.5544925,0.32589066
9464100,2.5544536,0.325888
9464400,2.5544147,0.32588536
9464700,2.554376,0.32588267
9465000,2.554337,0.32588
9465300,2.5542982,0.3258773
9465600,2.5542593,0.3258746
9465900,2.5542204,0.32587188
9466200,2.5541816,0.32586917
9466500,2.5541427,0.32586646
9466800,2.5541039,0.32586375
9467100,2.5540648,0.325861
9467400,2.554026,0.32585827
9467700,2.553987,0.32585552
9468000,2.5539482,0.32585275
9468300,2.5539093,0.32585
9468600,2.5538704,0.32584724
9468900,2.5538316,0.32584447
9469200,2.5537927,0.32584167
9469500,2.5537539,0.3258389
9469800,2.553715,0.3258361
9470100,2.5536761,0.32583326
9470400,2.5536373,0.32583046
9470700,2.5535984,0.32582763
9471000,2.5535593,0.32582483
9471300,2.5535204,0.32582197
9471600,2.5534816,0.32581913
9471900,2.5534427,0.32581627
9472200,2.5534039,0.32581344
9472500,2.553365,0.32581055
9472800,2.5533261,0.3258077
9473100,2.5532873,0.32580483
9473400,2.5532484,0.32580194
9473700,2.5532093,0.32579905
9474000,2.5531704,0.32579613
9474300,2.5531316,0.32579324
9474600,2.5530927,0.32579032
9474900,2.5530539,0.3257874
9475200,2.553015,0.32578447
9475500,2.5529761,0.32578152
9475800,2.552937,0.32577857
9476100,2.5528982,0.32577562
9476400,2.5528593,0.32577267
9476700,2.5528204,0.32576972
9477000,2.5527816,0.32576674
9477300,2.5527427,0.32576376
9477600,2.5527039,0.32576078
9477900,2.5526648,0.32575777
9478200,2.552626,0.32575476
9478500,2.552587,0.32575175
9478800,2.5525482,0.32574874
9479100,2.5525093,0.32574573
9479400,2.5524702,0.3257427
9479700,2.5524313,0.32573965
9480000,2.5523925,0.3257366
9480300,2.5523536,0.32573357
9480600,2.5523148,0.3257305
9480900,2.5522757,0.32572743
9481200,2.5522368,0.32572436
9481500,2.552198,0.3257213
9481800,2.552159,0.3257182
9482100,2.5521202,0.3257151
9482400,2.552081,0.325712
9482700,2.5520422,0.3257089
9483000,2.5520034,0.32570577
9483300,2.5519645,0.32570264
9483600,2.5519257,0.3256995
9483900,2.5518866,0.32569638
9484200,2.5518477,0.32569325
9484500,2.5518088,0.3256901
9484800,2.55177,0.32568693
9485100,2.5517309,0.32568377
9485400,2.551692,0.32568058
9485700,2.5516531,0.3256774
9486000,2.5516143,0.3256742
9486300,2.5515752,0.32567102
9486600,2.5515363,0.32566783
9486900,2.5514975,0.3256646
9487200,2.5514586,0.3256614
9487500,2.5514195,0.32565817
9487800,2.5513806,0.32565495
9488100,2.5513418,0.3256517
9488400,2.5513027,0.32564846
9488700,2.5512638,0.3256452
9489000,2.551225,0.32564196
9489300,2.551186,0.32563868
9489600,2.551147,0.3256354
9489900,2.5511081,0.32563213
9490200,2.5510693,0.32562885
9490500,2.5510302,0.32562554
9490800,2.5509913,0.32562223
9491100,2.5509524,0.32561892
9491400,2.5509133,0.3256156
9491700,2.5508745,0.3256123
9492000,2.5508356,0.32560897
9492300,2.5507967,0.32560563
9492600,2.5507576,0.3256023
9492900,2.5507188,0.32559893
9493200,2.55068,0.32559556
9493500,2.5506408,0.32559222
9493800,2.550602,0.32558882
9494100,2.5505629,0.32558545
9494400,2.550524,0.32558206
9494700,2.5504851,0.32557866
9495000,2.550446,0.32557526
9495300,2.5504072,0.32557186
9495600,2.5503683,0.32556844
9495900,2.5503292,0.325565
9496200,2.5502903,0.32556158
9496500,2.5502515,0.32555816
9496800,2.5502124,0.32555473
9497100,2.5501735,0.32555127
9497400,2.5501347,0.3255478
9497700,2.5500956,0.32554436
9498000,2.5500567,0.32554087
9498300,2.5500176,0.32553738
9498600,2.5499787,0.3255339
9498900,2.5499399,0.3255304
9499200,2.5499008,0.32552692
9499500,2.549862,0.3255234
9499800,2.5498228,0.3255199
9500100,2.549784,0.32551637
9500400,2.549745,0.32551286
9500700,2.549706,0.3255093
9501000,2.5496671,0.32550576
9501300,2.549628,0.32550222
9501600,2.5495892,0.32549867
9501900,2.54955,0.3254951
9502200,2.5495112,0.32549152
9502500,2.5494723,0.32548794
9502800,2.5494332,0.32548437
9503100,2.5493944,0.3254808
9503400,2.5493553,0.32547718
9503700,2.5493164,0.32547358
9504000,2.5492773,0.32546997
9504300,2.5492384,0.32546633
9504600,2.5491993,0.32546273
9504900,2.5491605,0.3254591
9505200,2.5491214,0.32545546
9505500,2.5490825,0.3254518
9505800,2.5490434,0.32544816
9506100,2.5490046,0.3254445
9506400,2.5489657,0.32544082
9506700,2.5489266,0.32543713
9507000,2.5488877,0.32543346
9507300,2.5488486,0.32542977
9507600,2.5488098,0.32542607
9507900,2.5487707,0.32542238
9508200,2.5487318,0.32541865
9508500,2.5486927,0.32541493
9508800,2.5486538,0.3254112
9509100,2.5486147,0.32540748
9509400,2.5485759,0.32540375
9509700,2.5485368,0.3254
9510000,2.5484977,0.32539624
9510300,2.5484588,0.32539248
9510600,2.5484197,0.32538873
9510900,2.5483809,0.32538494
9511200,2.5483418,0.32538116
9511500,2.548303,0.32537737
9511800,2.5482638,0.3253736
9512100,2.548225,0.3253698
9512400,2.5481858,0.325366
9512700,2.548147,0.32536218
9513000,2.5481079,0.32535836
9513300,2.5480688,0.32535452
9513600,2.54803,0.32535067
9513900,2.5479908,0.32534686
9514200,2.547952,0.32534298
9514500,2.5479128,0.32533914
9514800,2.547874,0.32533526
9515100,2.5478349,0.32533142
9515400,2.5477958,0.32532752
9515700,2.547757,0.32532364
9516000,2.5477178,0.32531977
9516300,2.547679,0.32531586
9516600,2.5476398,0.32531196
9516900,2.5476007,0.32530805
9517200,2.547562,0.32530412
9517500,2.5475228,0.3253002
9517800,2.547484,0.32529628
9518100,2.5474448,0.32529232
9518400,2.5474057,0.3252884
9518700,2.5473669,0.32528442
9519000,2.5473278,0.32528046
9519300,2.5472887,0.3252765
9519600,2.5472498,0.32527253
9519900,2.5472107,0.32526857
9520200,2.5471716,0.32526457
9520500,2.5471327,0.32526058
9520800,2.5470936,0.32525656
9521100,2.5470548,0.32525256
9521400,2.5470157,0.32524854
9521700,2.5469766,0.32524452
9522000,2.5469377,0.3252405
9522300,2.5468986,0.32523647
9522600,2.5468595,0.32523242
9522900,2.5468206,0.32522836
9523200,2.5467815,0.3252243
9523500,2.5467424,0.32522026
9523800,2.5467033,0.32521617
9524100,2.5466645,0.32521212
9524400,2.5466254,0.32520804
9524700,2.5465863,0.32520393
9525000,2.5465474,0.32519984
9525300,2.5465083,0.32519573
9525600,2.5464692,0.32519162
9525900,2.5464303,0.3251875
9526200,2.5463912,0.3251834
9526500,2.5463521,0.32517925
9526800,2.546313,0.3251751
9527100,2.5462742,0.32517096
9527400,2.546235,0.32516682
9527700,2.546196,0.32516265
9528000,2.546157,0.3251585
9528300,2.546118,0.32515433
9528600,2.546079,0.32515013
9528900,2.5460398,0.32514596
9529200,2.5460007,0.32514176
9529500,2.5459619,0.32513756
9529800,2.5459228,0.32513335
9530100,2.5458837,0.32512915
9530400,2.5458446,0.32512492
9530700,2.5458057,0.32512072
9531000,2.5457666,0.32511646
9531300,2.5457275,0.32511222
9531600,2.5456884,0.325108
9531900,2.5456493,0.32510373
9532200,2.5456104,0.32509947
9532500,2.5455713,0.3250952
9532800,2.5455322,0.32509091
9533100,2.5454931,0.32508665
9533400,2.545454,0.32508236
9533700,2.5454152,0.32507807
9534000,2.545376,0.32507378
9534300,2.545337,0.32506946
9534600,2.5452979,0.32506514
9534900,2.5452588,0.3250608
9535200,2.5452197,0.3250565
9535500,2.5451808,0.32505214
9535800,2.5451417,0.32504782
9536100,2.5451026,0.32504347
9536400,2.5450635,0.32503912
9536700,2.5450244,0.32503474
9537000,2.5449853,0.3250304
9537300,2.5449462,0.325026
9537600,2.5449073,0.32502162
9537900,2.5448682,0.32501724
9538200,2.5448291,0.32501283
9538500,2.54479,0.32500842
9538800,2.544751,0.32500404
9539100,2.5447118,0.3249996
9539400,2.5446727,0.3249952
9539700,2.5446336,0.32499075
9540000,2.5445948,0.3249863
9540300,2.5445557,0.32498187
9540600,2.5445166,0.32497743
9540900,2.5444775,0.324973
9541200,2.5444384,0.32496852
9541500,2.5443993,0.32496405
9541800,2.5443602,0.32495958
9542100,2.544321,0.32495508
9542400,2.544282,0.3249506
9542700,2.5442429,0.3249461
9543000,2.5442038,0.3249416
9543300,2.5441647,0.32493708
9543600,2.5441258,0.32493258
9543900,2.5440867,0.32492805
9544200,2.5440476,0.32492352
9544500,2.5440085,0.324919
9544800,2.5439694,0.32491443
9545100,2.5439303,0.32490987
9545400,2.5438912,0.32490534
9545700,2.543852,0.32490075
9546000,2.543813,0.3248962
9546300,2.543774,0.32489163
9546600,2.5437348,0.32488704
9546900,2.5436957,0.32488245
9547200,2.5436566,0.32487783
9547500,2.5436175,0.32487324
9547800,2.5435784,0.32486862
9548100,2.5435393,0.324864
9548400,2.5435002,0.32485938
9548700,2.543461,0.32485476
9549000,2.543422,0.3248501
9549300,2.543383,0.32484546
9549600,2.5433438,0.3248408
9549900,2.5433047,0.32483616
9550200,2.5432656,0.32483152
9550500,2.5432265,0.32482684
9550800,2.5431874,0.32482216
9551100,2.5431483,0.32481748
9551400,2.5431092,0.32481277
9551700,2.54307,0.3248081
9552000,2.543031,0.32480338
9552300,2.5429916,0.32479867
9552600,2.5429525,0.32479396
9552900,2.5429134,0.32478923
9553200,2.5428743,0.32478452
9553500,2.5428352,0.32477978
9553800,2.5427961,0.324775
9554100,2.542757,0.32477027
9554400,2.542718,0.3247655
9554700,2.5426788,0.32476076
9555000,2.5426397,0.324756
9555300,2.5426006,0.3247512
9555600,2.5425615,0.32474643
9555900,2.5425222,0.32474163
9556200,2.542483,0.32473683
9556500,2.542444,0.32473204
9556800,2.542405,0.32472724
9557100,2.5423658,0.3247224
9557400,2.5423267,0.32471758
9557700,2.5422876,0.32471275
9558000,2.5422485,0.32470793
9558300,2.5422091,0.32470307
9558600,2.54217,0.32469824
9558900,2.542131,0.32469338
9559200,2.5420918,0.32468852
9559500,2.5420527,0.32468364
9559800,2.5420136,0.32467878
9560100,2.5419745,0.3246739
9560400,2.5419352,0.324669
9560700,2.541896,0.32466412
9561000,2.541857,0.3246592
9561300,2.541818,0.32465428
9561600,2.5417788,0.32464936
9561900,2.5417395,0.32464445
9562200,2.5417004,0.32463953
9562500,2.5416613,0.32463458
9562800,2.5416222,0.32462966
9563100,2.541583,0.32462472
9563400,2.5415437,0.32461974
9563700,2.5415046,0.3246148
9564000,2.5414655,0.32460982
9564300,2.5414264,0.32460484
9564600,2.5413873,0.32459986
9564900,2.541348,0.3245949
9565200,2.5413089,0.32458988
9565500,2.5412698,0.32458487
9565800,2.5412307,0.32457986
9566100,2.5411913,0.32457486
9566400,2.5411522,0.32456985
9566700,2.5411131,0.3245648
9567000,2.541074,0.32455978
9567300,2.5410347,0.32455474
9567600,2.5409956,0.3245497
9567900,2.5409565,0.32454464
9568200,2.5409174,0.3245396
9568500,2.540878,0.32453454
9568800,2.540839,0.32452944
9569100,2.5407999,0.32452437
9569400,2.5407605,0.32451928
9569700,2.5407214,0.3245142
9570000,2.5406823,0.32450908
9570300,2.5406432,0.324504
9570600,2.5406039,0.3244989
9570900,2.5405648,0.32449377
9571200,2.5405257,0.32448864
9571500,2.5404863,0.3244835
9571800,2.5404472,0.3244784
9572100,2.5404081,0.32447323
9572400,2.5403688,0.32446808
9572700,2.5403297,0.32446292
9573000,2.5402906,0.32445776
9573300,2.5402513,0.32445258
9573600,2.5402122,0.32444742
9573900,2.540173,0.32444224
9574200,2.5401337,0.32443705
9574500,2.5400946,0.32443184
9574800,2.5400553,0.32442665
9575100,2.5400162,0.32442144
9575400,2.539977,0.32441622
9575700,2.5399377,0.324411
9576000,2.5398986,0.32440576
9576300,2.5398595,0.32440054
9576600,2.5398202,0.3243953
9576900,2.539781,0.32439005
9577200,2.5397418,0.3243848
9577500,2.5397027,0.32437953
9577800,2.5396636,0.32437426
9578100,2.5396242,0.324369
9578400,2.539585,0.3243637
9578700,2.5395458,0.32435843
9579000,2.5395067,0.32435313
9579300,2.5394673,0.32434785
9579600,2.5394282,0.32434255
9579900,2.5393891,0.3243372
9580200,2.5393498,0.3243319
9580500,2.5393107,0.32432657
9580800,2.5392714,0.32432124
9581100,2.5392323,0.3243159
9581400,2.539193,0.32431057
9581700,2.5391538,0.3243052
9582000,2.5391145,0.32429987
9582300,2.5390754,0.3242945
9582600,2.539036,0.32428914
9582900,2.538997,0.32428375
9583200,2.5389576,0.32427838
9583500,2.5389185,0.324273
9583800,2.5388792,0.3242676
9584100,2.53884,0.3242622
9584400,2.5388007,0.32425678
9584700,2.5387616,0.32425135
9585000,2.5387223,0.32424596
9585300,2.5386832,0.3242405
9585600,2.5386438,0.32423508
9585900,2.5386047,0.32422966
9586200,2.5385654,0.3242242
9586500,2.5385263,0.32421875
9586800,2.538487,0.3242133
9587100,2.5384479,0.3242078
9587400,2.5384085,0.32420236
9587700,2.5383694,0.32419688
9588000,2.53833,0.3241914
9588300,2.5382907,0.3241859
9588600,2.5382516,0.3241804
9588900,2.5382123,0.32417488
9589200,2.5381732,0.3241694
9589500,2.5381339,0.32416385
9589800,2.5380948,0.32415834
9590100,2.5380554,0.32415283
9590400,2.538016,0.32414728
9590700,2.537977,0.32414174
9591000,2.5379376,0.3241362
9591300,2.5378985,0.32413062
9591600,2.5378592,0.32412508
9591900,2.5378199,0.3241195
9592200,2.5377808,0.32411394
9592500,2.5377414,0.32410836
9592800,2.537702,0.32410276
9593100,2.537663,0.3240972
9593400,2.5376236,0.32409158
9593700,2.5375845,0.32408598
9594000,2.5375452,0.32408035
9594300,2.5375059,0.32407475
9594600,2.5374668,0.3240691
9594900,2.5374274,0.32406348
9595200,2.537388,0.32405785
9595500,2.537349,0.3240522
9595800,2.5373096,0.32404655
9596100,2.5372703,0.3240409
9596400,2.5372312,0.32403523
9596700,2.5371919,0.32402956
9597000,2.5371525,0.3240239
9597300,2.5371132,0.3240182
9597600,2.537074,0.32401252
9597900,2.5370347,0.32400683
9598200,2.5369954,0.32400113
9598500,2.5369563,0.3239954
9598800,2.536917,0.32398972
9599100,2.5368776,0.323984
9599400,2.5368383,0.32397828
9599700,2.5367992,0.32397252
9600000,2.5367599,0.3239668
9600300,2.5367205,0.32396105
9600600,2.5366812,0.3239553
9600900,2.536642,0.32394955
9601200,2.5366027,0.32394376
9601500,2.5365634,0.323938
9601800,2.536524,0.32393223
9602100,2.536485,0.32392645
9602400,2.5364456,0.32392067
9602700,2.5364063,0.32391486
9603000,2.536367,0.32390907
9603300,2.5363278,0.32390326
9603600,2.5362885,0.32389745
9603900,2.5362492,0.32389164
9604200,2.5362098,0.3238858
9604500,2.5361705,0.32387996
9604800,2.5361314,0.32387412
9605100,2.536092,0.32386827
9605400,2.5360527,0.32386243
9605700,2.5360134,0.32385656
9606000,2.535974,0.32385072
9606300,2.5359347,0.32384485
9606600,2.5358956,0.32383898
9606900,2.5358562,0.32383308
9607200,2.535817,0.3238272
9607500,2.5357776,0.3238213
9607800,2.5357382,0.3238154
9608100,2.535699,0.3238095
9608400,2.5356596,0.32380357
9608700,2.5356205,0.32379767
9609000,2.535581,0.32379174
9609300,2.5355418,0.3237858
9609600,2.5355024,0.32377985
9609900,2.535463,0.32377392
9610200,2.5354238,0.32376796
9610500,2.5353844,0.323762
9610800,2.535345,0.32375604
9611100,2.5353057,0.32375008
9611400,2.5352664,0.32374412
9611700,2.5352273,0.32373813
9612000,2.535188,0.32373214
9612300,2.5351486,0.32372615
9612600,2.5351093,0.32372013
9612900,2.53507,0.32371414
9613200,2.5350306,0.32370812
9613500,2.5349913,0.3237021
9613800,2.534952,0.32369608
9614100,2.5349126,0.32369006
9614400,2.5348732,0.323684
9614700,2.534834,0.32367796
9615000,2.5347946,0.3236719
9615300,2.5347552,0.32366586
9615600,2.534716,0.3236598
9615900,2.5346766,0.32365373
9616200,2.5346372,0.32364765
9616500,2.5345979,0.32364157
9616800,2.5345585,0.3236355
9617100,2.5345192,0.32362938
9617400,2.5344799,0.3236233
9617700,2.5344405,0.3236172
9618000,2.5344012,0.32361108
9618300,2.5343618,0.32360494
9618600,2.5343225,0.32359883
9618900,2.5342832,0.3235927
9619200,2.5342438,0.32358655
9619500,2.5342045,0.3235804
9619800,2.5341651,0.32357427
9620100,2.5341258,0.3235681
9620400,2.5340865,0.32356197
9620700,2.5340471,0.3235558
9621000,2.5340078,0.32354963
9621300,2.5339684,0.32354343
9621600,2.533929,0.32353726
9621900,2.5338898,0.32353106
9622200,2.5338502,0.32352486
9622500,2.5338109,0.32351866
9622800,2.5337715,0.32351243
9623100,2.5337322,0.32350624
9623400,2.5336928,0.3235
9623700,2.5336535,0.32349378
9624000,2.5336142,0.32348755
9624300,2.5335748,0.3234813
9624600,2.5335355,0.32347506
9624900,2.5334961,0.3234688
9625200,2.5334566,0.32346255
9625500,2.5334172,0.3234563
9625800,2.533378,0.32345
9626100,2.5333385,0.32344374
9626400,2.5332992,0.32343745
9626700,2.5332599,0.32343116
9627000,2.5332203,0.32342485
9627300,2.533181,0.32341856
9627600,2.5331416,0.32341224
9627900,2.5331023,0.32340592
9628200,2.533063,0.3233996
9628500,2.5330236,0.3233933
9628800,2.532984,0.32338697
9629100,2.5329447,0.32338062
9629400,2.5329053,0.32337427
9629700,2.532866,0.32336792
9630000,2.5328267,0.32336158
9630300,2.532787,0.3233552
9630600,2.5327477,0.32334882
9630900,2.5327084,0.32334247
9631200,2.532669,0.32333606
9631500,2.5326297,0.3233297
9631800,2.5325902,0.3233233
9632100,2.5325508,0.3233169
9632400,2.5325115,0.3233105
9632700,2.5324721,0.3233041
9633000,2.5324326,0.32329765
9633300,2.5323932,0.32329124
9633600,2.5323539,0.3232848
9633900,2.5323143,0.32327837
9634200,2.532275,0.32327193
9634500,2.5322356,0.3232655
9634800,2.5321963,0.32325903
9635100,2.5321567,0.32325256
9635400,2.5321174,0.32324612
9635700,2.532078,0.32323962
9636000,2.5320385,0.32323316
9636300,2.531999,0.32322666
9636600,2.5319598,0.3232202
9636900,2.5319202,0.3232137
9637200,2.5318809,0.32320717
9637500,2.5318415,0.32320067
9637800,2.531802,0.32319418
9638100,2.5317626,0.32318765
9638400,2.5317233,0.32318112
9638700,2.5316837,0.3231746
9639000,2.5316443,0.32316804
9639300,2.531605,0.3231615
9639600,2.5315654,0.32315496
9639900,2.531526,0.3231484
9640200,2.5314867,0.32314184
9640500,2.5314472,0.32313526
9640800,2.5314078,0.3231287
9641100,2.5313683,0.3231221
9641400,2.531329,0.32311553
9641700,2.5312896,0.32310894
9642000,2.53125,0.32310233
9642300,2.5312107,0.32309574
9642600,2.531171,0.32308912
9642900,2.5311317,0.3230825
9643200,2.5310924,0.3230759
9643500,2.5310528,0.32306924
9643800,2.5310135,0.32306263
9644100,2.530974,0.32305598
9644400,2.5309346,0.32304934
9644700,2.530895,0.3230427
9645000,2.5308557,0.32303602
9645300,2.530816,0.32302934
9645600,2.5307767,0.3230227
9645900,2.5307374,0.32301602
9646200,2.5306978,0.3230093
9646500,2.5306585,0.32300264
9646800,2.530619,0.32299593
9647100,2.5305796,0.32298926
9647400,2.53054,0.32298255
9647700,2.5305007,0.3229758
9648000,2.530461,0.3229691
9648300,2.5304217,0.32296237
9648600,2.5303822,0.32295567
9648900,2.5303428,0.3229489
9649200,2.5303032,0.32294217
9649500,2.530264,0.32293543
9649800,2.5302243,0.32292867
9650100,2.5301847,0.3229219
9650400,2.5301454,0.32291514
9650700,2.5301058,0.32290837
9651000,2.5300665,0.3229016
9651300,2.530027,0.3228948
9651600,2.5299876,0.32288802
9651900,2.529948,0.32288122
9652200,2.5299087,0.32287443
9652500,2.529869,0.32286763
9652800,2.5298295,0.3228608
9653100,2.5297902,0.32285398
9653400,2.5297506,0.32284716
9653700,2.5297112,0.32284033
9654000,2.5296717,0.3228335
9654300,2.529632,0.32282665
9654600,2.5295928,0.3228198
9654900,2.5295532,0.32281294
9655200,2.5295136,0.3228061
9655500,2.5294743,0.32279924
9655800,2.5294347,0.32279235
9656100,2.5293953,0.32278547
9656400,2.5293558,0.32277858
9656700,2.5293162,0.3227717
9657000,2.5292768,0.3227648
9657300,2.5292373,0.3227579
9657600,2.5291977,0.322751
9657900,2.5291584,0.32274407
9658200,2.5291188,0.32273716
9658500,2.5290792,0.32273024
9658800,2.5290399,0.3227233
9659100,2.5290003,0.3227164
9659400,2.5289607,0.32270944
9659700,2.5289211,0.32270247
9660000,2.5288818,0.32269552
9660300,2.5288422,0.32268855
9660600,2.5288026,0.3226816
9660900,2.5287633,0.32267463
9661200,2.5287237,0.32266766
9661500,2.5286841,0.32266065
9661800,2.5286446,0.32265368
9662100,2.5286052,0.32264668
