Time,chi.chi.QEva_flow,heaPum.heaPum.QCon_flow
8683200,17039.504,0.3194439
8683500,17192.705,0.31943962
8683800,17283.643,0.31943533
8684100,17313.672,0.31943104
8684400,17295.166,0.31942675
8684700,17241.707,0.31942245
8685000,17167.22,0.31941816
8685300,17085.701,0.31941387
8685600,17011.152,0.31940958
8685900,16957.684,0.3194053
8686200,16939.15,0.319401
8686500,16969.697,0.3193967
8686800,17063.67,0.3193924
8687100,17224.863,0.31938812
8687400,17427.984,0.31938383
8687700,17662.4,0.31937954
8688000,17921.652,0.31937525
8688300,18199.795,0.31937096
8688600,18490.736,0.31936666
8688900,18788.445,0.31936237
8689200,19086.922,0.31935808
8689500,19380.174,0.31935382
8689800,19877.445,0.31934953
8690100,19967.574,0.31934524
8690400,19871.006,0.31934094
8690700,19852.482,0.31933665
8691000,19956.629,0.31933236
8691300,20124.803,0.31932807
8691600,20303.363,0.31932378
8691900,20472.924,0.3193195
8692200,20628.01,0.31931522
8692500,20767.346,0.31931093
8692800,20890.72,0.31930664
8693100,20997.896,0.31930235
8693400,21088.193,0.31929806
8693700,21160.662,0.31929377
8694000,21214.117,0.31928948
8694300,21245.23,0.3192852
8694600,21249.953,0.31928092
8694900,21231.457,0.31927663
8695200,21194.72,0.31927234
8695500,21150.967,0.31926805
8695800,21102.275,0.31926376
8696100,21048.143,0.3192595
8696400,20990.232,0.3192552
8696700,20931.72,0.3192509
8697000,20876.682,0.31924662
8697300,20828.926,0.31924233
8697600,20791.889,0.31923807
8697900,20771.643,0.31923378
8698200,20768.998,0.31922948
8698500,20780.54,0.3192252
8698800,20801.896,0.31922093
8699100,20828.22,0.31921664
8699400,20860.602,0.31921235
8699700,20893.271,0.31920806
8700000,20916.52,0.3192038
8700300,20931.428,0.3191995
8700600,20949.877,0.3191952
8700900,20956.883,0.31919092
8701200,20939.746,0.31918666
8701500,20890.102,0.31918237
8701800,20800.762,0.31917807
8702100,20673.309,0.31917378
8702400,20514.861,0.31916952
8702700,20331.836,0.31916523
8703000,20147.408,0.31916094
8703300,20014.492,0.31915668
8703600,19887.564,0.31915238
8703900,19760.127,0.3191481
8704200,19631.115,0.31914383
8704500,19499.887,0.31913954
8704800,19366.105,0.31913525
8705100,19230.928,0.319131
8705400,19095.021,0.3191267
8705700,18958.273,0.3191224
8706000,18821.4,0.31911814
8706300,18685.326,0.31911385
8706600,18550.205,0.31910956
8706900,18416.047,0.3191053
8707200,18282.834,0.319101
8707500,18150.46,0.3190967
8707800,18018.725,0.31909245
8708100,17887.398,0.31908816
8708400,17756.299,0.3190839
8708700,0.045728687,0.3190796
8709000,0.04541873,0.31907532
8709300,0.04541811,0.31907105
8709600,0.04541766,0.31906676
8709900,0.04541721,0.3190625
8710200,0.045416757,0.3190582
8710500,0.045416307,0.31905392
8710800,0.045415856,0.31904966
8711100,0.045415405,0.31904536
8711400,0.045414954,0.3190411
8711700,0.045414504,0.3190368
8712000,0.045414053,0.31903255
8712300,0.045413602,0.31902826
8712600,0.045413155,0.319024
8712900,0.045412704,0.3190197
8713200,0.045412254,0.3190154
8713500,0.045411803,0.31901115
8713800,0.045411352,0.31900686
8714100,0.0454109,0.3190026
8714400,0.04541045,0.3189983
8714700,0.04541,0.31899405
8715000,0.04540955,0.31898975
8715300,0.0454091,0.3189855
8715600,0.045408648,0.3189812
8715900,0.045408197,0.31897694
8716200,0.045407746,0.31897265
8716500,0.0454073,0.3189684
8716800,0.04540685,0.3189641
8717100,0.045406397,0.31895983
8717400,0.045405947,0.31895554
8717700,0.045405496,0.31895128
8718000,0.045405045,0.31894702
8718300,0.045404594,0.31894273
8718600,0.045404144,0.31893846
8718900,0.045403693,0.31893417
8719200,0.045403242,0.3189299
8719500,0.04540279,0.31892562
8719800,0.04540234,0.31892136
8720100,0.04540189,0.31891707
8720400,0.045401443,0.3189128
8720700,0.045400992,0.31890854
8721000,0.04540054,0.31890425
8721300,0.04540009,0.3189
8721600,0.04539964,0.3188957
8721900,0.04539919,0.31889144
8722200,0.04539874,0.31888717
8722500,0.045398287,0.31888288
8722800,0.045397837,0.31887862
8723100,0.045397386,0.31887433
8723400,0.045396935,0.31887007
8723700,0.045396484,0.3188658
8724000,0.045396034,0.3188615
8724300,0.045395583,0.31885725
8724600,0.045395136,0.318853
8724900,0.045394685,0.3188487
8725200,0.045394234,0.31884444
8725500,0.045393784,0.31884018
8725800,0.045393333,0.31883588
8726100,0.045392882,0.31883162
8726400,0.04539243,0.31882736
8726700,0.04539198,0.31882307
8727000,0.04539153,0.3188188
8727300,0.04539108,0.31881455
8727600,0.04539063,0.31881025
8727900,0.045390178,0.318806
8728200,0.045389727,0.31880173
8728500,0.045389276,0.31879744
8728800,0.045388825,0.31879318
8729100,0.04538838,0.31878892
8729400,0.045387927,0.31878465
8729700,0.045387477,0.31878036
8730000,0.045387026,0.3187761
8730300,0.045386575,0.31877184
8730600,0.045386124,0.31876758
8730900,0.045385674,0.3187633
8731200,0.045385223,0.31875902
8731500,0.045384772,0.31875476
8731800,0.04538432,0.3187505
8732100,0.04538387,0.3187462
8732400,0.04538342,0.31874195
8732700,0.04538297,0.3187377
8733000,0.04538252,0.31873342
8733300,0.045382068,0.31872913
8733600,0.045381617,0.31872487
8733900,0.045381166,0.3187206
8734200,0.04538072,0.31871635
8734500,0.04538027,0.3187121
8734800,0.045379817,0.3187078
8735100,0.045379367,0.31870353
8735400,0.045378916,0.31869927
8735700,0.045378465,0.318695
8736000,0.045378014,0.31869075
8736300,0.045377564,0.31868646
8736600,0.045377113,0.3186822
8736900,0.045376662,0.31867793
8737200,0.04537621,0.31867367
8737500,0.04537576,0.3186694
8737800,0.04537531,0.31866515
8738100,0.04537486,0.31866089
8738400,0.04537441,0.3186566
8738700,0.045373958,0.31865233
8739000,0.045373507,0.31864807
8739300,0.045373056,0.3186438
8739600,0.04537261,0.31863955
8739900,0.04537216,0.31863528
8740200,0.045371708,0.31863102
8740500,0.045371257,0.31862676
8740800,0.045370806,0.31862247
8741100,0.045370355,0.3186182
8741400,0.045369904,0.31861395
8741700,0.045369454,0.31860968
8742000,0.045369003,0.31860542
8742300,0.045368552,0.31860116
8742600,0.0453681,0.3185969
8742900,0.04536765,0.31859264
8743200,0.0453672,0.31858838
8743500,0.04536675,0.3185841
8743800,0.0453663,0.31857985
8744100,0.045365848,0.3185756
8744400,0.045365397,0.31857133
8744700,0.045364946,0.31856707
8745000,0.045364495,0.3185628
8745300,0.045364045,0.31855854
8745600,0.045363598,0.31855428
8745900,0.045363147,0.31855002
8746200,0.045362696,0.31854576
8746500,0.045362245,0.3185415
8746800,0.045361795,0.31853724
8747100,0.045361344,0.31853297
8747400,0.045360893,0.3185287
8747700,0.045360442,0.31852445
8748000,0.04535999,0.3185202
8748300,0.06749502,0.31851593
8748600,0.077276066,0.31851166
8748900,0.08292971,0.3185074
8749200,0.085404925,0.31850314
8749500,0.08631629,0.31849888
8749800,0.08149597,0.31849462
8750100,0.07150317,0.31849036
8750400,2649.7422,0.3184861
8750700,3843.9814,0.31848183
8751000,4935.4985,0.31847757
8751300,5741.7446,0.3184733
8751600,6485.5405,0.31846905
8751900,7243.245,0.3184648
8752200,7917.698,0.31846052
8752500,8500.889,0.31845626
8752800,9000.264,0.318452
8753100,9434.016,0.31844777
8753400,9808.057,0.3184435
8753700,10136.587,0.31843925
8754000,10431.0625,0.31843498
8754300,10700.744,0.31843072
8754600,10952.771,0.31842646
8754900,11192.521,0.3184222
8755200,11423.752,0.31841794
8755500,11643.75,0.31841367
8755800,11837.993,0.31840944
8756100,12003.271,0.31840518
8756400,12140.657,0.31840092
8756700,12253.437,0.31839666
8757000,12346.409,0.3183924
8757300,12425.345,0.31838813
8757600,12496.684,0.3183839
8757900,12567.341,0.31837964
8758200,12644.581,0.31837538
8758500,12735.942,0.31837112
8758800,12849.199,0.31836686
8759100,12967.498,0.3183626
8759400,13027.55,0.31835836
8759700,13012.703,0.3183541
8760000,12923.476,0.31834984
8760300,12768.235,0.31834558
8760600,12560.114,0.3183413
8760900,12314.705,0.31833708
8761200,12048.722,0.31833282
8761500,11779.296,0.31832856
8761800,11523.599,0.3183243
8762100,11298.728,0.31832007
8762400,11121.491,0.3183158
8762700,10999.49,0.31831154
8763000,10912.46,0.31830728
8763300,10852.037,0.31830305
8763600,10813.003,0.3182988
8763900,10790.94,0.31829453
8764200,10781.923,0.31829026
8764500,10782.363,0.31828603
8764800,10788.814,0.31828177
8765100,10797.935,0.3182775
8765400,10806.459,0.31827325
8765700,10811.172,0.318269
8766000,10808.936,0.31826475
8766300,10797.743,0.3182605
8766600,10777.465,0.31825626
8766900,10748.081,0.318252
8767200,10708.32,0.31824774
8767500,10657.183,0.3182435
8767800,10593.603,0.31823924
8768100,10516.338,0.31823498
8768400,10424.238,0.31823075
8768700,10316.126,0.3182265
8769000,10190.819,0.31822222
8769300,10047.179,0.318218
8769600,9883.747,0.31821373
8769900,9673.062,0.31820947
8770200,9340.144,0.31820524
8770500,8874.385,0.31820098
8770800,8290.911,0.3181967
8771100,7616.8877,0.31819248
8771400,6890.5513,0.31818822
8771700,6141.1357,0.318184
8772000,5400.7847,0.31817973
8772300,4698.706,0.31817546
8772600,4058.5686,0.31817123
8772900,3497.8582,0.31816697
8773200,3031.889,0.31816274
8773500,2680.4583,0.31815848
8773800,2396.286,0.31815422
8774100,2152.643,0.31814998
8774400,1937.6737,0.31814572
8774700,1744.8516,0.3181415
8775000,1570.2405,0.31813723
8775300,1411.3386,0.318133
8775600,1266.5065,0.31812873
8775900,1040.9957,0.3181245
8776200,0.038202498,0.31812024
8776500,0.038061097,0.31811598
8776800,0.03806034,0.31811175
8777100,0.038060308,0.3181075
8777400,0.03806026,0.31810325
8777700,0.038060214,0.318099
8778000,0.038060166,0.31809476
8778300,0.03806012,0.3180905
8778600,0.038060073,0.31808627
8778900,0.038060028,0.318082
8779200,0.03805998,0.31807777
8779500,0.038059935,0.3180735
8779800,0.038059887,0.31806928
8780100,0.03805984,0.31806502
8780400,0.038059797,0.3180608
8780700,0.03805975,0.31805652
8781000,0.038059704,0.3180523
8781300,0.038059656,0.31804806
8781600,0.03805961,0.3180438
8781900,0.038059562,0.31803957
8782200,0.038059518,0.3180353
8782500,0.03805947,0.31803107
8782800,0.03805942,0.3180268
8783100,0.038059376,0.31802258
8783400,0.038059328,0.31801832
8783700,0.038059283,0.3180141
8784000,0.038059235,0.31800985
8784300,0.03805919,0.3180056
8784600,0.03805914,0.31800136
8784900,0.038059097,0.3179971
8785200,0.03805905,0.31799287
8785500,0.038059004,0.31798863
8785800,0.038058955,0.31798437
8786100,0.03805891,0.31798014
8786400,0.038058862,0.31797588
8786700,0.038058814,0.31797165
8787000,0.03805877,0.3179674
8787300,0.03805872,0.31796315
8787600,0.038058676,0.31795892
8787900,0.038058627,0.3179547
8788200,0.038058583,0.31795043
8788500,0.038058534,0.3179462
8788800,0.038058486,0.31794196
8789100,0.03805844,0.3179377
8789400,0.038058393,0.31793347
8789700,0.038058348,0.31792924
8790000,0.0380583,0.31792498
8790300,0.03805825,0.31792074
8790600,0.038058206,0.3179165
8790900,0.038058158,0.31791225
8791200,0.03805811,0.31790802
8791500,0.038058065,0.3179038
8791800,0.038058016,0.31789953
8792100,0.03805797,0.3178953
8792400,0.038057923,0.31789106
8792700,0.038057875,0.31788683
8793000,0.03805783,0.31788257
8793300,0.03805778,0.31787834
8793600,0.038057733,0.3178741
8793900,0.03805769,0.31786984
8794200,0.03805764,0.3178656
8794500,0.03805759,0.31786138
8794800,0.038057547,0.31785715
8795100,0.0380575,0.31785288
8795400,0.03805745,0.31784865
8795700,0.038057406,0.31784442
8796000,0.038057357,0.3178402
8796300,0.03805731,0.31783593
8796600,0.03805726,0.3178317
8796900,0.038057216,0.31782746
8797200,0.038057167,0.31782323
8797500,0.03805712,0.317819
8797800,0.038057074,0.31781474
8798100,0.038057026,0.3178105
8798400,0.038056977,0.31780627
8798700,0.03805693,0.31780204
8799000,0.038056884,0.3177978
8799300,0.038056836,0.31779355
8799600,0.038056787,0.31778932
8799900,0.038056742,0.31778508
8800200,0.038056694,0.31778085
8800500,0.038056646,0.31777662
8800800,0.038056597,0.3177724
8801100,0.038056552,0.31776816
8801400,0.038056504,0.3177639
8801700,0.038056456,0.31775966
8802000,0.038056407,0.31775543
8802300,0.03805636,0.3177512
8802600,0.038056314,0.31774697
8802900,0.038056266,0.31774274
8803200,0.038056217,0.3177385
8803500,0.03805617,0.31773424
8803800,0.03805612,0.31773
8804100,0.038056076,0.31772578
8804400,0.038056027,0.31772155
8804700,0.03805598,0.3177173
8805000,0.03805593,0.31771308
8805300,0.03805588,0.31770885
8805600,0.038055837,0.31770462
8805900,0.03805579,0.3177004
8806200,0.03805574,0.31769615
8806500,0.038055692,0.31769192
8806800,0.038055643,0.3176877
8807100,0.038055595,0.31768343
8807400,0.03805555,0.3176792
8807700,0.038055502,0.31767496
8808000,0.038055453,0.31767073
8808300,0.038055405,0.3176665
8808600,0.038055357,0.31766227
8808900,0.03805531,0.31765804
8809200,0.03805526,0.3176538
8809500,0.038055215,0.31764957
8809800,0.038055167,0.31764534
8810100,0.03805512,0.3176411
8810400,0.03805507,0.31763688
8810700,0.03805502,0.31763265
8811000,0.038054973,0.3176284
8811300,0.038054924,0.31762418
8811600,0.038054876,0.31761995
8811900,0.038054828,0.31761572
8812200,0.038054783,0.3176115
8812500,0.038054734,0.31760725
8812800,0.038054686,0.31760302
8813100,0.038054638,0.3175988
8813400,0.03805459,0.31759456
8813700,0.03805454,0.31759033
8814000,0.038054492,0.3175861
8814300,0.038054444,0.3175819
8814600,0.038054395,0.31757766
8814900,0.038054347,0.31757343
8815200,0.0380543,0.3175692
8815500,0.03805425,0.31756496
8815800,0.0380542,0.31756073
8816100,0.038054153,0.3175565
8816400,0.038054105,0.31755227
8816700,0.038054056,0.31754804
8817000,0.03805401,0.3175438
8817300,0.038053963,0.31753957
8817600,0.038053915,0.31753534
8817900,0.038053866,0.31753114
8818200,0.038053818,0.3175269
8818500,0.03805377,0.31752267
8818800,0.03805372,0.31751844
8819100,0.038053673,0.3175142
8819400,0.038053624,0.31750998
8819700,0.038053576,0.31750575
8820000,0.038053527,0.31750152
8820300,0.03805348,0.3174973
8820600,0.03805343,0.31749308
8820900,0.038053382,0.31748885
8821200,0.03805333,0.31748462
8821500,0.03805328,0.3174804
8821800,0.038053233,0.31747615
8822100,0.038053185,0.31747195
8822400,0.038053136,0.31746772
8822700,0.038053088,0.3174635
8823000,0.03805304,0.31745926
8823300,0.03805299,0.31745502
8823600,0.038052943,0.31745082
8823900,0.038052894,0.3174466
8824200,0.038052846,0.31744236
8824500,0.038052797,0.31743813
8824800,0.03805275,0.3174339
8825100,0.0380527,0.3174297
8825400,0.038052652,0.31742546
8825700,0.038052604,0.31742123
8826000,0.038052555,0.317417
8826300,0.038052503,0.3174128
8826600,0.038052455,0.31740856
8826900,0.038052406,0.31740433
8827200,0.038052358,0.3174001
8827500,0.03805231,0.3173959
8827800,0.03805226,0.31739166
8828100,0.038052212,0.31738743
8828400,0.038052164,0.3173832
8828700,0.038052116,0.317379
8829000,0.038052063,0.31737477
8829300,0.038052015,0.31737053
8829600,0.038051967,0.31736633
8829900,0.03805192,0.3173621
8830200,0.03805187,0.31735787
8830500,0.03805182,0.31735364
8830800,0.038051773,0.31734943
8831100,0.03805172,0.3173452
8831400,0.038051672,0.31734097
8831700,0.038051624,0.31733677
8832000,0.038051575,0.31733254
8832300,0.038051527,0.3173283
8832600,0.038051475,0.3173241
8832900,0.038051426,0.31731987
8833200,0.038051378,0.31731564
8833500,0.03805133,0.31731144
8833800,0.03805128,0.3173072
8834100,0.038051233,0.317303
8834400,0.03805118,0.31729877
8834700,0.038051132,14638.6455
8835000,0.038051084,0.31434548
8835300,0.038051035,0.31036833
8835600,0.038050983,0.31010443
8835900,0.038050935,0.31010166
8836200,0.038050886,0.31009892
8836500,0.038050838,0.31009617
8836800,0.03805079,0.3100934
8837100,0.038050737,0.31009063
8837400,0.03805069,0.31008783
8837700,0.03805064,0.31008503
8838000,0.038050592,0.3100822
8838300,0.03805054,0.31007937
8838600,0.03805049,0.3100765
8838900,0.038050443,0.3100736
8839200,0.038050395,0.3100707
8839500,0.038050342,0.31006777
8839800,0.038050294,0.310065
8840100,0.038050245,0.31006244
8840400,0.038050193,0.31006005
8840700,0.038050145,0.31005773
8841000,0.038050096,0.31005538
8841300,0.038050048,0.31005305
8841600,0.038049996,0.3100507
8841900,0.038049947,0.31004834
8842200,0.0380499,0.310046
8842500,0.038049847,0.3100436
8842800,0.0380498,0.31004125
8843100,0.03804975,0.31003886
8843400,0.038049698,0.3100365
8843700,0.03804965,0.31003413
8844000,0.0380496,0.31003174
8844300,0.03804955,0.3100294
8844600,0.0380495,0.31002697
8844900,0.038049452,0.3100246
8845200,0.0380494,0.3100222
8845500,0.03804935,0.3100198
8845800,0.038049303,0.31001738
8846100,0.03804925,0.31001496
8846400,0.038049202,0.31001252
8846700,0.038049154,0.31001005
8847000,0.0380491,0.31000757
8847300,0.038049053,0.3100051
8847600,0.038049,0.31000257
8847900,0.038048953,0.31000003
8848200,0.038048904,0.30999747
8848500,1789.423,0.30999485
8848800,1911.9424,0.30999222
8849100,2071.5872,0.30998957
8849400,2270.3135,0.30998692
8849700,2477.397,0.30998424
8850000,2690.4497,0.30998158
8850300,2905.5825,0.30997893
8850600,3119.2175,0.30997625
8850900,3328.8848,0.3099736
8851200,3533.4856,0.30997095
8851500,3733.153,0.30996826
8851800,3929.0735,0.3099656
8852100,4123.231,0.30996296
8852400,4318.114,0.30996028
8852700,4515.8057,0.30995762
8853000,4715.322,0.30995497
8853300,4915.6265,0.30995232
8853600,5116.1436,0.30994964
8853900,5316.507,0.30994698
8854200,5516.466,0.30994433
8854500,5715.8394,0.30994165
8854800,5914.491,0.309939
8855100,6112.312,0.30993634
8855400,6309.207,0.3099337
8855700,6505.086,0.309931
8856000,6699.858,0.30992836
8856300,6893.625,0.3099257
8856600,7086.93,0.30992302
8856900,7279.6265,0.30992037
8857200,7471.1133,0.30991772
8857500,7660.592,0.30991507
8857800,7847.16,0.30991238
8858100,8029.8687,0.30990973
8858400,8207.759,0.30990708
8858700,8379.879,0.30990443
8859000,8545.291,0.30990174
8859300,8703.075,0.3098991
8859600,8852.249,0.30989644
8859900,8981.279,0.3098938
8860200,9066.203,0.30989113
8860500,9118.957,0.30988845
8860800,9129.845,0.3098858
8861100,9096.6,0.30988315
8861400,9024.53,0.3098805
8861700,8923.576,0.3098778
8862000,8805.887,0.30987516
8862300,8684.916,0.3098725
8862600,8574.505,0.30986986
8862900,8488.798,0.3098672
8863200,8442.149,0.30986452
8863500,8439.298,0.30986187
8863800,8455.34,0.30985922
8864100,8478.133,0.30985656
8864400,8503.125,0.3098539
8864700,8528.158,0.30985123
8865000,8552.109,0.30984858
8865300,8574.386,0.30984592
8865600,8594.706,0.30984327
8865900,8612.9795,0.30984062
8866200,8629.178,0.30983797
8866500,8643.191,0.30983528
8866800,8654.261,0.30983263
8867100,8662.284,0.30982998
8867400,8667.682,0.30982733
8867700,8670.805,0.30982468
8868000,8671.875,0.30982202
8868300,8671.033,0.30981934
8868600,8668.417,0.3098167
8868900,8664.194,0.30981404
8869200,8657.999,0.30981138
8869500,8648.982,0.30980873
8869800,8637.234,0.30980608
8870100,8623.219,0.30980343
8870400,8607.494,0.30980074
8870700,8589.419,0.3097981
8871000,8565.265,0.30979544
8871300,8532.067,0.3097928
8871600,8487.959,0.30979013
8871900,8430.993,0.30978748
8872200,8359.529,0.30978483
8872500,8272.492,0.30978218
8872800,8168.897,0.30977952
8873100,8047.833,0.30977684
8873400,7908.402,0.3097742
8873700,7749.671,0.30977154
8874000,7570.7046,0.3097689
8874300,7359.9604,0.30976623
8874600,7082.575,0.30976358
8874900,6732.524,0.30976093
8875200,6321.025,0.30975828
8875500,5864.837,0.30975562
8875800,5381.682,0.30975297
8876100,4889.125,0.30975032
8876400,4416.592,0.30974764
8876700,3969.3499,0.30974498
8877000,3550.2896,0.30974233
8877300,3166.1028,0.30973968
8877600,2823.402,0.30973703
8877900,2523.0938,0.30973437
8878200,2251.9846,0.30973172
8878500,2002.0499,0.30972907
8878800,1769.981,0.30972642
8879100,1554.316,0.30972376
8879400,1354.4768,0.3097211
8879700,1170.345,0.30971846
8880000,0.03458194,0.3097158
8880300,0.03678629,0.30971316
8880600,0.036786254,0.3097105
8880900,0.036786206,0.30970785
8881200,0.03678616,0.3097052
8881500,0.036786117,0.30970255
8881800,0.03678607,0.3096999
8882100,0.036786024,0.30969724
8882400,0.036785975,0.3096946
8882700,0.03678593,0.30969194
8883000,0.036785882,0.30968928
8883300,0.036785837,0.30968663
8883600,0.03678579,0.30968398
8883900,0.03678574,0.30968133
8884200,0.036785696,0.30967867
8884500,0.036785647,0.30967602
8884800,0.036785603,0.30967337
8885100,0.036785554,0.30967072
8885400,0.036785506,0.30966806
8885700,0.03678546,0.3096654
8886000,0.036785413,0.30966276
8886300,0.036785368,0.3096601
8886600,0.03678532,0.30965745
8886900,0.03678527,0.3096548
8887200,0.036785226,0.30965215
8887500,0.036785178,0.3096495
8887800,0.036785133,0.30964684
8888100,0.036785085,0.3096442
8888400,0.036785036,0.30964154
8888700,0.03678499,0.3096389
8889000,0.036784943,0.30963624
8889300,0.036784895,0.30963358
8889600,0.03678485,0.30963093
8889900,0.0367848,0.30962828
8890200,0.036784753,0.30962563
8890500,0.03678471,0.30962297
8890800,0.03678466,0.30962035
8891100,0.03678461,0.3096177
8891400,0.036784567,0.30961505
8891700,0.03678452,0.3096124
8892000,0.03678447,0.30960974
8892300,0.036784425,0.3096071
8892600,0.036784377,0.30960444
8892900,0.03678433,0.30960178
8893200,0.036784284,0.30959913
8893500,0.036784235,0.30959648
8893800,0.036784187,0.30959383
8894100,0.03678414,0.3095912
8894400,0.036784094,0.30958855
8894700,0.036784045,0.3095859
8895000,0.036783997,0.30958325
8895300,0.036783952,0.3095806
8895600,0.036783904,0.30957794
8895900,0.036783855,0.3095753
8896200,0.036783807,0.30957264
8896500,0.036783762,0.30956998
8896800,0.036783714,0.30956736
8897100,0.036783665,0.3095647
8897400,0.036783617,0.30956206
8897700,0.036783572,0.3095594
8898000,0.036783524,0.30955675
8898300,0.036783475,0.3095541
8898600,0.036783427,0.30955145
8898900,0.036783382,0.30954883
8899200,0.036783334,0.30954617
8899500,0.036783285,0.30954352
8899800,0.036783237,0.30954087
8900100,0.036783192,0.30953822
8900400,0.036783144,0.30953556
8900700,0.036783095,0.30953294
8901000,0.036783047,0.3095303
8901300,0.036783,0.30952764
8901600,0.036782954,0.30952498
8901900,0.036782905,0.30952233
8902200,0.036782857,0.30951968
8902500,0.03678281,0.30951706
8902800,0.03678276,0.3095144
8903100,0.03678271,0.30951175
8903400,0.036782667,0.3095091
8903700,0.03678262,0.30950645
8904000,0.03678257,0.30950382
8904300,0.03678252,0.30950117
8904600,0.036782473,0.30949852
8904900,0.036782425,0.30949587
8905200,0.03678238,0.3094932
8905500,0.03678233,0.3094906
8905800,0.036782283,0.30948794
8906100,0.036782235,0.3094853
8906400,0.036782186,0.30948263
8906700,0.036782138,0.30948
8907000,0.03678209,0.30947736
8907300,0.036782045,0.3094747
8907600,0.036781996,0.30947205
8907900,0.036781948,0.3094694
8908200,0.0367819,0.30946678
8908500,0.03678185,0.30946413
8908800,0.036781803,0.30946147
8909100,0.036781754,0.30945882
8909400,0.036781706,0.3094562
8909700,0.036781657,0.30945355
8910000,0.03678161,0.3094509
8910300,0.036781564,0.30944824
8910600,0.036781516,0.30944562
8910900,0.036781467,0.30944297
8911200,0.03678142,0.3094403
8911500,0.03678137,0.3094377
8911800,0.036781322,0.30943504
8912100,0.036781274,0.3094324
8912400,0.036781225,0.30942973
8912700,0.036781177,0.3094271
8913000,0.03678113,0.30942446
8913300,0.03678108,0.3094218
8913600,0.03678103,0.30941918
8913900,0.036780983,0.30941653
8914200,0.036780935,0.30941388
8914500,0.036780886,0.30941123
8914800,0.036780838,0.3094086
8915100,0.03678079,0.30940595
8915400,0.03678074,0.3094033
8915700,0.036780693,0.30940068
8916000,0.036780644,0.30939803
8916300,0.036780596,0.30939537
8916600,0.036780547,0.30939275
8916900,0.0367805,0.3093901
8917200,0.03678045,0.30938745
8917500,0.036780402,0.30938482
8917800,0.036780354,0.30938217
8918100,0.036780305,0.30937952
8918400,0.036780257,0.3093769
8918700,0.03678021,0.30937424
8919000,0.03678016,0.3093716
8919300,0.03678011,0.30936897
8919600,0.036780063,0.30936632
8919900,0.036780015,0.30936366
8920200,0.036779966,0.30936104
8920500,0.036779918,0.3093584
8920800,0.03677987,0.30935574
8921100,0.03677982,14364.198
8921400,0.036779772,1.9670101
8921700,0.036779724,0.32862535
8922000,0.036779676,0.3286276
8922300,0.036779627,0.3286241
8922600,0.03677958,0.3286206
8922900,0.03677953,0.3286171
8923200,0.03677948,0.32861352
8923500,0.03677943,0.32860988
8923800,0.03677938,0.3286062
8924100,0.036779333,0.32860243
8924400,0.036779284,0.32859862
8924700,0.036779236,0.32859474
8925000,0.036779188,0.32859105
8925300,0.03677914,0.3285876
8925600,0.03677909,0.3285843
8925900,0.036779042,0.32858112
8926200,0.03677899,0.3285779
8926500,0.03677894,0.32857466
8926800,0.036778893,0.32857135
8927100,2095.6152,0.32856798
8927400,2566.0364,0.32856455
8927700,3138.9185,0.32856104
8928000,3794.6013,0.32855746
8928300,4490.9805,0.32855383
8928600,5180.645,0.32855013
8928900,5826.538,0.32854638
8929200,6410.6587,0.32854253
8929500,6931.51,0.32853866
8929800,7395.8535,0.32853475
8930100,7813.3877,0.3285308
8930400,8193.329,0.32852677
8930700,8543.477,0.3285227
8931000,8870.118,0.3285186
8931300,9178.301,0.3285145
8931600,9472.264,0.3285103
8931900,9755.8955,0.3285061
8932200,10033.192,0.32850188
8932500,10306.75,0.3284976
8932800,10578.063,0.3284933
8933100,10847.996,0.32848895
8933400,11117.054,0.32848457
8933700,11385.516,0.32848015
8934000,11653.536,0.3284757
8934300,11921.185,0.32847124
8934600,12188.517,0.3284667
8934900,12455.558,0.32846218
8935200,12722.322,0.3284576
8935500,13130.527,0.328453
8935800,13430.332,0.32844839
8936100,13724.465,0.3284438
8936400,14022.655,0.3284392
8936700,14322.956,0.3284346
8937000,14623.236,0.32843
8937300,14921.845,0.3284254
8937600,15217.807,0.3284208
8937900,15510.985,0.3284162
8938200,15801.569,0.3284116
8938500,16102.532,0.328407
8938800,16453.045,0.3284024
8939100,16838.033,0.3283978
8939400,17240.49,0.32839322
8939700,17649.55,0.3283886
8940000,18058.59,0.328384
8940300,18462.58,0.32837942
8940600,18860.29,0.32837483
8940900,19253.479,0.3283702
8941200,19643.459,0.32836562
8941500,20033.531,0.32836103
8941800,20423.344,0.32835644
8942100,20811.691,0.32835183
8942400,21197.486,0.32834724
8942700,21486.398,0.32834265
8943000,21663.717,0.32833806
8943300,21818.24,0.32833347
8943600,21971.691,0.32832885
8943900,22128.072,0.32832426
8944200,22286.436,0.32831967
8944500,22446.701,0.32831508
8944800,22626.916,0.3283105
8945100,22926.055,0.32830587
8945400,23254.168,0.32830128
8945700,23592.396,0.3282967
8946000,23931.365,0.3282921
8946300,24418.05,0.3282875
8946600,24975.932,0.32828292
8946900,25442.54,0.3282783
8947200,25777.592,0.3282737
8947500,26238.85,0.32826912
8947800,26796.312,0.32826453
8948100,28659.783,0.32825994
8948400,31189.26,0.32825536
8948700,32067.041,0.32825077
8949000,32246.527,0.32824618
8949300,31771.494,0.3282416
8949600,31128.574,0.32823697
8949900,30553.23,0.32823238
8950200,30113.686,0.3282278
8950500,29882.658,0.3282232
8950800,29832.588,0.3282186
8951100,29872.127,0.32821402
