Time,flo.sou.qGai_flow[1],flo.sou.qGai_flow[2],flo.sou.qGai_flow[3],flo.eas.qGai_flow[1],flo.eas.qGai_flow[2],flo.eas.qGai_flow[3],flo.nor.qGai_flow[1],flo.nor.qGai_flow[2],flo.nor.qGai_flow[3],flo.wes.qGai_flow[1],flo.wes.qGai_flow[2],flo.wes.qGai_flow[3],flo.cor.qGai_flow[1],flo.cor.qGai_flow[2],flo.cor.qGai_flow[3],hvac.occSch.occupied,flo.intGaiFra.y[1]
9493200,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0,0.08
9494100,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0,0.0775
9495000,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0,0.075
9495900,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0,0.0725
9496800,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0,0.07
9497700,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0,0.0675
9498600,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0,0.065
9499500,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0,0.0625
9500400,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0,0.06
9501300,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0,0.0575
9502200,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0,0.055
9503100,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0,0.0525
9504000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9504900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9505800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9506700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9507600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9508500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9509400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9510300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9511200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9512100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9513000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9513900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9514800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9515700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9516600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9517500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9518400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9519300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9520200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9521100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9522000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9522900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9523800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9524700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9525600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9526500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9527400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9528300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9529200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9530100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9531000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9531900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9532800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9533700,2.1,2.1,1.05,2.1,2.1,1.05,2.1,2.1,1.05,2.1,2.1,1.05,2.1,2.1,1.05,1,0.2625
9534600,3.8,3.8,1.9,3.8,3.8,1.9,3.8,3.8,1.9,3.8,3.8,1.9,3.8,3.8,1.9,1,0.475
9535500,5.5,5.5,2.75,5.5,5.5,2.75,5.5,5.5,2.75,5.5,5.5,2.75,5.5,5.5,2.75,1,0.6875
9536400,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9537300,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9538200,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9539100,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9540000,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9540900,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9541800,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9542700,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9543600,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9544500,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9545400,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9546300,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9547200,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9548100,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9549000,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9549900,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9550800,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9551700,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9552600,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9553500,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9554400,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9555300,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9556200,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9557100,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9558000,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9558900,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9559800,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9560700,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9561600,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9562500,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9563400,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9564300,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9565200,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9566100,7.1,7.1,3.55,7.1,7.1,3.55,7.1,7.1,3.55,7.1,7.1,3.55,7.1,7.1,3.55,1,0.8875
9567000,6.2,6.2,3.1,6.2,6.2,3.1,6.2,6.2,3.1,6.2,6.2,3.1,6.2,6.2,3.1,1,0.775
9567900,5.3,5.3,2.65,5.3,5.3,2.65,5.3,5.3,2.65,5.3,5.3,2.65,5.3,5.3,2.65,1,0.6625
9568800,4.4,4.4,2.2,4.4,4.4,2.2,4.4,4.4,2.2,4.4,4.4,2.2,4.4,4.4,2.2,1,0.55
9569700,3.5,3.5,1.75,3.5,3.5,1.75,3.5,3.5,1.75,3.5,3.5,1.75,3.5,3.5,1.75,1,0.4375
9570600,2.6,2.6,1.3,2.6,2.6,1.3,2.6,2.6,1.3,2.6,2.6,1.3,2.6,2.6,1.3,1,0.325
9571500,1.7,1.7,0.85,1.7,1.7,0.85,1.7,1.7,0.85,1.7,1.7,0.85,1.7,1.7,0.85,1,0.2125
9572400,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.4,0,0.1
9573300,0.78,0.78,0.39,0.78,0.78,0.39,0.78,0.78,0.39,0.78,0.78,0.39,0.78,0.78,0.39,0,0.0975
9574200,0.76,0.76,0.38,0.76,0.76,0.38,0.76,0.76,0.38,0.76,0.76,0.38,0.76,0.76,0.38,0,0.095
9575100,0.74,0.74,0.37,0.74,0.74,0.37,0.74,0.74,0.37,0.74,0.74,0.37,0.74,0.74,0.37,0,0.0925
9576000,0.72,0.72,0.36,0.72,0.72,0.36,0.72,0.72,0.36,0.72,0.72,0.36,0.72,0.72,0.36,0,0.09
9576900,0.7,0.7,0.35,0.7,0.7,0.35,0.7,0.7,0.35,0.7,0.7,0.35,0.7,0.7,0.35,0,0.0875
9577800,0.68,0.68,0.34,0.68,0.68,0.34,0.68,0.68,0.34,0.68,0.68,0.34,0.68,0.68,0.34,0,0.085
9578700,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.66,0.33,0,0.0825
9579600,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0,0.08
9580500,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0,0.0775
9581400,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0,0.075
9582300,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0,0.0725
9583200,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0,0.07
9584100,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0,0.0675
9585000,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0,0.065
9585900,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0,0.0625
9586800,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0,0.06
9587700,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0,0.0575
9588600,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0,0.055
9589500,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0,0.0525
9590400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9591300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9592200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9593100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9594000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9594900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9595800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9596700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9597600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9598500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9599400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9600300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9601200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9602100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9603000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9603900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9604800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9605700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9606600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9607500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9608400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9609300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9610200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9611100,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9612000,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9612900,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9613800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9614700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9615600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9616500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9617400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9618300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9619200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,1,0.05
9620100,2.1,2.1,1.05,2.1,2.1,1.05,2.1,2.1,1.05,2.1,2.1,1.05,2.1,2.1,1.05,1,0.2625
9621000,3.8,3.8,1.9,3.8,3.8,1.9,3.8,3.8,1.9,3.8,3.8,1.9,3.8,3.8,1.9,1,0.475
9621900,5.5,5.5,2.75,5.5,5.5,2.75,5.5,5.5,2.75,5.5,5.5,2.75,5.5,5.5,2.75,1,0.6875
9622800,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9623700,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9624600,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9625500,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9626400,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9627300,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9628200,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9629100,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9630000,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9630900,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9631800,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9632700,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,7.2,7.2,3.6,1,0.9
9633600,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9634500,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9635400,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9636300,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,6.4,6.4,3.2,1,0.8
9637200,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9638100,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9639000,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9639900,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9640800,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9641700,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9642600,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9643500,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9644400,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9645300,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9646200,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9647100,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9648000,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9648900,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9649800,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9650700,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9651600,8,8,4,8,8,4,8,8,4,8,8,4,8,8,4,1,1
9652500,7.1,7.1,3.55,7.1,7.1,3.55,7.1,7.1,3.55,7.1,7.1,3.55,7.1,7.1,3.55,1,0.8875
9653400,6.2,6.2,3.1,6.2,6.2,3.1,6.2,6.2,3.1,6.2,6.2,3.1,6.2,6.2,3.1,1,0.775
9654300,5.3,5.3,2.65,5.3,5.3,2.65,5.3,5.3,2.65,5.3,5.3,2.65,5.3,5.3,2.65,1,0.6625
9655200,4.4,4.4,2.2,4.4,4.4,2.2,4.4,4.4,2.2,4.4,4.4,2.2,4.4,4.4,2.2,1,0.55
9656100,3.5,3.5,1.75,3.5,3.5,1.75,3.5,3.5,1.75,3.5,3.5,1.75,3.5,3.5,1.75,1,0.4375
9657000,2.6,2.6,1.3,2.6,2.6,1.3,2.6,2.6,1.3,2.6,2.6,1.3,2.6,2.6,1.3,1,0.325
9657900,1.7,1.7,0.85,1.7,1.7,0.85,1.7,1.7,0.85,1.7,1.7,0.85,1.7,1.7,0.85,1,0.2125
9658800,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.4,0.8,0.8,0.4,0,0.1
9659700,0.78,0.78,0.39,0.78,0.78,0.39,0.78,0.78,0.39,0.78,0.78,0.39,0.78,0.78,0.39,0,0.0975
9660600,0.76,0.76,0.38,0.76,0.76,0.38,0.76,0.76,0.38,0.76,0.76,0.38,0.76,0.76,0.38,0,0.095
9661500,0.74,0.74,0.37,0.74,0.74,0.37,0.74,0.74,0.37,0.74,0.74,0.37,0.74,0.74,0.37,0,0.0925
9662400,0.72,0.72,0.36,0.72,0.72,0.36,0.72,0.72,0.36,0.72,0.72,0.36,0.72,0.72,0.36,0,0.09
9663300,0.7,0.7,0.35,0.7,0.7,0.35,0.7,0.7,0.35,0.7,0.7,0.35,0.7,0.7,0.35,0,0.0875
9664200,0.68,0.68,0.34,0.68,0.68,0.34,0.68,0.68,0.34,0.68,0.68,0.34,0.68,0.68,0.34,0,0.085
9665100,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.66,0.33,0.66,0.66,0.33,0,0.0825
9666000,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0.64,0.64,0.32,0,0.08
9666900,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0.62,0.62,0.31,0,0.0775
9667800,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0.6,0.6,0.3,0,0.075
9668700,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0.58,0.58,0.29,0,0.0725
9669600,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0.56,0.56,0.28,0,0.07
9670500,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0.54,0.54,0.27,0,0.0675
9671400,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0.52,0.52,0.26,0,0.065
9672300,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0,0.0625
9673200,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0.48,0.48,0.24,0,0.06
9674100,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0.46,0.46,0.23,0,0.0575
9675000,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0.44,0.44,0.22,0,0.055
9675900,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0.42,0.42,0.21,0,0.0525
9676800,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9677700,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9678600,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9679500,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9680400,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9681300,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
9682200,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0,0.05
