Time,chiWatPla.QTot.y,boiWatPla.QTot.y
9989400,537627.56,543311.56
9989700,536056.75,548773.8
9990000,535986.4,556626.7
9990300,537728.5,563516.94
9990600,541085.56,565448.94
9990900,545247.06,563568.6
9991200,549577.6,558536.7
9991500,553585.1,553210.8
9991800,556861.3,551747.8
9992100,559052.06,556444.25
9992400,559842.56,565004.3
9992700,558911.94,573542.56
9993000,555930.75,579273.5
9993300,550602.25,582207.9
9993600,542709.6,582594.7
9993900,531881.9,596679.5
9994200,530332.1,626703.1
9994500,528967.1,654735.3
9994800,527689.4,672239.94
9995100,526574.06,683684.94
9995400,525599.5,696180.7
9995700,524735.2,708938.3
9996000,523952.4,725278.2
9996300,523225.6,744786.56
9996600,522540.0,759924.3
9996900,521886.16,771343.4
9997200,521251.56,783210.56
9997500,520519.13,804639.25
9997800,519406.3,831387.3
9998100,518261.28,854910.25
9998400,517257.06,876046.8
9998700,516393.25,898056.3
9999000,515634.25,923058.7
9999300,514952.13,950152.0
9999600,514327.44,977224.9
9999900,513683.25,1002309.25
10000200,513411.94,1011584.94
10000500,511921.7,1061403.4
10000800,511921.7,1061403.4
10001100,511921.7,1061403.4
10001400,510684.75,1092239.0
10001700,510137.56,1104259.0
10002000,510137.56,1104259.0
10002300,508124.66,1147732.1
10002600,508124.66,1147732.1
10002900,508124.66,1147732.1
10003200,506133.5,1199805.3
10003500,506133.5,1199805.3
10003800,506133.5,1199805.3
10004100,504857.84,1250922.3
10004400,504857.84,1250922.3
10004700,503392.88,1281690.1
10005000,503179.7,1288877.5
10005300,502584.53,1308683.4
10005600,502584.53,1308683.4
10005900,501904.56,1368750.9
10006200,501904.56,1368750.9
10006500,501904.56,1368750.9
10006800,501694.97,1414970.6
10007100,501694.97,1414970.6
10007400,501694.97,1414970.6
10007700,502006.28,1446452.5
10008000,502006.28,1446452.5
10008300,502006.28,1446452.5
10008600,502361.88,1466355.5
10008900,502361.88,1466355.5
10009200,502361.88,1466355.5
10009500,503068.8,1475946.9
10009800,503068.8,1475946.9
10010100,503068.8,1475946.9
10010400,503606.9,1476361.5
10010700,503606.9,1476361.5
10011000,503606.9,1476361.5
10011300,0.0,1334493.1
10011600,0.0,1334493.1
10011900,0.0,1334493.1
10012200,0.0,29297.357
10012500,0.0,29297.357
10012800,0.0,29297.357
10013100,0.0,30158.219
10013400,0.0,30158.219
10013700,0.0,30158.219
10014000,0.0,30735.455
10014300,0.0,30735.455
10014600,0.0,30735.455
10014900,0.0,31116.447
10015200,0.0,31116.447
10015500,0.0,31116.447
10015800,0.0,31361.406
10016100,0.0,31361.406
10016400,0.0,31361.406
10016700,0.0,31511.436
10017000,0.0,31511.436
10017300,0.0,31511.436
10017600,0.0,31594.98
10017900,0.0,31594.98
10018200,0.0,31594.98
10018500,0.0,31631.633
10018800,0.0,31631.633
10019100,0.0,31631.633
10019400,0.0,31634.957
10019700,0.0,31634.957
10020000,0.0,31634.957
10020300,0.0,31614.486
10020600,0.0,31614.486
10020900,0.0,31614.486
10021200,0.0,31576.674
10021500,0.0,31576.674
10021800,0.0,31576.674
10022100,0.0,31526.08
10022400,0.0,31526.08
10022700,0.0,31526.08
10023000,0.0,31466.088
10023300,0.0,31466.088
10023600,0.0,31466.088
10023900,0.0,31399.049
10024200,0.0,31399.049
10024500,0.0,31399.049
10024800,0.0,31326.645
10025100,0.0,31326.645
10025400,0.0,31326.645
10025700,0.0,31250.117
10026000,0.0,31250.117
10026300,0.0,31250.117
10026600,0.0,31170.379
10026900,0.0,31170.379
10027200,0.0,31170.379
10027500,0.0,31088.117
10027800,0.0,31088.117
10028100,0.0,31088.117
10028400,0.0,31003.857
10028700,0.0,31003.857
10029000,0.0,31003.857
10029300,0.0,30918.008
10029600,0.0,30918.008
10029900,0.0,30918.008
10030200,0.0,30830.889
10030500,0.0,30830.889
10030800,0.0,30830.889
10031100,0.0,30742.762
10031400,0.0,30742.762
10031700,0.0,30742.762
10032000,0.0,30653.834
10032300,0.0,30653.834
10032600,0.0,30653.834
10032900,0.0,30564.28
10033200,0.0,30564.28
10033500,0.0,30564.28
10033800,0.0,30474.24
10034100,0.0,30474.24
10034400,0.0,30474.24
10034700,0.0,30383.834
10035000,0.0,30383.834
10035300,0.0,30383.834
10035600,0.0,30293.158
10035900,0.0,30293.158
10036200,0.0,30293.158
10036500,0.0,30202.297
10036800,0.0,30202.297
10037100,0.0,30202.297
10037400,0.0,30111.324
10037700,0.0,30111.324
10038000,0.0,30111.324
10038300,0.0,30020.295
10038600,0.0,30020.295
10038900,0.0,30020.295
10039200,0.0,29929.26
10039500,0.0,29929.26
10039800,0.0,29929.26
10040100,353990.1,40224.766
10040400,353990.1,40224.766
10040700,781166.6,207831.9
10041000,547067.06,482072.1
10041300,435752.03,612331.56
10041600,438185.38,943936.56
10041900,485786.8,2229217.3
10042200,492218.38,2485431.8
10042500,578173.9,2953433.5
10042800,602933.56,3029943.5
10043100,680199.44,3000720.8
10043400,680199.44,3000720.8
10043700,739585.75,3189535.3
10044000,738475.94,3251201.0
10044300,734364.9,3427826.5
10044600,730368.5,3558491.0
10044900,727069.25,3577400.5
10045200,719704.5,3398073.3
10045500,719281.4,3387292.0
10045800,706154.56,3110193.5
10046100,706154.56,3110193.5
10046400,660886.1,2539759.0
10046700,660886.1,2539759.0
10047000,649286.06,2437911.0
10047300,608122.06,2169947.8
10047600,608122.06,2169947.8
10047900,608122.06,2169947.8
10048200,584701.9,1885139.0
10048500,584701.9,1885139.0
10048800,577811.1,1827614.0
10049100,552578.8,1659657.1
10049400,552578.8,1659657.1
10049700,552578.8,1659657.1
10050000,526252.44,1525123.6
10050300,526252.44,1525123.6
10050600,526252.44,1525123.6
10050900,521880.72,1439506.9
10051200,521880.72,1439506.9
10051500,521880.72,1439506.9
10051800,521171.84,1369419.9
10052100,521171.84,1369419.9
10052400,521171.84,1369419.9
10052700,522259.3,1301198.8
10053000,522259.3,1301198.8
10053300,522259.3,1301198.8
10053600,523456.0,1237703.6
10053900,523456.0,1237703.6
10054200,523456.0,1237703.6
10054500,523228.1,1185419.3
10054800,523228.1,1185419.3
10055100,523228.1,1185419.3
10055400,521476.03,1146313.4
10055700,521476.03,1146313.4
10056000,521476.03,1146313.4
10056300,520429.5,1117263.5
10056600,520429.5,1117263.5
10056900,520429.5,1117263.5
10057200,519958.8,1093202.9
10057500,519958.8,1093202.9
10057800,519958.8,1093202.9
10058100,519736.06,1071637.5
10058400,519736.06,1071637.5
10058700,519736.06,1071637.5
10059000,519575.44,1052256.3
10059300,519575.44,1052256.3
10059600,519575.44,1052256.3
10059900,519393.6,1035732.8
10060200,519393.6,1035732.8
10060500,519393.6,1035732.8
10060800,519232.34,1022134.75
10061100,519232.34,1022134.75
10061400,519232.34,1022134.75
10061700,519192.47,1010612.1
10062000,519192.47,1010612.1
10062300,518989.3,1010191.5
10062600,518953.84,1010314.56
10062900,517683.94,1019944.56
10063200,517683.94,1019944.56
10063500,517103.72,1046014.2
10063800,517103.72,1046014.2
10064100,517103.72,1046014.2
10064400,517608.03,1066906.1
10064700,517608.03,1066906.1
10065000,517608.03,1066906.1
10065300,518302.22,1075816.1
10065600,518302.22,1075816.1
10065900,518302.22,1075816.1
10066200,519950.34,1056363.3
10066500,519950.34,1056363.3
10066800,519950.34,1056363.3
10067100,519539.66,1023527.75
10067400,519539.66,1023527.75
10067700,519539.66,1023527.75
10068000,518089.25,1015563.44
10068300,518089.25,1015563.44
10068600,518089.25,1015563.44
10068900,517652.8,1021538.25
10069200,517652.8,1021538.25
10069500,517652.8,1021538.25
10069800,518399.3,906932.94
10070100,518399.3,906932.94
10070400,518399.3,906932.94
10070700,518773.4,1010581.5
10071000,518773.4,1010581.5
10071300,518773.4,1010581.5
10071600,519040.44,1032476.94
10071900,519040.44,1032476.94
10072200,519040.44,1032476.94
10072500,519180.7,1025259.56
10072800,519180.7,1025259.56
10073100,519180.7,1025259.56
10073400,519243.88,998584.06
10073700,519243.88,998584.06
10074000,519243.88,998584.06
10074300,519233.5,971158.0
10074600,519233.5,971158.0
10074900,519233.5,971158.0
10075200,519208.34,1009326.5
10075500,519208.34,1009326.5
10075800,519208.34,1009326.5
10076100,519269.72,1025158.75
10076400,519269.72,1025158.75
10076700,519269.72,1025158.75
10077000,519334.84,1015824.56
10077300,519334.84,1015824.56
10077600,519334.84,1015824.56
10077900,519366.63,1007055.06
10078200,519366.63,1007055.06
10078500,519366.63,1007055.06
10078800,519400.8,1016888.25
10079100,519400.8,1016888.25
10079400,519400.8,1016888.25
10079700,519446.8,1022402.75
10080000,519446.8,1022402.75
10080300,519446.8,1022402.75
10080600,518669.28,1065369.3
10080900,518669.28,1065369.3
10081200,518669.28,1065369.3
10081500,519116.94,1107393.9
10081800,519116.94,1107393.9
10082100,519116.94,1107393.9
10082400,520563.0,1141280.0
10082700,520563.0,1141280.0
10083000,520563.0,1141280.0
10083300,521973.25,1149996.5
10083600,521973.25,1149996.5
10083900,521973.25,1149996.5
10084200,521519.47,1182603.9
10084500,521519.47,1182603.9
10084800,521519.47,1182603.9
10085100,521587.16,1250466.1
10085400,521587.16,1250466.1
10085700,521587.16,1250466.1
10086000,522562.84,1317606.3
10086300,522562.84,1317606.3
10086600,522562.84,1317606.3
10086900,523738.6,1359886.9
10087200,523738.6,1359886.9
10087500,523738.6,1359886.9
10087800,524460.9,1374204.8
10088100,524460.9,1374204.8
10088400,524460.9,1374204.8
10088700,524342.9,1370910.3
10089000,524342.9,1370910.3
10089300,524342.9,1370910.3
10089600,524181.5,1361058.6
10089900,524181.5,1361058.6
10090200,524181.5,1361058.6
10090500,524570.06,1350916.3
10090800,524570.06,1350916.3
10091100,524570.06,1350916.3
10091400,524683.3,1372974.6
10091700,524683.3,1372974.6
10092000,524683.3,1372974.6
10092300,525888.44,1426513.4
10092600,525888.44,1426513.4
10092900,525888.44,1426513.4
10093200,527772.2,1477321.6
10093500,527772.2,1477321.6
10093800,527772.2,1477321.6
10094100,529137.1,1509500.9
10094400,529137.1,1509500.9
10094700,529137.1,1509500.9
10095000,529370.6,1524086.3
10095300,529370.6,1524086.3
10095600,529370.6,1524086.3
10095900,528963.3,1527909.3
10096200,528963.3,1527909.3
10096500,528963.3,1527909.3
10096800,528573.2,1526268.6
10097100,528573.2,1526268.6
10097400,528573.2,1526268.6
10097700,0.0,1378487.3
10098000,0.0,1378487.3
10098300,0.0,1378487.3
10098600,0.0,29111.465
10098900,0.0,29111.465
10099200,0.0,29111.465
10099500,0.0,30011.219
10099800,0.0,30011.219
10100100,534745.6,1566784.1
10100400,0.0,30613.56
10100700,0.0,30613.56
10101000,0.0,30613.56
10101300,0.0,31011.238
10101600,0.0,31011.238
10101900,0.0,31011.238
10102200,0.0,31266.88
10102500,0.0,31266.88
10102800,0.0,31266.88
10103100,0.0,31422.309
10103400,0.0,31422.309
10103700,126207.29,31427.814
10104000,31826.1,31511.707
10104300,31826.1,31511.707
10104600,31006.844,31522.055
10104900,30668.598,31550.748
10105200,30668.598,31550.748
10105500,30668.598,31550.748
10105800,30410.227,31555.008
10106100,30410.227,31555.008
10106400,30362.889,31552.078
10106700,213041.19,31543.383
10107000,198166.34,31534.576
10107300,198166.34,31534.576
10107600,158983.42,31496.287
10107900,158983.42,31496.287
10108200,158983.42,31496.287
10108500,128899.06,31444.951
10108800,128899.06,31444.951
10109100,128899.06,31444.951
10109400,105762.17,31384.074
10109700,105762.17,31384.074
10110000,105762.17,31384.074
10110300,87957.12,31316.104
10110600,87957.12,31316.104
10110900,87957.12,31316.104
10111200,69653.01,31242.8
10111500,69653.01,31242.8
10111800,69653.01,31242.8
10112100,57305.72,31165.408
10112400,57305.72,31165.408
10112700,57305.72,31165.408
10113000,49732.113,31084.865
10113300,49732.113,31084.865
10113600,49732.113,31084.865
10113900,44895.17,31001.871
10114200,44895.17,31001.871
10114500,44895.17,31001.871
10114800,41549.625,30916.963
10115100,41549.625,30916.963
10115400,41549.625,30916.963
10115700,39717.65,30830.55
10116000,39717.65,30830.55
10116300,39717.65,30830.55
10116600,38374.348,30742.94
10116900,38374.348,30742.94
10117200,38374.348,30742.94
10117500,37223.59,30654.404
10117800,37223.59,30654.404
10118100,36674.47,30606.75
10118400,36674.47,30606.75
10118700,36230.06,30565.15
10119000,36230.06,30565.15
10119300,35367.76,30475.338
10119600,35367.76,30475.338
10119900,35367.76,30475.338
10120200,34609.617,30385.1
10120500,34609.617,30385.1
10120800,34609.617,30385.1
10121100,33931.074,30294.545
10121400,33931.074,30294.545
10121700,33931.074,30294.545
10122000,33354.03,30203.771
10122300,33354.03,30203.771
10122600,33354.03,30203.771
10122900,32881.617,30112.855
10123200,32881.617,30112.855
10123500,32881.617,30112.855
10123800,32479.775,30021.863
10124100,32479.775,30021.863
10124400,32479.775,30021.863
10124700,32135.104,29930.848
10125000,32135.104,29930.848
10125300,32135.104,29930.848
10125600,31839.012,29839.861
10125900,31839.012,29839.861
10126200,31839.012,29839.861
10126500,38620.914,39218.348
10126800,38620.914,39218.348
10127100,813439.44,129382.53
10127400,1083070.0,334073.28
10127700,1049139.3,566026.56
10128000,1035598.94,722949.9
10128300,954139.94,2219332.3
10128600,952366.1,2562747.0
10128900,964687.9,3116734.8
10129200,981221.7,3276000.0
10129500,982873.3,3276000.0
10129800,1013912.3,3276000.0
10130100,987420.56,3276000.0
10130400,961508.5,3889608.8
10130700,934652.94,3967721.0
10131000,921320.94,3948984.3
10131300,884768.75,3694218.8
10131600,849847.1,3351397.5
10131900,826583.5,3136103.5
10132200,785337.6,2809213.5
10132500,785337.6,2809213.5
10132800,723961.5,2440710.3
10133100,688989.3,2280556.8
10133400,657089.3,2161082.3
10133700,657089.3,2161082.3
10134000,612161.5,2036150.0
10134300,612161.5,2036150.0
10134600,593792.1,1916746.0
10134900,596457.7,1830389.8
10135200,596457.7,1830389.8
10135500,598091.25,1635863.1
10135800,598091.25,1635863.1
10136100,598091.25,1635863.1
10136400,592696.3,1500488.3
10136700,592696.3,1500488.3
10137000,592696.3,1500488.3
10137300,569788.75,1409117.1
10137600,569788.75,1409117.1
10137900,569788.75,1409117.1
10138200,534847.0,1338457.5
10138500,534847.0,1338457.5
10138800,534847.0,1338457.5
10139100,528959.94,1280083.0
10139400,528959.94,1280083.0
10139700,528959.94,1280083.0
10140000,523540.47,1236704.3
10140300,523540.47,1236704.3
10140600,523540.47,1236704.3
10140900,520287.9,1208768.6
10141200,520287.9,1208768.6
10141500,520287.9,1208768.6
10141800,519394.6,1190211.1
10142100,519394.6,1190211.1
10142400,519394.6,1190211.1
10142700,519130.6,1173227.8
10143000,519130.6,1173227.8
10143300,519130.6,1173227.8
10143600,518622.38,1154997.0
10143900,518622.38,1154997.0
10144200,518622.38,1154997.0
10144500,517307.7,1136417.5
10144800,517307.7,1136417.5
10145100,517307.7,1136417.5
10145400,515049.66,1120141.0
10145700,515049.66,1120141.0
10146000,515049.66,1120141.0
10146300,513198.0,1107576.3
10146600,513198.0,1107576.3
10146900,513198.0,1107576.3
10147200,511748.7,1097864.8
10147500,511748.7,1097864.8
10147800,511748.7,1097864.8
10148100,510530.97,1089848.3
10148400,510530.97,1089848.3
10148700,509870.34,1090050.8
10149000,507115.13,1104049.9
10149300,507115.13,1104049.9
10149600,507115.13,1104049.9
10149900,505061.97,1135989.3
10150200,505061.97,1135989.3
10150500,505061.97,1135989.3
10150800,504228.2,1161302.9
10151100,504228.2,1161302.9
10151400,504228.2,1161302.9
10151700,504103.9,1172736.4
10152000,504103.9,1172736.4
10152300,504103.9,1172736.4
10152600,506421.63,1152506.6
10152900,506421.63,1152506.6
10153200,506421.63,1152506.6
10153500,507155.75,1111532.8
10153800,507155.75,1111532.8
10154100,507155.75,1111532.8
10154400,506879.1,1076953.1
10154700,506879.1,1076953.1
10155000,506879.1,1076953.1
10155300,506406.13,1056374.5
10155600,506406.13,1056374.5
10155900,506406.13,1056374.5
10156200,506064.88,1045025.56
10156500,506064.88,1045025.56
10156800,506064.88,1045025.56
10157100,505833.53,992657.5
10157400,505833.53,992657.5
10157700,505833.53,992657.5
10158000,505578.63,1003503.1
10158300,505578.63,1003503.1
10158600,505578.63,1003503.1
10158900,505468.16,1040507.4
10159200,505468.16,1040507.4
10159500,505468.16,1040507.4
10159800,505518.2,1040322.56
10160100,505518.2,1040322.56
10160400,505518.2,1040322.56
10160700,505644.97,1037088.75
10161000,505644.97,1037088.75
10161300,505644.97,1037088.75
10161600,505810.97,1031447.56
10161900,505810.97,1031447.56
10162200,505810.97,1031447.56
10162500,505963.66,1023031.75
10162800,505963.66,1023031.75
10163100,505963.66,1023031.75
10163400,506504.0,1004244.1
10163700,506504.0,1004244.1
10164000,506504.0,1004244.1
10164300,507561.1,997341.4
10164600,507561.1,997341.4
10164900,507561.1,997341.4
10165200,508473.53,1006161.0
10165500,508473.53,1006161.0
10165800,508473.53,1006161.0
10166100,508661.78,1008154.3
10166400,508661.78,1008154.3
10166700,508661.78,1008154.3
10167000,506815.9,1038384.94
10167300,506815.9,1038384.94
10167600,506815.9,1038384.94
10167900,505751.34,1086168.0
10168200,505751.34,1086168.0
10168500,505751.34,1086168.0
10168800,505284.63,1136916.3
10169100,505284.63,1136916.3
10169400,505284.63,1136916.3
10169700,505059.38,1177463.8
10170000,505059.38,1177463.8
10170300,505059.38,1177463.8
10170600,503239.56,1239460.5
10170900,503239.56,1239460.5
10171200,503239.56,1239460.5
10171500,502457.47,1325572.3
10171800,502457.47,1325572.3
10172100,502457.47,1325572.3
10172400,502492.47,1398805.4
10172700,502492.47,1398805.4
10173000,502492.47,1398805.4
10173300,502839.63,1438917.8
10173600,502839.63,1438917.8
10173900,502839.63,1438917.8
10174200,503285.16,1448091.8
10174500,503285.16,1448091.8
10174800,503285.16,1448091.8
10175100,503715.25,1438842.8
10175400,503715.25,1438842.8
10175700,503715.25,1438842.8
10176000,504114.25,1422767.9
10176300,504114.25,1422767.9
10176600,504114.25,1422767.9
10176900,504495.7,1406393.6
10177200,504495.7,1406393.6
10177500,504495.7,1406393.6
10177800,503242.2,1424263.4
10178100,503242.2,1424263.4
10178400,503242.2,1424263.4
10178700,502927.78,1475912.8
10179000,502927.78,1475912.8
10179300,502927.78,1475912.8
10179600,503314.72,1525336.0
10179900,503314.72,1525336.0
10180200,503314.72,1525336.0
10180500,503837.06,1555780.6
10180800,503837.06,1555780.6
10181100,503837.06,1555780.6
10181400,504223.8,1568719.9
10181700,504223.8,1568719.9
10182000,504223.8,1568719.9
10182300,504357.25,1572419.5
10182600,504357.25,1572419.5
10182900,504357.25,1572419.5
10183200,504321.25,1572906.1
10183500,504321.25,1572906.1
10183800,504321.25,1572906.1
10184100,0.0,1421814.1
10184400,0.0,1421814.1
10184700,0.0,1421814.1
10185000,0.0,29048.117
10185300,0.0,29048.117
10185600,0.0,29048.117
10185900,0.0,29976.74
10186200,0.0,29976.74
10186500,0.0,29976.74
10186800,0.0,30598.436
10187100,0.0,30598.436
10187400,0.0,30598.436
10187700,0.0,31008.727
10188000,0.0,31008.727
10188300,0.0,31008.727
10188600,0.0,31272.367
10188900,0.0,31272.367
10189200,0.0,31272.367
10189500,0.0,31433.912
10189800,0.0,31433.912
10190100,0.0,31433.912
10190400,0.0,31524.168
10190700,0.0,31524.168
10191000,0.0,31524.168
10191300,0.0,31564.26
10191600,0.0,31564.26
10191900,0.0,31564.26
10192200,0.0,31568.932
10192500,0.0,31568.932
10192800,0.0,31568.932
10193100,0.0,31548.441
10193400,0.0,31548.441
10193700,0.0,31548.441
10194000,0.0,31509.758
10194300,0.0,31509.758
10194600,0.0,31509.758
10194900,0.0,31457.805
10195200,0.0,31457.805
10195500,0.0,31457.805
10195800,0.0,31396.219
10196100,0.0,31396.219
10196400,0.0,31396.219
10196700,0.0,31327.496
10197000,0.0,31327.496
10197300,0.0,31327.496
10197600,0.0,31253.422
10197900,0.0,31253.422
10198200,0.0,31253.422
10198500,0.0,31175.291
10198800,0.0,31175.291
10199100,0.0,31175.291
10199400,0.0,31094.064
10199700,0.0,31094.064
10200000,505405.88,1128384.9
10200300,505405.88,1128384.9
10200600,0.0,31010.443
10200900,0.0,31010.443
10201200,0.0,30924.963
10201500,0.0,30924.963
10201800,0.0,30924.963
10202100,0.0,30838.035
10202400,0.0,30838.035
10202700,0.0,30838.035
10203000,0.0,30749.975
10203300,0.0,30749.975
10203600,0.0,30749.975
10203900,0.0,30661.04
10204200,0.0,30661.04
10204500,0.0,30661.04
10204800,0.0,30571.422
10205100,0.0,30571.422
10205400,0.0,30571.422
10205700,0.0,30481.287
10206000,0.0,30481.287
10206300,0.0,30481.287
10206600,0.0,30390.77
10206900,0.0,30390.77
10207200,0.0,30390.77
10207500,0.0,30299.973
10207800,0.0,30299.973
10208100,0.0,30299.973
10208400,0.0,30208.988
10208700,0.0,30208.988
10209000,0.0,30208.988
10209300,0.0,30117.89
10209600,0.0,30117.89
10209900,0.0,30117.89
10210200,0.0,30026.74
10210500,0.0,30026.74
10210800,0.0,30026.74
10211100,0.0,29935.592
10211400,0.0,29935.592
10211700,0.0,29935.592
10212000,0.0,29844.486
10212300,0.0,29844.486
10212600,0.0,29844.486
10212900,171154.27,164304.83
10213200,171154.27,164304.83
10213500,1162212.0,348499.53
10213800,945103.2,391515.3
10214100,402899.25,779333.25
10214400,415887.8,999968.1
10214700,468214.72,2216682.5
10215000,491100.56,2853304.0
10215300,575218.1,3145954.3
10215600,646591.0,3156627.3
10215900,714691.5,3103774.5
10216200,714691.5,3103774.5
10216500,772957.3,3276000.0
10216800,775505.25,3521022.8
10217100,771579.56,3674368.3
10217400,763238.1,3749477.8
10217700,758468.4,3701044.8
10218000,750016.5,3563172.0
10218300,735056.0,3323695.0
10218600,721330.56,3138204.3
10218900,721330.56,3138204.3
10219200,663087.06,2577705.0
10219500,663087.06,2577705.0
10219800,643205.25,2442666.3
10220100,643205.25,2442666.3
10220400,607759.9,2264766.0
10220700,607759.9,2264766.0
10221000,574845.94,2110183.8
10221300,574845.94,2110183.8
10221600,566544.7,2071609.5
10221900,566544.7,2071609.5
10222200,550917.8,2003167.0
10222500,550917.8,2003167.0
10222800,534426.0,1920380.9
10223100,534426.0,1920380.9
10223400,534426.0,1920380.9
10223700,528045.44,1835560.5
10224000,528045.44,1835560.5
10224300,528045.44,1835560.5
10224600,527200.9,1748230.8
10224900,527200.9,1748230.8
10225200,527200.9,1748230.8
10225500,528600.44,1663965.6
10225800,528600.44,1663965.6
10226100,528600.44,1663965.6
10226400,532359.56,1587335.1
10226700,532359.56,1587335.1
10227000,532359.56,1587335.1
10227300,536748.6,1518443.8
10227600,536748.6,1518443.8
10227900,536748.6,1518443.8
10228200,540458.44,1461041.3
10228500,540458.44,1461041.3
10228800,540458.44,1461041.3
10229100,545090.0,1416805.3
10229400,545090.0,1416805.3
10229700,545090.0,1416805.3
10230000,551216.75,1382803.9
10230300,551216.75,1382803.9
10230600,551216.75,1382803.9
10230900,558911.44,1359086.4
10231200,558911.44,1359086.4
10231500,558911.44,1359086.4
10231800,563911.94,1343357.3
10232100,563911.94,1343357.3
10232400,563911.94,1343357.3
10232700,564300.7,1332009.9
10233000,564300.7,1332009.9
10233300,564300.7,1332009.9
10233600,563668.2,1321390.0
10233900,563668.2,1321390.0
10234200,563668.2,1321390.0
10234500,564463.06,1307082.4
10234800,564463.06,1307082.4
10235100,564463.06,1307082.4
10235400,561108.56,1289022.6
10235700,561108.56,1289022.6
10236000,561108.56,1289022.6
10236300,553317.56,1268714.0
10236600,553317.56,1268714.0
10236900,551180.44,1262087.1
10237200,551180.44,1262087.1
10237500,548250.75,1250544.0
10237800,548250.75,1250544.0
10238100,550276.06,1244312.9
10238400,550276.06,1244312.9
10238700,550276.06,1244312.9
10239000,561969.7,1253168.8
10239300,561969.7,1253168.8
10239600,572739.3,1265201.9
10239900,572739.3,1265201.9
10240200,581153.4,1275556.5
10240500,587940.44,1283954.0
10240800,596605.56,1293455.4
10241100,608617.8,1303640.1
10241400,608617.8,1303640.1
10241700,641361.6,1305417.6
10242000,641361.6,1305417.6
10242300,641361.6,1305417.6
10242600,698910.1,1320575.1
10242900,698910.1,1320575.1
10243200,698910.1,1320575.1
10243500,818916.0,1364751.6
10243800,818916.0,1364751.6
10244100,818916.0,1364751.6
10244400,894394.5,1410964.1
10244700,894394.5,1410964.1
10245000,894394.5,1410964.1
10245300,1110097.9,1434768.5
10245600,1110097.9,1434768.5
10245900,1110097.9,1434768.5
10246200,1261286.1,1421795.5
10246500,1261286.1,1421795.5
10246800,1261286.1,1421795.5
10247100,1395651.9,1385237.0
10247400,1395651.9,1385237.0
10247700,1395651.9,1385237.0
10248000,1511259.9,1346654.1
10248300,1511259.9,1346654.1
10248600,1511259.9,1346654.1
10248900,1591057.3,1317842.0
10249200,1591057.3,1317842.0
10249500,1591057.3,1317842.0
10249800,1653833.3,1273226.8
10250100,1653833.3,1273226.8
10250400,1653833.3,1273226.8
10250700,1715576.1,1322738.8
10251000,1715576.1,1322738.8
10251300,1715576.1,1322738.8
10251600,1776271.9,1316139.8
10251900,1776271.9,1316139.8
10252200,1776271.9,1316139.8
10252500,1825894.1,1342433.8
10252800,2469361.5,1347341.8
10253100,2480856.5,1347417.3
10253400,2614707.3,1375732.5
10253700,2614707.3,1375732.5
10254000,2614739.3,1375930.6
10254300,2868352.3,1413335.3
10254600,2817018.3,1426100.0
10254900,2817018.3,1426100.0
10255200,2752501.8,1457889.9
10255500,2531701.8,1468905.3
10255800,2531701.8,1468905.3
10256100,2583345.8,1334689.9
10256400,2583345.8,1334689.9
10256700,2583345.8,1334689.9
10257000,98684.32,29258.225
10257300,98684.32,29258.225
10257600,98684.32,29258.225
10257900,55291.66,30103.25
10258200,55291.66,30103.25
10258500,55291.66,30103.25
10258800,51582.586,30667.602
10259100,51582.586,30667.602
10259400,51582.586,30667.602
10259700,49504.47,31038.182
10260000,49504.47,31038.182
10260300,49441.355,31048.053
10260600,47755.78,31274.781
10260900,47755.78,31274.781
10261200,47755.78,31274.781
10261500,46224.62,31417.818
10261800,46224.62,31417.818
10262100,46224.62,31417.818
10262400,45012.082,31495.828
10262700,45012.082,31495.828
10263000,45012.082,31495.828
10263300,43960.32,31528.156
10263600,43960.32,31528.156
10263900,43960.32,31528.156
10264200,42984.17,31528.146
10264500,42984.17,31528.146
10264800,42984.17,31528.146
10265100,42075.734,31505.246
10265400,42075.734,31505.246
10265700,42075.734,31505.246
10266000,41231.246,31465.95
10266300,41231.246,31465.95
10266600,41231.246,31465.95
10266900,40446.1,31414.773
10267200,40446.1,31414.773
10267500,40446.1,31414.773
10267800,39716.246,31354.86
10268100,39716.246,31354.86
10268400,39716.246,31354.86
10268700,39037.656,31288.45
10269000,39037.656,31288.45
10269300,39037.656,31288.45
10269600,38406.68,31217.123
10269900,38406.68,31217.123
10270200,38406.68,31217.123
10270500,37819.914,31142.02
10270800,37819.914,31142.02
10271100,37819.914,31142.02
10271400,37274.22,31063.96
10271700,37274.22,31063.96
10272000,37274.22,31063.96
10272300,36766.79,30983.557
10272600,36766.79,30983.557
10272900,36766.79,30983.557
10273200,36295.016,30901.26
10273500,36295.016,30901.26
10273800,36295.016,30901.26
10274100,35856.36,30817.428
10274400,35856.36,30817.428
10274700,35856.36,30817.428
10275000,35448.45,30732.344
10275300,35448.45,30732.344
10275600,35448.45,30732.344
10275900,35069.098,30646.229
10276200,35069.098,30646.229
10276500,35069.098,30646.229
10276800,34716.32,30559.262
10277100,34716.32,30559.262
10277400,34716.32,30559.262
10277700,34388.316,30471.594
10278000,34388.316,30471.594
10278300,34388.316,30471.594
10278600,34083.316,30383.352
10278900,34083.316,30383.352
10279200,34083.316,30383.352
10279500,33799.71,30294.643
10279800,33799.71,30294.643
10280100,33799.71,30294.643
