time,Occupancy[nZ],Occupancy[sZ]
6895800,0,0
6896700,0,0
6897600,0,0
6898500,0,0
6899400,0,0
6900300,0,0
6901200,0,0
6902100,0,0
6903000,0,0
6903900,0,0
6904800,0,0
6905700,0,0
6906600,0,0
6907500,0,0
6908400,0,0
6909300,0,0
6910200,0,0
6911100,0,0
6912000,0,0
6912900,0,0
6913800,0,0
6914700,0,0
6915600,0,0
6916500,0,0
6917400,0,0
6918300,0,0
6919200,0,0
6920100,0,0
6921000,0,0
6921900,0,0
6922800,0,0
6923700,0,0
6924600,0,0
6925500,0,0
6926400,0,0
6927300,0,0
6928200,0,0
6929100,0,0
6930000,0,0
6930900,0,0
6931800,0,0
6932700,0,0
6933600,0,0
6934500,0,0
6935400,0,0
6936300,0,0
6937200,0,0
6938100,100,100
6939000,100,100
6939900,100,100
6940800,100,100
6941700,150,150
6942600,150,150
6943500,150,150
6944400,150,150
6945300,158.333333333333,158.333333333333
6946200,158.333333333333,158.333333333333
6947100,158.333333333333,158.333333333333
6948000,158.333333333333,158.333333333333
6948900,166.666666666667,166.666666666667
6949800,166.666666666667,166.666666666667
6950700,166.666666666667,166.666666666667
6951600,166.666666666667,166.666666666667
6952500,166.666666666667,166.666666666667
6953400,166.666666666667,166.666666666667
6954300,166.666666666667,166.666666666667
6955200,166.666666666667,166.666666666667
6956100,150,150
6957000,150,150
6957900,150,150
6958800,150,150
6959700,150,150
6960600,150,150
6961500,150,150
6962400,150,150
6963300,166.666666666667,166.666666666667
6964200,166.666666666667,166.666666666667
6965100,166.666666666667,166.666666666667
6966000,166.666666666667,166.666666666667
6966900,150,150
6967800,150,150
6968700,150,150
6969600,150,150
6970500,100,100
6971400,100,100
6972300,100,100
6973200,100,100
6974100,66.6666666666667,66.6666666666667
6975000,66.6666666666667,66.6666666666667
6975900,66.6666666666667,66.6666666666667
6976800,66.6666666666667,66.6666666666667
6977700,50,50
6978600,50,50
6979500,50,50
6980400,50,50
6981300,0,0
6982200,0,0
6983100,0,0
6984000,0,0
6984900,0,0
6985800,0,0
6986700,0,0
6987600,0,0
6988500,0,0
6989400,0,0
6990300,0,0
6991200,0,0
6992100,0,0
6993000,0,0
6993900,0,0
6994800,0,0
6995700,0,0
6996600,0,0
6997500,0,0
6998400,0,0
6999300,0,0
7000200,0,0
7001100,0,0
7002000,0,0
7002900,0,0
7003800,0,0
7004700,0,0
7005600,0,0
7006500,0,0
7007400,0,0
7008300,0,0
7009200,0,0
7010100,0,0
7011000,0,0
7011900,0,0
7012800,0,0
7013700,0,0
7014600,0,0
7015500,0,0
7016400,0,0
7017300,0,0
7018200,0,0
7019100,0,0
7020000,0,0
7020900,0,0
7021800,0,0
7022700,0,0
7023600,0,0
7024500,100,100
7025400,100,100
7026300,100,100
7027200,100,100
7028100,150,150
7029000,150,150
7029900,150,150
7030800,150,150
7031700,158.333333333333,158.333333333333
7032600,158.333333333333,158.333333333333
7033500,158.333333333333,158.333333333333
7034400,158.333333333333,158.333333333333
7035300,166.666666666667,166.666666666667
7036200,166.666666666667,166.666666666667
7037100,166.666666666667,166.666666666667
7038000,166.666666666667,166.666666666667
7038900,166.666666666667,166.666666666667
7039800,166.666666666667,166.666666666667
7040700,166.666666666667,166.666666666667
7041600,166.666666666667,166.666666666667
7042500,150,150
7043400,150,150
7044300,150,150
7045200,150,150
7046100,150,150
7047000,150,150
7047900,150,150
7048800,150,150
7049700,166.666666666667,166.666666666667
7050600,166.666666666667,166.666666666667
7051500,166.666666666667,166.666666666667
7052400,166.666666666667,166.666666666667
7053300,150,150
7054200,150,150
7055100,150,150
7056000,150,150
7056900,100,100
7057800,100,100
7058700,100,100
7059600,100,100
7060500,66.6666666666667,66.6666666666667
7061400,66.6666666666667,66.6666666666667
7062300,66.6666666666667,66.6666666666667
7063200,66.6666666666667,66.6666666666667
7064100,50,50
7065000,50,50
7065900,50,50
7066800,50,50
7067700,0,0
7068600,0,0
7069500,0,0
7070400,0,0
7071300,0,0
7072200,0,0
7073100,0,0
7074000,0,0
7074900,0,0
7075800,0,0
7076700,0,0
7077600,0,0
7078500,0,0
7079400,0,0
7080300,0,0
7081200,0,0
7082100,0,0
7083000,0,0
7083900,0,0
7084800,0,0
7085700,0,0
7086600,0,0
7087500,0,0
7088400,0,0
7089300,0,0
7090200,0,0
7091100,0,0
7092000,0,0
7092900,0,0
7093800,0,0
7094700,0,0
7095600,0,0
7096500,0,0
7097400,0,0
7098300,0,0
7099200,0,0
7100100,0,0
7101000,0,0
7101900,0,0
7102800,0,0
7103700,0,0
7104600,0,0
7105500,0,0
7106400,0,0
7107300,0,0
7108200,0,0
7109100,0,0
7110000,0,0
7110900,100,100
7111800,100,100
7112700,100,100
7113600,100,100
7114500,150,150
7115400,150,150
7116300,150,150
7117200,150,150
7118100,158.333333333333,158.333333333333
7119000,158.333333333333,158.333333333333
7119900,158.333333333333,158.333333333333
7120800,158.333333333333,158.333333333333
7121700,166.666666666667,166.666666666667
7122600,166.666666666667,166.666666666667
7123500,166.666666666667,166.666666666667
7124400,166.666666666667,166.666666666667
7125300,166.666666666667,166.666666666667
7126200,166.666666666667,166.666666666667
7127100,166.666666666667,166.666666666667
7128000,166.666666666667,166.666666666667
7128900,150,150
7129800,150,150
7130700,150,150
7131600,150,150
7132500,150,150
7133400,150,150
7134300,150,150
7135200,150,150
7136100,166.666666666667,166.666666666667
7137000,166.666666666667,166.666666666667
7137900,166.666666666667,166.666666666667
7138800,166.666666666667,166.666666666667
7139700,150,150
7140600,150,150
7141500,150,150
7142400,150,150
7143300,100,100
7144200,100,100
7145100,100,100
7146000,100,100
7146900,66.6666666666667,66.6666666666667
7147800,66.6666666666667,66.6666666666667
7148700,66.6666666666667,66.6666666666667
7149600,66.6666666666667,66.6666666666667
7150500,50,50
7151400,50,50
7152300,50,50
7153200,50,50
7154100,0,0
7155000,0,0
7155900,0,0
7156800,0,0
7157700,0,0
7158600,0,0
7159500,0,0
7160400,0,0
7161300,0,0
7162200,0,0
7163100,0,0
7164000,0,0
7164900,0,0
7165800,0,0
7166700,0,0
7167600,0,0
7168500,0,0
7169400,0,0
7170300,0,0
7171200,0,0
7172100,0,0
7173000,0,0
7173900,0,0
7174800,0,0
7175700,0,0
7176600,0,0
7177500,0,0
7178400,0,0
7179300,0,0
7180200,0,0
7181100,0,0
7182000,0,0
7182900,0,0
7183800,0,0
7184700,0,0
7185600,0,0
7186500,0,0
7187400,0,0
7188300,0,0
7189200,0,0
7190100,0,0
7191000,0,0
7191900,0,0
7192800,0,0
7193700,0,0
7194600,0,0
7195500,0,0
7196400,0,0
7197300,100,100
7198200,100,100
7199100,100,100
7200000,100,100
7200900,150,150
7201800,,
7202700,150,150
7203600,150,150
7204500,158.333333333333,158.333333333333
7205400,158.333333333333,158.333333333333
7206300,158.333333333333,158.333333333333
7207200,158.333333333333,158.333333333333
7208100,166.666666666667,166.666666666667
7209000,166.666666666667,166.666666666667
7209900,166.666666666667,166.666666666667
7210800,166.666666666667,166.666666666667
7211700,166.666666666667,166.666666666667
7212600,166.666666666667,166.666666666667
7213500,166.666666666667,166.666666666667
7214400,166.666666666667,166.666666666667
7215300,150,150
7216200,150,150
7217100,150,150
7218000,150,150
7218900,150,150
7219800,150,150
7220700,150,150
7221600,150,150
7222500,166.666666666667,166.666666666667
7223400,166.666666666667,166.666666666667
7224300,166.666666666667,166.666666666667
7225200,166.666666666667,166.666666666667
7226100,150,150
7227000,150,150
7227900,150,150
7228800,150,150
7229700,100,100
7230600,100,100
7231500,100,100
7232400,100,100
7233300,66.6666666666667,66.6666666666667
7234200,66.6666666666667,66.6666666666667
7235100,66.6666666666667,66.6666666666667
7236000,66.6666666666667,66.6666666666667
7236900,50,50
7237800,50,50
7238700,,
7239600,50,50
7240500,0,0
7241400,0,0
7242300,0,0
7243200,0,0
7244100,0,0
7245000,0,0
7245900,0,0
7246800,0,0
7247700,0,0
7248600,0,0
7249500,0,0
7250400,0,0
7251300,0,0
7252200,0,0
7253100,0,0
7254000,0,0
7254900,0,0
7255800,0,0
7256700,0,0
7257600,0,0
7258500,0,0
7259400,0,0
7260300,0,0
7261200,0,0
7262100,0,0
7263000,0,0
7263900,0,0
7264800,0,0
7265700,0,0
7266600,0,0
7267500,0,0
7268400,0,0
7269300,0,0
7270200,0,0
7271100,0,0
7272000,0,0
7272900,0,0
7273800,0,0
7274700,0,0
7275600,0,0
7276500,0,0
7277400,0,0
7278300,0,0
7279200,0,0
7280100,0,0
7281000,0,0
7281900,0,0
7282800,0,0
7283700,100,100
7284600,100,100
7285500,100,100
7286400,100,100
7287300,150,150
7288200,,
7289100,150,150
7290000,150,150
7290900,158.333333333333,158.333333333333
7291800,158.333333333333,158.333333333333
7292700,158.333333333333,158.333333333333
7293600,158.333333333333,158.333333333333
7294500,166.666666666667,166.666666666667
7295400,166.666666666667,166.666666666667
7296300,166.666666666667,166.666666666667
7297200,166.666666666667,166.666666666667
7298100,166.666666666667,166.666666666667
7299000,166.666666666667,166.666666666667
7299900,166.666666666667,166.666666666667
7300800,166.666666666667,166.666666666667
7301700,150,150
7302600,150,150
7303500,150,150
7304400,150,150
7305300,150,150
7306200,150,150
7307100,150,150
7308000,150,150
7308900,166.666666666667,166.666666666667
7309800,166.666666666667,166.666666666667
7310700,166.666666666667,166.666666666667
7311600,166.666666666667,166.666666666667
7312500,150,150
7313400,150,150
7314300,150,150
7315200,150,150
7316100,100,100
7317000,100,100
7317900,100,100
7318800,100,100
7319700,66.6666666666667,66.6666666666667
7320600,66.6666666666667,66.6666666666667
7321500,66.6666666666667,66.6666666666667
7322400,66.6666666666667,66.6666666666667
7323300,50,50
7324200,50,50
7325100,50,50
7326000,50,50
7326900,0,0
7327800,0,0
7328700,0,0
7329600,0,0
7330500,0,0
7331400,0,0
7332300,0,0
7333200,0,0
7334100,0,0
7335000,0,0
7335900,0,0
7336800,0,0
7337700,0,0
7338600,0,0
7339500,0,0
7340400,0,0
7341300,0,0
7342200,0,0
7343100,0,0
7344000,0,0
7344900,0,0
7345800,0,0
7346700,0,0
7347600,0,0
7348500,0,0
7349400,0,0
7350300,0,0
7351200,0,0
7352100,0,0
7353000,0,0
7353900,0,0
7354800,0,0
7355700,0,0
7356600,0,0
7357500,0,0
7358400,0,0
7359300,0,0
7360200,0,0
7361100,0,0
7362000,0,0
7362900,0,0
7363800,0,0
7364700,0,0
7365600,0,0
7366500,0,0
7367400,0,0
7368300,0,0
7369200,0,0
7370100,0,0
7371000,0,0
7371900,0,0
7372800,0,0
7373700,0,0
7374600,0,0
7375500,0,0
7376400,0,0
7377300,0,0
7378200,0,0
7379100,0,0
7380000,0,0
7380900,0,0
7381800,0,0
7382700,0,0
7383600,0,0
7384500,0,0
7385400,0,0
7386300,0,0
7387200,0,0
7388100,0,0
7389000,0,0
7389900,0,0
7390800,0,0
7391700,0,0
7392600,0,0
7393500,0,0
7394400,0,0
7395300,0,0
7396200,0,0
7397100,0,0
7398000,0,0
7398900,0,0
7399800,0,0
7400700,0,0
7401600,0,0
7402500,0,0
7403400,0,0
7404300,0,0
7405200,0,0
7406100,0,0
7407000,0,0
7407900,0,0
7408800,0,0
7409700,0,0
7410600,0,0
7411500,0,0
7412400,0,0
7413300,0,0
7414200,0,0
7415100,0,0
7416000,0,0
7416900,0,0
7417800,0,0
7418700,0,0
7419600,0,0
7420500,0,0
7421400,0,0
7422300,0,0
7423200,0,0
7424100,0,0
7425000,0,0
7425900,0,0
7426800,0,0
7427700,0,0
7428600,0,0
7429500,0,0
7430400,0,0
7431300,0,0
7432200,0,0
7433100,0,0
7434000,0,0
7434900,0,0
7435800,0,0
7436700,0,0
7437600,0,0
7438500,0,0
7439400,0,0
7440300,0,0
7441200,0,0
7442100,0,0
7443000,0,0
7443900,0,0
7444800,0,0
7445700,0,0
7446600,0,0
7447500,0,0
7448400,0,0
7449300,0,0
7450200,0,0
7451100,0,0
7452000,0,0
7452900,0,0
7453800,0,0
7454700,0,0
7455600,0,0
7456500,0,0
7457400,0,0
7458300,0,0
7459200,0,0
7460100,0,0
7461000,0,0
7461900,0,0
7462800,0,0
7463700,0,0
7464600,0,0
7465500,0,0
7466400,0,0
7467300,0,0
7468200,0,0
7469100,0,0
7470000,0,0
7470900,0,0
7471800,0,0
7472700,0,0
7473600,0,0
7474500,0,0
7475400,0,0
7476300,0,0
7477200,0,0
7478100,0,0
7479000,0,0
7479900,0,0
7480800,0,0
7481700,0,0
7482600,0,0
7483500,0,0
7484400,0,0
7485300,0,0
7486200,0,0
7487100,0,0
7488000,0,0
7488900,0,0
7489800,0,0
7490700,0,0
7491600,0,0
7492500,0,0
7493400,0,0
7494300,0,0
7495200,0,0
7496100,0,0
7497000,0,0
7497900,0,0
7498800,0,0
7499700,0,0
7500600,0,0
7501500,0,0
7502400,0,0
7503300,0,0
7504200,0,0
7505100,0,0
7506000,0,0
7506900,0,0
7507800,0,0
7508700,0,0
7509600,0,0
7510500,0,0
7511400,0,0
7512300,0,0
7513200,0,0
7514100,0,0
7515000,0,0
7515900,0,0
7516800,0,0
7517700,0,0
7518600,0,0
7519500,0,0
7520400,0,0
7521300,0,0
7522200,0,0
7523100,0,0
7524000,0,0
7524900,0,0
7525800,0,0
7526700,0,0
7527600,0,0
7528500,0,0
7529400,0,0
7530300,0,0
7531200,0,0
7532100,0,0
7533000,0,0
7533900,0,0
7534800,0,0
7535700,0,0
7536600,0,0
7537500,0,0
7538400,0,0
7539300,0,0
7540200,0,0
7541100,0,0
7542000,0,0
7542900,100,100
7543800,100,100
7544700,100,100
7545600,100,100
7546500,150,150
7547400,150,150
7548300,150,150
7549200,150,150
7550100,158.333333333333,158.333333333333
7551000,158.333333333333,158.333333333333
7551900,158.333333333333,158.333333333333
7552800,158.333333333333,158.333333333333
7553700,166.666666666667,166.666666666667
7554600,166.666666666667,166.666666666667
7555500,166.666666666667,166.666666666667
7556400,166.666666666667,166.666666666667
7557300,166.666666666667,166.666666666667
7558200,166.666666666667,166.666666666667
7559100,166.666666666667,166.666666666667
7560000,166.666666666667,166.666666666667
7560900,150,150
7561800,150,150
7562700,150,150
7563600,150,150
7564500,150,150
7565400,150,150
7566300,150,150
7567200,150,150
7568100,166.666666666667,166.666666666667
7569000,166.666666666667,166.666666666667
7569900,166.666666666667,166.666666666667
7570800,166.666666666667,166.666666666667
7571700,150,150
7572600,150,150
7573500,150,150
7574400,150,150
7575300,100,100
7576200,100,100
7577100,100,100
7578000,100,100
7578900,66.6666666666667,66.6666666666667
7579800,66.6666666666667,66.6666666666667
7580700,66.6666666666667,66.6666666666667
7581600,66.6666666666667,66.6666666666667
7582500,50,50
7583400,50,50
7584300,50,50
7585200,50,50
7586100,0,0
7587000,0,0
7587900,0,0
7588800,0,0
7589700,0,0
7590600,0,0
7591500,0,0
7592400,0,0
7593300,0,0
7594200,0,0
7595100,0,0
7596000,0,0
7596900,0,0
7597800,0,0
7598700,0,0
7599600,0,0
7600500,0,0
7601400,0,0
7602300,0,0
7603200,0,0
7604100,0,0
7605000,0,0
7605900,0,0
7606800,0,0
7607700,0,0
7608600,0,0
7609500,0,0
7610400,0,0
7611300,0,0
7612200,0,0
7613100,0,0
7614000,0,0
7614900,0,0
7615800,0,0
7616700,0,0
7617600,0,0
7618500,0,0
7619400,0,0
7620300,0,0
7621200,0,0
7622100,0,0
7623000,0,0
7623900,0,0
7624800,0,0
7625700,0,0
7626600,0,0
7627500,0,0
7628400,0,0
7629300,100,100
7630200,100,100
7631100,100,100
7632000,100,100
7632900,150,150
7633800,150,150
7634700,150,150
7635600,150,150
7636500,158.333333333333,158.333333333333
7637400,158.333333333333,158.333333333333
7638300,158.333333333333,158.333333333333
7639200,158.333333333333,158.333333333333
7640100,166.666666666667,166.666666666667
7641000,166.666666666667,166.666666666667
7641900,166.666666666667,166.666666666667
7642800,166.666666666667,166.666666666667
7643700,166.666666666667,166.666666666667
7644600,166.666666666667,166.666666666667
7645500,166.666666666667,166.666666666667
7646400,166.666666666667,166.666666666667
7647300,150,150
7648200,150,150
7649100,150,150
7650000,150,150
7650900,150,150
7651800,150,150
7652700,150,150
7653600,150,150
7654500,166.666666666667,166.666666666667
7655400,166.666666666667,166.666666666667
7656300,166.666666666667,166.666666666667
7657200,166.666666666667,166.666666666667
7658100,150,150
7659000,150,150
7659900,150,150
7660800,150,150
7661700,100,100
7662600,100,100
7663500,100,100
7664400,100,100
7665300,66.6666666666667,66.6666666666667
7666200,66.6666666666667,66.6666666666667
7667100,66.6666666666667,66.6666666666667
7668000,66.6666666666667,66.6666666666667
7668900,50,50
7669800,50,50
7670700,50,50
7671600,50,50
7672500,0,0
7673400,0,0
7674300,0,0
7675200,0,0
7676100,0,0
7677000,0,0
7677900,0,0
7678800,0,0
7679700,0,0
7680600,0,0
7681500,0,0
7682400,0,0
7683300,0,0
7684200,0,0
7685100,0,0
7686000,0,0
7686900,0,0
7687800,0,0
7688700,0,0
7689600,0,0
7690500,0,0
7691400,0,0
7692300,0,0
7693200,0,0
7694100,0,0
7695000,0,0
7695900,0,0
7696800,0,0
7697700,0,0
7698600,0,0
7699500,0,0
7700400,0,0
7701300,0,0
7702200,0,0
7703100,0,0
7704000,0,0
7704900,0,0
7705800,0,0
7706700,0,0
7707600,0,0
7708500,0,0
7709400,0,0
7710300,0,0
7711200,0,0
7712100,0,0
7713000,0,0
7713900,0,0
7714800,0,0
7715700,100,100
7716600,100,100
7717500,100,100
7718400,100,100
7719300,150,150
7720200,150,150
7721100,150,150
7722000,150,150
7722900,158.333333333333,158.333333333333
7723800,158.333333333333,158.333333333333
7724700,158.333333333333,158.333333333333
7725600,158.333333333333,158.333333333333
7726500,166.666666666667,166.666666666667
7727400,166.666666666667,166.666666666667
7728300,166.666666666667,166.666666666667
7729200,166.666666666667,166.666666666667
7730100,166.666666666667,166.666666666667
7731000,166.666666666667,166.666666666667
7731900,166.666666666667,166.666666666667
7732800,166.666666666667,166.666666666667
7733700,150,150
7734600,150,150
7735500,150,150
7736400,150,150
7737300,150,150
7738200,150,150
7739100,150,150
7740000,150,150
7740900,166.666666666667,166.666666666667
7741800,166.666666666667,166.666666666667
7742700,166.666666666667,166.666666666667
7743600,166.666666666667,166.666666666667
7744500,150,150
7745400,150,150
7746300,150,150
7747200,150,150
7748100,100,100
7749000,100,100
7749900,100,100
7750800,100,100
7751700,66.6666666666667,66.6666666666667
7752600,66.6666666666667,66.6666666666667
7753500,66.6666666666667,66.6666666666667
7754400,66.6666666666667,66.6666666666667
7755300,50,50
7756200,50,50
7757100,50,50
7758000,50,50
7758900,0,0
7759800,0,0
7760700,0,0
7761600,0,0
7762500,0,0
7763400,0,0
7764300,0,0
7765200,0,0
7766100,0,0
7767000,0,0
7767900,0,0
7768800,0,0
7769700,0,0
7770600,0,0
7771500,0,0
7772400,0,0
7773300,0,0
7774200,0,0
7775100,0,0
7776000,0,0
7776900,0,0
7777800,0,0
7778700,0,0
7779600,0,0
7780500,0,0
7781400,0,0
7782300,0,0
7783200,0,0
7784100,0,0
7785000,0,0
7785900,0,0
7786800,0,0
7787700,0,0
7788600,0,0
7789500,0,0
7790400,0,0
7791300,0,0
7792200,0,0
7793100,0,0
7794000,0,0
7794900,0,0
7795800,0,0
7796700,0,0
7797600,0,0
7798500,0,0
7799400,0,0
7800300,0,0
7801200,0,0
7802100,100,100
7803000,100,100
7803900,100,100
7804800,100,100
7805700,150,150
7806600,150,150
7807500,150,150
7808400,150,150
7809300,158.333333333333,158.333333333333
7810200,158.333333333333,158.333333333333
7811100,158.333333333333,158.333333333333
7812000,158.333333333333,158.333333333333
7812900,166.666666666667,166.666666666667
7813800,166.666666666667,166.666666666667
7814700,166.666666666667,166.666666666667
7815600,166.666666666667,166.666666666667
7816500,166.666666666667,166.666666666667
7817400,166.666666666667,166.666666666667
7818300,166.666666666667,166.666666666667
7819200,166.666666666667,166.666666666667
7820100,150,150
7821000,150,150
7821900,150,150
7822800,150,150
7823700,150,150
7824600,150,150
7825500,150,150
7826400,150,150
7827300,166.666666666667,166.666666666667
7828200,166.666666666667,166.666666666667
7829100,166.666666666667,166.666666666667
7830000,166.666666666667,166.666666666667
7830900,150,150
7831800,150,150
7832700,150,150
7833600,150,150
7834500,100,100
7835400,100,100
7836300,100,100
7837200,100,100
7838100,66.6666666666667,66.6666666666667
7839000,66.6666666666667,66.6666666666667
7839900,66.6666666666667,66.6666666666667
7840800,66.6666666666667,66.6666666666667
7841700,50,50
7842600,50,50
7843500,50,50
7844400,50,50
7845300,0,0
7846200,0,0
7847100,0,0
7848000,0,0
7848900,0,0
7849800,0,0
7850700,0,0
7851600,0,0
7852500,0,0
7853400,0,0
7854300,0,0
7855200,0,0
7856100,0,0
7857000,0,0
7857900,0,0
7858800,0,0
7859700,0,0
7860600,0,0
7861500,0,0
7862400,0,0
7863300,0,0
7864200,0,0
7865100,0,0
7866000,0,0
7866900,0,0
7867800,0,0
7868700,0,0
7869600,0,0
7870500,0,0
7871400,0,0
7872300,0,0
7873200,0,0
7874100,0,0
7875000,0,0
7875900,0,0
7876800,0,0
7877700,0,0
7878600,0,0
7879500,0,0
7880400,0,0
7881300,0,0
7882200,0,0
7883100,0,0
7884000,0,0
7884900,0,0
7885800,0,0
7886700,0,0
7887600,0,0
7888500,100,100
7889400,100,100
7890300,100,100
7891200,100,100
7892100,150,150
7893000,150,150
7893900,150,150
7894800,150,150
7895700,158.333333333333,158.333333333333
7896600,158.333333333333,158.333333333333
7897500,158.333333333333,158.333333333333
7898400,158.333333333333,158.333333333333
7899300,166.666666666667,166.666666666667
7900200,166.666666666667,166.666666666667
7901100,166.666666666667,166.666666666667
7902000,166.666666666667,166.666666666667
7902900,166.666666666667,166.666666666667
7903800,166.666666666667,166.666666666667
7904700,166.666666666667,166.666666666667
7905600,166.666666666667,166.666666666667
7906500,150,150
7907400,150,150
7908300,150,150
7909200,150,150
7910100,150,150
7911000,150,150
7911900,150,150
7912800,150,150
7913700,166.666666666667,166.666666666667
7914600,166.666666666667,166.666666666667
7915500,166.666666666667,166.666666666667
7916400,166.666666666667,166.666666666667
7917300,150,150
7918200,150,150
7919100,150,150
7920000,150,150
7920900,100,100
7921800,100,100
7922700,100,100
7923600,100,100
7924500,66.6666666666667,66.6666666666667
7925400,66.6666666666667,66.6666666666667
7926300,66.6666666666667,66.6666666666667
7927200,66.6666666666667,66.6666666666667
7928100,50,50
7929000,50,50
7929900,50,50
7930800,50,50
7931700,0,0
7932600,0,0
7933500,0,0
7934400,0,0
7935300,0,0
7936200,0,0
7937100,0,0
7938000,0,0
7938900,0,0
7939800,0,0
7940700,0,0
7941600,0,0
7942500,0,0
7943400,0,0
7944300,0,0
7945200,0,0
7946100,0,0
7947000,0,0
7947900,0,0
7948800,0,0
7949700,0,0
7950600,0,0
7951500,0,0
7952400,0,0
7953300,0,0
7954200,0,0
7955100,0,0
7956000,0,0
7956900,0,0
7957800,0,0
7958700,0,0
7959600,0,0
7960500,0,0
7961400,0,0
7962300,0,0
7963200,0,0
7964100,0,0
7965000,0,0
7965900,0,0
7966800,0,0
7967700,0,0
7968600,0,0
7969500,0,0
7970400,0,0
7971300,0,0
7972200,0,0
7973100,0,0
7974000,0,0
7974900,0,0
7975800,0,0
7976700,0,0
7977600,0,0
7978500,0,0
7979400,0,0
7980300,0,0
7981200,0,0
7982100,0,0
7983000,0,0
7983900,0,0
7984800,0,0
7985700,0,0
7986600,0,0
7987500,0,0
7988400,0,0
7989300,0,0
7990200,0,0
7991100,0,0
7992000,0,0
7992900,0,0
7993800,0,0
7994700,0,0
7995600,0,0
7996500,0,0
7997400,0,0
7998300,0,0
7999200,0,0
8000100,0,0
8001000,0,0
8001900,0,0
8002800,0,0
8003700,0,0
8004600,0,0
8005500,0,0
8006400,0,0
8007300,0,0
8008200,0,0
8009100,0,0
8010000,0,0
8010900,0,0
8011800,0,0
8012700,0,0
8013600,0,0
8014500,0,0
8015400,0,0
8016300,0,0
8017200,0,0
8018100,0,0
8019000,0,0
8019900,0,0
8020800,0,0
8021700,0,0
8022600,0,0
8023500,0,0
8024400,0,0
8025300,0,0
8026200,0,0
8027100,0,0
8028000,0,0
8028900,0,0
8029800,0,0
8030700,0,0
8031600,0,0
8032500,0,0
8033400,0,0
8034300,0,0
8035200,0,0
8036100,0,0
8037000,0,0
8037900,0,0
8038800,0,0
8039700,0,0
8040600,0,0
8041500,0,0
8042400,0,0
8043300,0,0
8044200,0,0
8045100,0,0
8046000,0,0
8046900,0,0
8047800,0,0
8048700,0,0
8049600,0,0
8050500,0,0
8051400,0,0
8052300,0,0
8053200,0,0
8054100,0,0
8055000,0,0
8055900,0,0
8056800,0,0
8057700,0,0
8058600,0,0
8059500,0,0
8060400,0,0
8061300,0,0
8062200,0,0
8063100,0,0
8064000,0,0
8064900,0,0
8065800,0,0
8066700,0,0
8067600,0,0
8068500,0,0
8069400,0,0
8070300,0,0
8071200,0,0
8072100,0,0
8073000,0,0
8073900,0,0
8074800,0,0
8075700,0,0
8076600,0,0
8077500,0,0
8078400,0,0
8079300,0,0
8080200,0,0
8081100,0,0
8082000,0,0
8082900,0,0
8083800,0,0
8084700,0,0
8085600,0,0
8086500,0,0
8087400,0,0
8088300,0,0
8089200,0,0
8090100,0,0
8091000,0,0
8091900,0,0
8092800,0,0
8093700,0,0
8094600,0,0
8095500,0,0
8096400,0,0
8097300,0,0
8098200,0,0
8099100,0,0
8100000,0,0
8100900,0,0
8101800,0,0
8102700,0,0
8103600,0,0
8104500,0,0
8105400,0,0
8106300,0,0
8107200,0,0
8108100,0,0
8109000,0,0
8109900,0,0
8110800,0,0
8111700,0,0
8112600,0,0
8113500,0,0
8114400,0,0
8115300,0,0
8116200,0,0
8117100,0,0
8118000,0,0
8118900,0,0
8119800,0,0
8120700,0,0
8121600,0,0
8122500,0,0
8123400,0,0
8124300,0,0
8125200,0,0
8126100,0,0
8127000,0,0
8127900,0,0
8128800,0,0
8129700,0,0
8130600,0,0
8131500,0,0
8132400,0,0
8133300,0,0
8134200,0,0
8135100,0,0
8136000,0,0
8136900,0,0
8137800,0,0
8138700,0,0
8139600,0,0
8140500,0,0
8141400,0,0
8142300,0,0
8143200,0,0
8144100,0,0
8145000,0,0
8145900,0,0
8146800,0,0
8147700,100,100
8148600,100,100
8149500,100,100
8150400,100,100
8151300,150,150
8152200,150,150
8153100,150,150
8154000,150,150
8154900,158.333333333333,158.333333333333
8155800,158.333333333333,158.333333333333
8156700,158.333333333333,158.333333333333
8157600,158.333333333333,158.333333333333
8158500,166.666666666667,166.666666666667
8159400,166.666666666667,166.666666666667
8160300,166.666666666667,166.666666666667
8161200,166.666666666667,166.666666666667
8162100,166.666666666667,166.666666666667
8163000,166.666666666667,166.666666666667
8163900,166.666666666667,166.666666666667
8164800,166.666666666667,166.666666666667
8165700,150,150
8166600,150,150
8167500,150,150
8168400,150,150
8169300,150,150
8170200,150,150
8171100,150,150
8172000,150,150
8172900,166.666666666667,166.666666666667
8173800,166.666666666667,166.666666666667
8174700,166.666666666667,166.666666666667
8175600,166.666666666667,166.666666666667
8176500,150,150
8177400,150,150
8178300,150,150
8179200,150,150
8180100,100,100
8181000,100,100
8181900,100,100
8182800,100,100
8183700,66.6666666666667,66.6666666666667
8184600,66.6666666666667,66.6666666666667
8185500,66.6666666666667,66.6666666666667
8186400,66.6666666666667,66.6666666666667
8187300,50,50
8188200,50,50
8189100,50,50
8190000,50,50
8190900,0,0
8191800,0,0
8192700,0,0
8193600,0,0
8194500,0,0
8195400,0,0
8196300,0,0
8197200,0,0
8198100,0,0
8199000,0,0
8199900,0,0
8200800,0,0
8201700,0,0
8202600,0,0
8203500,0,0
8204400,0,0
8205300,0,0
8206200,0,0
8207100,0,0
8208000,0,0
8208900,0,0
8209800,0,0
