time,InternalGainsLat[nZ],InternalGainsLat[sZ],InternalGainsCon[nZ],InternalGainsCon[sZ],InternalGainsRad[nZ],InternalGainsRad[sZ]
7449300,0,0,822.5,822.5,352.5,352.5
7450200,0,0,822.5,822.5,352.5,352.5
7451100,0,0,822.5,822.5,352.5,352.5
7452000,0,0,822.5,822.5,352.5,352.5
7452900,0,0,822.5,822.5,352.5,352.5
7453800,0,0,822.5,822.5,352.5,352.5
7454700,0,0,822.5,822.5,352.5,352.5
7455600,0,0,822.5,822.5,352.5,352.5
7456500,0,0,822.5,822.5,352.5,352.5
7457400,0,0,822.5,822.5,352.5,352.5
7458300,0,0,822.5,822.5,352.5,352.5
7459200,0,0,822.5,822.5,352.5,352.5
7460100,0,0,822.5,822.5,352.5,352.5
7461000,0,0,822.5,822.5,352.5,352.5
7461900,0,0,822.5,822.5,352.5,352.5
7462800,0,0,822.5,822.5,352.5,352.5
7463700,0,0,822.5,822.5,352.5,352.5
7464600,0,0,822.5,822.5,352.5,352.5
7465500,0,0,822.5,822.5,352.5,352.5
7466400,0,0,822.5,822.5,352.5,352.5
7467300,0,0,822.5,822.5,352.5,352.5
7468200,0,0,822.5,822.5,352.5,352.5
7469100,0,0,822.5,822.5,352.5,352.5
7470000,0,0,822.5,822.5,352.5,352.5
7470900,0,0,822.5,822.5,352.5,352.5
7471800,0,0,822.5,822.5,352.5,352.5
7472700,0,0,822.5,822.5,352.5,352.5
7473600,0,0,822.5,822.5,352.5,352.5
7474500,0,0,822.5,822.5,352.5,352.5
7475400,0,0,822.5,822.5,352.5,352.5
7476300,0,0,822.5,822.5,352.5,352.5
7477200,0,0,822.5,822.5,352.5,352.5
7478100,0,0,822.5,822.5,352.5,352.5
7479000,0,0,822.5,822.5,352.5,352.5
7479900,0,0,822.5,822.5,352.5,352.5
7480800,0,0,822.5,822.5,352.5,352.5
7481700,0,0,822.5,822.5,352.5,352.5
7482600,0,0,822.5,822.5,352.5,352.5
7483500,0,0,822.5,822.5,352.5,352.5
7484400,0,0,822.5,822.5,352.5,352.5
7485300,0,0,822.5,822.5,352.5,352.5
7486200,0,0,822.5,822.5,352.5,352.5
7487100,0,0,822.5,822.5,352.5,352.5
7488000,0,0,822.5,822.5,352.5,352.5
7488900,0,0,822.5,822.5,352.5,352.5
7489800,0,0,822.5,822.5,352.5,352.5
7490700,0,0,822.5,822.5,352.5,352.5
7491600,0,0,822.5,822.5,352.5,352.5
7492500,0,0,822.5,822.5,352.5,352.5
7493400,0,0,822.5,822.5,352.5,352.5
7494300,0,0,822.5,822.5,352.5,352.5
7495200,0,0,822.5,822.5,352.5,352.5
7496100,0,0,822.5,822.5,352.5,352.5
7497000,0,0,822.5,822.5,352.5,352.5
7497900,0,0,822.5,822.5,352.5,352.5
7498800,0,0,822.5,822.5,352.5,352.5
7499700,0,0,822.5,822.5,352.5,352.5
7500600,0,0,822.5,822.5,352.5,352.5
7501500,0,0,822.5,822.5,352.5,352.5
7502400,0,0,822.5,822.5,352.5,352.5
7503300,0,0,822.5,822.5,352.5,352.5
7504200,0,0,822.5,822.5,352.5,352.5
7505100,0,0,822.5,822.5,352.5,352.5
7506000,0,0,822.5,822.5,352.5,352.5
7506900,0,0,822.5,822.5,352.5,352.5
7507800,0,0,822.5,822.5,352.5,352.5
7508700,0,0,822.5,822.5,352.5,352.5
7509600,0,0,822.5,822.5,352.5,352.5
7510500,0,0,822.5,822.5,352.5,352.5
7511400,0,0,822.5,822.5,352.5,352.5
7512300,0,0,822.5,822.5,352.5,352.5
7513200,0,0,822.5,822.5,352.5,352.5
7514100,0,0,822.5,822.5,352.5,352.5
7515000,0,0,822.5,822.5,352.5,352.5
7515900,0,0,822.5,822.5,352.5,352.5
7516800,0,0,822.5,822.5,352.5,352.5
7517700,0,0,822.5,822.5,352.5,352.5
7518600,0,0,822.5,822.5,352.5,352.5
7519500,0,0,822.5,822.5,352.5,352.5
7520400,0,0,822.5,822.5,352.5,352.5
7521300,0,0,822.5,822.5,352.5,352.5
7522200,0,0,822.5,822.5,352.5,352.5
7523100,0,0,822.5,822.5,352.5,352.5
7524000,0,0,822.5,822.5,352.5,352.5
7524900,0,0,822.5,822.5,352.5,352.5
7525800,0,0,822.5,822.5,352.5,352.5
7526700,0,0,822.5,822.5,352.5,352.5
7527600,0,0,822.5,822.5,352.5,352.5
7528500,0,0,822.5,822.5,352.5,352.5
7529400,0,0,822.5,822.5,352.5,352.5
7530300,0,0,822.5,822.5,352.5,352.5
7531200,0,0,822.5,822.5,352.5,352.5
7532100,0,0,822.5,822.5,352.5,352.5
7533000,0,0,822.5,822.5,352.5,352.5
7533900,0,0,822.5,822.5,352.5,352.5
7534800,0,0,822.5,822.5,352.5,352.5
7535700,0,0,822.5,822.5,352.5,352.5
7536600,0,0,822.5,822.5,352.5,352.5
7537500,0,0,822.5,822.5,352.5,352.5
7538400,0,0,822.5,822.5,352.5,352.5
7539300,0,0,822.5,822.5,352.5,352.5
7540200,0,0,822.5,822.5,352.5,352.5
7541100,0,0,822.5,822.5,352.5,352.5
7542000,4500,4500,15675.833,15675.833,9965.833,9965.833
7542900,4500,4500,15675.833,15675.833,9965.833,9965.833
7543800,4500,4500,15675.833,15675.833,9965.833,9965.833
7544700,4500,4500,15675.833,15675.833,9965.833,9965.833
7545600,6750,6750,22560.834,22560.834,14480.833,14480.833
7546500,6750,6750,22560.834,22560.834,14480.833,14480.833
7547400,6750,6750,22560.834,22560.834,14480.833,14480.833
7548300,6750,6750,22560.834,22560.834,14480.833,14480.833
7549200,7125,7125,23708.334,23708.334,15233.333,15233.333
7550100,7125,7125,23708.334,23708.334,15233.333,15233.333
7551000,7125,7125,23708.334,23708.334,15233.333,15233.333
7551900,7125,7125,23708.334,23708.334,15233.333,15233.333
7552800,7500,7500,24855.834,24855.834,15985.833,15985.833
7553700,7500,7500,24855.834,24855.834,15985.833,15985.833
7554600,7500,7500,24855.834,24855.834,15985.833,15985.833
7555500,7500,7500,24855.834,24855.834,15985.833,15985.833
7556400,7500,7500,24855.834,24855.834,15985.833,15985.833
7557300,7500,7500,24855.834,24855.834,15985.833,15985.833
7558200,7500,7500,24855.834,24855.834,15985.833,15985.833
7559100,7500,7500,24855.834,24855.834,15985.833,15985.833
7560000,6750,6750,22560.834,22560.834,14480.833,14480.833
7560900,6750,6750,22560.834,22560.834,14480.833,14480.833
7561800,6750,6750,22560.834,22560.834,14480.833,14480.833
7562700,6750,6750,22560.834,22560.834,14480.833,14480.833
7563600,6750,6750,22560.834,22560.834,14480.833,14480.833
7564500,6750,6750,22560.834,22560.834,14480.833,14480.833
7565400,6750,6750,22560.834,22560.834,14480.833,14480.833
7566300,6750,6750,22560.834,22560.834,14480.833,14480.833
7567200,7500,7500,24855.834,24855.834,15985.833,15985.833
7568100,7500,7500,24855.834,24855.834,15985.833,15985.833
7569000,7500,7500,24855.834,24855.834,15985.833,15985.833
7569900,7500,7500,24855.834,24855.834,15985.833,15985.833
7570800,6750,6750,22560.834,22560.834,14480.833,14480.833
7571700,6750,6750,22560.834,22560.834,14480.833,14480.833
7572600,6750,6750,22560.834,22560.834,14480.833,14480.833
7573500,6750,6750,22560.834,22560.834,14480.833,14480.833
7574400,4500,4500,15675.833,15675.833,9965.833,9965.833
7575300,4500,4500,15675.833,15675.833,9965.833,9965.833
7576200,4500,4500,15675.833,15675.833,9965.833,9965.833
7577100,4500,4500,15675.833,15675.833,9965.833,9965.833
7578000,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7578900,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7579800,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7580700,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7581600,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7582500,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7583400,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7584300,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7585200,0,0,822.5,822.5,352.5,352.5
7586100,0,0,822.5,822.5,352.5,352.5
7587000,0,0,822.5,822.5,352.5,352.5
7587900,0,0,822.5,822.5,352.5,352.5
7588800,0,0,822.5,822.5,352.5,352.5
7589700,0,0,822.5,822.5,352.5,352.5
7590600,0,0,822.5,822.5,352.5,352.5
7591500,0,0,822.5,822.5,352.5,352.5
7592400,0,0,822.5,822.5,352.5,352.5
7593300,0,0,822.5,822.5,352.5,352.5
7594200,0,0,822.5,822.5,352.5,352.5
7595100,0,0,822.5,822.5,352.5,352.5
7596000,0,0,822.5,822.5,352.5,352.5
7596900,0,0,822.5,822.5,352.5,352.5
7597800,0,0,822.5,822.5,352.5,352.5
7598700,0,0,822.5,822.5,352.5,352.5
7599600,0,0,822.5,822.5,352.5,352.5
7600500,0,0,822.5,822.5,352.5,352.5
7601400,0,0,822.5,822.5,352.5,352.5
7602300,0,0,822.5,822.5,352.5,352.5
7603200,0,0,822.5,822.5,352.5,352.5
7604100,0,0,822.5,822.5,352.5,352.5
7605000,0,0,822.5,822.5,352.5,352.5
7605900,0,0,822.5,822.5,352.5,352.5
7606800,0,0,822.5,822.5,352.5,352.5
7607700,0,0,822.5,822.5,352.5,352.5
7608600,0,0,822.5,822.5,352.5,352.5
7609500,0,0,822.5,822.5,352.5,352.5
7610400,0,0,822.5,822.5,352.5,352.5
7611300,0,0,822.5,822.5,352.5,352.5
7612200,0,0,822.5,822.5,352.5,352.5
7613100,0,0,822.5,822.5,352.5,352.5
7614000,0,0,822.5,822.5,352.5,352.5
7614900,0,0,822.5,822.5,352.5,352.5
7615800,0,0,822.5,822.5,352.5,352.5
7616700,0,0,822.5,822.5,352.5,352.5
7617600,0,0,822.5,822.5,352.5,352.5
7618500,0,0,822.5,822.5,352.5,352.5
7619400,0,0,822.5,822.5,352.5,352.5
7620300,0,0,822.5,822.5,352.5,352.5
7621200,0,0,822.5,822.5,352.5,352.5
7622100,0,0,822.5,822.5,352.5,352.5
7623000,0,0,822.5,822.5,352.5,352.5
7623900,0,0,822.5,822.5,352.5,352.5
7624800,0,0,822.5,822.5,352.5,352.5
7625700,0,0,822.5,822.5,352.5,352.5
7626600,0,0,822.5,822.5,352.5,352.5
7627500,0,0,822.5,822.5,352.5,352.5
7628400,4500,4500,15675.833,15675.833,9965.833,9965.833
7629300,4500,4500,15675.833,15675.833,9965.833,9965.833
7630200,4500,4500,15675.833,15675.833,9965.833,9965.833
7631100,4500,4500,15675.833,15675.833,9965.833,9965.833
7632000,6750,6750,22560.834,22560.834,14480.833,14480.833
7632900,6750,6750,22560.834,22560.834,14480.833,14480.833
7633800,6750,6750,22560.834,22560.834,14480.833,14480.833
7634700,6750,6750,22560.834,22560.834,14480.833,14480.833
7635600,7125,7125,23708.334,23708.334,15233.333,15233.333
7636500,7125,7125,23708.334,23708.334,15233.333,15233.333
7637400,7125,7125,23708.334,23708.334,15233.333,15233.333
7638300,7125,7125,23708.334,23708.334,15233.333,15233.333
7639200,7500,7500,24855.834,24855.834,15985.833,15985.833
7640100,7500,7500,24855.834,24855.834,15985.833,15985.833
7641000,7500,7500,24855.834,24855.834,15985.833,15985.833
7641900,7500,7500,24855.834,24855.834,15985.833,15985.833
7642800,7500,7500,24855.834,24855.834,15985.833,15985.833
7643700,7500,7500,24855.834,24855.834,15985.833,15985.833
7644600,7500,7500,24855.834,24855.834,15985.833,15985.833
7645500,7500,7500,24855.834,24855.834,15985.833,15985.833
7646400,6750,6750,22560.834,22560.834,14480.833,14480.833
7647300,6750,6750,22560.834,22560.834,14480.833,14480.833
7648200,6750,6750,22560.834,22560.834,14480.833,14480.833
7649100,6750,6750,22560.834,22560.834,14480.833,14480.833
7650000,6750,6750,22560.834,22560.834,14480.833,14480.833
7650900,6750,6750,22560.834,22560.834,14480.833,14480.833
7651800,6750,6750,22560.834,22560.834,14480.833,14480.833
7652700,6750,6750,22560.834,22560.834,14480.833,14480.833
7653600,7500,7500,24855.834,24855.834,15985.833,15985.833
7654500,7500,7500,24855.834,24855.834,15985.833,15985.833
7655400,7500,7500,24855.834,24855.834,15985.833,15985.833
7656300,7500,7500,24855.834,24855.834,15985.833,15985.833
7657200,6750,6750,22560.834,22560.834,14480.833,14480.833
7658100,6750,6750,22560.834,22560.834,14480.833,14480.833
7659000,6750,6750,22560.834,22560.834,14480.833,14480.833
7659900,6750,6750,22560.834,22560.834,14480.833,14480.833
7660800,4500,4500,15675.833,15675.833,9965.833,9965.833
7661700,4500,4500,15675.833,15675.833,9965.833,9965.833
7662600,4500,4500,15675.833,15675.833,9965.833,9965.833
7663500,4500,4500,15675.833,15675.833,9965.833,9965.833
7664400,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7665300,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7666200,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7667100,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7668000,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7668900,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7669800,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7670700,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7671600,0,0,822.5,822.5,352.5,352.5
7672500,0,0,822.5,822.5,352.5,352.5
7673400,0,0,822.5,822.5,352.5,352.5
7674300,0,0,822.5,822.5,352.5,352.5
7675200,0,0,822.5,822.5,352.5,352.5
7676100,0,0,822.5,822.5,352.5,352.5
7677000,0,0,822.5,822.5,352.5,352.5
7677900,0,0,822.5,822.5,352.5,352.5
7678800,0,0,822.5,822.5,352.5,352.5
7679700,0,0,822.5,822.5,352.5,352.5
7680600,0,0,822.5,822.5,352.5,352.5
7681500,0,0,822.5,822.5,352.5,352.5
7682400,0,0,822.5,822.5,352.5,352.5
7683300,0,0,822.5,822.5,352.5,352.5
7684200,0,0,822.5,822.5,352.5,352.5
7685100,0,0,822.5,822.5,352.5,352.5
7686000,0,0,822.5,822.5,352.5,352.5
7686900,0,0,822.5,822.5,352.5,352.5
7687800,0,0,822.5,822.5,352.5,352.5
7688700,0,0,822.5,822.5,352.5,352.5
7689600,0,0,822.5,822.5,352.5,352.5
7690500,0,0,822.5,822.5,352.5,352.5
7691400,0,0,822.5,822.5,352.5,352.5
7692300,0,0,822.5,822.5,352.5,352.5
7693200,0,0,822.5,822.5,352.5,352.5
7694100,0,0,822.5,822.5,352.5,352.5
7695000,0,0,822.5,822.5,352.5,352.5
7695900,0,0,822.5,822.5,352.5,352.5
7696800,0,0,822.5,822.5,352.5,352.5
7697700,0,0,822.5,822.5,352.5,352.5
7698600,0,0,822.5,822.5,352.5,352.5
7699500,0,0,822.5,822.5,352.5,352.5
7700400,0,0,822.5,822.5,352.5,352.5
7701300,0,0,822.5,822.5,352.5,352.5
7702200,0,0,822.5,822.5,352.5,352.5
7703100,0,0,822.5,822.5,352.5,352.5
7704000,0,0,822.5,822.5,352.5,352.5
7704900,0,0,822.5,822.5,352.5,352.5
7705800,0,0,822.5,822.5,352.5,352.5
7706700,0,0,822.5,822.5,352.5,352.5
7707600,0,0,822.5,822.5,352.5,352.5
7708500,0,0,822.5,822.5,352.5,352.5
7709400,0,0,822.5,822.5,352.5,352.5
7710300,0,0,822.5,822.5,352.5,352.5
7711200,0,0,822.5,822.5,352.5,352.5
7712100,0,0,822.5,822.5,352.5,352.5
7713000,0,0,822.5,822.5,352.5,352.5
7713900,0,0,822.5,822.5,352.5,352.5
7714800,4500,4500,15675.833,15675.833,9965.833,9965.833
7715700,4500,4500,15675.833,15675.833,9965.833,9965.833
7716600,4500,4500,15675.833,15675.833,9965.833,9965.833
7717500,4500,4500,15675.833,15675.833,9965.833,9965.833
7718400,6750,6750,22560.834,22560.834,14480.833,14480.833
7719300,6750,6750,22560.834,22560.834,14480.833,14480.833
7720200,6750,6750,22560.834,22560.834,14480.833,14480.833
7721100,6750,6750,22560.834,22560.834,14480.833,14480.833
7722000,7125,7125,23708.334,23708.334,15233.333,15233.333
7722900,7125,7125,23708.334,23708.334,15233.333,15233.333
7723800,7125,7125,23708.334,23708.334,15233.333,15233.333
7724700,7125,7125,23708.334,23708.334,15233.333,15233.333
7725600,7500,7500,24855.834,24855.834,15985.833,15985.833
7726500,7500,7500,24855.834,24855.834,15985.833,15985.833
7727400,7500,7500,24855.834,24855.834,15985.833,15985.833
7728300,7500,7500,24855.834,24855.834,15985.833,15985.833
7729200,7500,7500,24855.834,24855.834,15985.833,15985.833
7730100,7500,7500,24855.834,24855.834,15985.833,15985.833
7731000,7500,7500,24855.834,24855.834,15985.833,15985.833
7731900,7500,7500,24855.834,24855.834,15985.833,15985.833
7732800,6750,6750,22560.834,22560.834,14480.833,14480.833
7733700,6750,6750,22560.834,22560.834,14480.833,14480.833
7734600,6750,6750,22560.834,22560.834,14480.833,14480.833
7735500,6750,6750,22560.834,22560.834,14480.833,14480.833
7736400,6750,6750,22560.834,22560.834,14480.833,14480.833
7737300,6750,6750,22560.834,22560.834,14480.833,14480.833
7738200,6750,6750,22560.834,22560.834,14480.833,14480.833
7739100,6750,6750,22560.834,22560.834,14480.833,14480.833
7740000,7500,7500,24855.834,24855.834,15985.833,15985.833
7740900,7500,7500,24855.834,24855.834,15985.833,15985.833
7741800,7500,7500,24855.834,24855.834,15985.833,15985.833
7742700,7500,7500,24855.834,24855.834,15985.833,15985.833
7743600,6750,6750,22560.834,22560.834,14480.833,14480.833
7744500,6750,6750,22560.834,22560.834,14480.833,14480.833
7745400,6750,6750,22560.834,22560.834,14480.833,14480.833
7746300,6750,6750,22560.834,22560.834,14480.833,14480.833
7747200,4500,4500,15675.833,15675.833,9965.833,9965.833
7748100,4500,4500,15675.833,15675.833,9965.833,9965.833
7749000,4500,4500,15675.833,15675.833,9965.833,9965.833
7749900,4500,4500,15675.833,15675.833,9965.833,9965.833
7750800,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7751700,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7752600,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7753500,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7754400,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7755300,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7756200,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7757100,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7758000,0,0,822.5,822.5,352.5,352.5
7758900,0,0,822.5,822.5,352.5,352.5
7759800,0,0,822.5,822.5,352.5,352.5
7760700,0,0,822.5,822.5,352.5,352.5
7761600,0,0,822.5,822.5,352.5,352.5
7762500,0,0,822.5,822.5,352.5,352.5
7763400,0,0,822.5,822.5,352.5,352.5
7764300,0,0,822.5,822.5,352.5,352.5
7765200,0,0,822.5,822.5,352.5,352.5
7766100,0,0,822.5,822.5,352.5,352.5
7767000,0,0,822.5,822.5,352.5,352.5
7767900,0,0,822.5,822.5,352.5,352.5
7768800,0,0,822.5,822.5,352.5,352.5
7769700,0,0,822.5,822.5,352.5,352.5
7770600,0,0,822.5,822.5,352.5,352.5
7771500,0,0,822.5,822.5,352.5,352.5
7772400,0,0,822.5,822.5,352.5,352.5
7773300,0,0,822.5,822.5,352.5,352.5
7774200,0,0,822.5,822.5,352.5,352.5
7775100,0,0,822.5,822.5,352.5,352.5
7776000,0,0,822.5,822.5,352.5,352.5
7776900,0,0,822.5,822.5,352.5,352.5
7777800,0,0,822.5,822.5,352.5,352.5
7778700,0,0,822.5,822.5,352.5,352.5
7779600,0,0,822.5,822.5,352.5,352.5
7780500,0,0,822.5,822.5,352.5,352.5
7781400,0,0,822.5,822.5,352.5,352.5
7782300,0,0,822.5,822.5,352.5,352.5
7783200,0,0,822.5,822.5,352.5,352.5
7784100,0,0,822.5,822.5,352.5,352.5
7785000,0,0,822.5,822.5,352.5,352.5
7785900,0,0,822.5,822.5,352.5,352.5
7786800,0,0,822.5,822.5,352.5,352.5
7787700,0,0,822.5,822.5,352.5,352.5
7788600,0,0,822.5,822.5,352.5,352.5
7789500,0,0,822.5,822.5,352.5,352.5
7790400,0,0,822.5,822.5,352.5,352.5
7791300,0,0,822.5,822.5,352.5,352.5
7792200,0,0,822.5,822.5,352.5,352.5
7793100,0,0,822.5,822.5,352.5,352.5
7794000,0,0,822.5,822.5,352.5,352.5
7794900,0,0,822.5,822.5,352.5,352.5
7795800,0,0,822.5,822.5,352.5,352.5
7796700,0,0,822.5,822.5,352.5,352.5
7797600,0,0,822.5,822.5,352.5,352.5
7798500,0,0,822.5,822.5,352.5,352.5
7799400,0,0,822.5,822.5,352.5,352.5
7800300,0,0,822.5,822.5,352.5,352.5
7801200,4500,4500,15675.833,15675.833,9965.833,9965.833
7802100,4500,4500,15675.833,15675.833,9965.833,9965.833
7803000,4500,4500,15675.833,15675.833,9965.833,9965.833
7803900,4500,4500,15675.833,15675.833,9965.833,9965.833
7804800,6750,6750,22560.834,22560.834,14480.833,14480.833
7805700,6750,6750,22560.834,22560.834,14480.833,14480.833
7806600,6750,6750,22560.834,22560.834,14480.833,14480.833
7807500,6750,6750,22560.834,22560.834,14480.833,14480.833
7808400,7125,7125,23708.334,23708.334,15233.333,15233.333
7809300,7125,7125,23708.334,23708.334,15233.333,15233.333
7810200,7125,7125,23708.334,23708.334,15233.333,15233.333
7811100,7125,7125,23708.334,23708.334,15233.333,15233.333
7812000,7500,7500,24855.834,24855.834,15985.833,15985.833
7812900,7500,7500,24855.834,24855.834,15985.833,15985.833
7813800,7500,7500,24855.834,24855.834,15985.833,15985.833
7814700,7500,7500,24855.834,24855.834,15985.833,15985.833
7815600,7500,7500,24855.834,24855.834,15985.833,15985.833
7816500,7500,7500,24855.834,24855.834,15985.833,15985.833
7817400,7500,7500,24855.834,24855.834,15985.833,15985.833
7818300,7500,7500,24855.834,24855.834,15985.833,15985.833
7819200,6750,6750,22560.834,22560.834,14480.833,14480.833
7820100,6750,6750,22560.834,22560.834,14480.833,14480.833
7821000,6750,6750,22560.834,22560.834,14480.833,14480.833
7821900,6750,6750,22560.834,22560.834,14480.833,14480.833
7822800,6750,6750,22560.834,22560.834,14480.833,14480.833
7823700,6750,6750,22560.834,22560.834,14480.833,14480.833
7824600,6750,6750,22560.834,22560.834,14480.833,14480.833
7825500,6750,6750,22560.834,22560.834,14480.833,14480.833
7826400,7500,7500,24855.834,24855.834,15985.833,15985.833
7827300,7500,7500,24855.834,24855.834,15985.833,15985.833
7828200,7500,7500,24855.834,24855.834,15985.833,15985.833
7829100,7500,7500,24855.834,24855.834,15985.833,15985.833
7830000,6750,6750,22560.834,22560.834,14480.833,14480.833
7830900,6750,6750,22560.834,22560.834,14480.833,14480.833
7831800,6750,6750,22560.834,22560.834,14480.833,14480.833
7832700,6750,6750,22560.834,22560.834,14480.833,14480.833
7833600,4500,4500,15675.833,15675.833,9965.833,9965.833
7834500,4500,4500,15675.833,15675.833,9965.833,9965.833
7835400,4500,4500,15675.833,15675.833,9965.833,9965.833
7836300,4500,4500,15675.833,15675.833,9965.833,9965.833
7837200,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7838100,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7839000,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7839900,3000,3000,11085.833,11085.833,6955.8335,6955.8335
7840800,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7841700,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7842600,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7843500,2250,2250,8790.833,8790.833,5450.8335,5450.8335
7844400,0,0,822.5,822.5,352.5,352.5
7845300,0,0,822.5,822.5,352.5,352.5
7846200,0,0,822.5,822.5,352.5,352.5
7847100,0,0,822.5,822.5,352.5,352.5
7848000,0,0,822.5,822.5,352.5,352.5
7848900,0,0,822.5,822.5,352.5,352.5
7849800,0,0,822.5,822.5,352.5,352.5
7850700,0,0,822.5,822.5,352.5,352.5
7851600,0,0,822.5,822.5,352.5,352.5
7852500,0,0,822.5,822.5,352.5,352.5
7853400,0,0,822.5,822.5,352.5,352.5
7854300,0,0,822.5,822.5,352.5,352.5
7855200,0,0,822.5,822.5,352.5,352.5
7856100,0,0,822.5,822.5,352.5,352.5
7857000,0,0,822.5,822.5,352.5,352.5
7857900,0,0,822.5,822.5,352.5,352.5
7858800,0,0,822.5,822.5,352.5,352.5
7859700,0,0,822.5,822.5,352.5,352.5
7860600,0,0,822.5,822.5,352.5,352.5
7861500,0,0,822.5,822.5,352.5,352.5
7862400,0,0,822.5,822.5,352.5,352.5
7863300,0,0,822.5,822.5,352.5,352.5
7864200,0,0,822.5,822.5,352.5,352.5
7865100,0,0,822.5,822.5,352.5,352.5
7866000,0,0,822.5,822.5,352.5,352.5
7866900,0,0,822.5,822.5,352.5,352.5
7867800,0,0,822.5,822.5,352.5,352.5
7868700,0,0,822.5,822.5,352.5,352.5
7869600,0,0,822.5,822.5,352.5,352.5
7870500,0,0,822.5,822.5,352.5,352.5
7871400,0,0,822.5,822.5,352.5,352.5
7872300,0,0,822.5,822.5,352.5,352.5
7873200,0,0,822.5,822.5,352.5,352.5
7874100,0,0,822.5,822.5,352.5,352.5
7875000,0,0,822.5,822.5,352.5,352.5
7875900,0,0,822.5,822.5,352.5,352.5
7876800,0,0,822.5,822.5,352.5,352.5
7877700,0,0,822.5,822.5,352.5,352.5
7878600,0,0,822.5,822.5,352.5,352.5
7879500,0,0,822.5,822.5,352.5,352.5
7880400,0,0,822.5,822.5,352.5,352.5
7881300,0,0,822.5,822.5,352.5,352.5
7882200,0,0,822.5,822.5,352.5,352.5
7883100,0,0,822.5,822.5,352.5,352.5
7884000,0,0,822.5,822.5,352.5,352.5
7884900,0,0,822.5,822.5,352.5,352.5
7885800,0,0,822.5,822.5,352.5,352.5
7886700,0,0,822.5,822.5,352.5,352.5
7887600,4500,4500,15675.833,15675.833,9965.833,9965.833
7888500,4500,4500,15675.833,15675.833,9965.833,9965.833
7889400,4500,4500,15675.833,15675.833,9965.833,9965.833
7890300,4500,4500,15675.833,15675.833,9965.833,9965.833
7891200,6750,6750,22560.834,22560.834,14480.833,14480.833
7892100,6750,6750,22560.834,22560.834,14480.833,14480.833
7893000,6750,6750,22560.834,22560.834,14480.833,14480.833
7893900,6750,6750,22560.834,22560.834,14480.833,14480.833
7894800,7125,7125,23708.334,23708.334,15233.333,15233.333
7895700,7125,7125,23708.334,23708.334,15233.333,15233.333
7896600,7125,7125,23708.334,23708.334,15233.333,15233.333
7897500,7125,7125,23708.334,23708.334,15233.333,15233.333
7898400,7500,7500,24855.834,24855.834,15985.833,15985.833
7899300,7500,7500,24855.834,24855.834,15985.833,15985.833
7900200,7500,7500,24855.834,24855.834,15985.833,15985.833
7901100,7500,7500,24855.834,24855.834,15985.833,15985.833
7902000,7500,7500,24855.834,24855.834,15985.833,15985.833
7902900,7500,7500,24855.834,24855.834,15985.833,15985.833
7903800,7500,7500,24855.834,24855.834,15985.833,15985.833
7904700,7500,7500,24855.834,24855.834,15985.833,15985.833
7905600,6750,6750,22560.834,22560.834,14480.833,14480.833
7906500,6750,6750,22560.834,22560.834,14480.833,14480.833
7907400,6750,6750,22560.834,22560.834,14480.833,14480.833
7908300,6750,6750,22560.834,22560.834,14480.833,14480.833
7909200,6750,6750,22560.834,22560.834,14480.833,14480.833
7910100,6750,6750,22560.834,22560.834,14480.833,14480.833
7911000,6750,6750,22560.834,22560.834,14480.833,14480.833
7911900,6750,6750,22560.834,22560.834,14480.833,14480.833
7912800,7500,7500,24855.834,24855.834,15985.833,15985.833
7913700,7500,7500,24855.834,24855.834,15985.833,15985.833
7914600,7500,7500,24855.834,24855.834,15985.833,15985.833
7915500,7500,7500,24855.834,24855.834,15985.833,15985.833
7916400,6750,6750,22560.834,22560.834,14480.833,14480.833
