time,LowerSetp[nZ],UpperSetp[nZ],LowerSetp[sZ],UpperSetp[sZ],UpperCO2[nZ],UpperCO2[sZ]
9366300,294.15,298.15,294.15,298.15,900,900
9367200,294.15,298.15,294.15,298.15,900,900
9368100,294.15,298.15,294.15,298.15,900,900
9369000,294.15,298.15,294.15,298.15,900,900
9369900,294.15,298.15,294.15,298.15,900,900
9370800,294.15,298.15,294.15,298.15,900,900
9371700,294.15,298.15,294.15,298.15,900,900
9372600,294.15,298.15,294.15,298.15,900,900
9373500,294.15,298.15,294.15,298.15,900,900
9374400,294.15,298.15,294.15,298.15,900,900
9375300,294.15,298.15,294.15,298.15,900,900
9376200,294.15,298.15,294.15,298.15,900,900
9377100,294.15,298.15,294.15,298.15,900,900
9378000,294.15,298.15,294.15,298.15,900,900
9378900,294.15,298.15,294.15,298.15,900,900
9379800,294.15,298.15,294.15,298.15,900,900
9380700,294.15,298.15,294.15,298.15,900,900
9381600,294.15,298.15,294.15,298.15,900,900
9382500,294.15,298.15,294.15,298.15,900,900
9383400,294.15,298.15,294.15,298.15,900,900
9384300,294.15,298.15,294.15,298.15,900,900
9385200,294.15,298.15,294.15,298.15,900,900
9386100,294.15,298.15,294.15,298.15,900,900
9387000,294.15,298.15,294.15,298.15,900,900
9387900,294.15,298.15,294.15,298.15,900,900
9388800,294.15,298.15,294.15,298.15,900,900
9389700,294.15,298.15,294.15,298.15,900,900
9390600,294.15,298.15,294.15,298.15,900,900
9391500,294.15,298.15,294.15,298.15,900,900
9392400,294.15,298.15,294.15,298.15,900,900
9393300,294.15,298.15,294.15,298.15,900,900
9394200,294.15,298.15,294.15,298.15,900,900
9395100,294.15,298.15,294.15,298.15,900,900
9396000,294.15,298.15,294.15,298.15,900,900
9396900,294.15,298.15,294.15,298.15,900,900
9397800,294.15,298.15,294.15,298.15,900,900
9398700,294.15,298.15,294.15,298.15,900,900
9399600,289.15,303.15,289.15,303.15,900,900
9400500,289.15,303.15,289.15,303.15,900,900
9401400,289.15,303.15,289.15,303.15,900,900
9402300,289.15,303.15,289.15,303.15,900,900
9403200,289.15,303.15,289.15,303.15,900,900
9404100,289.15,303.15,289.15,303.15,900,900
9405000,289.15,303.15,289.15,303.15,900,900
9405900,289.15,303.15,289.15,303.15,900,900
9406800,289.15,303.15,289.15,303.15,900,900
9407700,289.15,303.15,289.15,303.15,900,900
9408600,289.15,303.15,289.15,303.15,900,900
9409500,289.15,303.15,289.15,303.15,900,900
9410400,289.15,303.15,289.15,303.15,900,900
9411300,289.15,303.15,289.15,303.15,900,900
9412200,289.15,303.15,289.15,303.15,900,900
9413100,289.15,303.15,289.15,303.15,900,900
9414000,289.15,303.15,289.15,303.15,900,900
9414900,289.15,303.15,289.15,303.15,900,900
9415800,289.15,303.15,289.15,303.15,900,900
9416700,289.15,303.15,289.15,303.15,900,900
9417600,289.15,303.15,289.15,303.15,900,900
9418500,289.15,303.15,289.15,303.15,900,900
9419400,289.15,303.15,289.15,303.15,900,900
9420300,289.15,303.15,289.15,303.15,900,900
9421200,289.15,303.15,289.15,303.15,900,900
9422100,289.15,303.15,289.15,303.15,900,900
9423000,289.15,303.15,289.15,303.15,900,900
9423900,289.15,303.15,289.15,303.15,900,900
9424800,289.15,303.15,289.15,303.15,900,900
9425700,289.15,303.15,289.15,303.15,900,900
9426600,289.15,303.15,289.15,303.15,900,900
9427500,289.15,303.15,289.15,303.15,900,900
9428400,289.15,303.15,289.15,303.15,900,900
9429300,289.15,303.15,289.15,303.15,900,900
9430200,289.15,303.15,289.15,303.15,900,900
9431100,289.15,303.15,289.15,303.15,900,900
9432000,289.15,303.15,289.15,303.15,900,900
9432900,289.15,303.15,289.15,303.15,900,900
9433800,289.15,303.15,289.15,303.15,900,900
9434700,289.15,303.15,289.15,303.15,900,900
9435600,289.15,303.15,289.15,303.15,900,900
9436500,289.15,303.15,289.15,303.15,900,900
9437400,289.15,303.15,289.15,303.15,900,900
9438300,289.15,303.15,289.15,303.15,900,900
9439200,289.15,303.15,289.15,303.15,900,900
9440100,289.15,303.15,289.15,303.15,900,900
9441000,289.15,303.15,289.15,303.15,900,900
9441900,289.15,303.15,289.15,303.15,900,900
9442800,294.15,298.15,294.15,298.15,900,900
9443700,294.15,298.15,294.15,298.15,900,900
9444600,294.15,298.15,294.15,298.15,900,900
9445500,294.15,298.15,294.15,298.15,900,900
9446400,294.15,298.15,294.15,298.15,900,900
9447300,294.15,298.15,294.15,298.15,900,900
9448200,294.15,298.15,294.15,298.15,900,900
9449100,294.15,298.15,294.15,298.15,900,900
9450000,294.15,298.15,294.15,298.15,900,900
9450900,294.15,298.15,294.15,298.15,900,900
9451800,294.15,298.15,294.15,298.15,900,900
9452700,294.15,298.15,294.15,298.15,900,900
9453600,294.15,298.15,294.15,298.15,900,900
9454500,294.15,298.15,294.15,298.15,900,900
9455400,294.15,298.15,294.15,298.15,900,900
9456300,294.15,298.15,294.15,298.15,900,900
9457200,294.15,298.15,294.15,298.15,900,900
9458100,294.15,298.15,294.15,298.15,900,900
9459000,294.15,298.15,294.15,298.15,900,900
9459900,294.15,298.15,294.15,298.15,900,900
9460800,294.15,298.15,294.15,298.15,900,900
9461700,294.15,298.15,294.15,298.15,900,900
9462600,294.15,298.15,294.15,298.15,900,900
9463500,294.15,298.15,294.15,298.15,900,900
9464400,294.15,298.15,294.15,298.15,900,900
9465300,294.15,298.15,294.15,298.15,900,900
9466200,294.15,298.15,294.15,298.15,900,900
9467100,294.15,298.15,294.15,298.15,900,900
9468000,294.15,298.15,294.15,298.15,900,900
9468900,294.15,298.15,294.15,298.15,900,900
9469800,294.15,298.15,294.15,298.15,900,900
9470700,294.15,298.15,294.15,298.15,900,900
9471600,294.15,298.15,294.15,298.15,900,900
9472500,294.15,298.15,294.15,298.15,900,900
9473400,294.15,298.15,294.15,298.15,900,900
9474300,294.15,298.15,294.15,298.15,900,900
9475200,294.15,298.15,294.15,298.15,900,900
9476100,294.15,298.15,294.15,298.15,900,900
9477000,294.15,298.15,294.15,298.15,900,900
9477900,294.15,298.15,294.15,298.15,900,900
9478800,294.15,298.15,294.15,298.15,900,900
9479700,294.15,298.15,294.15,298.15,900,900
9480600,294.15,298.15,294.15,298.15,900,900
9481500,294.15,298.15,294.15,298.15,900,900
9482400,294.15,298.15,294.15,298.15,900,900
9483300,294.15,298.15,294.15,298.15,900,900
9484200,294.15,298.15,294.15,298.15,900,900
9485100,294.15,298.15,294.15,298.15,900,900
9486000,289.15,303.15,289.15,303.15,900,900
9486900,289.15,303.15,289.15,303.15,900,900
9487800,289.15,303.15,289.15,303.15,900,900
9488700,289.15,303.15,289.15,303.15,900,900
9489600,289.15,303.15,289.15,303.15,900,900
9490500,289.15,303.15,289.15,303.15,900,900
9491400,289.15,303.15,289.15,303.15,900,900
9492300,289.15,303.15,289.15,303.15,900,900
9493200,289.15,303.15,289.15,303.15,900,900
9494100,289.15,303.15,289.15,303.15,900,900
9495000,289.15,303.15,289.15,303.15,900,900
9495900,289.15,303.15,289.15,303.15,900,900
9496800,289.15,303.15,289.15,303.15,900,900
9497700,289.15,303.15,289.15,303.15,900,900
9498600,289.15,303.15,289.15,303.15,900,900
9499500,289.15,303.15,289.15,303.15,900,900
9500400,289.15,303.15,289.15,303.15,900,900
9501300,289.15,303.15,289.15,303.15,900,900
9502200,289.15,303.15,289.15,303.15,900,900
9503100,289.15,303.15,289.15,303.15,900,900
9504000,289.15,303.15,289.15,303.15,900,900
9504900,289.15,303.15,289.15,303.15,900,900
9505800,289.15,303.15,289.15,303.15,900,900
9506700,289.15,303.15,289.15,303.15,900,900
9507600,289.15,303.15,289.15,303.15,900,900
9508500,289.15,303.15,289.15,303.15,900,900
9509400,289.15,303.15,289.15,303.15,900,900
9510300,289.15,303.15,289.15,303.15,900,900
9511200,289.15,303.15,289.15,303.15,900,900
9512100,289.15,303.15,289.15,303.15,900,900
9513000,289.15,303.15,289.15,303.15,900,900
9513900,289.15,303.15,289.15,303.15,900,900
9514800,289.15,303.15,289.15,303.15,900,900
9515700,289.15,303.15,289.15,303.15,900,900
9516600,289.15,303.15,289.15,303.15,900,900
9517500,289.15,303.15,289.15,303.15,900,900
9518400,289.15,303.15,289.15,303.15,900,900
9519300,289.15,303.15,289.15,303.15,900,900
9520200,289.15,303.15,289.15,303.15,900,900
9521100,289.15,303.15,289.15,303.15,900,900
9522000,289.15,303.15,289.15,303.15,900,900
9522900,289.15,303.15,289.15,303.15,900,900
9523800,289.15,303.15,289.15,303.15,900,900
9524700,289.15,303.15,289.15,303.15,900,900
9525600,289.15,303.15,289.15,303.15,900,900
9526500,289.15,303.15,289.15,303.15,900,900
9527400,289.15,303.15,289.15,303.15,900,900
9528300,289.15,303.15,289.15,303.15,900,900
9529200,294.15,298.15,294.15,298.15,900,900
9530100,294.15,298.15,294.15,298.15,900,900
9531000,294.15,298.15,294.15,298.15,900,900
9531900,294.15,298.15,294.15,298.15,900,900
9532800,294.15,298.15,294.15,298.15,900,900
9533700,294.15,298.15,294.15,298.15,900,900
9534600,294.15,298.15,294.15,298.15,900,900
9535500,294.15,298.15,294.15,298.15,900,900
9536400,294.15,298.15,294.15,298.15,900,900
9537300,294.15,298.15,294.15,298.15,900,900
9538200,294.15,298.15,294.15,298.15,900,900
9539100,294.15,298.15,294.15,298.15,900,900
9540000,294.15,298.15,294.15,298.15,900,900
9540900,294.15,298.15,294.15,298.15,900,900
9541800,294.15,298.15,294.15,298.15,900,900
9542700,294.15,298.15,294.15,298.15,900,900
9543600,294.15,298.15,294.15,298.15,900,900
9544500,294.15,298.15,294.15,298.15,900,900
9545400,294.15,298.15,294.15,298.15,900,900
9546300,294.15,298.15,294.15,298.15,900,900
9547200,294.15,298.15,294.15,298.15,900,900
9548100,294.15,298.15,294.15,298.15,900,900
9549000,294.15,298.15,294.15,298.15,900,900
9549900,294.15,298.15,294.15,298.15,900,900
9550800,294.15,298.15,294.15,298.15,900,900
9551700,294.15,298.15,294.15,298.15,900,900
9552600,294.15,298.15,294.15,298.15,900,900
9553500,294.15,298.15,294.15,298.15,900,900
9554400,294.15,298.15,294.15,298.15,900,900
9555300,294.15,298.15,294.15,298.15,900,900
9556200,294.15,298.15,294.15,298.15,900,900
9557100,294.15,298.15,294.15,298.15,900,900
9558000,294.15,298.15,294.15,298.15,900,900
9558900,294.15,298.15,294.15,298.15,900,900
9559800,294.15,298.15,294.15,298.15,900,900
9560700,294.15,298.15,294.15,298.15,900,900
9561600,294.15,298.15,294.15,298.15,900,900
9562500,294.15,298.15,294.15,298.15,900,900
9563400,294.15,298.15,294.15,298.15,900,900
9564300,294.15,298.15,294.15,298.15,900,900
9565200,294.15,298.15,294.15,298.15,900,900
9566100,294.15,298.15,294.15,298.15,900,900
9567000,294.15,298.15,294.15,298.15,900,900
9567900,294.15,298.15,294.15,298.15,900,900
9568800,294.15,298.15,294.15,298.15,900,900
9569700,294.15,298.15,294.15,298.15,900,900
9570600,294.15,298.15,294.15,298.15,900,900
9571500,294.15,298.15,294.15,298.15,900,900
9572400,289.15,303.15,289.15,303.15,900,900
9573300,289.15,303.15,289.15,303.15,900,900
9574200,289.15,303.15,289.15,303.15,900,900
9575100,289.15,303.15,289.15,303.15,900,900
9576000,289.15,303.15,289.15,303.15,900,900
9576900,289.15,303.15,289.15,303.15,900,900
9577800,289.15,303.15,289.15,303.15,900,900
9578700,289.15,303.15,289.15,303.15,900,900
9579600,289.15,303.15,289.15,303.15,900,900
9580500,289.15,303.15,289.15,303.15,900,900
9581400,289.15,303.15,289.15,303.15,900,900
9582300,289.15,303.15,289.15,303.15,900,900
9583200,289.15,303.15,289.15,303.15,900,900
9584100,289.15,303.15,289.15,303.15,900,900
9585000,289.15,303.15,289.15,303.15,900,900
9585900,289.15,303.15,289.15,303.15,900,900
9586800,289.15,303.15,289.15,303.15,900,900
9587700,289.15,303.15,289.15,303.15,900,900
9588600,289.15,303.15,289.15,303.15,900,900
9589500,289.15,303.15,289.15,303.15,900,900
9590400,289.15,303.15,289.15,303.15,900,900
9591300,289.15,303.15,289.15,303.15,900,900
9592200,289.15,303.15,289.15,303.15,900,900
9593100,289.15,303.15,289.15,303.15,900,900
9594000,289.15,303.15,289.15,303.15,900,900
9594900,289.15,303.15,289.15,303.15,900,900
9595800,289.15,303.15,289.15,303.15,900,900
9596700,289.15,303.15,289.15,303.15,900,900
9597600,289.15,303.15,289.15,303.15,900,900
9598500,289.15,303.15,289.15,303.15,900,900
9599400,289.15,303.15,289.15,303.15,900,900
9600300,289.15,303.15,289.15,303.15,900,900
9601200,289.15,303.15,289.15,303.15,900,900
9602100,289.15,303.15,289.15,303.15,900,900
9603000,289.15,303.15,289.15,303.15,900,900
9603900,289.15,303.15,289.15,303.15,900,900
9604800,289.15,303.15,289.15,303.15,900,900
9605700,289.15,303.15,289.15,303.15,900,900
9606600,289.15,303.15,289.15,303.15,900,900
9607500,289.15,303.15,289.15,303.15,900,900
9608400,289.15,303.15,289.15,303.15,900,900
9609300,289.15,303.15,289.15,303.15,900,900
9610200,289.15,303.15,289.15,303.15,900,900
9611100,289.15,303.15,289.15,303.15,900,900
9612000,289.15,303.15,289.15,303.15,900,900
9612900,289.15,303.15,289.15,303.15,900,900
9613800,289.15,303.15,289.15,303.15,900,900
9614700,289.15,303.15,289.15,303.15,900,900
9615600,294.15,298.15,294.15,298.15,900,900
9616500,294.15,298.15,294.15,298.15,900,900
9617400,294.15,298.15,294.15,298.15,900,900
9618300,294.15,298.15,294.15,298.15,900,900
9619200,294.15,298.15,294.15,298.15,900,900
9620100,294.15,298.15,294.15,298.15,900,900
9621000,294.15,298.15,294.15,298.15,900,900
9621900,294.15,298.15,294.15,298.15,900,900
9622800,294.15,298.15,294.15,298.15,900,900
9623700,294.15,298.15,294.15,298.15,900,900
9624600,294.15,298.15,294.15,298.15,900,900
9625500,294.15,298.15,294.15,298.15,900,900
9626400,294.15,298.15,294.15,298.15,900,900
9627300,294.15,298.15,294.15,298.15,900,900
9628200,294.15,298.15,294.15,298.15,900,900
9629100,294.15,298.15,294.15,298.15,900,900
9630000,294.15,298.15,294.15,298.15,900,900
9630900,294.15,298.15,294.15,298.15,900,900
9631800,294.15,298.15,294.15,298.15,900,900
9632700,294.15,298.15,294.15,298.15,900,900
9633600,294.15,298.15,294.15,298.15,900,900
9634500,294.15,298.15,294.15,298.15,900,900
9635400,294.15,298.15,294.15,298.15,900,900
9636300,294.15,298.15,294.15,298.15,900,900
9637200,294.15,298.15,294.15,298.15,900,900
9638100,294.15,298.15,294.15,298.15,900,900
9639000,294.15,298.15,294.15,298.15,900,900
9639900,294.15,298.15,294.15,298.15,900,900
9640800,294.15,298.15,294.15,298.15,900,900
9641700,294.15,298.15,294.15,298.15,900,900
9642600,294.15,298.15,294.15,298.15,900,900
9643500,294.15,298.15,294.15,298.15,900,900
9644400,294.15,298.15,294.15,298.15,900,900
9645300,294.15,298.15,294.15,298.15,900,900
9646200,294.15,298.15,294.15,298.15,900,900
9647100,294.15,298.15,294.15,298.15,900,900
9648000,294.15,298.15,294.15,298.15,900,900
9648900,294.15,298.15,294.15,298.15,900,900
9649800,294.15,298.15,294.15,298.15,900,900
9650700,294.15,298.15,294.15,298.15,900,900
9651600,294.15,298.15,294.15,298.15,900,900
9652500,294.15,298.15,294.15,298.15,900,900
9653400,294.15,298.15,294.15,298.15,900,900
9654300,294.15,298.15,294.15,298.15,900,900
9655200,294.15,298.15,294.15,298.15,900,900
9656100,294.15,298.15,294.15,298.15,900,900
9657000,294.15,298.15,294.15,298.15,900,900
9657900,294.15,298.15,294.15,298.15,900,900
9658800,289.15,303.15,289.15,303.15,900,900
9659700,289.15,303.15,289.15,303.15,900,900
9660600,289.15,303.15,289.15,303.15,900,900
9661500,289.15,303.15,289.15,303.15,900,900
9662400,289.15,303.15,289.15,303.15,900,900
9663300,289.15,303.15,289.15,303.15,900,900
9664200,289.15,303.15,289.15,303.15,900,900
9665100,289.15,303.15,289.15,303.15,900,900
9666000,289.15,303.15,289.15,303.15,900,900
9666900,289.15,303.15,289.15,303.15,900,900
9667800,289.15,303.15,289.15,303.15,900,900
9668700,289.15,303.15,289.15,303.15,900,900
9669600,289.15,303.15,289.15,303.15,900,900
9670500,289.15,303.15,289.15,303.15,900,900
9671400,289.15,303.15,289.15,303.15,900,900
9672300,289.15,303.15,289.15,303.15,900,900
9673200,289.15,303.15,289.15,303.15,900,900
9674100,289.15,303.15,289.15,303.15,900,900
9675000,289.15,303.15,289.15,303.15,900,900
9675900,289.15,303.15,289.15,303.15,900,900
9676800,289.15,303.15,289.15,303.15,900,900
9677700,289.15,303.15,289.15,303.15,900,900
9678600,289.15,303.15,289.15,303.15,900,900
9679500,289.15,303.15,289.15,303.15,900,900
9680400,289.15,303.15,289.15,303.15,900,900
9681300,289.15,303.15,289.15,303.15,900,900
9682200,289.15,303.15,289.15,303.15,900,900
9683100,289.15,303.15,289.15,303.15,900,900
9684000,289.15,303.15,289.15,303.15,900,900
9684900,289.15,303.15,289.15,303.15,900,900
9685800,289.15,303.15,289.15,303.15,900,900
9686700,289.15,303.15,289.15,303.15,900,900
9687600,289.15,303.15,289.15,303.15,900,900
9688500,289.15,303.15,289.15,303.15,900,900
9689400,289.15,303.15,289.15,303.15,900,900
9690300,289.15,303.15,289.15,303.15,900,900
9691200,289.15,303.15,289.15,303.15,900,900
9692100,289.15,303.15,289.15,303.15,900,900
9693000,289.15,303.15,289.15,303.15,900,900
9693900,289.15,303.15,289.15,303.15,900,900
9694800,289.15,303.15,289.15,303.15,900,900
9695700,289.15,303.15,289.15,303.15,900,900
9696600,289.15,303.15,289.15,303.15,900,900
9697500,289.15,303.15,289.15,303.15,900,900
9698400,289.15,303.15,289.15,303.15,900,900
9699300,289.15,303.15,289.15,303.15,900,900
9700200,289.15,303.15,289.15,303.15,900,900
9701100,289.15,303.15,289.15,303.15,900,900
9702000,294.15,298.15,294.15,298.15,900,900
9702900,294.15,298.15,294.15,298.15,900,900
9703800,294.15,298.15,294.15,298.15,900,900
9704700,294.15,298.15,294.15,298.15,900,900
9705600,294.15,298.15,294.15,298.15,900,900
9706500,294.15,298.15,294.15,298.15,900,900
9707400,294.15,298.15,294.15,298.15,900,900
9708300,294.15,298.15,294.15,298.15,900,900
9709200,294.15,298.15,294.15,298.15,900,900
9710100,294.15,298.15,294.15,298.15,900,900
9711000,294.15,298.15,294.15,298.15,900,900
9711900,294.15,298.15,294.15,298.15,900,900
9712800,294.15,298.15,294.15,298.15,900,900
9713700,294.15,298.15,294.15,298.15,900,900
9714600,294.15,298.15,294.15,298.15,900,900
9715500,294.15,298.15,294.15,298.15,900,900
9716400,294.15,298.15,294.15,298.15,900,900
9717300,294.15,298.15,294.15,298.15,900,900
9718200,294.15,298.15,294.15,298.15,900,900
9719100,294.15,298.15,294.15,298.15,900,900
9720000,294.15,298.15,294.15,298.15,900,900
9720900,294.15,298.15,294.15,298.15,900,900
9721800,294.15,298.15,294.15,298.15,900,900
9722700,294.15,298.15,294.15,298.15,900,900
9723600,294.15,298.15,294.15,298.15,900,900
9724500,294.15,298.15,294.15,298.15,900,900
9725400,294.15,298.15,294.15,298.15,900,900
9726300,294.15,298.15,294.15,298.15,900,900
9727200,294.15,298.15,294.15,298.15,900,900
9728100,294.15,298.15,294.15,298.15,900,900
9729000,294.15,298.15,294.15,298.15,900,900
9729900,294.15,298.15,294.15,298.15,900,900
9730800,294.15,298.15,294.15,298.15,900,900
9731700,294.15,298.15,294.15,298.15,900,900
9732600,294.15,298.15,294.15,298.15,900,900
9733500,294.15,298.15,294.15,298.15,900,900
9734400,294.15,298.15,294.15,298.15,900,900
9735300,294.15,298.15,294.15,298.15,900,900
9736200,294.15,298.15,294.15,298.15,900,900
9737100,294.15,298.15,294.15,298.15,900,900
9738000,294.15,298.15,294.15,298.15,900,900
9738900,294.15,298.15,294.15,298.15,900,900
9739800,294.15,298.15,294.15,298.15,900,900
9740700,294.15,298.15,294.15,298.15,900,900
9741600,294.15,298.15,294.15,298.15,900,900
9742500,294.15,298.15,294.15,298.15,900,900
9743400,294.15,298.15,294.15,298.15,900,900
9744300,294.15,298.15,294.15,298.15,900,900
9745200,289.15,303.15,289.15,303.15,900,900
9746100,289.15,303.15,289.15,303.15,900,900
9747000,289.15,303.15,289.15,303.15,900,900
9747900,289.15,303.15,289.15,303.15,900,900
9748800,289.15,303.15,289.15,303.15,900,900
9749700,289.15,303.15,289.15,303.15,900,900
9750600,289.15,303.15,289.15,303.15,900,900
9751500,289.15,303.15,289.15,303.15,900,900
9752400,289.15,303.15,289.15,303.15,900,900
9753300,289.15,303.15,289.15,303.15,900,900
9754200,289.15,303.15,289.15,303.15,900,900
9755100,289.15,303.15,289.15,303.15,900,900
9756000,289.15,303.15,289.15,303.15,900,900
9756900,289.15,303.15,289.15,303.15,900,900
9757800,289.15,303.15,289.15,303.15,900,900
9758700,289.15,303.15,289.15,303.15,900,900
9759600,289.15,303.15,289.15,303.15,900,900
9760500,289.15,303.15,289.15,303.15,900,900
9761400,289.15,303.15,289.15,303.15,900,900
9762300,289.15,303.15,289.15,303.15,900,900
9763200,289.15,303.15,289.15,303.15,900,900
9764100,289.15,303.15,289.15,303.15,900,900
9765000,289.15,303.15,289.15,303.15,900,900
9765900,289.15,303.15,289.15,303.15,900,900
9766800,289.15,303.15,289.15,303.15,900,900
9767700,289.15,303.15,289.15,303.15,900,900
9768600,289.15,303.15,289.15,303.15,900,900
9769500,289.15,303.15,289.15,303.15,900,900
9770400,289.15,303.15,289.15,303.15,900,900
9771300,289.15,303.15,289.15,303.15,900,900
9772200,289.15,303.15,289.15,303.15,900,900
9773100,289.15,303.15,289.15,303.15,900,900
9774000,289.15,303.15,289.15,303.15,900,900
9774900,289.15,303.15,289.15,303.15,900,900
9775800,289.15,303.15,289.15,303.15,900,900
9776700,289.15,303.15,289.15,303.15,900,900
9777600,289.15,303.15,289.15,303.15,900,900
9778500,289.15,303.15,289.15,303.15,900,900
9779400,289.15,303.15,289.15,303.15,900,900
9780300,289.15,303.15,289.15,303.15,900,900
9781200,289.15,303.15,289.15,303.15,900,900
9782100,289.15,303.15,289.15,303.15,900,900
9783000,289.15,303.15,289.15,303.15,900,900
9783900,289.15,303.15,289.15,303.15,900,900
9784800,289.15,303.15,289.15,303.15,900,900
9785700,289.15,303.15,289.15,303.15,900,900
9786600,289.15,303.15,289.15,303.15,900,900
9787500,289.15,303.15,289.15,303.15,900,900
9788400,289.15,303.15,289.15,303.15,900,900
9789300,289.15,303.15,289.15,303.15,900,900
9790200,289.15,303.15,289.15,303.15,900,900
9791100,289.15,303.15,289.15,303.15,900,900
9792000,289.15,303.15,289.15,303.15,900,900
9792900,289.15,303.15,289.15,303.15,900,900
9793800,289.15,303.15,289.15,303.15,900,900
9794700,289.15,303.15,289.15,303.15,900,900
9795600,289.15,303.15,289.15,303.15,900,900
9796500,289.15,303.15,289.15,303.15,900,900
9797400,289.15,303.15,289.15,303.15,900,900
9798300,289.15,303.15,289.15,303.15,900,900
9799200,289.15,303.15,289.15,303.15,900,900
9800100,289.15,303.15,289.15,303.15,900,900
9801000,289.15,303.15,289.15,303.15,900,900
9801900,289.15,303.15,289.15,303.15,900,900
9802800,289.15,303.15,289.15,303.15,900,900
9803700,289.15,303.15,289.15,303.15,900,900
9804600,289.15,303.15,289.15,303.15,900,900
9805500,289.15,303.15,289.15,303.15,900,900
9806400,289.15,303.15,289.15,303.15,900,900
9807300,289.15,303.15,289.15,303.15,900,900
9808200,289.15,303.15,289.15,303.15,900,900
9809100,289.15,303.15,289.15,303.15,900,900
9810000,289.15,303.15,289.15,303.15,900,900
9810900,289.15,303.15,289.15,303.15,900,900
9811800,289.15,303.15,289.15,303.15,900,900
9812700,289.15,303.15,289.15,303.15,900,900
9813600,289.15,303.15,289.15,303.15,900,900
9814500,289.15,303.15,289.15,303.15,900,900
9815400,289.15,303.15,289.15,303.15,900,900
9816300,289.15,303.15,289.15,303.15,900,900
9817200,289.15,303.15,289.15,303.15,900,900
9818100,289.15,303.15,289.15,303.15,900,900
9819000,289.15,303.15,289.15,303.15,900,900
9819900,289.15,303.15,289.15,303.15,900,900
9820800,289.15,303.15,289.15,303.15,900,900
9821700,289.15,303.15,289.15,303.15,900,900
9822600,289.15,303.15,289.15,303.15,900,900
9823500,289.15,303.15,289.15,303.15,900,900
9824400,289.15,303.15,289.15,303.15,900,900
9825300,289.15,303.15,289.15,303.15,900,900
9826200,289.15,303.15,289.15,303.15,900,900
9827100,289.15,303.15,289.15,303.15,900,900
9828000,289.15,303.15,289.15,303.15,900,900
9828900,289.15,303.15,289.15,303.15,900,900
9829800,289.15,303.15,289.15,303.15,900,900
9830700,289.15,303.15,289.15,303.15,900,900
9831600,289.15,303.15,289.15,303.15,900,900
9832500,289.15,303.15,289.15,303.15,900,900
9833400,289.15,303.15,289.15,303.15,900,900
9834300,289.15,303.15,289.15,303.15,900,900
9835200,289.15,303.15,289.15,303.15,900,900
9836100,289.15,303.15,289.15,303.15,900,900
9837000,289.15,303.15,289.15,303.15,900,900
9837900,289.15,303.15,289.15,303.15,900,900
9838800,289.15,303.15,289.15,303.15,900,900
9839700,289.15,303.15,289.15,303.15,900,900
9840600,289.15,303.15,289.15,303.15,900,900
9841500,289.15,303.15,289.15,303.15,900,900
9842400,289.15,303.15,289.15,303.15,900,900
9843300,289.15,303.15,289.15,303.15,900,900
9844200,289.15,303.15,289.15,303.15,900,900
9845100,289.15,303.15,289.15,303.15,900,900
9846000,289.15,303.15,289.15,303.15,900,900
9846900,289.15,303.15,289.15,303.15,900,900
9847800,289.15,303.15,289.15,303.15,900,900
9848700,289.15,303.15,289.15,303.15,900,900
9849600,289.15,303.15,289.15,303.15,900,900
9850500,289.15,303.15,289.15,303.15,900,900
9851400,289.15,303.15,289.15,303.15,900,900
9852300,289.15,303.15,289.15,303.15,900,900
9853200,289.15,303.15,289.15,303.15,900,900
9854100,289.15,303.15,289.15,303.15,900,900
9855000,289.15,303.15,289.15,303.15,900,900
9855900,289.15,303.15,289.15,303.15,900,900
9856800,289.15,303.15,289.15,303.15,900,900
9857700,289.15,303.15,289.15,303.15,900,900
9858600,289.15,303.15,289.15,303.15,900,900
9859500,289.15,303.15,289.15,303.15,900,900
9860400,289.15,303.15,289.15,303.15,900,900
9861300,289.15,303.15,289.15,303.15,900,900
9862200,289.15,303.15,289.15,303.15,900,900
9863100,289.15,303.15,289.15,303.15,900,900
9864000,289.15,303.15,289.15,303.15,900,900
9864900,289.15,303.15,289.15,303.15,900,900
9865800,289.15,303.15,289.15,303.15,900,900
9866700,289.15,303.15,289.15,303.15,900,900
9867600,289.15,303.15,289.15,303.15,900,900
9868500,289.15,303.15,289.15,303.15,900,900
9869400,289.15,303.15,289.15,303.15,900,900
9870300,289.15,303.15,289.15,303.15,900,900
9871200,289.15,303.15,289.15,303.15,900,900
9872100,289.15,303.15,289.15,303.15,900,900
9873000,289.15,303.15,289.15,303.15,900,900
9873900,289.15,303.15,289.15,303.15,900,900
9874800,289.15,303.15,289.15,303.15,900,900
9875700,289.15,303.15,289.15,303.15,900,900
9876600,289.15,303.15,289.15,303.15,900,900
9877500,289.15,303.15,289.15,303.15,900,900
9878400,289.15,303.15,289.15,303.15,900,900
9879300,289.15,303.15,289.15,303.15,900,900
9880200,289.15,303.15,289.15,303.15,900,900
9881100,289.15,303.15,289.15,303.15,900,900
9882000,289.15,303.15,289.15,303.15,900,900
9882900,289.15,303.15,289.15,303.15,900,900
9883800,289.15,303.15,289.15,303.15,900,900
9884700,289.15,303.15,289.15,303.15,900,900
9885600,289.15,303.15,289.15,303.15,900,900
9886500,289.15,303.15,289.15,303.15,900,900
9887400,289.15,303.15,289.15,303.15,900,900
