time,EmissionsElectricPower,EmissionsDistrictHeatingPower
6477300.0,0.209,0.1163
6478200.0,0.209,0.1163
6479100.0,0.209,0.1163
6480000.0,0.209,0.1163
6480900.0,0.209,0.1163
6481800.0,0.209,0.1163
6482700.0,0.209,0.1163
6483600.0,0.209,0.1163
6484500.0,0.209,0.1163
6485400.0,0.209,0.1163
6486300.0,0.209,0.1163
6487200.0,0.209,0.1163
6488100.0,0.209,0.1163
6489000.0,0.209,0.1163
6489900.0,0.209,0.1163
6490800.0,0.209,0.1163
6491700.0,0.209,0.1163
6492600.0,0.209,0.1163
6493500.0,0.209,0.1163
6494400.0,0.209,0.1163
6495300.0,0.209,0.1163
6496200.0,0.209,0.1163
6497100.0,0.209,0.1163
6498000.0,0.209,0.1163
6498900.0,0.209,0.1163
6499800.0,0.209,0.1163
6500700.0,0.209,0.1163
6501600.0,0.209,0.1163
6502500.0,0.209,0.1163
6503400.0,0.209,0.1163
6504300.0,0.209,0.1163
6505200.0,0.209,0.1163
6506100.0,0.209,0.1163
6507000.0,0.209,0.1163
6507900.0,0.209,0.1163
6508800.0,0.209,0.1163
6509700.0,0.209,0.1163
6510600.0,0.209,0.1163
6511500.0,0.209,0.1163
6512400.0,0.209,0.1163
6513300.0,0.209,0.1163
6514200.0,0.209,0.1163
6515100.0,0.209,0.1163
6516000.0,0.209,0.1163
6516900.0,0.209,0.1163
6517800.0,0.209,0.1163
6518700.0,0.209,0.1163
6519600.0,0.209,0.1163
6520500.0,0.209,0.1163
6521400.0,0.209,0.1163
6522300.0,0.209,0.1163
6523200.0,0.209,0.1163
6524100.0,0.209,0.1163
6525000.0,0.209,0.1163
6525900.0,0.209,0.1163
6526800.0,0.209,0.1163
6527700.0,0.209,0.1163
6528600.0,0.209,0.1163
6529500.0,0.209,0.1163
6530400.0,0.209,0.1163
6531300.0,0.209,0.1163
6532200.0,0.209,0.1163
6533100.0,0.209,0.1163
6534000.0,0.209,0.1163
6534900.0,0.209,0.1163
6535800.0,0.209,0.1163
6536700.0,0.209,0.1163
6537600.0,0.209,0.1163
6538500.0,0.209,0.1163
6539400.0,0.209,0.1163
6540300.0,0.209,0.1163
6541200.0,0.209,0.1163
6542100.0,0.209,0.1163
6543000.0,0.209,0.1163
6543900.0,0.209,0.1163
6544800.0,0.209,0.1163
6545700.0,0.209,0.1163
6546600.0,0.209,0.1163
6547500.0,0.209,0.1163
6548400.0,0.209,0.1163
6549300.0,0.209,0.1163
6550200.0,0.209,0.1163
6551100.0,0.209,0.1163
6552000.0,0.209,0.1163
6552900.0,0.209,0.1163
6553800.0,0.209,0.1163
6554700.0,0.209,0.1163
6555600.0,0.209,0.1163
6556500.0,0.209,0.1163
6557400.0,0.209,0.1163
6558300.0,0.209,0.1163
6559200.0,0.209,0.1163
6560100.0,0.209,0.1163
6561000.0,0.209,0.1163
6561900.0,0.209,0.1163
6562800.0,0.209,0.1163
6563700.0,0.209,0.1163
6564600.0,0.209,0.1163
6565500.0,0.209,0.1163
6566400.0,0.209,0.1163
6567300.0,0.209,0.1163
6568200.0,0.209,0.1163
6569100.0,0.209,0.1163
6570000.0,0.209,0.1163
6570900.0,0.209,0.1163
6571800.0,0.209,0.1163
6572700.0,0.209,0.1163
6573600.0,0.209,0.1163
6574500.0,0.209,0.1163
6575400.0,0.209,0.1163
6576300.0,0.209,0.1163
6577200.0,0.209,0.1163
6578100.0,0.209,0.1163
6579000.0,0.209,0.1163
6579900.0,0.209,0.1163
6580800.0,0.209,0.1163
6581700.0,0.209,0.1163
6582600.0,0.209,0.1163
6583500.0,0.209,0.1163
6584400.0,0.209,0.1163
6585300.0,0.209,0.1163
6586200.0,0.209,0.1163
6587100.0,0.209,0.1163
6588000.0,0.209,0.1163
6588900.0,0.209,0.1163
6589800.0,0.209,0.1163
6590700.0,0.209,0.1163
6591600.0,0.209,0.1163
6592500.0,0.209,0.1163
6593400.0,0.209,0.1163
6594300.0,0.209,0.1163
6595200.0,0.209,0.1163
6596100.0,0.209,0.1163
6597000.0,0.209,0.1163
6597900.0,0.209,0.1163
6598800.0,0.209,0.1163
6599700.0,0.209,0.1163
6600600.0,0.209,0.1163
6601500.0,0.209,0.1163
6602400.0,0.209,0.1163
6603300.0,0.209,0.1163
6604200.0,0.209,0.1163
6605100.0,0.209,0.1163
6606000.0,0.209,0.1163
6606900.0,0.209,0.1163
6607800.0,0.209,0.1163
6608700.0,0.209,0.1163
6609600.0,0.209,0.1163
6610500.0,0.209,0.1163
6611400.0,0.209,0.1163
6612300.0,0.209,0.1163
6613200.0,0.209,0.1163
6614100.0,0.209,0.1163
6615000.0,0.209,0.1163
6615900.0,0.209,0.1163
6616800.0,0.209,0.1163
6617700.0,0.209,0.1163
6618600.0,0.209,0.1163
6619500.0,0.209,0.1163
6620400.0,0.209,0.1163
6621300.0,0.209,0.1163
6622200.0,0.209,0.1163
6623100.0,0.209,0.1163
6624000.0,0.209,0.1163
6624900.0,0.209,0.1163
6625800.0,0.209,0.1163
6626700.0,0.209,0.1163
6627600.0,0.209,0.1163
6628500.0,0.209,0.1163
6629400.0,0.209,0.1163
6630300.0,0.209,0.1163
6631200.0,0.209,0.1163
6632100.0,0.209,0.1163
6633000.0,0.209,0.1163
6633900.0,0.209,0.1163
6634800.0,0.209,0.1163
6635700.0,0.209,0.1163
6636600.0,0.209,0.1163
6637500.0,0.209,0.1163
6638400.0,0.209,0.1163
6639300.0,0.209,0.1163
6640200.0,0.209,0.1163
6641100.0,0.209,0.1163
6642000.0,0.209,0.1163
6642900.0,0.209,0.1163
6643800.0,0.209,0.1163
6644700.0,0.209,0.1163
6645600.0,0.209,0.1163
6646500.0,0.209,0.1163
6647400.0,0.209,0.1163
6648300.0,0.209,0.1163
6649200.0,0.209,0.1163
6650100.0,0.209,0.1163
6651000.0,0.209,0.1163
6651900.0,0.209,0.1163
6652800.0,0.209,0.1163
6653700.0,0.209,0.1163
6654600.0,0.209,0.1163
6655500.0,0.209,0.1163
6656400.0,0.209,0.1163
6657300.0,0.209,0.1163
6658200.0,0.209,0.1163
6659100.0,0.209,0.1163
6660000.0,0.209,0.1163
6660900.0,0.209,0.1163
6661800.0,0.209,0.1163
6662700.0,0.209,0.1163
6663600.0,0.209,0.1163
6664500.0,0.209,0.1163
6665400.0,0.209,0.1163
6666300.0,0.209,0.1163
6667200.0,0.209,0.1163
6668100.0,0.209,0.1163
6669000.0,0.209,0.1163
6669900.0,0.209,0.1163
6670800.0,0.209,0.1163
6671700.0,0.209,0.1163
6672600.0,0.209,0.1163
6673500.0,0.209,0.1163
6674400.0,0.209,0.1163
6675300.0,0.209,0.1163
6676200.0,0.209,0.1163
6677100.0,0.209,0.1163
6678000.0,0.209,0.1163
6678900.0,0.209,0.1163
6679800.0,0.209,0.1163
6680700.0,0.209,0.1163
6681600.0,0.209,0.1163
6682500.0,0.209,0.1163
6683400.0,0.209,0.1163
6684300.0,0.209,0.1163
6685200.0,0.209,0.1163
6686100.0,0.209,0.1163
6687000.0,0.209,0.1163
6687900.0,0.209,0.1163
6688800.0,0.209,0.1163
6689700.0,0.209,0.1163
6690600.0,0.209,0.1163
6691500.0,0.209,0.1163
6692400.0,0.209,0.1163
6693300.0,0.209,0.1163
6694200.0,0.209,0.1163
6695100.0,0.209,0.1163
6696000.0,0.209,0.1163
6696900.0,0.209,0.1163
6697800.0,0.209,0.1163
6698700.0,0.209,0.1163
6699600.0,0.209,0.1163
6700500.0,0.209,0.1163
6701400.0,0.209,0.1163
6702300.0,0.209,0.1163
6703200.0,0.209,0.1163
6704100.0,0.209,0.1163
6705000.0,0.209,0.1163
6705900.0,0.209,0.1163
6706800.0,0.209,0.1163
6707700.0,0.209,0.1163
6708600.0,0.209,0.1163
6709500.0,0.209,0.1163
6710400.0,0.209,0.1163
6711300.0,0.209,0.1163
6712200.0,0.209,0.1163
6713100.0,0.209,0.1163
6714000.0,0.209,0.1163
6714900.0,0.209,0.1163
6715800.0,0.209,0.1163
6716700.0,0.209,0.1163
6717600.0,0.209,0.1163
6718500.0,0.209,0.1163
6719400.0,0.209,0.1163
6720300.0,0.209,0.1163
6721200.0,0.209,0.1163
6722100.0,0.209,0.1163
6723000.0,0.209,0.1163
6723900.0,0.209,0.1163
6724800.0,0.209,0.1163
6725700.0,0.209,0.1163
6726600.0,0.209,0.1163
6727500.0,0.209,0.1163
6728400.0,0.209,0.1163
6729300.0,0.209,0.1163
6730200.0,0.209,0.1163
6731100.0,0.209,0.1163
6732000.0,0.209,0.1163
6732900.0,0.209,0.1163
6733800.0,0.209,0.1163
6734700.0,0.209,0.1163
6735600.0,0.209,0.1163
6736500.0,0.209,0.1163
6737400.0,0.209,0.1163
6738300.0,0.209,0.1163
6739200.0,0.209,0.1163
6740100.0,0.209,0.1163
6741000.0,0.209,0.1163
6741900.0,0.209,0.1163
6742800.0,0.209,0.1163
6743700.0,0.209,0.1163
6744600.0,0.209,0.1163
6745500.0,0.209,0.1163
6746400.0,0.209,0.1163
6747300.0,0.209,0.1163
6748200.0,0.209,0.1163
6749100.0,0.209,0.1163
6750000.0,0.209,0.1163
6750900.0,0.209,0.1163
6751800.0,0.209,0.1163
6752700.0,0.209,0.1163
6753600.0,0.209,0.1163
6754500.0,0.209,0.1163
6755400.0,0.209,0.1163
6756300.0,0.209,0.1163
6757200.0,0.209,0.1163
6758100.0,0.209,0.1163
6759000.0,0.209,0.1163
6759900.0,0.209,0.1163
6760800.0,0.209,0.1163
6761700.0,0.209,0.1163
6762600.0,0.209,0.1163
6763500.0,0.209,0.1163
6764400.0,0.209,0.1163
6765300.0,0.209,0.1163
6766200.0,0.209,0.1163
6767100.0,0.209,0.1163
6768000.0,0.209,0.1163
6768900.0,0.209,0.1163
6769800.0,0.209,0.1163
6770700.0,0.209,0.1163
6771600.0,0.209,0.1163
6772500.0,0.209,0.1163
6773400.0,0.209,0.1163
6774300.0,0.209,0.1163
6775200.0,0.209,0.1163
6776100.0,0.209,0.1163
6777000.0,0.209,0.1163
6777900.0,0.209,0.1163
6778800.0,0.209,0.1163
6779700.0,0.209,0.1163
6780600.0,0.209,0.1163
6781500.0,0.209,0.1163
6782400.0,0.209,0.1163
6783300.0,0.209,0.1163
6784200.0,0.209,0.1163
6785100.0,0.209,0.1163
6786000.0,0.209,0.1163
6786900.0,0.209,0.1163
6787800.0,0.209,0.1163
6788700.0,0.209,0.1163
6789600.0,0.209,0.1163
6790500.0,0.209,0.1163
6791400.0,0.209,0.1163
6792300.0,0.209,0.1163
6793200.0,0.209,0.1163
6794100.0,0.209,0.1163
6795000.0,0.209,0.1163
6795900.0,0.209,0.1163
6796800.0,0.209,0.1163
6797700.0,0.209,0.1163
6798600.0,0.209,0.1163
6799500.0,0.209,0.1163
6800400.0,0.209,0.1163
6801300.0,0.209,0.1163
6802200.0,0.209,0.1163
6803100.0,0.209,0.1163
6804000.0,0.209,0.1163
6804900.0,0.209,0.1163
6805800.0,0.209,0.1163
6806700.0,0.209,0.1163
6807600.0,0.209,0.1163
6808500.0,0.209,0.1163
6809400.0,0.209,0.1163
6810300.0,0.209,0.1163
6811200.0,0.209,0.1163
6812100.0,0.209,0.1163
6813000.0,0.209,0.1163
6813900.0,0.209,0.1163
6814800.0,0.209,0.1163
6815700.0,0.209,0.1163
6816600.0,0.209,0.1163
6817500.0,0.209,0.1163
6818400.0,0.209,0.1163
6819300.0,0.209,0.1163
6820200.0,0.209,0.1163
6821100.0,0.209,0.1163
6822000.0,0.209,0.1163
6822900.0,0.209,0.1163
6823800.0,0.209,0.1163
6824700.0,0.209,0.1163
6825600.0,0.209,0.1163
6826500.0,0.209,0.1163
6827400.0,0.209,0.1163
6828300.0,0.209,0.1163
6829200.0,0.209,0.1163
6830100.0,0.209,0.1163
6831000.0,0.209,0.1163
6831900.0,0.209,0.1163
6832800.0,0.209,0.1163
6833700.0,0.209,0.1163
6834600.0,0.209,0.1163
6835500.0,0.209,0.1163
6836400.0,0.209,0.1163
6837300.0,0.209,0.1163
6838200.0,0.209,0.1163
6839100.0,0.209,0.1163
6840000.0,0.209,0.1163
6840900.0,0.209,0.1163
6841800.0,0.209,0.1163
6842700.0,0.209,0.1163
6843600.0,0.209,0.1163
6844500.0,0.209,0.1163
6845400.0,0.209,0.1163
6846300.0,0.209,0.1163
6847200.0,0.209,0.1163
6848100.0,0.209,0.1163
6849000.0,0.209,0.1163
6849900.0,0.209,0.1163
6850800.0,0.209,0.1163
6851700.0,0.209,0.1163
6852600.0,0.209,0.1163
6853500.0,0.209,0.1163
6854400.0,0.209,0.1163
6855300.0,0.209,0.1163
6856200.0,0.209,0.1163
6857100.0,0.209,0.1163
6858000.0,0.209,0.1163
6858900.0,0.209,0.1163
6859800.0,0.209,0.1163
6860700.0,0.209,0.1163
6861600.0,0.209,0.1163
6862500.0,0.209,0.1163
6863400.0,0.209,0.1163
6864300.0,0.209,0.1163
6865200.0,0.209,0.1163
6866100.0,0.209,0.1163
6867000.0,0.209,0.1163
6867900.0,0.209,0.1163
6868800.0,0.209,0.1163
6869700.0,0.209,0.1163
6870600.0,0.209,0.1163
6871500.0,0.209,0.1163
6872400.0,0.209,0.1163
6873300.0,0.209,0.1163
6874200.0,0.209,0.1163
6875100.0,0.209,0.1163
6876000.0,0.209,0.1163
6876900.0,0.209,0.1163
6877800.0,0.209,0.1163
6878700.0,0.209,0.1163
6879600.0,0.209,0.1163
6880500.0,0.209,0.1163
6881400.0,0.209,0.1163
6882300.0,0.209,0.1163
6883200.0,0.209,0.1163
6884100.0,0.209,0.1163
6885000.0,0.209,0.1163
6885900.0,0.209,0.1163
6886800.0,0.209,0.1163
6887700.0,0.209,0.1163
6888600.0,0.209,0.1163
6889500.0,0.209,0.1163
6890400.0,0.209,0.1163
6891300.0,0.209,0.1163
6892200.0,0.209,0.1163
6893100.0,0.209,0.1163
6894000.0,0.209,0.1163
6894900.0,0.209,0.1163
6895800.0,0.209,0.1163
6896700.0,0.209,0.1163
6897600.0,0.209,0.1163
6898500.0,0.209,0.1163
6899400.0,0.209,0.1163
6900300.0,0.209,0.1163
6901200.0,0.209,0.1163
6902100.0,0.209,0.1163
6903000.0,0.209,0.1163
6903900.0,0.209,0.1163
6904800.0,0.209,0.1163
6905700.0,0.209,0.1163
6906600.0,0.209,0.1163
6907500.0,0.209,0.1163
6908400.0,0.209,0.1163
6909300.0,0.209,0.1163
6910200.0,0.209,0.1163
6911100.0,0.209,0.1163
6912000.0,0.209,0.1163
6912900.0,0.209,0.1163
6913800.0,0.209,0.1163
6914700.0,0.209,0.1163
6915600.0,0.209,0.1163
6916500.0,0.209,0.1163
6917400.0,0.209,0.1163
6918300.0,0.209,0.1163
6919200.0,0.209,0.1163
6920100.0,0.209,0.1163
6921000.0,0.209,0.1163
6921900.0,0.209,0.1163
6922800.0,0.209,0.1163
6923700.0,0.209,0.1163
6924600.0,0.209,0.1163
6925500.0,0.209,0.1163
6926400.0,0.209,0.1163
6927300.0,0.209,0.1163
6928200.0,0.209,0.1163
6929100.0,0.209,0.1163
6930000.0,0.209,0.1163
6930900.0,0.209,0.1163
6931800.0,0.209,0.1163
6932700.0,0.209,0.1163
6933600.0,0.209,0.1163
6934500.0,0.209,0.1163
6935400.0,0.209,0.1163
6936300.0,0.209,0.1163
6937200.0,0.209,0.1163
6938100.0,0.209,0.1163
6939000.0,0.209,0.1163
6939900.0,0.209,0.1163
6940800.0,0.209,0.1163
6941700.0,0.209,0.1163
6942600.0,0.209,0.1163
6943500.0,0.209,0.1163
6944400.0,0.209,0.1163
6945300.0,0.209,0.1163
6946200.0,0.209,0.1163
6947100.0,0.209,0.1163
6948000.0,0.209,0.1163
6948900.0,0.209,0.1163
6949800.0,0.209,0.1163
6950700.0,0.209,0.1163
6951600.0,0.209,0.1163
6952500.0,0.209,0.1163
6953400.0,0.209,0.1163
6954300.0,0.209,0.1163
6955200.0,0.209,0.1163
6956100.0,0.209,0.1163
6957000.0,0.209,0.1163
6957900.0,0.209,0.1163
6958800.0,0.209,0.1163
6959700.0,0.209,0.1163
6960600.0,0.209,0.1163
6961500.0,0.209,0.1163
6962400.0,0.209,0.1163
6963300.0,0.209,0.1163
6964200.0,0.209,0.1163
6965100.0,0.209,0.1163
6966000.0,0.209,0.1163
6966900.0,0.209,0.1163
6967800.0,0.209,0.1163
6968700.0,0.209,0.1163
6969600.0,0.209,0.1163
6970500.0,0.209,0.1163
6971400.0,0.209,0.1163
6972300.0,0.209,0.1163
6973200.0,0.209,0.1163
6974100.0,0.209,0.1163
6975000.0,0.209,0.1163
6975900.0,0.209,0.1163
6976800.0,0.209,0.1163
6977700.0,0.209,0.1163
6978600.0,0.209,0.1163
6979500.0,0.209,0.1163
6980400.0,0.209,0.1163
6981300.0,0.209,0.1163
6982200.0,0.209,0.1163
6983100.0,0.209,0.1163
6984000.0,0.209,0.1163
6984900.0,0.209,0.1163
6985800.0,0.209,0.1163
6986700.0,0.209,0.1163
6987600.0,0.209,0.1163
6988500.0,0.209,0.1163
6989400.0,0.209,0.1163
6990300.0,0.209,0.1163
6991200.0,0.209,0.1163
6992100.0,0.209,0.1163
6993000.0,0.209,0.1163
6993900.0,0.209,0.1163
6994800.0,0.209,0.1163
6995700.0,0.209,0.1163
6996600.0,0.209,0.1163
6997500.0,0.209,0.1163
6998400.0,0.209,0.1163
6999300.0,0.209,0.1163
7000200.0,0.209,0.1163
7001100.0,0.209,0.1163
7002000.0,0.209,0.1163
7002900.0,0.209,0.1163
7003800.0,0.209,0.1163
7004700.0,0.209,0.1163
7005600.0,0.209,0.1163
7006500.0,0.209,0.1163
7007400.0,0.209,0.1163
7008300.0,0.209,0.1163
7009200.0,0.209,0.1163
7010100.0,0.209,0.1163
7011000.0,0.209,0.1163
7011900.0,0.209,0.1163
7012800.0,0.209,0.1163
7013700.0,0.209,0.1163
7014600.0,0.209,0.1163
7015500.0,0.209,0.1163
7016400.0,0.209,0.1163
7017300.0,0.209,0.1163
7018200.0,0.209,0.1163
7019100.0,0.209,0.1163
7020000.0,0.209,0.1163
7020900.0,0.209,0.1163
7021800.0,0.209,0.1163
7022700.0,0.209,0.1163
7023600.0,0.209,0.1163
7024500.0,0.209,0.1163
7025400.0,0.209,0.1163
7026300.0,0.209,0.1163
7027200.0,0.209,0.1163
7028100.0,0.209,0.1163
7029000.0,0.209,0.1163
7029900.0,0.209,0.1163
7030800.0,0.209,0.1163
7031700.0,0.209,0.1163
7032600.0,0.209,0.1163
7033500.0,0.209,0.1163
7034400.0,0.209,0.1163
7035300.0,0.209,0.1163
7036200.0,0.209,0.1163
7037100.0,0.209,0.1163
7038000.0,0.209,0.1163
7038900.0,0.209,0.1163
7039800.0,0.209,0.1163
7040700.0,0.209,0.1163
7041600.0,0.209,0.1163
7042500.0,0.209,0.1163
7043400.0,0.209,0.1163
7044300.0,0.209,0.1163
7045200.0,0.209,0.1163
7046100.0,0.209,0.1163
7047000.0,0.209,0.1163
7047900.0,0.209,0.1163
7048800.0,0.209,0.1163
7049700.0,0.209,0.1163
7050600.0,0.209,0.1163
7051500.0,0.209,0.1163
7052400.0,0.209,0.1163
7053300.0,0.209,0.1163
7054200.0,0.209,0.1163
7055100.0,0.209,0.1163
7056000.0,0.209,0.1163
7056900.0,0.209,0.1163
7057800.0,0.209,0.1163
7058700.0,0.209,0.1163
7059600.0,0.209,0.1163
7060500.0,0.209,0.1163
7061400.0,0.209,0.1163
7062300.0,0.209,0.1163
7063200.0,0.209,0.1163
7064100.0,0.209,0.1163
7065000.0,0.209,0.1163
7065900.0,0.209,0.1163
7066800.0,0.209,0.1163
7067700.0,0.209,0.1163
7068600.0,0.209,0.1163
7069500.0,0.209,0.1163
7070400.0,0.209,0.1163
7071300.0,0.209,0.1163
7072200.0,0.209,0.1163
7073100.0,0.209,0.1163
7074000.0,0.209,0.1163
7074900.0,0.209,0.1163
7075800.0,0.209,0.1163
7076700.0,0.209,0.1163
7077600.0,0.209,0.1163
7078500.0,0.209,0.1163
7079400.0,0.209,0.1163
7080300.0,0.209,0.1163
7081200.0,0.209,0.1163
7082100.0,0.209,0.1163
7083000.0,0.209,0.1163
7083900.0,0.209,0.1163
7084800.0,0.209,0.1163
7085700.0,0.209,0.1163
7086600.0,0.209,0.1163
7087500.0,0.209,0.1163
7088400.0,0.209,0.1163
7089300.0,0.209,0.1163
7090200.0,0.209,0.1163
7091100.0,0.209,0.1163
7092000.0,0.209,0.1163
7092900.0,0.209,0.1163
7093800.0,0.209,0.1163
7094700.0,0.209,0.1163
7095600.0,0.209,0.1163
7096500.0,0.209,0.1163
7097400.0,0.209,0.1163
7098300.0,0.209,0.1163
7099200.0,0.209,0.1163
7100100.0,0.209,0.1163
7101000.0,0.209,0.1163
7101900.0,0.209,0.1163
7102800.0,0.209,0.1163
7103700.0,0.209,0.1163
7104600.0,0.209,0.1163
7105500.0,0.209,0.1163
7106400.0,0.209,0.1163
7107300.0,0.209,0.1163
7108200.0,0.209,0.1163
7109100.0,0.209,0.1163
7110000.0,0.209,0.1163
7110900.0,0.209,0.1163
7111800.0,0.209,0.1163
7112700.0,0.209,0.1163
7113600.0,0.209,0.1163
7114500.0,0.209,0.1163
7115400.0,0.209,0.1163
7116300.0,0.209,0.1163
7117200.0,0.209,0.1163
7118100.0,0.209,0.1163
7119000.0,0.209,0.1163
7119900.0,0.209,0.1163
7120800.0,0.209,0.1163
7121700.0,0.209,0.1163
7122600.0,0.209,0.1163
7123500.0,0.209,0.1163
7124400.0,0.209,0.1163
7125300.0,0.209,0.1163
7126200.0,0.209,0.1163
7127100.0,0.209,0.1163
7128000.0,0.209,0.1163
7128900.0,0.209,0.1163
7129800.0,0.209,0.1163
7130700.0,0.209,0.1163
7131600.0,0.209,0.1163
7132500.0,0.209,0.1163
7133400.0,0.209,0.1163
7134300.0,0.209,0.1163
7135200.0,0.209,0.1163
7136100.0,0.209,0.1163
7137000.0,0.209,0.1163
7137900.0,0.209,0.1163
7138800.0,0.209,0.1163
7139700.0,0.209,0.1163
7140600.0,0.209,0.1163
7141500.0,0.209,0.1163
7142400.0,0.209,0.1163
7143300.0,0.209,0.1163
7144200.0,0.209,0.1163
7145100.0,0.209,0.1163
7146000.0,0.209,0.1163
7146900.0,0.209,0.1163
7147800.0,0.209,0.1163
7148700.0,0.209,0.1163
7149600.0,0.209,0.1163
7150500.0,0.209,0.1163
7151400.0,0.209,0.1163
7152300.0,0.209,0.1163
7153200.0,0.209,0.1163
7154100.0,0.209,0.1163
7155000.0,0.209,0.1163
7155900.0,0.209,0.1163
7156800.0,0.209,0.1163
7157700.0,0.209,0.1163
7158600.0,0.209,0.1163
7159500.0,0.209,0.1163
7160400.0,0.209,0.1163
7161300.0,0.209,0.1163
7162200.0,0.209,0.1163
7163100.0,0.209,0.1163
7164000.0,0.209,0.1163
7164900.0,0.209,0.1163
7165800.0,0.209,0.1163
7166700.0,0.209,0.1163
7167600.0,0.209,0.1163
7168500.0,0.209,0.1163
7169400.0,0.209,0.1163
7170300.0,0.209,0.1163
7171200.0,0.209,0.1163
7172100.0,0.209,0.1163
7173000.0,0.209,0.1163
7173900.0,0.209,0.1163
7174800.0,0.209,0.1163
7175700.0,0.209,0.1163
7176600.0,0.209,0.1163
7177500.0,0.209,0.1163
7178400.0,0.209,0.1163
7179300.0,0.209,0.1163
7180200.0,0.209,0.1163
7181100.0,0.209,0.1163
7182000.0,0.209,0.1163
7182900.0,0.209,0.1163
7183800.0,0.209,0.1163
7184700.0,0.209,0.1163
7185600.0,0.209,0.1163
7186500.0,0.209,0.1163
7187400.0,0.209,0.1163
7188300.0,0.209,0.1163
7189200.0,0.209,0.1163
7190100.0,0.209,0.1163
7191000.0,0.209,0.1163
7191900.0,0.209,0.1163
7192800.0,0.209,0.1163
7193700.0,0.209,0.1163
7194600.0,0.209,0.1163
7195500.0,0.209,0.1163
7196400.0,0.209,0.1163
7197300.0,0.209,0.1163
7198200.0,0.209,0.1163
7199100.0,0.209,0.1163
7200000.0,0.209,0.1163
7200900.0,0.209,0.1163
7201800.0,0.209,0.1163
7202700.0,0.209,0.1163
7203600.0,0.209,0.1163
7204500.0,0.209,0.1163
7205400.0,0.209,0.1163
7206300.0,0.209,0.1163
7207200.0,0.209,0.1163
7208100.0,0.209,0.1163
7209000.0,0.209,0.1163
7209900.0,0.209,0.1163
7210800.0,0.209,0.1163
7211700.0,0.209,0.1163
7212600.0,0.209,0.1163
7213500.0,0.209,0.1163
7214400.0,0.209,0.1163
7215300.0,0.209,0.1163
7216200.0,0.209,0.1163
7217100.0,0.209,0.1163
7218000.0,0.209,0.1163
7218900.0,0.209,0.1163
7219800.0,0.209,0.1163
7220700.0,0.209,0.1163
7221600.0,0.209,0.1163
7222500.0,0.209,0.1163
7223400.0,0.209,0.1163
7224300.0,0.209,0.1163
7225200.0,0.209,0.1163
7226100.0,0.209,0.1163
7227000.0,0.209,0.1163
7227900.0,0.209,0.1163
7228800.0,0.209,0.1163
7229700.0,0.209,0.1163
7230600.0,0.209,0.1163
7231500.0,0.209,0.1163
7232400.0,0.209,0.1163
7233300.0,0.209,0.1163
7234200.0,0.209,0.1163
7235100.0,0.209,0.1163
7236000.0,0.209,0.1163
7236900.0,0.209,0.1163
7237800.0,0.209,0.1163
7238700.0,0.209,0.1163
7239600.0,0.209,0.1163
7240500.0,0.209,0.1163
7241400.0,0.209,0.1163
7242300.0,0.209,0.1163
7243200.0,0.209,0.1163
7244100.0,0.209,0.1163
7245000.0,0.209,0.1163
7245900.0,0.209,0.1163
7246800.0,0.209,0.1163
7247700.0,0.209,0.1163
7248600.0,0.209,0.1163
7249500.0,0.209,0.1163
7250400.0,0.209,0.1163
7251300.0,0.209,0.1163
7252200.0,0.209,0.1163
7253100.0,0.209,0.1163
7254000.0,0.209,0.1163
7254900.0,0.209,0.1163
7255800.0,0.209,0.1163
7256700.0,0.209,0.1163
7257600.0,0.209,0.1163
7258500.0,0.209,0.1163
7259400.0,0.209,0.1163
7260300.0,0.209,0.1163
7261200.0,0.209,0.1163
7262100.0,0.209,0.1163
7263000.0,0.209,0.1163
7263900.0,0.209,0.1163
7264800.0,0.209,0.1163
7265700.0,0.209,0.1163
7266600.0,0.209,0.1163
7267500.0,0.209,0.1163
7268400.0,0.209,0.1163
7269300.0,0.209,0.1163
7270200.0,0.209,0.1163
7271100.0,0.209,0.1163
7272000.0,0.209,0.1163
7272900.0,0.209,0.1163
7273800.0,0.209,0.1163
7274700.0,0.209,0.1163
7275600.0,0.209,0.1163
7276500.0,0.209,0.1163
7277400.0,0.209,0.1163
7278300.0,0.209,0.1163
7279200.0,0.209,0.1163
7280100.0,0.209,0.1163
7281000.0,0.209,0.1163
7281900.0,0.209,0.1163
7282800.0,0.209,0.1163
7283700.0,0.209,0.1163
7284600.0,0.209,0.1163
7285500.0,0.209,0.1163
7286400.0,0.209,0.1163
7287300.0,0.209,0.1163
7288200.0,0.209,0.1163
7289100.0,0.209,0.1163
7290000.0,0.209,0.1163
7290900.0,0.209,0.1163
7291800.0,0.209,0.1163
7292700.0,0.209,0.1163
7293600.0,0.209,0.1163
7294500.0,0.209,0.1163
7295400.0,0.209,0.1163
7296300.0,0.209,0.1163
7297200.0,0.209,0.1163
7298100.0,0.209,0.1163
7299000.0,0.209,0.1163
7299900.0,0.209,0.1163
7300800.0,0.209,0.1163
7301700.0,0.209,0.1163
7302600.0,0.209,0.1163
7303500.0,0.209,0.1163
7304400.0,0.209,0.1163
7305300.0,0.209,0.1163
7306200.0,0.209,0.1163
7307100.0,0.209,0.1163
7308000.0,0.209,0.1163
7308900.0,0.209,0.1163
7309800.0,0.209,0.1163
7310700.0,0.209,0.1163
7311600.0,0.209,0.1163
7312500.0,0.209,0.1163
7313400.0,0.209,0.1163
7314300.0,0.209,0.1163
