Time,heat,cold
4812300,24262.725,1.7740636
4813200,24330.139,1.7719685
4814100,24674.826,1.7698212
4815000,25355.617,1.7677014
4815900,25960.107,1.7656059
4816800,26475.986,1.7635149
4817700,26800.334,1.7613981
4818600,27159.725,1.7593044
4819500,27755.951,1.7572206
4820400,0,0
4821300,0,0
4822200,0,0
4823100,0,0
4824000,0,0
4824900,0,0
4825800,0,0
4826700,0,0
4827600,0,0
4828500,0,0
4829400,0,0
4830300,0,0
4831200,0,0
4832100,0,0
4833000,0,0
4833900,0,0
4834800,0,0
4835700,0,0
4836600,0,0
4837500,0,0
4838400,0,0
4839300,0,0
4840200,0,0
4841100,0,0
4842000,0,0
4842900,0,0
4843800,0,0
4844700,0,0
4845600,0,0
4846500,0,0
4847400,0,0
4848300,0,0
4849200,0,0
4850100,0,0
4851000,0,0
4851900,0,0
4852800,0,0
4853700,0,0
4854600,0,0
4855500,0,0
4856400,0,0
4857300,0,0
4858200,0,0
4859100,0,0
4860000,76436.36,1.7551298
4860900,74203.445,1.6758891
4861800,61907.344,1.6701064
4862700,16372.911,1.6679375
4863600,29874.365,1.6659472
4864500,43006.63,1.7378287
4865400,46246.08,1.7418746
4866300,44852.438,1.74097
4867200,40823.05,1.7392832
4868100,33678.473,1.7374492
4869000,31936.057,1.7354429
4869900,31056.857,1.7333859
4870800,30230.652,1.7313173
4871700,29378.287,1.7292624
4872600,28490.215,1.7272019
4873500,27619.768,1.725138
4874400,26768.01,1.7230753
4875300,25008.55,1.7210408
4876200,23111.385,1.719016
4877100,22034.617,1.7169733
4878000,22010.428,1.7149048
4878900,23062.004,1.7128073
4879800,23895.908,1.710704
4880700,23848.22,1.7086248
4881600,22683.46,1.7065829
4882500,21292.709,1.7045448
4883400,20484.318,1.7025261
4884300,20114.383,1.7005107
4885200,20255.398,1.6984835
4886100,20678.39,1.6964438
4887000,21101.482,1.6944027
4887900,21549.861,1.6923646
4888800,22021.05,1.6903301
4889700,23721.371,1.6883092
4890600,25459.578,1.6862475
4891500,25869.344,1.6841996
4892400,24535.518,1.6822016
4893300,22418.428,1.6802255
4894200,21200.365,1.678269
4895100,21153.709,1.6762975
4896000,22507.475,1.6742886
4896900,24052.955,1.672173
4897800,25050.521,1.6701362
4898700,25890.068,1.6681525
4899600,26666.402,1.6661801
4900500,27613.629,1.6641515
4901400,28587.773,1.6621603
4902300,29399.145,1.6601985
4903200,30053.865,1.6582439
4904100,30539.559,1.6562637
4905000,31033.182,1.6543047
4905900,31663.059,1.6523547
4906800,0,0
4907700,0,0
4908600,0,0
4909500,0,0
4910400,0,0
4911300,0,0
4912200,0,0
4913100,0,0
4914000,0,0
4914900,0,0
4915800,0,0
4916700,0,0
4917600,0,0
4918500,0,0
4919400,0,0
4920300,0,0
4921200,0,0
4922100,0,0
4923000,0,0
4923900,0,0
4924800,0,0
4925700,0,0
4926600,0,0
4927500,0,0
4928400,0,0
4929300,0,0
4930200,0,0
4931100,0,0
4932000,0,0
4932900,0,0
4933800,0,0
4934700,0,0
4935600,0,0
4936500,0,0
4937400,0,0
4938300,0,0
4939200,0,0
4940100,0,0
4941000,0,0
4941900,0,0
4942800,0,0
4943700,0,0
4944600,0,0
4945500,0,0
4946400,0,0
4947300,0,0
4948200,0,0
4949100,0,0
4950000,0,0
4950900,0,0
4951800,0,0
4952700,0,0
4953600,0,0
4954500,0,0
4955400,0,0
4956300,0,0
4957200,0,0
4958100,0,0
4959000,0,0
4959900,0,0
4960800,0,0
4961700,0,0
4962600,0,0
4963500,0,0
4964400,0,0
4965300,0,0
4966200,0,0
4967100,0,0
4968000,0,0
4968900,0,0
4969800,0,0
4970700,0,0
4971600,0,0
4972500,0,0
4973400,0,0
4974300,0,0
4975200,0,0
4976100,0,0
4977000,0,0
4977900,0,0
4978800,0,0
4979700,0,0
4980600,0,0
4981500,0,0
4982400,0,0
4983300,0,0
4984200,0,0
4985100,0,0
4986000,0,0
4986900,0,0
4987800,0,0
4988700,0,0
4989600,0,0
4990500,0,0
4991400,0,0
4992300,0,0
4993200,0,0
4994100,0,0
4995000,0,0
4995900,0,0
4996800,0,0
4997700,0,0
4998600,0,0
4999500,0,0
5000400,0,0
5001300,0,0
5002200,0,0
5003100,0,0
5004000,0,0
5004900,0,0
5005800,0,0
5006700,0,0
5007600,0,0
5008500,0,0
5009400,0,0
5010300,0,0
5011200,0,0
5012100,0,0
5013000,0,0
5013900,0,0
5014800,0,0
5015700,0,0
5016600,0,0
5017500,0,0
5018400,0,0
5019300,0,0
5020200,0,0
5021100,0,0
5022000,0,0
5022900,0,0
5023800,0,0
5024700,0,0
5025600,0,0
5026500,0,0
5027400,0,0
5028300,0,0
5029200,0,0
5030100,0,0
5031000,0,0
5031900,0,0
5032800,0,0
5033700,0,0
5034600,0,0
5035500,0,0
5036400,0,0
5037300,0,0
5038200,0,0
5039100,0,0
5040000,0,0
5040900,0,0
5041800,0,0
5042700,0,0
5043600,0,0
5044500,0,0
5045400,0,0
5046300,0,0
5047200,0,0
5048100,0,0
5049000,0,0
5049900,0,0
5050800,0,0
5051700,0,0
5052600,0,0
5053500,0,0
5054400,0,0
5055300,0,0
5056200,0,0
5057100,0,0
5058000,0,0
5058900,0,0
5059800,0,0
5060700,0,0
5061600,0,0
5062500,0,0
5063400,0,0
5064300,0,0
5065200,0,0
5066100,0,0
5067000,0,0
5067900,0,0
5068800,0,0
5069700,0,0
5070600,0,0
5071500,0,0
5072400,0,0
5073300,0,0
5074200,0,0
5075100,0,0
5076000,0,0
5076900,0,0
5077800,0,0
5078700,0,0
5079600,0,0
5080500,0,0
5081400,0,0
5082300,0,0
5083200,0,0
5084100,0,0
5085000,0,0
5085900,0,0
5086800,0,0
5087700,0,0
5088600,0,0
5089500,0,0
5090400,0,0
5091300,0,0
5092200,0,0
5093100,0,0
5094000,0,0
5094900,0,0
5095800,0,0
5096700,0,0
5097600,0,0
5098500,0,0
5099400,0,0
5100300,0,0
5101200,0,0
5102100,0,0
5103000,0,0
5103900,0,0
5104800,0,0
5105700,0,0
5106600,0,0
5107500,0,0
5108400,0,0
5109300,0,0
5110200,0,0
5111100,0,0
5112000,0.015917579,1.6503983
5112900,0.015917579,1.5712572
5113800,44899.93,1.5655987
5114700,52077.953,1.5635556
5115600,49963.785,1.5616956
5116500,33153.086,1.559848
5117400,35781.043,1.5580026
5118300,35715.19,1.5561596
5119200,33559.707,1.554319
5120100,34445.336,1.5524807
5121000,33744.605,1.5506448
5121900,33325.59,1.5488111
5122800,32613.594,1.5469797
5123700,37066.574,1.6207092
5124600,33684.04,1.6238558
5125500,35258.34,1.6226703
5126400,29885.574,1.6209766
5127300,19506.857,1.6192269
5128200,15776.505,1.6173786
5129100,13894.615,1.6155124
5130000,12527.91,1.6136234
5130900,11321.041,1.6117282
5131800,10048.336,1.6098157
5132700,11750.998,1.6078935
5133600,11438.366,1.6059664
5134500,10406.206,1.6040517
5135400,9354.679,1.6021307
5136300,8396.432,1.600206
5137200,7547.403,1.5982816
5138100,6861.9736,1.5963485
5139000,6461.983,1.5944023
5139900,6285.929,1.5924683
5140800,6196.932,1.590559
5141700,6223.579,1.5886426
5142600,6349.5757,1.5867401
5143500,6504.6553,1.5848467
5144400,6712.397,1.5829535
5145300,7359.9624,1.5809679
5146200,15504.465,1.5788469
5147100,27135.379,1.5768249
5148000,22468.387,1.5750364
5148900,16930.838,1.5734379
5149800,16200.6045,1.5716971
5150700,15989.27,1.569873
5151600,15796.3955,1.5680248
5152500,15812.286,1.5661436
5153400,15890.907,1.5642804
5154300,15827.034,1.5624323
5155200,15619.525,1.5605872
5156100,14958.961,1.558668
5157000,14379.188,1.5568222
5157900,14447.011,1.5550059
5158800,15298.856,1.5531702
5159700,16375.164,1.5512561
5160600,17204.684,1.5493858
5161500,17908.043,1.5475521
5162400,18519.227,1.5457283
5163300,19206.588,1.5438769
5164200,19914.574,1.542044
5165100,20528.316,1.540226
5166000,0,0
5166900,0,0
5167800,0,0
5168700,0,0
5169600,0,0
5170500,0,0
5171400,0,0
5172300,0,0
5173200,0,0
5174100,0,0
5175000,0,0
5175900,0,0
5176800,0,0
5177700,0,0
5178600,0,0
5179500,0,0
5180400,0,0
5181300,0,0
5182200,0,0
5183100,0,0
5184000,0,0
5184900,0,0
5185800,0,0
5186700,0,0
5187600,0,0
5188500,0,0
5189400,0,0
5190300,0,0
5191200,0,0
5192100,0,0
5193000,0,0
5193900,0,0
5194800,0,0
5195700,0,0
5196600,0,0
5197500,0,0
5198400,0,0
5199300,0,0
5200200,0,0
5201100,0,0
5202000,0,0
5202900,0,0
5203800,0,0
5204700,0,0
5205600,36974.016,1.538411
5206500,57055.5,1.4594038
5207400,53528.367,1.4538895
5208300,14709.178,1.4519919
5209200,23760.768,1.4502727
5210100,30148.033,1.5235713
5211000,27082.484,1.5270859
5211900,28522.717,1.5261514
5212800,25053.646,1.5245574
5213700,23880.812,1.5229068
5214600,22778.676,1.5211649
5215500,21723.908,1.5193686
5216400,20675.29,1.517565
5217300,19716.826,1.5157788
5218200,18879.797,1.5139832
5219100,18129.123,1.5121828
5220000,17389.463,1.510384
5220900,16610.38,1.5086018
5221800,15833.711,1.5068123
5222700,15121.629,1.5050176
5223600,14472.284,1.5032241
5224500,13440.795,1.5014393
5225400,12383.691,1.4996668
5226300,11744.837,1.497892
5227200,11631.244,1.4961076
5228100,12295.705,1.4942819
5229000,12908.309,1.4924734
5229900,12903.757,1.4906938
5230800,12137.526,1.4889395
5231700,11128.482,1.487204
5232600,10427.078,1.4854655
5233500,9998.039,1.4837186
5234400,9887.671,1.4819622
5235300,9659.703,1.4802271
5236200,9327.729,1.4784741
5237100,9180.805,1.4767078
5238000,9244.635,1.4749396
5238900,9562.028,1.4731467
5239800,10008.503,1.4713768
5240700,10491.123,1.4696242
5241600,11010.859,1.4678769
5242500,11814.711,1.4660517
5243400,12724.247,1.4642891
5244300,13516.165,1.4625691
5245200,14231.687,1.4608551
5246100,15116.0625,1.4590812
5247000,16068.031,1.457346
5247900,16910.486,1.4556404
5248800,17668.756,1.4539392
5249700,18545.389,1.4522066
5250600,19411.834,1.4504904
5251500,20104.54,1.4487895
5252400,0,0
5253300,0,0
5254200,0,0
5255100,0,0
5256000,0,0
5256900,0,0
5257800,0,0
5258700,0,0
5259600,0,0
5260500,0,0
5261400,0,0
5262300,0,0
5263200,0,0
5264100,0,0
5265000,0,0
5265900,0,0
5266800,0,0
5267700,0,0
5268600,0,0
5269500,0,0
5270400,0,0
5271300,0,0
5272200,0,0
5273100,0,0
5274000,0,0
5274900,0,0
5275800,0,0
5276700,0,0
5277600,0,0
5278500,0,0
5279400,0,0
5280300,0,0
5281200,0,0
5282100,0,0
5283000,0,0
5283900,0,0
5284800,0,0
5285700,0,0
5286600,0,0
5287500,0,0
5288400,0,0
5289300,0,0
5290200,0,0
5291100,0,0
5292000,52443.633,1.4470942
5292900,61529.527,1.3682344
5293800,21568.264,1.3628349
5294700,10836.287,1.3610018
5295600,20910.496,1.3593931
5296500,25506.299,1.432507
5297400,25422.916,1.4363227
5298300,25343.186,1.4354618
5299200,24773.139,1.4339844
5300100,23477.586,1.4324473
5301000,22118.13,1.4308124
5301900,21198.076,1.4291167
5302800,20772.64,1.4274031
5303700,20686.49,1.425698
5304600,20482.154,1.4239897
5305500,19996.408,1.4222895
5306400,19134.99,1.4206058
5307300,17912.3,1.4189527
5308200,16831.285,1.4172956
5309100,16124.436,1.4156266
5310000,15858.746,1.413948
5310900,15580.133,1.4122657
5311800,15265.19,1.4105898
5312700,15193.659,1.4089143
5313600,15424.897,1.4072353
5314500,15824.295,1.4055262
5315400,16102.143,1.4038442
5316300,16179.264,1.4021859
5317200,16035.548,1.4005386
5318100,15765.394,1.3988975
5319000,15554.079,1.3972563
5319900,15451.032,1.3956114
5320800,15489.33,1.3939625
5321700,15929.736,1.3923331
5322600,16365.22,1.3906765
5323500,16433.07,1.3890157
5324400,15995.221,1.3873715
5325300,15470.204,1.3857175
5326200,15259.557,1.3840867
5327100,15297.49,1.3824658
5328000,15636.46,1.3808396
5328900,16424.787,1.3791214
5329800,17342.336,1.3774631
5330700,18168.38,1.3758487
5331600,18924.934,1.3742427
5332500,20170.229,1.3725746
5333400,21481.795,1.3709387
5334300,22328.297,1.3693358
5335200,22643.672,1.3677471
5336100,22575.922,1.3661412
5337000,22674.15,1.3645564
5337900,23149.666,1.362975
5338800,0,0
5339700,0,0
5340600,0,0
5341500,0,0
5342400,0,0
5343300,0,0
5344200,0,0
5345100,0,0
5346000,0,0
5346900,0,0
5347800,0,0
5348700,0,0
5349600,0,0
5350500,0,0
5351400,0,0
5352300,0,0
5353200,0,0
5354100,0,0
5355000,0,0
5355900,0,0
5356800,0,0
5357700,0,0
5358600,0,0
5359500,0,0
5360400,0,0
5361300,0,0
5362200,0,0
5363100,0,0
5364000,0,0
5364900,0,0
5365800,0,0
5366700,0,0
5367600,0,0
5368500,0,0
5369400,0,0
5370300,0,0
5371200,0,0
5372100,0,0
5373000,0,0
5373900,0,0
5374800,0,0
5375700,0,0
5376600,0,0
5377500,0,0
5378400,95760.125,1.3613786
5379300,76228.96,1.2825998
5380200,52003.258,1.2773093
5381100,11322.896,1.2756329
5382000,27391.363,1.2741348
5382900,33652.3,1.346662
5383800,35369.145,1.3510673
5384700,33902.676,1.3505976
5385600,32414.1,1.3492808
5386500,31109.645,1.347875
5387400,29066.352,1.3463801
5388300,27083.27,1.3448304
5389200,25066.338,1.3432667
5390100,23362.623,1.3417104
5391000,21937.494,1.3401319
5391900,20626.49,1.3385414
5392800,19404.35,1.3369508
5393700,18189.8,1.3353776
5394600,17006.498,1.333799
5395500,15899.173,1.3322179
5396400,14856.03,1.3306397
5397300,15727.998,1.3290408
5398200,17179.809,1.3274051
5399100,17414.004,1.3257911
5400000,15988.95,1.3242278
5400900,14154.873,1.3226814
5401800,13100.211,1.3211526
5402700,12652.714,1.3196195
5403600,12909.859,1.3180668
5404500,13155.367,1.316501
5405400,13206.576,1.3149424
5406300,13433.618,1.3133855
5407200,13904.878,1.3118256
5408100,14209.135,1.3102921
5409000,14244.501,1.308745
5409900,14191.094,1.3071918
5410800,14020.477,1.3056456
5411700,13684.37,1.3040836
5412600,13484.043,1.3025498
5413500,13603.626,1.301026
5414400,14139.482,1.2994939
5415300,18251.213,1.2978295
5416200,23106.834,1.2961645
5417100,25392.885,1.2945836
5418000,24365.812,1.2930986
5418900,23631.746,1.2916135
5419800,24279.771,1.2901288
5420700,24613.35,1.2886596
5421600,24441.57,1.2871971
5422500,24616.895,1.2857046
5423400,25153.195,1.2842144
5424300,25581.453,1.2827314
5425200,0,0
5426100,0,0
5427000,0,0
5427900,0,0
5428800,0,0
5429700,0,0
5430600,0,0
5431500,0,0
5432400,0,0
5433300,0,0
5434200,0,0
5435100,0,0
5436000,0,0
5436900,0,0
5437800,0,0
5438700,0,0
5439600,0,0
5440500,0,0
5441400,0,0
5442300,0,0
5443200,0,0
5444100,0,0
5445000,0,0
5445900,0,0
5446800,0,0
5447700,0,0
5448600,0,0
5449500,0,0
5450400,0,0
5451300,0,0
5452200,0,0
5453100,0,0
5454000,0,0
5454900,0,0
5455800,0,0
5456700,0,0
5457600,0,0
5458500,0,0
5459400,0,0
5460300,0,0
5461200,0,0
5462100,0,0
5463000,0,0
5463900,0,0
5464800,40196.203,1.2812496
5465700,60813.105,1.2025586
5466600,7787.867,1.197339
5467500,13511.248,1.195723
5468400,15183.323,1.1943235
5469300,26671.543,1.2672497
5470200,27642.459,1.271573
5471100,27644.557,1.2710345
5472000,27160.588,1.2697948
5472900,26134.688,1.2684639
5473800,24874.727,1.2670242
5474700,23768.74,1.2655246
5475600,22814.594,1.2640159
5476500,19927.822,1.2625536
5477400,16672.547,1.2611302
5478300,15068.306,1.2596818
5479200,15614.743,1.2581797
5480100,17325.49,1.2566395
5481000,18217.967,1.255092
5481900,17891.389,1.2535746
5482800,16076.647,1.2521063
5483700,14162.982,1.2506747
5484600,13063.0625,1.2492318
5485500,12388,1.2477745
5486400,12147.458,1.2463051
5487300,11989.88,1.2448037
5488200,11868.511,1.2433282
5489100,11995.414,1.2418649
5490000,12451.714,1.2403975
5490900,13091.512,1.2389239
5491800,13615.385,1.2374529
5492700,13961.752,1.2359897
5493600,14093.684,1.2345352
5494500,14556.789,1.2331097
5495400,15031.922,1.2316571
5496300,15000.861,1.2302021
5497200,14289.791,1.2287669
5498100,11523.822,1.2273482
5499000,8610.57,1.2259899
5499900,7321.254,1.2246186
5500800,8171.7295,1.2231895
5501700,9355.145,1.2216362
5502600,10072.034,1.2201589
5503500,11109.115,1.2187245
5504400,12685.804,1.2172842
5505300,14545.607,1.2157757
5506200,16026.863,1.2143154
5507100,16941.928,1.2128999
5508000,17242.74,1.2115053
5508900,17421.496,1.2100922
5509800,17908.334,1.2086943
5510700,18649.893,1.2073011
5511600,0,0
5512500,0,0
5513400,0,0
5514300,0,0
5515200,0,0
5516100,0,0
5517000,0,0
5517900,0,0
5518800,0,0
5519700,0,0
5520600,0,0
5521500,0,0
5522400,0,0
5523300,0,0
5524200,0,0
5525100,0,0
5526000,0,0
5526900,0,0
5527800,0,0
5528700,0,0
5529600,0,0
5530500,0,0
5531400,0,0
5532300,0,0
5533200,0,0
5534100,0,0
5535000,0,0
5535900,0,0
5536800,0,0
5537700,0,0
5538600,0,0
5539500,0,0
5540400,0,0
5541300,0,0
5542200,0,0
5543100,0,0
5544000,0,0
5544900,0,0
5545800,0,0
5546700,0,0
5547600,0,0
5548500,0,0
5549400,0,0
5550300,0,0
5551200,0,0
5552100,0,0
5553000,0,0
5553900,0,0
5554800,0,0
5555700,0,0
5556600,0,0
5557500,0,0
5558400,0,0
5559300,0,0
5560200,0,0
5561100,0,0
5562000,0,0
5562900,0,0
5563800,0,0
5564700,0,0
5565600,0,0
5566500,0,0
5567400,0,0
5568300,0,0
5569200,0,0
5570100,0,0
5571000,0,0
5571900,0,0
5572800,0,0
5573700,0,0
5574600,0,0
5575500,0,0
5576400,0,0
5577300,0,0
5578200,0,0
5579100,0,0
5580000,0,0
5580900,0,0
5581800,0,0
5582700,0,0
5583600,0,0
5584500,0,0
5585400,0,0
5586300,0,0
5587200,0,0
5588100,0,0
5589000,0,0
5589900,0,0
5590800,0,0
5591700,0,0
5592600,0,0
5593500,0,0
5594400,0,0
5595300,0,0
5596200,0,0
5597100,0,0
5598000,0,0
5598900,0,0
5599800,0,0
5600700,0,0
5601600,0,0
5602500,0,0
5603400,0,0
5604300,0,0
5605200,0,0
5606100,0,0
5607000,0,0
5607900,0,0
5608800,0,0
5609700,0,0
5610600,0,0
5611500,0,0
5612400,0,0
5613300,0,0
5614200,0,0
5615100,0,0
5616000,0,0
5616900,0,0
5617800,0,0
5618700,0,0
5619600,0,0
5620500,0,0
5621400,0,0
5622300,0,0
5623200,0,0
5624100,0,0
5625000,0,0
5625900,0,0
5626800,0,0
5627700,0,0
5628600,0,0
5629500,0,0
5630400,0,0
5631300,0,0
5632200,0,0
5633100,0,0
5634000,0,0
5634900,0,0
5635800,0,0
5636700,0,0
5637600,0,0
5638500,0,0
5639400,0,0
5640300,0,0
5641200,0,0
5642100,0,0
5643000,0,0
5643900,0,0
5644800,0,0
5645700,0,0
5646600,0,0
5647500,0,0
5648400,0,0
5649300,0,0
5650200,0,0
5651100,0,0
5652000,0,0
5652900,0,0
5653800,0,0
5654700,0,0
5655600,0,0
5656500,0,0
5657400,0,0
5658300,0,0
5659200,0,0
5660100,0,0
5661000,0,0
5661900,0,0
5662800,0,0
5663700,0,0
5664600,0,0
5665500,0,0
5666400,0,0
5667300,0,0
5668200,0,0
5669100,0,0
5670000,0,0
5670900,0,0
5671800,0,0
5672700,0,0
5673600,0,0
5674500,0,0
5675400,0,0
5676300,0,0
5677200,0,0
5678100,0,0
5679000,0,0
5679900,0,0
5680800,0,0
5681700,0,0
5682600,0,0
5683500,0,0
5684400,0,0
5685300,0,0
5686200,0,0
5687100,0,0
5688000,0,0
5688900,0,0
5689800,0,0
5690700,0,0
5691600,0,0
5692500,0,0
5693400,0,0
5694300,0,0
5695200,0,0
5696100,0,0
5697000,0,0
5697900,0,0
5698800,0,0
5699700,0,0
5700600,0,0
5701500,0,0
5702400,0,0
5703300,0,0
5704200,0,0
5705100,0,0
5706000,0,0
5706900,0,0
5707800,0,0
5708700,0,0
5709600,0,0
5710500,0,0
5711400,0,0
5712300,0,0
5713200,0,0
5714100,0,0
5715000,0,0
5715900,0,0
5716800,75429.79,1.2058986
5717700,120948.16,1.127413
5718600,93015.25,1.122433
5719500,74563.17,1.121022
5720400,86280.87,1.1198372
5721300,58938.113,1.1186693
5722200,66525,1.1175028
5723100,64527.754,1.1163381
5724000,61633.688,1.1151749
5724900,62121.582,1.1140131
5725800,60873.26,1.1128527
5726700,60918.44,1.1116937
5727600,58778.703,1.1105363
5728500,60049.344,1.1833364
5729400,57264.23,1.1879119
5730300,55962.062,1.1876634
5731200,52320.05,1.1866666
5732100,38734.09,1.1855713
5733000,32377.334,1.1844331
5733900,26613.65,1.1832285
5734800,24471.273,1.1819155
5735700,22562.713,1.1805856
5736600,20344.908,1.1792442
5737500,18684.086,1.1778795
5738400,17797.293,1.1764901
5739300,16869.994,1.1751009
5740200,15596.575,1.1737121
5741100,14324.64,1.1723245
5742000,13074.704,1.1709414
5742900,11804.47,1.1695623
5743800,10732.119,1.1681842
5744700,10005.823,1.1668011
5745600,9677.137,1.1654114
5746500,9926.799,1.1639881
5747400,10353.654,1.1625849
5748300,10656.083,1.1612027
5749200,10781.292,1.1598321
5750100,10772.925,1.1584712
5751000,10771.718,1.1571167
5751900,10810.944,1.155764
5752800,10898.376,1.1544124
5753700,10911.914,1.1530888
5754600,10964.226,1.1517459
5755500,11183.324,1.1503901
5756400,11566.377,1.1490337
5757300,12832.178,1.1476436
5758200,14138.627,1.1462665
5759100,14636.164,1.1449206
5760000,14114.045,1.143606
5760900,14110.354,1.1422251
5761800,14800.152,1.1408902
5762700,15381.112,1.1395885
5763600,15833.997,1.1382883
5764500,16471.07,1.1369262
5765400,17186.502,1.135599
5766300,17775.469,1.1342974
5767200,18263.21,1.1329981
5768100,18863.857,1.1316684
5769000,19451.955,1.130356
5769900,19850.812,1.1290586
5770800,0,0
5771700,0,0
5772600,0,0
5773500,0,0
5774400,0,0
5775300,0,0
5776200,0,0
5777100,0,0
5778000,0,0
5778900,0,0
5779800,0,0
5780700,0,0
5781600,0,0
5782500,0,0
5783400,0,0
5784300,0,0
5785200,0,0
5786100,0,0
5787000,0,0
5787900,0,0
5788800,0,0
5789700,0,0
5790600,0,0
5791500,0,0
5792400,0,0
5793300,0,0
5794200,0,0
5795100,0,0
5796000,0,0
5796900,0,0
5797800,0,0
5798700,0,0
5799600,0,0
5800500,0,0
5801400,0,0
5802300,0,0
5803200,0,0
5804100,0,0
5805000,0,0
5805900,0,0
5806800,0,0
5807700,0,0
5808600,0,0
5809500,0,0
5810400,37562.348,1.1277654
5811300,55311.918,1.0492941
5812200,49442.4,1.044297
5813100,11079.617,1.0429132
5814000,21873.654,1.0417073
5814900,26388.2,1.1156605
5815800,22146.088,1.1196076
5816700,22587.484,1.1190677
5817600,21221.121,1.1179693
5818500,20085.787,1.1168232
5819400,19016.21,1.1155775
5820300,18136.566,1.1142719
5821200,17386.592,1.1129527
5822100,16697.785,1.1116493
5823000,16085.988,1.1103413
5823900,15584.72,1.1090322
5824800,15170.1455,1.1077278
5825700,16292.397,1.1064224
5826600,17882.531,1.1050779
5827500,18528.71,1.1037451
5828400,17857.184,1.1024553
5829300,17246.727,1.1011983
5830200,17170.797,1.0999339
5831100,16934.584,1.0986688
5832000,16425.023,1.0974094
5832900,16179.455,1.0961248
5833800,16210.249,1.0948542
5834700,16195.283,1.0935954
5835600,16123.275,1.092338
5836500,16016.463,1.0910794
5837400,15885.139,1.0898203
5838300,15736.388,1.0885613
5839200,15572.984,1.0873033
5840100,15262.079,1.0860746
5841000,14875.899,1.0848273
5841900,14532.178,1.0835662
5842800,14228.379,1.0823044
5843700,13606.622,1.0810233
5844600,12939.143,1.0797759
5845500,12572.704,1.0785403
5846400,12627.657,1.0772953
5847300,13240.198,1.075954
5848200,14000.605,1.074672
5849100,14668.1455,1.0734327
5850000,15280.602,1.0721983
5850900,16193.531,1.0709018
5851800,17253.648,1.0696394
5852700,18207.08,1.0684041
5853600,19048.373,1.0671755
5854500,20405.13,1.0659137
5855400,21738.871,1.0646632
5856300,22394.969,1.0634379
5857200,0,0
5858100,0,0
5859000,0,0
5859900,0,0
5860800,0,0
5861700,0,0
5862600,0,0
5863500,0,0
5864400,0,0
5865300,0,0
5866200,0,0
5867100,0,0
5868000,0,0
5868900,0,0
5869800,0,0
5870700,0,0
5871600,0,0
5872500,0,0
5873400,0,0
5874300,0,0
5875200,0,0
5876100,0,0
5877000,0,0
5877900,0,0
5878800,0,0
5879700,0,0
5880600,0,0
5881500,0,0
5882400,0,0
5883300,0,0
5884200,0,0
5885100,0,0
5886000,0,0
5886900,0,0
5887800,0,0
5888700,0,0
5889600,0,0
5890500,0,0
5891400,0,0
5892300,0,0
5893200,0,0
5894100,0,0
5895000,0,0
5895900,0,0
5896800,50868.875,1.0622355
5897700,66714.62,0.98394775
5898600,42958.52,0.97904605
5899500,8565.577,0.97773075
5900400,26556.537,0.9766787
5901300,28084.53,1.0503116
5902200,26920.857,1.0545856
5903100,27153.186,1.0542003
5904000,26721.99,1.0532075
5904900,24990.412,1.0521652
5905800,22789.135,1.0510359
5906700,21064.967,1.0498462
5907600,19894.55,1.0486319
5908500,18632.445,1.0474243
5909400,17335.69,1.0462116
5910300,16325.809,1.0449907
5911200,15665.469,1.0437633
5912100,15358.571,1.0425428
5913000,15059.985,1.0413116
5913900,14577.533,1.0400841
5914800,13815.079,1.038871
5915700,12360.897,1.0376793
5916600,10954.551,1.036503
5917500,10199.1,1.0353173
5918400,10266.685,1.0341107
5919300,12960.307,1.0328307
5920200,15720.401,1.0315343
5921100,16177.254,1.0302967
5922000,13688.34,1.0291452
5922900,10968.383,1.0280541
5923800,9662.679,1.0269327
5924700,8964.151,1.0257792
5925600,8885.728,1.0245997
5926500,8302.5205,1.0234381
5927400,7527.0146,1.022266
5928300,7428.5537,1.0210721
5929200,8189.0806,1.0198594
5930100,8772.992,1.018616
5931000,8855.62,1.0174145
5931900,8864.313,1.0162374
5932800,8865.053,1.0150656
5933700,9281.82,1.0138146
5934600,9903.959,1.0126204
5935500,10400.521,1.0114664
5936400,10796.827,1.0103177
5937300,11579.988,1.0091078
5938200,12597.633,1.0079274
5939100,13527.774,1.0067714
5940000,14372.697,1.0056192
5940900,15656.19,1.0044329
5941800,16976.916,1.0032603
5942700,17824.436,1.0021105
5943600,0,0
5944500,0,0
5945400,0,0
5946300,0,0
5947200,0,0
5948100,0,0
5949000,0,0
5949900,0,0
5950800,0,0
5951700,0,0
5952600,0,0
5953500,0,0
5954400,0,0
5955300,0,0
5956200,0,0
5957100,0,0
5958000,0,0
5958900,0,0
5959800,0,0
5960700,0,0
5961600,0,0
5962500,0,0
5963400,0,0
5964300,0,0
5965200,0,0
5966100,0,0
5967000,0,0
5967900,0,0
5968800,0,0
5969700,0,0
5970600,0,0
5971500,0,0
5972400,0,0
5973300,0,0
5974200,0,0
5975100,0,0
5976000,0,0
5976900,0,0
5977800,0,0
5978700,0,0
5979600,0,0
5980500,0,0
5981400,0,0
5982300,0,0
5983200,24458.06,1.0009784
5984100,37842.445,0.9227082
5985000,1806.9469,0.91780865
5985900,2813.9177,0.9165073
5986800,9329.314,0.9154538
5987700,18384.918,0.9896643
5988600,18781.09,0.9937692
5989500,18351.14,0.99333155
5990400,17673.975,0.99234545
5991300,16614.299,0.99132407
5992200,15468.337,0.9902127
