# Optional header information,,,,,,
# time: time of setpoint [s],,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,
time,LowerSetp[South],UpperSetp[South],UpperCO2[South],LowerSetp[North],UpperSetp[North],UpperCO2[North]
4107600,293.15,296.15,894,294.15,297.15,994
4111200,293.15,296.15,894,294.15,297.15,994
4114800,293.15,296.15,894,294.15,297.15,994
4118400,293.15,296.15,894,294.15,297.15,994
4122000,293.15,296.15,894,294.15,297.15,994
4125600,293.15,296.15,894,294.15,297.15,994
4129200,293.15,296.15,894,294.15,297.15,994
4132800,293.15,296.15,894,294.15,297.15,994
4136400,293.15,296.15,894,294.15,297.15,994
4140000,293.15,296.15,894,294.15,297.15,994
4143600,293.15,296.15,894,294.15,297.15,994
4147200,293.15,296.15,894,294.15,297.15,994
4150800,293.15,296.15,894,294.15,297.15,994
4154400,293.15,296.15,894,294.15,297.15,994
4158000,293.15,296.15,894,294.15,297.15,994
4161600,293.15,296.15,894,294.15,297.15,994
4165200,293.15,296.15,894,294.15,297.15,994
4168800,293.15,296.15,894,294.15,297.15,994
4172400,293.15,296.15,894,294.15,297.15,994
4176000,293.15,296.15,894,294.15,297.15,994
4179600,293.15,296.15,894,294.15,297.15,994
4183200,293.15,296.15,894,294.15,297.15,994
4186800,293.15,296.15,894,294.15,297.15,994
4190400,293.15,296.15,894,294.15,297.15,994
4194000,293.15,296.15,894,294.15,297.15,994
4197600,293.15,296.15,894,294.15,297.15,994
4201200,293.15,296.15,894,294.15,297.15,994
4204800,293.15,296.15,894,294.15,297.15,994
4208400,293.15,296.15,894,294.15,297.15,994
4212000,293.15,296.15,894,294.15,297.15,994
4215600,293.15,296.15,894,294.15,297.15,994
4219200,293.15,296.15,894,294.15,297.15,994
4222800,293.15,296.15,894,294.15,297.15,994
4226400,293.15,296.15,894,294.15,297.15,994
4230000,293.15,296.15,894,294.15,297.15,994
4233600,293.15,296.15,894,294.15,297.15,994
4237200,293.15,296.15,894,294.15,297.15,994
4240800,293.15,296.15,894,294.15,297.15,994
4244400,293.15,296.15,894,294.15,297.15,994
4248000,293.15,296.15,894,294.15,297.15,994
4251600,293.15,296.15,894,294.15,297.15,994
4255200,293.15,296.15,894,294.15,297.15,994
4258800,293.15,296.15,894,294.15,297.15,994
4262400,293.15,296.15,894,294.15,297.15,994
4266000,293.15,296.15,894,294.15,297.15,994
4269600,293.15,296.15,894,294.15,297.15,994
4273200,293.15,296.15,894,294.15,297.15,994
4276800,293.15,296.15,894,294.15,297.15,994
4280400,293.15,296.15,894,294.15,297.15,994
4284000,293.15,296.15,894,294.15,297.15,994
4287600,293.15,296.15,894,294.15,297.15,994
4291200,293.15,296.15,894,294.15,297.15,994
4294800,293.15,296.15,894,294.15,297.15,994
4298400,293.15,296.15,894,294.15,297.15,994
4302000,293.15,296.15,894,294.15,297.15,994
4305600,293.15,296.15,894,294.15,297.15,994
4309200,293.15,296.15,894,294.15,297.15,994
4312800,293.15,296.15,894,294.15,297.15,994
4316400,293.15,296.15,894,294.15,297.15,994
4320000,293.15,296.15,894,294.15,297.15,994
4323600,293.15,296.15,894,294.15,297.15,994
4327200,293.15,296.15,894,294.15,297.15,994
4330800,293.15,296.15,894,294.15,297.15,994
4334400,293.15,296.15,894,294.15,297.15,994
4338000,293.15,296.15,894,294.15,297.15,994
4341600,293.15,296.15,894,294.15,297.15,994
4345200,293.15,296.15,894,294.15,297.15,994
4348800,293.15,296.15,894,294.15,297.15,994
4352400,293.15,296.15,894,294.15,297.15,994
4356000,293.15,296.15,894,294.15,297.15,994
4359600,293.15,296.15,894,294.15,297.15,994
4363200,293.15,296.15,894,294.15,297.15,994
4366800,293.15,296.15,894,294.15,297.15,994
4370400,293.15,296.15,894,294.15,297.15,994
4374000,293.15,296.15,894,294.15,297.15,994
4377600,293.15,296.15,894,294.15,297.15,994
4381200,293.15,296.15,894,294.15,297.15,994
4384800,293.15,296.15,894,294.15,297.15,994
4388400,293.15,296.15,894,294.15,297.15,994
4392000,293.15,296.15,894,294.15,297.15,994
4395600,293.15,296.15,894,294.15,297.15,994
4399200,293.15,296.15,894,294.15,297.15,994
4402800,293.15,296.15,894,294.15,297.15,994
4406400,293.15,296.15,894,294.15,297.15,994
4410000,293.15,296.15,894,294.15,297.15,994
4413600,293.15,296.15,894,294.15,297.15,994
4417200,293.15,296.15,894,294.15,297.15,994
4420800,293.15,296.15,894,294.15,297.15,994
4424400,293.15,296.15,894,294.15,297.15,994
4428000,293.15,296.15,894,294.15,297.15,994
4431600,293.15,296.15,894,294.15,297.15,994
4435200,293.15,296.15,894,294.15,297.15,994
4438800,293.15,296.15,894,294.15,297.15,994
4442400,293.15,296.15,894,294.15,297.15,994
4446000,293.15,296.15,894,294.15,297.15,994
4449600,293.15,296.15,894,294.15,297.15,994
4453200,293.15,296.15,894,294.15,297.15,994
4456800,293.15,296.15,894,294.15,297.15,994
4460400,293.15,296.15,894,294.15,297.15,994
4464000,293.15,296.15,894,294.15,297.15,994
4467600,293.15,296.15,894,294.15,297.15,994
4471200,293.15,296.15,894,294.15,297.15,994
4474800,293.15,296.15,894,294.15,297.15,994
4478400,293.15,296.15,894,294.15,297.15,994
4482000,293.15,296.15,894,294.15,297.15,994
4485600,293.15,296.15,894,294.15,297.15,994
4489200,293.15,296.15,894,294.15,297.15,994
4492800,293.15,296.15,894,294.15,297.15,994
4496400,293.15,296.15,894,294.15,297.15,994
4500000,293.15,296.15,894,294.15,297.15,994
4503600,293.15,296.15,894,294.15,297.15,994
4507200,293.15,296.15,894,294.15,297.15,994
4510800,293.15,296.15,894,294.15,297.15,994
4514400,293.15,296.15,894,294.15,297.15,994
4518000,293.15,296.15,894,294.15,297.15,994
4521600,293.15,296.15,894,294.15,297.15,994
4525200,293.15,296.15,894,294.15,297.15,994
4528800,293.15,296.15,894,294.15,297.15,994
4532400,293.15,296.15,894,294.15,297.15,994
4536000,293.15,296.15,894,294.15,297.15,994
4539600,293.15,296.15,894,294.15,297.15,994
4543200,293.15,296.15,894,294.15,297.15,994
4546800,293.15,296.15,894,294.15,297.15,994
4550400,293.15,296.15,894,294.15,297.15,994
4554000,293.15,296.15,894,294.15,297.15,994
4557600,293.15,296.15,894,294.15,297.15,994
4561200,293.15,296.15,894,294.15,297.15,994
4564800,293.15,296.15,894,294.15,297.15,994
4568400,293.15,296.15,894,294.15,297.15,994
4572000,293.15,296.15,894,294.15,297.15,994
4575600,293.15,296.15,894,294.15,297.15,994
4579200,293.15,296.15,894,294.15,297.15,994
4582800,293.15,296.15,894,294.15,297.15,994
4586400,293.15,296.15,894,294.15,297.15,994
4590000,293.15,296.15,894,294.15,297.15,994
4593600,293.15,296.15,894,294.15,297.15,994
4597200,293.15,296.15,894,294.15,297.15,994
4600800,293.15,296.15,894,294.15,297.15,994
4604400,293.15,296.15,894,294.15,297.15,994
4608000,293.15,296.15,894,294.15,297.15,994
4611600,293.15,296.15,894,294.15,297.15,994
4615200,293.15,296.15,894,294.15,297.15,994
4618800,293.15,296.15,894,294.15,297.15,994
4622400,293.15,296.15,894,294.15,297.15,994
4626000,293.15,296.15,894,294.15,297.15,994
4629600,293.15,296.15,894,294.15,297.15,994
4633200,293.15,296.15,894,294.15,297.15,994
4636800,293.15,296.15,894,294.15,297.15,994
4640400,293.15,296.15,894,294.15,297.15,994
4644000,293.15,296.15,894,294.15,297.15,994
4647600,293.15,296.15,894,294.15,297.15,994
4651200,293.15,296.15,894,294.15,297.15,994
4654800,293.15,296.15,894,294.15,297.15,994
4658400,293.15,296.15,894,294.15,297.15,994
4662000,293.15,296.15,894,294.15,297.15,994
4665600,293.15,296.15,894,294.15,297.15,994
4669200,293.15,296.15,894,294.15,297.15,994
4672800,293.15,296.15,894,294.15,297.15,994
4676400,293.15,296.15,894,294.15,297.15,994
4680000,293.15,296.15,894,294.15,297.15,994
4683600,293.15,296.15,894,294.15,297.15,994
4687200,293.15,296.15,894,294.15,297.15,994
4690800,293.15,296.15,894,294.15,297.15,994
4694400,293.15,296.15,894,294.15,297.15,994
4698000,293.15,296.15,894,294.15,297.15,994
4701600,293.15,296.15,894,294.15,297.15,994
4705200,293.15,296.15,894,294.15,297.15,994
4708800,293.15,296.15,894,294.15,297.15,994
4712400,293.15,296.15,894,294.15,297.15,994
4716000,293.15,296.15,894,294.15,297.15,994
4719600,293.15,296.15,894,294.15,297.15,994
4723200,293.15,296.15,894,294.15,297.15,994
4726800,293.15,296.15,894,294.15,297.15,994
4730400,293.15,296.15,894,294.15,297.15,994
4734000,293.15,296.15,894,294.15,297.15,994
4737600,293.15,296.15,894,294.15,297.15,994
4741200,293.15,296.15,894,294.15,297.15,994
4744800,293.15,296.15,894,294.15,297.15,994
4748400,293.15,296.15,894,294.15,297.15,994
4752000,293.15,296.15,894,294.15,297.15,994
4755600,293.15,296.15,894,294.15,297.15,994
4759200,293.15,296.15,894,294.15,297.15,994
4762800,293.15,296.15,894,294.15,297.15,994
4766400,293.15,296.15,894,294.15,297.15,994
4770000,293.15,296.15,894,294.15,297.15,994
4773600,293.15,296.15,894,294.15,297.15,994
4777200,293.15,296.15,894,294.15,297.15,994
4780800,293.15,296.15,894,294.15,297.15,994
4784400,293.15,296.15,894,294.15,297.15,994
4788000,293.15,296.15,894,294.15,297.15,994
4791600,293.15,296.15,894,294.15,297.15,994
4795200,293.15,296.15,894,294.15,297.15,994
4798800,293.15,296.15,894,294.15,297.15,994
4802400,293.15,296.15,894,294.15,297.15,994
4806000,293.15,296.15,894,294.15,297.15,994
4809600,293.15,296.15,894,294.15,297.15,994
4813200,293.15,296.15,894,294.15,297.15,994
4816800,293.15,296.15,894,294.15,297.15,994
4820400,293.15,296.15,894,294.15,297.15,994
4824000,293.15,296.15,894,294.15,297.15,994
4827600,293.15,296.15,894,294.15,297.15,994
4831200,293.15,296.15,894,294.15,297.15,994
4834800,293.15,296.15,894,294.15,297.15,994
4838400,293.15,296.15,894,294.15,297.15,994
4842000,293.15,296.15,894,294.15,297.15,994
4845600,293.15,296.15,894,294.15,297.15,994
4849200,293.15,296.15,894,294.15,297.15,994
4852800,293.15,296.15,894,294.15,297.15,994
4856400,293.15,296.15,894,294.15,297.15,994
4860000,293.15,296.15,894,294.15,297.15,994
4863600,293.15,296.15,894,294.15,297.15,994
4867200,293.15,296.15,894,294.15,297.15,994
4870800,293.15,296.15,894,294.15,297.15,994
4874400,293.15,296.15,894,294.15,297.15,994
4878000,293.15,296.15,894,294.15,297.15,994
4881600,293.15,296.15,894,294.15,297.15,994
4885200,293.15,296.15,894,294.15,297.15,994
4888800,293.15,296.15,894,294.15,297.15,994
4892400,293.15,296.15,894,294.15,297.15,994
4896000,293.15,296.15,894,294.15,297.15,994
4899600,293.15,296.15,894,294.15,297.15,994
4903200,293.15,296.15,894,294.15,297.15,994
4906800,293.15,296.15,894,294.15,297.15,994
4910400,293.15,296.15,894,294.15,297.15,994
4914000,293.15,296.15,894,294.15,297.15,994
4917600,293.15,296.15,894,294.15,297.15,994
4921200,293.15,296.15,894,294.15,297.15,994
4924800,293.15,296.15,894,294.15,297.15,994
4928400,293.15,296.15,894,294.15,297.15,994
4932000,293.15,296.15,894,294.15,297.15,994
4935600,293.15,296.15,894,294.15,297.15,994
4939200,293.15,296.15,894,294.15,297.15,994
4942800,293.15,296.15,894,294.15,297.15,994
4946400,293.15,296.15,894,294.15,297.15,994
4950000,293.15,296.15,894,294.15,297.15,994
4953600,293.15,296.15,894,294.15,297.15,994
4957200,293.15,296.15,894,294.15,297.15,994
4960800,293.15,296.15,894,294.15,297.15,994
4964400,293.15,296.15,894,294.15,297.15,994
4968000,293.15,296.15,894,294.15,297.15,994
4971600,293.15,296.15,894,294.15,297.15,994
4975200,293.15,296.15,894,294.15,297.15,994
4978800,293.15,296.15,894,294.15,297.15,994
4982400,293.15,296.15,894,294.15,297.15,994
4986000,293.15,296.15,894,294.15,297.15,994
4989600,293.15,296.15,894,294.15,297.15,994
4993200,293.15,296.15,894,294.15,297.15,994
4996800,293.15,296.15,894,294.15,297.15,994
5000400,293.15,296.15,894,294.15,297.15,994
5004000,293.15,296.15,894,294.15,297.15,994
5007600,293.15,296.15,894,294.15,297.15,994
5011200,293.15,296.15,894,294.15,297.15,994
5014800,293.15,296.15,894,294.15,297.15,994
5018400,293.15,296.15,894,294.15,297.15,994
5022000,293.15,296.15,894,294.15,297.15,994
5025600,293.15,296.15,894,294.15,297.15,994
5029200,293.15,296.15,894,294.15,297.15,994
5032800,293.15,296.15,894,294.15,297.15,994
5036400,293.15,296.15,894,294.15,297.15,994
5040000,293.15,296.15,894,294.15,297.15,994
5043600,293.15,296.15,894,294.15,297.15,994
5047200,293.15,296.15,894,294.15,297.15,994
5050800,293.15,296.15,894,294.15,297.15,994
5054400,293.15,296.15,894,294.15,297.15,994
5058000,293.15,296.15,894,294.15,297.15,994
5061600,293.15,296.15,894,294.15,297.15,994
5065200,293.15,296.15,894,294.15,297.15,994
5068800,293.15,296.15,894,294.15,297.15,994
5072400,293.15,296.15,894,294.15,297.15,994
5076000,293.15,296.15,894,294.15,297.15,994
5079600,293.15,296.15,894,294.15,297.15,994
5083200,293.15,296.15,894,294.15,297.15,994
5086800,293.15,296.15,894,294.15,297.15,994
5090400,293.15,296.15,894,294.15,297.15,994
5094000,293.15,296.15,894,294.15,297.15,994
5097600,293.15,296.15,894,294.15,297.15,994
5101200,293.15,296.15,894,294.15,297.15,994
5104800,293.15,296.15,894,294.15,297.15,994
5108400,293.15,296.15,894,294.15,297.15,994
5112000,293.15,296.15,894,294.15,297.15,994
5115600,293.15,296.15,894,294.15,297.15,994
5119200,293.15,296.15,894,294.15,297.15,994
5122800,293.15,296.15,894,294.15,297.15,994
5126400,293.15,296.15,894,294.15,297.15,994
5130000,293.15,296.15,894,294.15,297.15,994
5133600,293.15,296.15,894,294.15,297.15,994
5137200,293.15,296.15,894,294.15,297.15,994
5140800,293.15,296.15,894,294.15,297.15,994
5144400,293.15,296.15,894,294.15,297.15,994
5148000,293.15,296.15,894,294.15,297.15,994
5151600,293.15,296.15,894,294.15,297.15,994
5155200,293.15,296.15,894,294.15,297.15,994
5158800,293.15,296.15,894,294.15,297.15,994
5162400,293.15,296.15,894,294.15,297.15,994
5166000,293.15,296.15,894,294.15,297.15,994
5169600,293.15,296.15,894,294.15,297.15,994
5173200,293.15,296.15,894,294.15,297.15,994
5176800,293.15,296.15,894,294.15,297.15,994
5180400,293.15,296.15,894,294.15,297.15,994
5184000,293.15,296.15,894,294.15,297.15,994
5187600,293.15,296.15,894,294.15,297.15,994
5191200,293.15,296.15,894,294.15,297.15,994
5194800,293.15,296.15,894,294.15,297.15,994
5198400,293.15,296.15,894,294.15,297.15,994
5202000,293.15,296.15,894,294.15,297.15,994
5205600,293.15,296.15,894,294.15,297.15,994
5209200,293.15,296.15,894,294.15,297.15,994
5212800,293.15,296.15,894,294.15,297.15,994
5216400,293.15,296.15,894,294.15,297.15,994
5220000,293.15,296.15,894,294.15,297.15,994
5223600,293.15,296.15,894,294.15,297.15,994
5227200,293.15,296.15,894,294.15,297.15,994
5230800,293.15,296.15,894,294.15,297.15,994
5234400,293.15,296.15,894,294.15,297.15,994
5238000,293.15,296.15,894,294.15,297.15,994
5241600,293.15,296.15,894,294.15,297.15,994
5245200,293.15,296.15,894,294.15,297.15,994
5248800,293.15,296.15,894,294.15,297.15,994
5252400,293.15,296.15,894,294.15,297.15,994
5256000,293.15,296.15,894,294.15,297.15,994
5259600,293.15,296.15,894,294.15,297.15,994
5263200,293.15,296.15,894,294.15,297.15,994
5266800,293.15,296.15,894,294.15,297.15,994
5270400,293.15,296.15,894,294.15,297.15,994
5274000,293.15,296.15,894,294.15,297.15,994
5277600,293.15,296.15,894,294.15,297.15,994
5281200,293.15,296.15,894,294.15,297.15,994
5284800,293.15,296.15,894,294.15,297.15,994
5288400,293.15,296.15,894,294.15,297.15,994
5292000,293.15,296.15,894,294.15,297.15,994
5295600,293.15,296.15,894,294.15,297.15,994
5299200,293.15,296.15,894,294.15,297.15,994
5302800,293.15,296.15,894,294.15,297.15,994
5306400,293.15,296.15,894,294.15,297.15,994
5310000,293.15,296.15,894,294.15,297.15,994
5313600,293.15,296.15,894,294.15,297.15,994
5317200,293.15,296.15,894,294.15,297.15,994
5320800,293.15,296.15,894,294.15,297.15,994
5324400,293.15,296.15,894,294.15,297.15,994
5328000,293.15,296.15,894,294.15,297.15,994
5331600,293.15,296.15,894,294.15,297.15,994
5335200,293.15,296.15,894,294.15,297.15,994
5338800,293.15,296.15,894,294.15,297.15,994
5342400,293.15,296.15,894,294.15,297.15,994
5346000,293.15,296.15,894,294.15,297.15,994
5349600,293.15,296.15,894,294.15,297.15,994
5353200,293.15,296.15,894,294.15,297.15,994
5356800,293.15,296.15,894,294.15,297.15,994
5360400,293.15,296.15,894,294.15,297.15,994
5364000,293.15,296.15,894,294.15,297.15,994
5367600,293.15,296.15,894,294.15,297.15,994
5371200,293.15,296.15,894,294.15,297.15,994
5374800,293.15,296.15,894,294.15,297.15,994
5378400,293.15,296.15,894,294.15,297.15,994
5382000,293.15,296.15,894,294.15,297.15,994
5385600,293.15,296.15,894,294.15,297.15,994
5389200,293.15,296.15,894,294.15,297.15,994
5392800,293.15,296.15,894,294.15,297.15,994
5396400,293.15,296.15,894,294.15,297.15,994
5400000,293.15,296.15,894,294.15,297.15,994
5403600,293.15,296.15,894,294.15,297.15,994
5407200,293.15,296.15,894,294.15,297.15,994
5410800,293.15,296.15,894,294.15,297.15,994
5414400,293.15,296.15,894,294.15,297.15,994
5418000,293.15,296.15,894,294.15,297.15,994
5421600,293.15,296.15,894,294.15,297.15,994
5425200,293.15,296.15,894,294.15,297.15,994
5428800,293.15,296.15,894,294.15,297.15,994
5432400,293.15,296.15,894,294.15,297.15,994
5436000,293.15,296.15,894,294.15,297.15,994
5439600,293.15,296.15,894,294.15,297.15,994
5443200,293.15,296.15,894,294.15,297.15,994
5446800,293.15,296.15,894,294.15,297.15,994
5450400,293.15,296.15,894,294.15,297.15,994
5454000,293.15,296.15,894,294.15,297.15,994
5457600,293.15,296.15,894,294.15,297.15,994
5461200,293.15,296.15,894,294.15,297.15,994
5464800,293.15,296.15,894,294.15,297.15,994
5468400,293.15,296.15,894,294.15,297.15,994
5472000,293.15,296.15,894,294.15,297.15,994
5475600,293.15,296.15,894,294.15,297.15,994
5479200,293.15,296.15,894,294.15,297.15,994
5482800,293.15,296.15,894,294.15,297.15,994
5486400,293.15,296.15,894,294.15,297.15,994
5490000,293.15,296.15,894,294.15,297.15,994
5493600,293.15,296.15,894,294.15,297.15,994
5497200,293.15,296.15,894,294.15,297.15,994
5500800,293.15,296.15,894,294.15,297.15,994
5504400,293.15,296.15,894,294.15,297.15,994
5508000,293.15,296.15,894,294.15,297.15,994
5511600,293.15,296.15,894,294.15,297.15,994
5515200,293.15,296.15,894,294.15,297.15,994
5518800,293.15,296.15,894,294.15,297.15,994
5522400,293.15,296.15,894,294.15,297.15,994
5526000,293.15,296.15,894,294.15,297.15,994
5529600,293.15,296.15,894,294.15,297.15,994
5533200,293.15,296.15,894,294.15,297.15,994
5536800,293.15,296.15,894,294.15,297.15,994
5540400,293.15,296.15,894,294.15,297.15,994
5544000,293.15,296.15,894,294.15,297.15,994
5547600,293.15,296.15,894,294.15,297.15,994
5551200,293.15,296.15,894,294.15,297.15,994
5554800,293.15,296.15,894,294.15,297.15,994
5558400,293.15,296.15,894,294.15,297.15,994
5562000,293.15,296.15,894,294.15,297.15,994
5565600,293.15,296.15,894,294.15,297.15,994
5569200,293.15,296.15,894,294.15,297.15,994
5572800,293.15,296.15,894,294.15,297.15,994
5576400,293.15,296.15,894,294.15,297.15,994
5580000,293.15,296.15,894,294.15,297.15,994
5583600,293.15,296.15,894,294.15,297.15,994
5587200,293.15,296.15,894,294.15,297.15,994
5590800,293.15,296.15,894,294.15,297.15,994
5594400,293.15,296.15,894,294.15,297.15,994
5598000,293.15,296.15,894,294.15,297.15,994
5601600,293.15,296.15,894,294.15,297.15,994
5605200,293.15,296.15,894,294.15,297.15,994
5608800,293.15,296.15,894,294.15,297.15,994
5612400,293.15,296.15,894,294.15,297.15,994
5616000,293.15,296.15,894,294.15,297.15,994
5619600,293.15,296.15,894,294.15,297.15,994
5623200,293.15,296.15,894,294.15,297.15,994
5626800,293.15,296.15,894,294.15,297.15,994
5630400,293.15,296.15,894,294.15,297.15,994
5634000,293.15,296.15,894,294.15,297.15,994
5637600,293.15,296.15,894,294.15,297.15,994
5641200,293.15,296.15,894,294.15,297.15,994
5644800,293.15,296.15,894,294.15,297.15,994
5648400,293.15,296.15,894,294.15,297.15,994
5652000,293.15,296.15,894,294.15,297.15,994
5655600,293.15,296.15,894,294.15,297.15,994
5659200,293.15,296.15,894,294.15,297.15,994
5662800,293.15,296.15,894,294.15,297.15,994
5666400,293.15,296.15,894,294.15,297.15,994
5670000,293.15,296.15,894,294.15,297.15,994
5673600,293.15,296.15,894,294.15,297.15,994
5677200,293.15,296.15,894,294.15,297.15,994
5680800,293.15,296.15,894,294.15,297.15,994
5684400,293.15,296.15,894,294.15,297.15,994
5688000,293.15,296.15,894,294.15,297.15,994
5691600,293.15,296.15,894,294.15,297.15,994
5695200,293.15,296.15,894,294.15,297.15,994
5698800,293.15,296.15,894,294.15,297.15,994
5702400,293.15,296.15,894,294.15,297.15,994
5706000,293.15,296.15,894,294.15,297.15,994
5709600,293.15,296.15,894,294.15,297.15,994
5713200,293.15,296.15,894,294.15,297.15,994
5716800,293.15,296.15,894,294.15,297.15,994
5720400,293.15,296.15,894,294.15,297.15,994
5724000,293.15,296.15,894,294.15,297.15,994
5727600,293.15,296.15,894,294.15,297.15,994
5731200,293.15,296.15,894,294.15,297.15,994
5734800,293.15,296.15,894,294.15,297.15,994
5738400,293.15,296.15,894,294.15,297.15,994
5742000,293.15,296.15,894,294.15,297.15,994
5745600,293.15,296.15,894,294.15,297.15,994
5749200,293.15,296.15,894,294.15,297.15,994
5752800,293.15,296.15,894,294.15,297.15,994
5756400,293.15,296.15,894,294.15,297.15,994
5760000,293.15,296.15,894,294.15,297.15,994
5763600,293.15,296.15,894,294.15,297.15,994
5767200,293.15,296.15,894,294.15,297.15,994
5770800,293.15,296.15,894,294.15,297.15,994
5774400,293.15,296.15,894,294.15,297.15,994
5778000,293.15,296.15,894,294.15,297.15,994
5781600,293.15,296.15,894,294.15,297.15,994
5785200,293.15,296.15,894,294.15,297.15,994
5788800,293.15,296.15,894,294.15,297.15,994
5792400,293.15,296.15,894,294.15,297.15,994
5796000,293.15,296.15,894,294.15,297.15,994
5799600,293.15,296.15,894,294.15,297.15,994
5803200,293.15,296.15,894,294.15,297.15,994
5806800,293.15,296.15,894,294.15,297.15,994
5810400,293.15,296.15,894,294.15,297.15,994
5814000,293.15,296.15,894,294.15,297.15,994
5817600,293.15,296.15,894,294.15,297.15,994
5821200,293.15,296.15,894,294.15,297.15,994
5824800,293.15,296.15,894,294.15,297.15,994
5828400,293.15,296.15,894,294.15,297.15,994
5832000,293.15,296.15,894,294.15,297.15,994
5835600,293.15,296.15,894,294.15,297.15,994
5839200,293.15,296.15,894,294.15,297.15,994
5842800,293.15,296.15,894,294.15,297.15,994
5846400,293.15,296.15,894,294.15,297.15,994
5850000,293.15,296.15,894,294.15,297.15,994
5853600,293.15,296.15,894,294.15,297.15,994
5857200,293.15,296.15,894,294.15,297.15,994
5860800,293.15,296.15,894,294.15,297.15,994
5864400,293.15,296.15,894,294.15,297.15,994
5868000,293.15,296.15,894,294.15,297.15,994
5871600,293.15,296.15,894,294.15,297.15,994
5875200,293.15,296.15,894,294.15,297.15,994
5878800,293.15,296.15,894,294.15,297.15,994
5882400,293.15,296.15,894,294.15,297.15,994
5886000,293.15,296.15,894,294.15,297.15,994
5889600,293.15,296.15,894,294.15,297.15,994
5893200,293.15,296.15,894,294.15,297.15,994
5896800,293.15,296.15,894,294.15,297.15,994
5900400,293.15,296.15,894,294.15,297.15,994
5904000,293.15,296.15,894,294.15,297.15,994
5907600,293.15,296.15,894,294.15,297.15,994
5911200,293.15,296.15,894,294.15,297.15,994
5914800,293.15,296.15,894,294.15,297.15,994
5918400,293.15,296.15,894,294.15,297.15,994
5922000,293.15,296.15,894,294.15,297.15,994
5925600,293.15,296.15,894,294.15,297.15,994
5929200,293.15,296.15,894,294.15,297.15,994
5932800,293.15,296.15,894,294.15,297.15,994
5936400,293.15,296.15,894,294.15,297.15,994
5940000,293.15,296.15,894,294.15,297.15,994
5943600,293.15,296.15,894,294.15,297.15,994
5947200,293.15,296.15,894,294.15,297.15,994
5950800,293.15,296.15,894,294.15,297.15,994
5954400,293.15,296.15,894,294.15,297.15,994
5958000,293.15,296.15,894,294.15,297.15,994
5961600,293.15,296.15,894,294.15,297.15,994
5965200,293.15,296.15,894,294.15,297.15,994
5968800,293.15,296.15,894,294.15,297.15,994
5972400,293.15,296.15,894,294.15,297.15,994
5976000,293.15,296.15,894,294.15,297.15,994
5979600,293.15,296.15,894,294.15,297.15,994
5983200,293.15,296.15,894,294.15,297.15,994
5986800,293.15,296.15,894,294.15,297.15,994
5990400,293.15,296.15,894,294.15,297.15,994
5994000,293.15,296.15,894,294.15,297.15,994
5997600,293.15,296.15,894,294.15,297.15,994
6001200,293.15,296.15,894,294.15,297.15,994
6004800,293.15,296.15,894,294.15,297.15,994
6008400,293.15,296.15,894,294.15,297.15,994
6012000,293.15,296.15,894,294.15,297.15,994
6015600,293.15,296.15,894,294.15,297.15,994
6019200,293.15,296.15,894,294.15,297.15,994
6022800,293.15,296.15,894,294.15,297.15,994
6026400,293.15,296.15,894,294.15,297.15,994
6030000,293.15,296.15,894,294.15,297.15,994
6033600,293.15,296.15,894,294.15,297.15,994
6037200,293.15,296.15,894,294.15,297.15,994
6040800,293.15,296.15,894,294.15,297.15,994
6044400,293.15,296.15,894,294.15,297.15,994
6048000,293.15,296.15,894,294.15,297.15,994
6051600,293.15,296.15,894,294.15,297.15,994
6055200,293.15,296.15,894,294.15,297.15,994
6058800,293.15,296.15,894,294.15,297.15,994
6062400,293.15,296.15,894,294.15,297.15,994
6066000,293.15,296.15,894,294.15,297.15,994
6069600,293.15,296.15,894,294.15,297.15,994
6073200,293.15,296.15,894,294.15,297.15,994
6076800,293.15,296.15,894,294.15,297.15,994
6080400,293.15,296.15,894,294.15,297.15,994
6084000,293.15,296.15,894,294.15,297.15,994
6087600,293.15,296.15,894,294.15,297.15,994
6091200,293.15,296.15,894,294.15,297.15,994
6094800,293.15,296.15,894,294.15,297.15,994
6098400,293.15,296.15,894,294.15,297.15,994
6102000,293.15,296.15,894,294.15,297.15,994
6105600,293.15,296.15,894,294.15,297.15,994
6109200,293.15,296.15,894,294.15,297.15,994
6112800,293.15,296.15,894,294.15,297.15,994
6116400,293.15,296.15,894,294.15,297.15,994
6120000,293.15,296.15,894,294.15,297.15,994
6123600,293.15,296.15,894,294.15,297.15,994
6127200,293.15,296.15,894,294.15,297.15,994
6130800,293.15,296.15,894,294.15,297.15,994
6134400,293.15,296.15,894,294.15,297.15,994
6138000,293.15,296.15,894,294.15,297.15,994
6141600,293.15,296.15,894,294.15,297.15,994
6145200,293.15,296.15,894,294.15,297.15,994
6148800,293.15,296.15,894,294.15,297.15,994
6152400,293.15,296.15,894,294.15,297.15,994
6156000,293.15,296.15,894,294.15,297.15,994
6159600,293.15,296.15,894,294.15,297.15,994
6163200,293.15,296.15,894,294.15,297.15,994
6166800,293.15,296.15,894,294.15,297.15,994
6170400,293.15,296.15,894,294.15,297.15,994
6174000,293.15,296.15,894,294.15,297.15,994
