Time,districtHeating.qdh
2.49084e+07,24.71066
2.49084e+07,1049467.9
2.491344e+07,293834.88
2.49516e+07,46907.53
2.49516e+07,23.072332
24976512,24.54715
2.49948e+07,24.728899
2.49948e+07,1052042.9
2.5038e+07,52641.84
2.5038e+07,22.957891
25039584,23.27716
2.50812e+07,24.883535
2.50812e+07,1067353.9
25102656,37790.883
2.51244e+07,49521.996
2.51244e+07,23.007624
25165728,24.535992
2.51676e+07,24.560303
2.51676e+07,1039145.5
2.52108e+07,41511.47
2.52108e+07,23.10086
2.52288e+07,24.35342
2.5254e+07,24.719837
2.5254e+07,1055270.3
25291872,49632.066
2.52972e+07,56170.715
2.52972e+07,22.859062
25354944,90713.09
2.54016e+07,24.736835
2.54016e+07,24.736835
25418016,24.926525
25481088,24.606028
2.55132e+07,168408.36
2.55132e+07,237474.06
2.554416e+07,60450.52
2.55564e+07,65818.28
2.55564e+07,22.79914
2.55996e+07,175670.13
2.55996e+07,237564.22
25607232,167049.45
2.56428e+07,50000.94
2.56428e+07,22.81836
25670304,25.061586
2.5686e+07,160244.5
2.5686e+07,690001.9
2.57292e+07,75170.375
2.57292e+07,22.444485
25733376,23.854832
2.57724e+07,24.880756
2.57724e+07,1064608.1
25796448,45873.35
2.58156e+07,56033.01
2.58156e+07,23.083971
2.58588e+07,24.786425
2.58588e+07,1056755.3
2.585952e+07,478586
2.5902e+07,59038.95
2.5902e+07,22.852396
25922592,24.694378
25985664,24.201303
2.60064e+07,24.876282
2.60064e+07,24.876282
26048736,196902.38
26111808,185278.67
2.6118e+07,226934.95
2.6118e+07,299927.78
2.61612e+07,76466.1
2.61612e+07,22.519342
2.617488e+07,24.804237
2.62044e+07,178711.83
2.62044e+07,284567.8
26237952,34504.227
2.62476e+07,61389.754
2.62476e+07,22.842508
2.62908e+07,217841.27
2.62908e+07,287286.63
26301024,215191.67
2.6334e+07,76490.03
2.6334e+07,22.430325
26364096,25.087955
2.63772e+07,25.190765
2.63772e+07,1093033.1
2.64204e+07,80466.45
2.64204e+07,22.39029
26427168,24.41067
2.64636e+07,25.204332
2.64636e+07,1093489.9
2.649024e+07,44863.426
2.65068e+07,70065.48
2.65068e+07,22.628704
26553312,203005.84
2.66112e+07,25.175032
2.66112e+07,25.175032
26616384,25.238932
26679456,25.129366
2.67228e+07,152127.02
2.67228e+07,447462.1
26742528,180894.75
2.6766e+07,70866.555
2.6766e+07,22.631725
2.68056e+07,128618.98
2.68092e+07,142241.19
2.68092e+07,496604.25
2.68524e+07,77515.15
2.68524e+07,22.415106
26868672,24.9744
2.68956e+07,261853.48
2.68956e+07,358523.44
26931744,68645.28
2.69388e+07,99173.68
2.69388e+07,21.947252
2.6982e+07,53535.32
2.6982e+07,1126942.5
26994816,134482.22
2.70252e+07,89228.734
2.70252e+07,22.11341
27057888,25.409733
2.70684e+07,25.502739
2.70684e+07,1119740.3
2.71116e+07,84213.805
2.71116e+07,22.309711
2.712096e+07,24.763601
27184032,11736.016
2.7216e+07,25.462965
2.7216e+07,25.462965
27247104,220894.89
27310176,25.859806
2.73276e+07,234240.5
2.73276e+07,352544.16
2.73708e+07,102868.03
2.73708e+07,21.808678
27373248,23.446165
2.7414e+07,287588.63
2.7414e+07,380494.2
2.743632e+07,165414.48
2.74572e+07,142102.61
2.74572e+07,39596.984
27499392,290551.94
2.75004e+07,294291.9
2.75004e+07,416998.47
2.75436e+07,109380.95
2.75436e+07,21.557837
27562464,25.548882
2.75868e+07,25.84064
2.75868e+07,1150047
27625536,106776.42
2.763e+07,106436.39
2.763e+07,21.680807
2.76732e+07,25.727615
2.76732e+07,1138350.8
27688608,102643.07
2.77164e+07,95735.125
2.77164e+07,21.986513
2.775168e+07,25.558218
27814752,25.604137
2.78208e+07,25.650484
2.78208e+07,25.650484
27877824,18617.64
2.79324e+07,212307.94
2.79324e+07,385990.94
27940896,237952.02
2.79756e+07,104299.22
2.79756e+07,21.7552
28003968,25.793375
2.80188e+07,252663.98
2.80188e+07,375243.16
2.8062e+07,105751.69
2.8062e+07,21.738409
2.806704e+07,24.349834
2.81052e+07,296701.38
2.81052e+07,423306.7
28130112,112173.55
2.81484e+07,115648.89
2.81484e+07,21.389708
2.81916e+07,25.957453
2.81916e+07,1159239.3
28193184,386331.6
2.82348e+07,110310.97
2.82348e+07,21.557264
28256256,25.484802
2.8278e+07,25.646858
2.8278e+07,1130049.5
28319328,96423.61
2.83212e+07,97786.11
2.83212e+07,21.986685
2.83824e+07,176818.81
2.84256e+07,25.665655
2.84256e+07,25.665655
28445472,178115.55
28508544,25.99019
2.85372e+07,267688.28
2.85372e+07,408414.5
28571616,128166.08
2.85804e+07,109462.98
2.85804e+07,21.610477
2.86236e+07,229998.2
2.86236e+07,337048.6
28634688,292551.7
2.86668e+07,110038.484
2.86668e+07,21.629011
2.869776e+07,25.827162
2.871e+07,261507.97
2.871e+07,417272.63
2.87532e+07,119955.86
2.87532e+07,3528.616
28760832,25.067083
2.87964e+07,25.927034
2.87964e+07,1156455.4
28823904,110890.45
2.88396e+07,104079.9
2.88396e+07,21.737955
2.88828e+07,25575.79
2.88828e+07,1179711.5
28886976,537471
2.8926e+07,142284.81
2.8926e+07,20.531656
28950048,9231.626
2.901312e+07,18158.492
2.90304e+07,16314.529
2.90304e+07,16314.529
29076192,80805.26
29139264,249748.2
2.9142e+07,270766.06
2.9142e+07,453030.53
2.91852e+07,142335.33
2.91852e+07,20.653728
29202336,26.0882
2.92284e+07,243829.86
2.92284e+07,420547.97
29265408,124155.1
2.92716e+07,119635.484
2.92716e+07,21.327927
2.93148e+07,247850.56
2.93148e+07,390766.38
2.932848e+07,319829.94
2.9358e+07,117990.625
2.9358e+07,21.363644
29391552,25.990284
2.94012e+07,26.10471
2.94012e+07,1173514
2.94444e+07,126638.23
2.94444e+07,21.052109
29454624,25.488152
2.94876e+07,220.80994
2.94876e+07,1179739.5
29517696,121347.555
2.95308e+07,119017.44
2.95308e+07,21.305775
29580768,241301.58
2.96352e+07,26.151712
2.96352e+07,26.151712
2.964384e+07,17438.158
29706912,38662.633
2.97468e+07,397164.94
2.97468e+07,600113.2
29769984,190657.19
2.979e+07,167506.25
2.979e+07,19.756374
29833056,325817.38
2.98332e+07,331545.72
2.98332e+07,564734.75
2.98764e+07,141341.14
2.98764e+07,20.585941
29896128,683.84125
2.99196e+07,302621
2.99196e+07,481699.97
2.99592e+07,144135.66
2.99628e+07,142651.6
2.99628e+07,20.718355
3.0006e+07,10397.75
3.0006e+07,1182799
30022272,144171.45
3.00492e+07,131411.7
3.00492e+07,20.92869
30085344,13687.415
3.00924e+07,16091.476
3.00924e+07,1183026.3
3.01356e+07,131233.61
3.01356e+07,20.91583
30148416,25.71043
30211488,25.652267
3.024e+07,14303.134
3.024e+07,14303.134
3.027456e+07,282999.47
30337632,34125.305
3.03516e+07,72712.4
3.03516e+07,1163340.4
3.03948e+07,153609.53
3.03948e+07,20.22153
30400704,25.051603
3.0438e+07,79040.61
3.0438e+07,1120183
30463776,144139.33
3.04812e+07,135378.2
3.04812e+07,20.861162
3.05244e+07,50035.96
3.05244e+07,1126694.3
30526848,25359.834
3.05676e+07,133659.67
3.05676e+07,11595.638
3.058992e+07,15905.824
3.06108e+07,8995.282
3.06108e+07,1151071
30652992,117416.95
3.0654e+07,117217.22
3.0654e+07,21.37491
3.06972e+07,26.057198
3.06972e+07,1168284.6
30716064,122120.82
3.07404e+07,112743.47
3.07404e+07,21.518847
30779136,25.891626
30842208,9676.67
3.08448e+07,17973.809
3.08448e+07,17973.809
3.090528e+07,25825.273
3.09564e+07,36132.707
3.09564e+07,1183549.9
30968352,182885.25
3.09996e+07,140683.23
3.09996e+07,20.730146
31031424,16127.75
3.10428e+07,19214.992
3.10428e+07,1166131.6
3.1086e+07,155464.02
3.1086e+07,15948.31
31094496,29148.148
3.11292e+07,22012.959
3.11292e+07,1170420.1
31157568,133655.63
3.11724e+07,119218.766
3.11724e+07,8506.846
3.12156e+07,9882.915
3.12156e+07,1095974.8
3.122064e+07,5456.5684
3.12588e+07,94975.734
3.12588e+07,22.034683
31283712,25.50431
3.1302e+07,17794.936
3.1302e+07,1119511
3.13452e+07,103745.23
3.13452e+07,21.737673
31346784,22.99118
3.13491e+07,23.979538
3.13491e+07,23.979538
31409856,25.908411
3.14496e+07,18687.395
3.14496e+07,18687.395
31472928,27981.645
3.15342e+07,36778.68
3.15342e+07,36778.68
3.1536e+07,37074.375
3.1536e+07,37074.375
