# time: time of price [s],,
# PriceElectricPowerHighlyDynamic: Price of electricity in highly dynamic scenario [$/kWh],,
"# DayAheadPrice: Hourly price of electricity, not including other utility fees.",,
time,DayAheadPrice,PriceElectricPowerHighlyDynamic
7876800,0.02348,0.06215
7880400,0.02592,0.06459
7884000,0.04,0.07867
7887600,0.04411,0.08278
7891200,0.03578,0.07445
7894800,0.03592,0.07459
7898400,0.03523,0.0739
7902000,0.03393,0.0726
7905600,0.03085,0.06952
7909200,0.02881,0.06748
7912800,0.02728,0.06595
7916400,0.02607,0.06474
7920000,0.02566,0.06433
7923600,0.02556,0.06423
7927200,0.0265,0.06517
7930800,0.03272,0.07139
7934400,0.03856,0.07723
7938000,0.02976,0.06843
7941600,0.0253,0.06397
7945200,0.0234,0.06207
7948800,0.02362,0.06229
7952400,0.02346,0.06213
7956000,0.02337,0.06204
7959600,0.02334,0.06201
7963200,0.02359,0.06226
7966800,0.02827,0.06694
7970400,0.03592,0.07459
7974000,0.03796,0.07663
7977600,0.03508,0.07375
7981200,0.03226,0.07093
7984800,0.02984,0.06851
7988400,0.02803,0.0667
7992000,0.02629,0.06496
7995600,0.02561,0.06428
7999200,0.02475,0.06342
8002800,0.02407,0.06274
8006400,0.0239,0.06257
8010000,0.02415,0.06282
8013600,0.02464,0.06331
8017200,0.02892,0.06759
8020800,0.03356,0.07223
8024400,0.02677,0.06544
8028000,0.02408,0.06275
8031600,0.02307,0.06174
8035200,0.02292,0.06159
8038800,0.02284,0.06151
8042400,0.02266,0.06133
8046000,0.02301,0.06168
8049600,0.02386,0.06253
8053200,0.02485,0.06352
8056800,0.03504,0.07371
8060400,0.03662,0.07529
8064000,0.03437,0.07304
8067600,0.03448,0.07315
8071200,0.03293,0.0716
8074800,0.03032,0.06899
8078400,0.0315,0.07017
8082000,0.0304,0.06907
8085600,0.02844,0.06711
8089200,0.02688,0.06555
8092800,0.02704,0.06571
8096400,0.02707,0.06574
8100000,0.02635,0.06502
8103600,0.03157,0.07024
8107200,0.03293,0.0716
8110800,0.02971,0.06838
8114400,0.02498,0.06365
8118000,0.02369,0.06236
8121600,0.02337,0.06204
8125200,0.02203,0.0607
8128800,0.0219,0.06057
8132400,0.02182,0.06049
8136000,0.02222,0.06089
8139600,0.02337,0.06204
8143200,0.03266,0.07133
8146800,0.03629,0.07496
8150400,0.03658,0.07525
8154000,0.03762,0.07629
8157600,0.03884,0.07751
8161200,0.03707,0.07574
8164800,0.03714,0.07581
8168400,0.03677,0.07544
8172000,0.03576,0.07443
8175600,0.03585,0.07452
8179200,0.03394,0.07261
8182800,0.03335,0.07202
8186400,0.02999,0.06866
8190000,0.0362,0.07487
8193600,0.0384,0.07707
8197200,0.03334,0.07201
8200800,0.02786,0.06653
8204400,0.02557,0.06424
8208000,0.02337,0.06204
8211600,0.02206,0.06073
8215200,0.02091,0.05958
8218800,0.02016,0.05883
8222400,0.01929,0.05796
8226000,0.02009,0.05876
8229600,0.01857,0.05724
8233200,0.02062,0.05929
8236800,0.02547,0.06414
8240400,0.02875,0.06742
8244000,0.02806,0.06673
8247600,0.02761,0.06628
8251200,0.02627,0.06494
8254800,0.02565,0.06432
8258400,0.02492,0.06359
8262000,0.0245,0.06317
8265600,0.02475,0.06342
8269200,0.02462,0.06329
8272800,0.0247,0.06337
8276400,0.02816,0.06683
8280000,0.02954,0.06821
8283600,0.02666,0.06533
8287200,0.02405,0.06272
8290800,0.02152,0.06019
8294400,0.02164,0.06031
8298000,0.02054,0.05921
8301600,0.02048,0.05915
8305200,0.01908,0.05775
8308800,0.01971,0.05838
8312400,0.02009,0.05876
8316000,0.021,0.05967
8319600,0.02157,0.06024
8323200,0.02333,0.062
8326800,0.0253,0.06397
8330400,0.02523,0.0639
8334000,0.02587,0.06454
8337600,0.02569,0.06436
8341200,0.02529,0.06396
8344800,0.02527,0.06394
8348400,0.02453,0.0632
8352000,0.0254,0.06407
8355600,0.02573,0.0644
8359200,0.02548,0.06415
8362800,0.03007,0.06874
8366400,0.03759,0.07626
8370000,0.02998,0.06865
8373600,0.02486,0.06353
8377200,0.02341,0.06208
8380800,0.02237,0.06104
8384400,0.02108,0.05975
8388000,0.02102,0.05969
8391600,0.02071,0.05938
8395200,0.02092,0.05959
8398800,0.02413,0.0628
8402400,0.03412,0.07279
8406000,0.03448,0.07315
8409600,0.03556,0.07423
8413200,0.03781,0.07648
8416800,0.03833,0.077
8420400,0.03956,0.07823
8424000,0.0424,0.08107
8427600,0.0412,0.07987
8431200,0.03942,0.07809
8434800,0.03768,0.07635
8438400,0.03774,0.07641
8442000,0.03742,0.07609
8445600,0.038,0.07667
8449200,0.03954,0.07821
8452800,0.0394,0.07807
8456400,0.0366,0.07527
8460000,0.0282,0.06687
8463600,0.02491,0.06358
8467200,0.0225,0.06117
8470800,0.02089,0.05956
8474400,0.01994,0.05861
8478000,0.01985,0.05852
8481600,0.02011,0.05878
8485200,0.0239,0.06257
8488800,0.032,0.07067
8492400,0.03368,0.07235
8496000,0.03045,0.06912
8499600,0.03056,0.06923
8503200,0.03204,0.07071
8506800,0.03148,0.07015
8510400,0.03264,0.07131
8514000,0.03284,0.07151
8517600,0.03208,0.07075
8521200,0.03332,0.07199
8524800,0.03118,0.06985
8528400,0.03098,0.06965
8532000,0.02965,0.06832
8535600,0.03112,0.06979
8539200,0.03911,0.07778
8542800,0.03469,0.07336
8546400,0.02617,0.06484
8550000,0.02351,0.06218
8553600,0.0223,0.06097
8557200,0.02121,0.05988
8560800,0.02052,0.05919
8564400,0.0202,0.05887
8568000,0.02086,0.05953
8571600,0.02329,0.06196
8575200,0.03839,0.07706
8578800,0.03616,0.07483
8582400,0.03229,0.07096
8586000,0.03091,0.06958
8589600,0.03091,0.06958
8593200,0.02978,0.06845
8596800,0.02955,0.06822
8600400,0.02957,0.06824
8604000,0.02789,0.06656
8607600,0.02792,0.06659
8611200,0.02714,0.06581
8614800,0.02791,0.06658
8618400,0.02751,0.06618
8622000,0.03006,0.06873
8625600,0.0346,0.07327
8629200,0.0289,0.06757
8632800,0.02473,0.0634
8636400,0.02239,0.06106
8640000,0.01746,0.05613
8643600,0.01696,0.05563
8647200,0.01694,0.05561
8650800,0.01618,0.05485
8654400,0.01615,0.05482
8658000,0.01789,0.05656
8661600,0.02615,0.06482
8665200,0.02836,0.06703
8668800,0.02856,0.06723
8672400,0.02848,0.06715
8676000,0.0285,0.06717
8679600,0.02775,0.06642
8683200,0.02846,0.06713
8686800,0.02779,0.06646
8690400,0.02715,0.06582
8694000,0.02652,0.06519
8697600,0.02609,0.06476
8701200,0.02611,0.06478
8704800,0.02599,0.06466
8708400,0.02675,0.06542
8712000,0.02917,0.06784
8715600,0.02765,0.06632
8719200,0.02305,0.06172
8722800,0.02033,0.059
8726400,0.01964,0.05831
8730000,0.01939,0.05806
8733600,0.01926,0.05793
8737200,0.01874,0.05741
8740800,0.01864,0.05731
8744400,0.02006,0.05873
8748000,0.02675,0.06542
8751600,0.0278,0.06647
8755200,0.02853,0.0672
8758800,0.0283,0.06697
8762400,0.02974,0.06841
8766000,0.02925,0.06792
8769600,0.02835,0.06702
8773200,0.02968,0.06835
8776800,0.02706,0.06573
8780400,0.02686,0.06553
8784000,0.02674,0.06541
8787600,0.02688,0.06555
8791200,0.0257,0.06437
8794800,0.02709,0.06576
8798400,0.02869,0.06736
8802000,0.02744,0.06611
8805600,0.02417,0.06284
8809200,0.02202,0.06069
8812800,0.02079,0.05946
8816400,0.02071,0.05938
8820000,0.01992,0.05859
8823600,0.01993,0.0586
8827200,0.02051,0.05918
8830800,0.02102,0.05969
8834400,0.02157,0.06024
8838000,0.02344,0.06211
8841600,0.02534,0.06401
8845200,0.02706,0.06573
8848800,0.02768,0.06635
8852400,0.02828,0.06695
8856000,0.02694,0.06561
8859600,0.02564,0.06431
8863200,0.02526,0.06393
8866800,0.02551,0.06418
8870400,0.02735,0.06602
8874000,0.02709,0.06576
8877600,0.02645,0.06512
8881200,0.02768,0.06635
8884800,0.03111,0.06978
8888400,0.02853,0.0672
8892000,0.02435,0.06302
8895600,0.0228,0.06147
8899200,0.02009,0.05876
8902800,0.02011,0.05878
8906400,0.02014,0.05881
8910000,0.01991,0.05858
8913600,0.01987,0.05854
8917200,0.02001,0.05868
8920800,0.0193,0.05797
8924400,0.02039,0.05906
8928000,0.02137,0.06004
8931600,0.02351,0.06218
8935200,0.02411,0.06278
8938800,0.02514,0.06381
8942400,0.02521,0.06388
8946000,0.02459,0.06326
8949600,0.02443,0.0631
8953200,0.02456,0.06323
8956800,0.02602,0.06469
8960400,0.02728,0.06595
8964000,0.02675,0.06542
8967600,0.02864,0.06731
8971200,0.0337,0.07237
8974800,0.02914,0.06781
8978400,0.02562,0.06429
8982000,0.02433,0.063
8985600,0.02133,0.06
8989200,0.02168,0.06035
8992800,0.02143,0.0601
8996400,0.0213,0.05997
9000000,0.02157,0.06024
9003600,0.02477,0.06344
9007200,0.03821,0.07688
9010800,0.04282,0.08149
9014400,0.03867,0.07734
9018000,0.03822,0.07689
9021600,0.03656,0.07523
9025200,0.03602,0.07469
9028800,0.03602,0.07469
9032400,0.03513,0.0738
9036000,0.03089,0.06956
9039600,0.02928,0.06795
9043200,0.02827,0.06694
9046800,0.02859,0.06726
9050400,0.02777,0.06644
9054000,0.03203,0.0707
9057600,0.03788,0.07655
9061200,0.0314,0.07007
9064800,0.02675,0.06542
9068400,0.02375,0.06242
9072000,0.02042,0.05909
9075600,0.01974,0.05841
9079200,0.01939,0.05806
9082800,0.01959,0.05826
9086400,0.01907,0.05774
9090000,0.02262,0.06129
9093600,0.03199,0.07066
9097200,0.03483,0.0735
9100800,0.0322,0.07087
9104400,0.03169,0.07036
9108000,0.03024,0.06891
9111600,0.02978,0.06845
9115200,0.02949,0.06816
9118800,0.0293,0.06797
9122400,0.02817,0.06684
9126000,0.02667,0.06534
9129600,0.02722,0.06589
9133200,0.02793,0.0666
9136800,0.02802,0.06669
9140400,0.02961,0.06828
9144000,0.03599,0.07466
9147600,0.03052,0.06919
9151200,0.02512,0.06379
9154800,0.02189,0.06056
9158400,0.01926,0.05793
9162000,0.01929,0.05796
9165600,0.01912,0.05779
9169200,0.01874,0.05741
9172800,0.01913,0.0578
9176400,0.01921,0.05788
9180000,0.02749,0.06616
9183600,0.02871,0.06738
9187200,0.03091,0.06958
9190800,0.03151,0.07018
9194400,0.03264,0.07131
9198000,0.03284,0.07151
9201600,0.03439,0.07306
9205200,0.03467,0.07334
9208800,0.03351,0.07218
9212400,0.03182,0.07049
9216000,0.03149,0.07016
9219600,0.03059,0.06926
9223200,0.02805,0.06672
9226800,0.0282,0.06687
9230400,0.03206,0.07073
9234000,0.02994,0.06861
9237600,0.02413,0.0628
9241200,0.02163,0.0603
9244800,0.01864,0.05731
9248400,0.01887,0.05754
9252000,0.01838,0.05705
9255600,0.01795,0.05662
9259200,0.01886,0.05753
9262800,0.01931,0.05798
9266400,0.02342,0.06209
9270000,0.02403,0.0627
9273600,0.02436,0.06303
9277200,0.02584,0.06451
9280800,0.02585,0.06452
9284400,0.02754,0.06621
9288000,0.02752,0.06619
9291600,0.02824,0.06691
9295200,0.02755,0.06622
9298800,0.02664,0.06531
9302400,0.028,0.06667
9306000,0.02688,0.06555
9309600,0.0257,0.06437
9313200,0.02597,0.06464
9316800,0.02879,0.06746
9320400,0.02704,0.06571
9324000,0.02291,0.06158
9327600,0.02034,0.05901
9331200,0.01849,0.05716
9334800,0.01858,0.05725
9338400,0.01781,0.05648
9342000,0.01738,0.05605
9345600,0.01802,0.05669
9349200,0.01841,0.05708
9352800,0.01721,0.05588
9356400,0.02035,0.05902
9360000,0.02113,0.0598
9363600,0.02537,0.06404
9367200,0.02689,0.06556
9370800,0.02578,0.06445
9374400,0.02662,0.06529
9378000,0.02566,0.06433
9381600,0.02511,0.06378
9385200,0.02422,0.06289
9388800,0.02384,0.06251
9392400,0.02388,0.06255
9396000,0.02363,0.0623
9399600,0.01861,0.05728
9403200,0.02091,0.05958
9406800,0.02473,0.0634
9410400,0.0218,0.06047
9414000,0.02,0.05867
9417600,0.01879,0.05746
9421200,0.0187,0.05737
9424800,0.01784,0.05651
9428400,0.01756,0.05623
9432000,0.01778,0.05645
9435600,0.01802,0.05669
9439200,0.0184,0.05707
9442800,0.01971,0.05838
9446400,0.0206,0.05927
9450000,0.02344,0.06211
9453600,0.02419,0.06286
9457200,0.02413,0.0628
9460800,0.02309,0.06176
9464400,0.02127,0.05994
9468000,0.02025,0.05892
9471600,0.01998,0.05865
9475200,0.02027,0.05894
9478800,0.02031,0.05898
9482400,0.02074,0.05941
9486000,0.02281,0.06148
9489600,0.02612,0.06479
9493200,0.0254,0.06407
9496800,0.0224,0.06107
9500400,0.021,0.05967
9504000,0.01964,0.05831
9507600,0.0198,0.05847
9511200,0.01939,0.05806
9514800,0.01856,0.05723
9518400,0.01842,0.05709
9522000,0.01829,0.05696
9525600,0.01954,0.05821
9529200,0.01997,0.05864
9532800,0.0224,0.06107
9536400,0.02337,0.06204
9540000,0.02334,0.06201
9543600,0.02258,0.06125
9547200,0.02223,0.0609
9550800,0.02121,0.05988
9554400,0.02063,0.0593
9558000,0.02054,0.05921
9561600,0.02091,0.05958
9565200,0.02171,0.06038
9568800,0.02174,0.06041
9572400,0.02304,0.06171
9576000,0.02638,0.06505
9579600,0.02486,0.06353
9583200,0.02113,0.0598
9586800,0.02027,0.05894
9590400,0.01478,0.05345
9594000,0.01438,0.05305
9597600,0.0129,0.05157
9601200,0.01276,0.05143
9604800,0.0127,0.05137
9608400,0.01531,0.05398
9612000,0.02351,0.06218
9615600,0.02655,0.06522
9619200,0.0281,0.06677
9622800,0.03064,0.06931
9626400,0.03123,0.0699
9630000,0.03059,0.06926
9633600,0.03023,0.0689
9637200,0.03024,0.06891
9640800,0.03033,0.069
9644400,0.02828,0.06695
9648000,0.02805,0.06672
9651600,0.02751,0.06618
9655200,0.02679,0.06546
9658800,0.02695,0.06562
9662400,0.02911,0.06778
9666000,0.02823,0.0669
9669600,0.02285,0.06152
9673200,0.02089,0.05956
9676800,0.01657,0.05524
9680400,0.01589,0.05456
9684000,0.01445,0.05312
9687600,0.01444,0.05311
9691200,0.01568,0.05435
9694800,0.01888,0.05755
9698400,0.02642,0.06509
9702000,0.03064,0.06931
9705600,0.03135,0.07002
9709200,0.03438,0.07305
9712800,0.03581,0.07448
9716400,0.03507,0.07374
9720000,0.03638,0.07505
9723600,0.03505,0.07372
9727200,0.03561,0.07428
9730800,0.03523,0.0739
9734400,0.03547,0.07414
9738000,0.03457,0.07324
9741600,0.03374,0.07241
9745200,0.03307,0.07174
9748800,0.03918,0.07785
9752400,0.03587,0.07454
9756000,0.02797,0.06664
9759600,0.02346,0.06213
9763200,0.02111,0.05978
9766800,0.02067,0.05934
9770400,0.01955,0.05822
9774000,0.01948,0.05815
9777600,0.02029,0.05896
9781200,0.02248,0.06115
9784800,0.03039,0.06906
9788400,0.03183,0.0705
9792000,0.0312,0.06987
9795600,0.03233,0.071
9799200,0.03428,0.07295
9802800,0.03387,0.07254
9806400,0.03434,0.07301
9810000,0.03341,0.07208
9813600,0.03311,0.07178
9817200,0.03203,0.0707
9820800,0.03294,0.07161
9824400,0.03163,0.0703
9828000,0.0292,0.06787
9831600,0.0294,0.06807
9835200,0.03495,0.07362
9838800,0.03324,0.07191
9842400,0.02559,0.06426
9846000,0.02324,0.06191
9849600,0.02138,0.06005
9853200,0.02072,0.05939
9856800,0.02046,0.05913
9860400,0.02069,0.05936
9864000,0.02141,0.06008
9867600,0.02318,0.06185
9871200,0.02979,0.06846
9874800,0.03311,0.07178
9878400,0.03396,0.07263
9882000,0.03875,0.07742
9885600,0.03806,0.07673
9889200,0.03898,0.07765
9892800,0.03669,0.07536
9896400,0.03778,0.07645
9900000,0.03774,0.07641
9903600,0.03723,0.0759
9907200,0.03575,0.07442
9910800,0.03118,0.06985
9914400,0.03131,0.06998
9918000,0.02735,0.06602
9921600,0.03004,0.06871
9925200,0.03159,0.07026
9928800,0.02443,0.0631
9932400,0.0223,0.06097
9936000,0.01772,0.05639
9939600,0.01643,0.0551
9943200,0.01558,0.05425
9946800,0.01565,0.05432
9950400,0.01487,0.05354
9954000,0.0158,0.05447
9957600,0.01834,0.05701
9961200,0.02183,0.0605
9964800,0.02441,0.06308
9968400,0.02626,0.06493
9972000,0.02768,0.06635
9975600,0.02718,0.06585
9979200,0.02647,0.06514
9982800,0.02614,0.06481
9986400,0.02402,0.06269
9990000,0.02369,0.06236
9993600,0.02384,0.06251
9997200,0.02204,0.06071
10000800,0.02137,0.06004
10004400,0.02154,0.06021
10008000,0.02468,0.06335
10011600,0.02369,0.06236
10015200,0.02168,0.06035
10018800,0.01999,0.05866
10022400,0.01826,0.05693
10026000,0.01843,0.0571
10029600,0.01643,0.0551
10033200,0.01518,0.05385
10036800,0.01393,0.0526
10040400,0.01519,0.05386
10044000,0.01734,0.05601
10047600,0.01781,0.05648
10051200,0.01959,0.05826
10054800,0.02148,0.06015
10058400,0.02281,0.06148
10062000,0.02164,0.06031
10065600,0.01961,0.05828
10069200,0.01831,0.05698
10072800,0.01727,0.05594
10076400,0.01697,0.05564
10080000,0.01707,0.05574
10083600,0.01782,0.05649
10087200,0.01919,0.05786
10090800,0.02085,0.05952
10094400,0.02791,0.06658
10098000,0.02594,0.06461
10101600,0.0226,0.06127
10105200,0.02147,0.06014
10108800,0.01986,0.05853
10112400,0.02046,0.05913
10116000,0.02056,0.05923
10119600,0.0201,0.05877
10123200,0.0203,0.05897
10126800,0.02119,0.05986
10130400,0.02066,0.05933
10134000,0.02127,0.05994
10137600,0.02255,0.06122
10141200,0.02334,0.06201
10144800,0.02316,0.06183
10148400,0.02236,0.06103
10152000,0.02241,0.06108
10155600,0.02147,0.06014
10159200,0.01997,0.05864
10162800,0.01939,0.05806
10166400,0.01982,0.05849
10170000,0.02086,0.05953
10173600,0.02073,0.0594
10177200,0.02153,0.0602
10180800,0.02571,0.06438
10184400,0.02332,0.06199
10188000,0.02056,0.05923
10191600,0.01896,0.05763
10195200,0.01566,0.05433
10198800,0.01553,0.0542
10202400,0.01554,0.05421
10206000,0.01501,0.05368
10209600,0.01469,0.05336
10213200,0.01652,0.05519
10216800,0.02971,0.06838
10220400,0.03176,0.07043
10224000,0.03073,0.0694
10227600,0.03062,0.06929
10231200,0.03218,0.07085
10234800,0.03012,0.06879
10238400,0.03527,0.07394
10242000,0.03523,0.0739
10245600,0.03389,0.07256
10249200,0.03269,0.07136
10252800,0.03328,0.07195
10256400,0.03559,0.07426
10260000,0.03321,0.07188
10263600,0.03513,0.0738
10267200,0.04002,0.07869
10270800,0.03618,0.07485
10274400,0.02658,0.06525
10278000,0.02387,0.06254
10281600,0.02076,0.05943
10285200,0.02041,0.05908
10288800,0.02004,0.05871
10292400,0.01989,0.05856
10296000,0.0207,0.05937
10299600,0.02356,0.06223
10303200,0.03222,0.07089
10306800,0.03196,0.07063
10310400,0.03138,0.07005
10314000,0.03258,0.07125
10317600,0.03368,0.07235
10321200,0.03642,0.07509
10324800,0.0386,0.07727
10328400,0.0382,0.07687
10332000,0.03707,0.07574
10335600,0.03571,0.07438
10339200,0.03589,0.07456
10342800,0.03574,0.07441
10346400,0.03175,0.07042
10350000,0.02714,0.06581
10353600,0.03181,0.07048
10357200,0.03177,0.07044
10360800,0.0246,0.06327
10364400,0.02058,0.05925
10368000,0.01433,0.053
10371600,0.0132,0.05187
10375200,0.01058,0.04925
10378800,0.01152,0.05019
10382400,0.01204,0.05071
10386000,0.01566,0.05433
10389600,0.02275,0.06142
10393200,0.02555,0.06422
10396800,0.02639,0.06506
10400400,0.02696,0.06563
10404000,0.02975,0.06842
10407600,0.02998,0.06865
10411200,0.03183,0.0705
10414800,0.03649,0.07516
10418400,0.03603,0.0747
10422000,0.03637,0.07504
10425600,0.03622,0.07489
10429200,0.0378,0.07647
10432800,0.03464,0.07331
10436400,0.03091,0.06958
10440000,0.03687,0.07554
10443600,0.03567,0.07434
10447200,0.0262,0.06487
10450800,0.02398,0.06265
10454400,0.02112,0.05979
10458000,0.02059,0.05926
10461600,0.01967,0.05834
10465200,0.01949,0.05816
10468800,0.01995,0.05862
10472400,0.0225,0.06117
10476000,0.02516,0.06383
10479600,0.02644,0.06511
10483200,0.02768,0.06635
10486800,0.02835,0.06702
10490400,0.03014,0.06881
10494000,0.03159,0.07026
10497600,0.02994,0.06861
10501200,0.03908,0.07775
10504800,0.04173,0.0804
10508400,0.04479,0.08346
10512000,0.04312,0.08179
10515600,0.03931,0.07798
10519200,0.03495,0.07362
10522800,0.03186,0.07053
10526400,0.0351,0.07377
10530000,0.03405,0.07272
10533600,0.02792,0.06659
10537200,0.02409,0.06276
10540800,0.02174,0.06041
10544400,0.02085,0.05952
10548000,0.02083,0.0595
10551600,0.02055,0.05922
10555200,0.02098,0.05965
10558800,0.02221,0.06088
10562400,0.02431,0.06298
10566000,0.02589,0.06456
10569600,0.02673,0.0654
10573200,0.0288,0.06747
10576800,0.03068,0.06935
10580400,0.03119,0.06986
10584000,0.03203,0.0707
10587600,0.0332,0.07187
10591200,0.03388,0.07255
10594800,0.03327,0.07194
10598400,0.03234,0.07101
10602000,0.033,0.07167
10605600,0.03066,0.06933
10609200,0.02832,0.06699
10612800,0.03038,0.06905
10616400,0.02779,0.06646
10620000,0.02519,0.06386
10623600,0.0227,0.06137
10627200,0.02279,0.06146
10630800,0.02221,0.06088
10634400,0.02256,0.06123
10638000,0.02236,0.06103
10641600,0.0224,0.06107
10645200,0.02283,0.0615
10648800,0.02272,0.06139
10652400,0.0237,0.06237
10656000,0.02618,0.06485
10659600,0.0283,0.06697
10663200,0.02891,0.06758
10666800,0.02862,0.06729
10670400,0.02878,0.06745
10674000,0.02892,0.06759
10677600,0.0306,0.06927
10681200,0.02959,0.06826
10684800,0.03207,0.07074
10688400,0.02938,0.06805
10692000,0.02976,0.06843
10695600,0.02933,0.068
10699200,0.02947,0.06814
10702800,0.02938,0.06805
10706400,0.02653,0.0652
10710000,0.02391,0.06258
10713600,0.02007,0.05874
10717200,0.01928,0.05795
10720800,0.01879,0.05746
10724400,0.01842,0.05709
10728000,0.01847,0.05714
10731600,0.01837,0.05704
10735200,0.01875,0.05742
10738800,0.02004,0.05871
10742400,0.02338,0.06205
10746000,0.0251,0.06377
10749600,0.0256,0.06427
10753200,0.02442,0.06309
10756800,0.02495,0.06362
10760400,0.0245,0.06317
10764000,0.02426,0.06293
10767600,0.02484,0.06351
10771200,0.02529,0.06396
10774800,0.02596,0.06463
10778400,0.02529,0.06396
10782000,0.02504,0.06371
10785600,0.02692,0.06559
10789200,0.0274,0.06607
10792800,0.02336,0.06203
10796400,0.02068,0.05935
10800000,0.0171,0.05577
10803600,0.01672,0.05539
10807200,0.016,0.05467
10810800,0.01552,0.05419
10814400,0.01617,0.05484
10818000,0.01809,0.05676
10821600,0.02166,0.06033
10825200,0.02484,0.06351
10828800,0.02585,0.06452
10832400,0.0268,0.06547
10836000,0.0299,0.06857
10839600,0.02868,0.06735
10843200,0.02952,0.06819
10846800,0.03109,0.06976
10850400,0.03089,0.06956
10854000,0.03201,0.07068
10857600,0.03231,0.07098
10861200,0.03252,0.07119
10864800,0.02977,0.06844
10868400,0.02756,0.06623
10872000,0.032,0.07067
10875600,0.03034,0.06901
10879200,0.02445,0.06312
10882800,0.02197,0.06064
10886400,0.01944,0.05811
10890000,0.01939,0.05806
10893600,0.01863,0.0573
10897200,0.018,0.05667
10900800,0.01942,0.05809
10904400,0.02051,0.05918
10908000,0.02375,0.06242
10911600,0.02519,0.06386
10915200,0.02667,0.06534
10918800,0.02682,0.06549
10922400,0.02883,0.0675
10926000,0.02808,0.06675
10929600,0.02951,0.06818
10933200,0.02958,0.06825
10936800,0.02957,0.06824
10940400,0.02908,0.06775
10944000,0.02907,0.06774
10947600,0.02927,0.06794
10951200,0.028,0.06667
10954800,0.02641,0.06508
10958400,0.02944,0.06811
10962000,0.02787,0.06654
10965600,0.02348,0.06215
10969200,0.02056,0.05923
10972800,0.01549,0.05416
10976400,0.01531,0.05398
10980000,0.01367,0.05234
10983600,0.01319,0.05186
10987200,0.01351,0.05218
10990800,0.01562,0.05429
10994400,0.01663,0.0553
10998000,0.01961,0.05828
11001600,0.02209,0.06076
11005200,0.02258,0.06125
11008800,0.02403,0.0627
11012400,0.02401,0.06268
11016000,0.02565,0.06432
11019600,0.02512,0.06379
11023200,0.024,0.06267
11026800,0.02353,0.0622
11030400,0.02127,0.05994
11034000,0.02082,0.05949
11037600,0.02369,0.06236
11041200,0.02229,0.06096
11044800,0.02398,0.06265
11048400,0.02286,0.06153
11052000,0.01904,0.05771
11055600,0.01786,0.05653
11059200,0.01411,0.05278
11062800,0.01351,0.05218
11066400,0.01269,0.05136
11070000,0.01177,0.05044
11073600,0.0117,0.05037
11077200,0.0122,0.05087
11080800,0.01737,0.05604
11084400,0.0213,0.05997
11088000,0.02181,0.06048
11091600,0.02296,0.06163
11095200,0.02414,0.06281
11098800,0.02461,0.06328
11102400,0.02554,0.06421
11106000,0.02579,0.06446
11109600,0.02522,0.06389
11113200,0.02604,0.06471
11116800,0.02633,0.065
11120400,0.0265,0.06517
11124000,0.02542,0.06409
11127600,0.02466,0.06333
11131200,0.02624,0.06491
11134800,0.02502,0.06369
11138400,0.02253,0.0612
11142000,0.02086,0.05953
11145600,0.02084,0.05951
11149200,0.02064,0.05931
11152800,0.02034,0.05901
11156400,0.02017,0.05884
11160000,0.02037,0.05904
11163600,0.02171,0.06038
11167200,0.02583,0.0645
11170800,0.0278,0.06647
11174400,0.02808,0.06675
11178000,0.02886,0.06753
11181600,0.03062,0.06929
11185200,0.03047,0.06914
11188800,0.03044,0.06911
11192400,0.03052,0.06919
11196000,0.03058,0.06925
11199600,0.03056,0.06923
11203200,0.02972,0.06839
11206800,0.03005,0.06872
11210400,0.02991,0.06858
11214000,0.02773,0.0664
11217600,0.02913,0.0678
11221200,0.02783,0.0665
11224800,0.02464,0.06331
11228400,0.02338,0.06205
11232000,0.02153,0.0602
11235600,0.02033,0.059
11239200,0.02018,0.05885
11242800,0.01984,0.05851
11246400,0.02011,0.05878
11250000,0.01987,0.05854
11253600,0.02032,0.05899
11257200,0.02201,0.06068
11260800,0.02382,0.06249
11264400,0.02552,0.06419
11268000,0.02572,0.06439
11271600,0.02541,0.06408
11275200,0.02412,0.06279
11278800,0.02367,0.06234
11282400,0.02328,0.06195
11286000,0.02302,0.06169
11289600,0.02286,0.06153
11293200,0.02305,0.06172
11296800,0.02275,0.06142
11300400,0.02294,0.06161
11304000,0.02463,0.0633
11307600,0.02432,0.06299
11311200,0.02247,0.06114
11314800,0.02113,0.0598
11318400,0.01998,0.05865
11322000,0.01971,0.05838
11325600,0.01942,0.05809
11329200,0.01928,0.05795
11332800,0.01914,0.05781
11336400,0.01907,0.05774
11340000,0.01884,0.05751
11343600,0.01968,0.05835
11347200,0.02121,0.05988
11350800,0.02258,0.06125
11354400,0.02348,0.06215
11358000,0.02356,0.06223
11361600,0.02349,0.06216
11365200,0.02329,0.06196
11368800,0.02288,0.06155
11372400,0.0228,0.06147
11376000,0.02323,0.0619
11379600,0.02422,0.06289
11383200,0.02423,0.0629
11386800,0.02502,0.06369
11390400,0.02644,0.06511
11394000,0.02664,0.06531
11397600,0.02229,0.06096
11401200,0.02079,0.05946
11404800,0.01928,0.05795
11408400,0.01926,0.05793
11412000,0.01888,0.05755
11415600,0.01891,0.05758
11419200,0.01912,0.05779
11422800,0.02042,0.05909
11426400,0.02506,0.06373
11430000,0.02728,0.06595
11433600,0.02822,0.06689
11437200,0.02864,0.06731
11440800,0.02894,0.06761
11444400,0.02882,0.06749
11448000,0.02733,0.066
