Time,fcu.heaCoi.Q_flow,fcu.cooCoi.Q_flow
3843000,2.388523E-06,26.304213
3843300,1.9197144E-06,21.144106
3843600,1.4744676E-06,16.24031
3843900,1.020159E-06,11.236416
3844200,5.4890774E-07,6.0458355
3844500,8.130616E-08,0.89552426
3844800,1.1450329E-12,1.2611644E-05
3845100,-1.8747683E-17,-2.064911E-10
3845400,-4.9072917E-17,-5.404999E-10
3845700,-4.7396658E-17,-5.2203725E-10
3846000,-4.5272296E-17,-4.98639E-10
3846300,-4.4084842E-17,-4.8556015E-10
3846600,-4.292858E-17,-4.7282483E-10
3846900,-4.1250802E-17,-4.5434542E-10
3847200,-4.0168873E-17,-4.4242882E-10
3847500,-3.911532E-17,-4.3082474E-10
3847800,-3.80894E-17,-4.1952505E-10
3848100,-3.6600754E-17,-4.0312872E-10
3848400,-3.5640784E-17,-3.9255543E-10
3848700,-3.4705997E-17,-3.8225947E-10
3849000,-3.334958E-17,-3.6731962E-10
3849300,-3.2474886E-17,-3.5768552E-10
3849600,-3.162313E-17,-3.4830414E-10
3849900,-3.0387204E-17,-3.3469136E-10
3850200,-2.9394244E-17,-3.2375466E-10
3850500,-2.843373E-17,-3.1317537E-10
3850800,-2.7322456E-17,-3.0093553E-10
3851100,-2.6605841E-17,-2.9304256E-10
3851400,-2.590802E-17,-2.8535663E-10
3851700,-2.5228502E-17,-2.7787228E-10
3852000,-2.408195E-17,-2.652439E-10
3852300,-2.376404E-17,-2.6174238E-10
3852600,-2.2987505E-17,-2.5318944E-10
3852900,-2.2384588E-17,-2.4654875E-10
3853200,-2.1797483E-17,-2.4008226E-10
3853500,-2.150973E-17,-2.369129E-10
3853800,-2.0945571E-17,-2.3069913E-10
3854100,-2.039621E-17,-2.2464833E-10
3854400,-1.9861255E-17,-2.1875624E-10
3854700,-1.9599064E-17,-2.1586839E-10
3855000,-1.9085017E-17,-2.1020659E-10
3855300,-1.8584454E-17,-2.0469326E-10
3855600,-1.8339117E-17,-2.0199108E-10
3855900,-1.7858118E-17,-1.9669323E-10
3856200,-1.7389734E-17,-1.9153436E-10
3856500,-1.6933635E-17,-1.8651078E-10
3856800,-1.671009E-17,-1.8404861E-10
3857100,-1.6271817E-17,-1.7922137E-10
3857400,-1.5845038E-17,-1.7452073E-10
3857700,-1.5429453E-17,-1.6994339E-10
3858000,-1.5225766E-17,-1.6769994E-10
3858300,-1.4728235E-17,-1.6222003E-10
3858600,-1.4533807E-17,-1.6007853E-10
3858900,-1.4152612E-17,-1.5587998E-10
3859200,-1.3965782E-17,-1.5382218E-10
3859500,-1.3599485E-17,-1.4978772E-10
3859800,-1.3419956E-17,-1.4781035E-10
3860100,-1.3067976E-17,-1.4393356E-10
3860400,-1.2895464E-17,-1.4203347E-10
3860700,-1.255724E-17,-1.3830821E-10
3861000,-1.239147E-17,-1.3648238E-10
3861300,-1.1986555E-17,-1.3202256E-10
3861600,-1.1828319E-17,-1.302797E-10
3861900,-1.1518085E-17,-1.2686271E-10
3862200,-1.1366032E-17,-1.2518798E-10
3862500,-1.1215988E-17,-1.2353535E-10
3862800,-1.0921813E-17,-1.2029526E-10
3863100,-1.0777632E-17,-1.1870721E-10
3863400,-1.0287825E-17,-1.13312366E-10
3863700,-1.0017995E-17,-1.103404E-10
3864000,-9.690638E-18,-1.06734815E-10
3864300,-9.4364715E-18,-1.0393537E-10
3864600,-9.311899E-18,-1.025633E-10
3864900,-9.0676655E-18,-9.987326E-11
3865200,-8.829838E-18,-9.7253774E-11
3865500,-8.598248E-18,-9.4702995E-11
3865800,-8.372733E-18,-9.221912E-11
3866100,-8.2622026E-18,-9.100172E-11
3866400,-8.045501E-18,-8.861492E-11
3866400,-7.886713E-18,-1.4718244E-11
3866700,-6.333858E-18,-1.5122431E-11
3867000,-5.695047E-18,-1.5440146E-11
3867300,-5.328935E-18,-1.5603324E-11
3867600,-5.0530656E-18,-1.5551713E-11
3867900,-4.8234204E-18,-1.5376821E-11
3868200,-4.696911E-18,-1.538303E-11
3868500,-4.513342E-18,-1.5112838E-11
3868800,-4.3949653E-18,-1.500019E-11
3869100,-4.223197E-18,-1.4661897E-11
3869400,-4.1124306E-18,-1.4502389E-11
3869700,-4.0045695E-18,-1.4329725E-11
3870000,-3.8737125E-18,-1.4053943E-11
3870300,-3.7721123E-18,-1.3866064E-11
3870600,-3.6731774E-18,-1.3672943E-11
3870900,-3.576837E-18,-1.3475902E-11
3871200,-3.4830235E-18,-1.32759905E-11
3871500,-3.3916703E-18,-1.3074061E-11
3871800,-3.3027132E-18,-1.2870842E-11
3872100,-3.2591135E-18,-1.2836427E-11
3872400,-3.1736333E-18,-1.2629741E-11
3872700,-3.090395E-18,-1.2423477E-11
3873000,-3.00934E-18,-1.2218086E-11
3873300,-2.9696131E-18,-1.2174697E-11
3873600,-2.8725753E-18,-1.1890247E-11
3873900,-2.8346539E-18,-1.1844754E-11
3874200,-2.7058283E-18,-1.14126816E-11
3874500,-2.6174102E-18,-1.1142517E-11
3874800,-2.515114E-18,-1.080591E-11
3875100,-2.4491474E-18,-1.0618989E-11
3875400,-2.3849108E-18,-1.0434725E-11
3875700,-2.3223592E-18,-1.0253147E-11
3876000,-2.2315943E-18,-9.941243E-12
3876300,-2.173064E-18,-9.767268E-12
3876600,-2.102055E-18,-9.532265E-12
3876900,-2.0469221E-18,-9.364407E-12
3877200,-2.0199004E-18,-9.322036E-12
3877500,-1.9669222E-18,-9.156816E-12
3877800,-1.9153336E-18,-8.99399E-12
3878100,-1.865098E-18,-8.833524E-12
3878400,-1.8404767E-18,-8.7914485E-12
3878700,-1.7922045E-18,-8.633542E-12
3879000,-1.7685452E-18,-8.591369E-12
3879300,-1.7221597E-18,-8.43603E-12
3879600,-1.6994252E-18,-8.393815E-12
3879900,-1.6548526E-18,-8.241072E-12
3880200,-1.6330065E-18,-8.198881E-12
3880500,-1.5901759E-18,-8.048772E-12
3880800,-1.5691837E-18,-8.006685E-12
3881100,-1.5179077E-18,-7.807214E-12
3881400,-1.4978695E-18,-7.765657E-12
3881700,-1.4780959E-18,-7.724013E-12
3882000,-1.4297963E-18,-7.530713E-12
3882300,-1.4109212E-18,-7.4898586E-12
3882600,-1.3739155E-18,-7.3506565E-12
3882900,-1.3557782E-18,-7.31031E-12
3883200,-1.3202187E-18,-7.173944E-12
3883500,-1.3027903E-18,-7.1339558E-12
3883800,-1.2686206E-18,-7.000168E-12
3884100,-1.2518733E-18,-6.9603047E-12
3884400,-1.2190391E-18,-6.828797E-12
3884700,-1.2029463E-18,-6.788763E-12
3885000,-1.187066E-18,-6.748268E-12
3885300,-1.1559316E-18,-6.6186813E-12
3885600,-1.1406719E-18,-6.5775736E-12
3885900,-1.0888321E-18,-6.3222682E-12
3886200,-1.0602742E-18,-6.198401E-12
3886500,-1.0324652E-18,-6.0762224E-12
3886800,-1.0053856E-18,-5.9558205E-12
3887100,-9.921134E-19,-5.9153737E-12
3887400,-9.660922E-19,-5.7972277E-12
3887700,-9.407534E-19,-5.6811435E-12
3888000,-9.283344E-19,-5.6416764E-12
3888000,-9.100125E-19,-5.5303305E-12
3888300,-8.1823176E-19,-5.0040055E-12
3888600,-7.9677113E-19,-4.9035207E-12
3888900,-7.7587334E-19,-4.8049785E-12
3889200,-7.555237E-19,-4.7083106E-12
3889500,-7.357078E-19,-4.6134602E-12
3889800,-7.116671E-19,-4.490441E-12
3890100,-7.0227226E-19,-4.4585525E-12
3890400,-6.83853E-19,-4.36829E-12
3890700,-6.7482537E-19,-4.3369596E-12
3891000,-6.6591684E-19,-4.305693E-12
3891300,-6.4845113E-19,-4.21807E-12
3891600,-6.3989084E-19,-4.187359E-12
3891900,-6.1898117E-19,-4.0746772E-12
3892200,-6.108099E-19,-4.0447016E-12
3892500,-5.9478954E-19,-3.961785E-12
3892800,-5.869376E-19,-3.9323106E-12
3893100,-5.7154334E-19,-3.851361E-12
3893400,-5.639983E-19,-3.8223712E-12
3893700,-5.4920574E-19,-3.743352E-12
3894000,-5.4195555E-19,-3.714866E-12
3894300,-5.348011E-19,-3.6864552E-12
3894600,-5.207743E-19,-3.60987E-12
3894900,-5.1389945E-19,-3.5820776E-12
3895200,-5.0042085E-19,-3.507515E-12
3895500,-4.9381473E-19,-3.4804108E-12
3895800,-4.8086294E-19,-3.4078716E-12
3896100,-4.7451495E-19,-3.3814078E-12
3896400,-4.6206935E-19,-3.31077E-12
3896700,-4.559695E-19,-3.2848357E-12
3897000,-4.440103E-19,-3.2159366E-12
3897300,-4.3814883E-19,-3.1904444E-12
3897600,-4.2665702E-19,-3.123198E-12
3897900,-4.2102464E-19,-3.0981266E-12
3898200,-4.1546664E-19,-3.073101E-12
3898500,-4.0456975E-19,-3.007918E-12
3898800,-3.9922895E-19,-2.9833926E-12
3899100,-3.8875793E-19,-2.9199093E-12
3899400,-3.8362587E-19,-2.8959266E-12
3899700,-3.735641E-19,-2.8341494E-12
3900000,-3.6863263E-19,-2.8107198E-12
3900300,-3.589641E-19,-2.7506155E-12
3900600,-3.5422534E-19,-2.7277293E-12
3900900,-3.4493468E-19,-2.669251E-12
3901200,-3.4038115E-19,-2.6468953E-12
3901500,-3.314536E-19,-2.5900042E-12
3901800,-3.2707802E-19,-2.5681705E-12
3902100,-3.2276021E-19,-2.5464522E-12
3902400,-3.1429482E-19,-2.4915248E-12
3902700,-3.1014576E-19,-2.4703369E-12
3903000,-3.0001117E-19,-2.4009462E-12
3903300,-2.9605066E-19,-2.3804578E-12
3903600,-2.8637665E-19,-2.3135435E-12
3903900,-2.8259615E-19,-2.2937722E-12
3904200,-2.751842E-19,-2.244144E-12
3904500,-2.7155143E-19,-2.2249511E-12
3904800,-2.6442917E-19,-2.1767954E-12
3905100,-2.609384E-19,-2.1581445E-12
3905400,-2.574937E-19,-2.139626E-12
3905700,-2.5074013E-19,-2.0932138E-12
3906000,-2.4743006E-19,-2.0751473E-12
3906300,-2.4094045E-19,-2.0300094E-12
3906600,-2.3775975E-19,-2.0123384E-12
3906900,-2.3152377E-19,-1.9684027E-12
3907200,-2.284674E-19,-1.9510955E-12
3907500,-2.224751E-19,-1.908322E-12
3907800,-2.1953818E-19,-1.8913772E-12
3908100,-2.1378012E-19,-1.849759E-12
3908400,-2.1095798E-19,-1.8331979E-12
3908700,-2.0542495E-19,-1.7927453E-12
3909000,-2.027131E-19,-1.7766004E-12
3909300,-2.0003705E-19,-1.7605691E-12
3909600,-1.9479046E-19,-1.7216314E-12
3909900,-1.92219E-19,-1.7060671E-12
3910200,-1.8348328E-19,-1.6353934E-12
3910500,-1.7867087E-19,-1.5992034E-12
3910800,9.184188E-18,8.254896E-11
3910989.2,1.2756991E-16,1.1496504E-09
3910989.2,1.4046763E-09,1.2756991E-16
3911100,14.970307,1.2115505E-06
3911400,30.651985,1.8893668E-06
3911700,47.45731,2.5477452E-06
3912000,62.452877,3.1814693E-06
3912300,75.53195,3.7903972E-06
3912600,87.464905,4.3751443E-06
3912900,98.72817,4.935855E-06
3913200,109.46528,5.472191E-06
3913500,119.71525,5.9844433E-06
3913800,129.47743,6.4723354E-06
3914100,138.7509,6.9358334E-06
3914400,147.53708,7.3750066E-06
3914700,155.83751,7.789766E-06
3915000,163.65068,8.180129E-06
3915300,170.96944,8.545985E-06
3915600,177.78911,8.886952E-06
3915900,184.08951,9.2017735E-06
3916200,189.79118,9.486688E-06
3916500,194.83453,9.738709E-06
3916800,199.51442,9.972587E-06
3916800,199.51442,9.972587E-06
3917100,2336.762,0.00016714337
3917400,2148.146,0.00015362157
3917700,2038.7698,0.00014573467
3918000,1954.6952,0.00013967903
3918300,1887.3002,0.0001348287
3918600,1831.5035,0.00013081552
3918900,1783.9852,0.0001273994
3919200,1742.6239,0.00012442707
3919500,1706.0114,0.000121796875
3919800,1673.0825,0.00011943204
3920100,1643.0756,0.00011727763
3920400,1615.4586,0.00011529533
3920700,1589.807,0.00011345455
3921000,1565.6893,0.00011172426
3921300,1542.7493,0.00011007889
3921600,1520.7216,0.00010849935
3921900,1499.4259,0.000106972664
3922200,1478.7239,0.00010548892
3922500,1458.4972,0.00010403965
3922800,1438.6434,0.000102617414
3923100,1419.0774,0.00010121605
3923400,1399.7285,9.98306E-05
3923700,1380.5402,9.8457036E-05
3924000,1361.4672,9.7092205E-05
3924300,1342.4863,9.573408E-05
3924600,1323.5819,9.438179E-05
3924900,1304.7521,9.303502E-05
3925200,1285.9755,9.169239E-05
3925500,1267.2311,9.035256E-05
3925800,1248.5189,8.901432E-05
3926100,1229.6819,8.766983E-05
3926400,1210.4543,8.6293076E-05
3926700,1190.3335,8.485961E-05
3927000,1169.3032,8.335658E-05
3927300,1147.3002,8.177323E-05
3927600,1123.3228,8.010173E-05
3927900,1098.9777,7.83358E-05
3928200,1070.573,7.6307944E-05
3928500,1035.483,7.380513E-05
3928800,998.04175,7.113434E-05
3929100,961.57983,6.8533765E-05
3929400,925.18915,6.5939195E-05
3929700,888.6164,6.333268E-05
3930000,851.9801,6.0721144E-05
3930300,815.4486,5.8113426E-05
3930600,779.05817,5.5516248E-05
3930900,742.7082,5.293482E-05
3931200,706.6562,5.037313E-05
3931500,664.1601,4.7337286E-05
3931800,621.3513,4.4291806E-05
3932100,581.60504,4.145326E-05
3932400,543.7874,3.875838E-05
3932700,507.5979,3.617929E-05
3933000,472.91434,3.3707474E-05
3933300,434.9646,3.1003376E-05
3933600,398.8444,2.842953E-05
3933900,367.2407,2.6177526E-05
3934200,334.7235,2.386045E-05
3934500,301.0897,2.1463738E-05
3934800,259.4879,1.8499128E-05
3935100,221.00743,1.5756748E-05
3935400,184.57065,1.3159804E-05
3935700,149.90762,1.068904E-05
3936000,116.77992,8.327449E-06
3936300,80.81502,5.7632524E-06
3936600,48.565914,3.4636696E-06
3936900,20.229107,1.4427983E-06
3937200,0.7506171,5.353766E-08
3937500,6.993643E-10,4.988207E-17
3937800,-6.0074506E-10,-4.2848068E-17
3938100,-5.9735716E-10,-4.2606426E-17
3938400,-5.774494E-10,-4.1186507E-17
3938700,-5.5857996E-10,-3.9840645E-17
3939000,-5.36749E-10,-3.8283553E-17
3939300,-5.226711E-10,-3.727945E-17
3939600,-5.022435E-10,-3.5822456E-17
3939900,-4.1697987E-10,-2.9741034E-17
3940200,-3.675251E-10,-2.6213681E-17
3940500,-3.393585E-10,-2.4204703E-17
3940800,-3.217905E-10,-2.2951668E-17
3941100,-3.0716618E-10,-2.190859E-17
3941400,-2.951612E-10,-2.1052336E-17
3941700,-2.6716154E-10,-1.9055265E-17
3942000,-2.2929951E-10,-1.6354759E-17
3942300,-2.1313784E-10,-1.520203E-17
3942600,-2.0345142E-10,-1.4511147E-17
3942900,-1.9549994E-10,-1.3944009E-17
3943200,-1.8537924E-10,-1.3222151E-17
3943500,-1.5805367E-10,-1.1273158E-17
3943800,-1.1199462E-10,-7.988002E-18
3944100,38.033844,2.7126646E-06
3944400,52.26313,3.7273435E-06
3944700,65.80073,4.6926116E-06
3945000,78.762665,5.6167764E-06
3945300,90.80581,6.475385E-06
3945600,106.76216,7.6129436E-06
3945900,125.224014,8.92901E-06
3946200,145.10852,1.03463735E-05
3946500,165.88719,1.182736E-05
3946800,187.19292,1.334583E-05
3947100,209.15205,1.4910725E-05
3947400,232.3976,1.6566944E-05
3947700,255.33492,1.8201725E-05
3948000,277.64658,1.9787994E-05
3948300,299.6464,2.135889E-05
3948600,321.7034,2.2930359E-05
3948900,343.8337,2.4507042E-05
3949200,366.06277,2.6090722E-05
3949500,388.1763,2.7666147E-05
3949800,409.71625,2.920071E-05
3950100,430.65076,3.0692147E-05
3950400,450.89743,3.213459E-05
3950700,470.3413,3.3519806E-05
3951000,488.8347,3.483795E-05
3951300,506.31873,3.6083893E-05
3951600,522.9261,3.7266956E-05
3951900,538.80304,3.8397553E-05
3952200,553.9983,3.9480063E-05
3952500,568.5327,4.0515537E-05
3952800,582.4427,4.1506595E-05
3952800,4.1506595E-05,0.29366574
3953100,-1.5366443E-17,-1.9108876E-11
3953400,-2.9214797E-18,-5.5059525E-12
3953700,-2.7335941E-18,-6.169178E-12
3954000,-2.574924E-18,-6.4389713E-12
3954300,-2.4254898E-18,-6.496129E-12
3954600,-2.3152597E-18,-6.525717E-12
3954900,-2.2545358E-18,-6.6228425E-12
3955200,-2.1808648E-18,-6.635892E-12
3955500,-2.09563E-18,-6.576808E-12
3955800,-2.0406657E-18,-6.585392E-12
3956100,-1.987143E-18,-6.579338E-12
3956400,-1.896834E-18,-6.4322536E-12
3956700,-1.8348512E-18,-6.363581E-12
3957000,-1.7631396E-18,-6.247198E-12
3957300,-1.6942309E-18,-6.1279523E-12
3957600,-1.6497945E-18,-6.087548E-12
3957900,-1.5853155E-18,-5.964307E-12
3958200,-1.5437357E-18,-5.9185742E-12
3958500,-1.4444952E-18,-5.6405787E-12
3958800,-1.3697162E-18,-5.4444895E-12
3959100,-1.3161835E-18,-5.3223693E-12
3959400,-1.2647431E-18,-5.1996693E-12
3959700,-1.2153131E-18,-5.076225E-12
3960000,-1.167815E-18,-4.9518657E-12
3960300,-1.1073593E-18,-4.762772E-12
3960600,-1.0783153E-18,-4.7002072E-12
3960900,-1.0361715E-18,-4.573402E-12
3961200,-1.0089948E-18,-4.506069E-12
3961500,-9.825308E-19,-4.436614E-12
3961800,-9.567608E-19,-4.365462E-12
3962100,-9.254969E-19,-4.264578E-12
3962400,-9.132793E-19,-4.2477554E-12
3962700,-8.893257E-19,-4.1732954E-12
3963000,-8.775856E-19,-4.1534107E-12
3963300,-8.5456815E-19,-4.0777603E-12
3963600,-8.266435E-19,-3.9759667E-12
3963900,-8.157309E-19,-3.9539617E-12
3964200,-7.943358E-19,-3.8795577E-12
3964500,-7.8384964E-19,-3.856904E-12
3964800,-7.5321443E-19,-3.7332893E-12
3965100,-7.334591E-19,-3.661406E-12
3965400,-7.1422186E-19,-3.5903225E-12
3965700,-6.9548917E-19,-3.5200653E-12
3966000,-6.863079E-19,-3.496841E-12
3966300,-6.6830734E-19,-3.4274528E-12
3966600,-6.507789E-19,-3.359015E-12
3966900,-6.3371025E-19,-3.2915344E-12
3967200,-6.1300256E-19,-3.203657E-12
3967500,-5.969247E-19,-3.1385066E-12
3967800,-5.8904457E-19,-3.1153107E-12
3968100,-5.7359506E-19,-3.0508371E-12
3968400,-5.5855076E-19,-2.9869523E-12
3968700,-5.439011E-19,-2.9236275E-12
3969000,-5.296356E-19,-2.8609328E-12
3969300,-5.1574427E-19,-2.7989635E-12
3969600,-5.0893585E-19,-2.7744038E-12
3969900,-4.825891E-19,-2.642064E-12
3970200,-4.6993175E-19,-2.5833391E-12
3970500,-4.5760634E-19,-2.5256448E-12
3970800,-4.4560416E-19,-2.4693138E-12
3971100,-4.1973778E-19,-2.3358485E-12
3971400,-4.0333316E-19,-2.2548723E-12
3971700,-3.927545E-19,-2.2066808E-12
3972000,-3.774045E-19,-2.131854E-12
3972300,-3.602527E-19,-2.0467252E-12
3972600,-3.4617294E-19,-1.9788227E-12
3972900,-3.3264345E-19,-1.913815E-12
3973200,-3.217737E-19,-1.8638411E-12
3973500,-3.0715015E-19,-1.7916722E-12
3973800,-2.836106E-19,-1.666364E-12
3974100,-2.6892857E-19,-1.5917953E-12
3974400,-2.5500663E-19,-1.5206987E-12
3974400,-2.4997375E-19,-1.4906858E-12
3974533.8,8.891847E-16,5.320287E-09
3974533.8,1.2487506E-08,8.891847E-16
3974700,24.358137,1.5541661E-06
3975000,41.503098,2.280942E-06
3975300,58.381092,2.9998557E-06
3975600,73.82247,3.7123627E-06
3975900,88.23428,4.4152816E-06
3976200,102.27717,5.113497E-06
3976500,116.3258,5.814873E-06
3976800,130.30203,6.5134086E-06
3977100,144.21315,7.208489E-06
3977400,158.15186,7.905109E-06
3977700,172.11859,8.60323E-06
3978000,186.11282,9.30253E-06
3978300,200.17023,1.000508E-05
3978600,214.57072,1.0724374E-05
3978900,229.38956,1.1464919E-05
3979200,244.5583,1.2223087E-05
3979500,259.99506,1.2994443E-05
3979800,275.5121,1.3769788E-05
3980100,290.9554,1.4541434E-05
3980400,306.21378,1.5303825E-05
3980700,321.20285,1.605275E-05
3981000,335.8515,1.6784654E-05
3981300,350.12234,1.749767E-05
3981600,363.96802,1.8189436E-05
3981900,377.29938,1.8855497E-05
3982200,390.06528,1.9493298E-05
3982500,402.24426,2.010177E-05
3982800,413.8351,2.0680855E-05
3983100,424.84415,2.1230866E-05
3983400,435.23398,2.174994E-05
3983700,444.97824,2.2236758E-05
3984000,454.12872,2.269391E-05
3984300,462.7845,2.3126346E-05
3984600,471.08038,2.35408E-05
3984900,479.19788,2.394634E-05
3985200,487.34818,2.435352E-05
3985500,495.6544,2.4768484E-05
3985800,504.06595,2.518871E-05
3986100,512.49365,2.5609741E-05
3986400,520.87994,2.6028703E-05
3986700,529.1899,2.6443851E-05
3987000,537.399,2.685396E-05
3987300,545.48846,2.7258091E-05
3987600,553.44635,2.765565E-05
3987900,561.2639,2.8046197E-05
3988200,568.9384,2.8429597E-05
3988500,576.46454,2.8805585E-05
3988800,583.84283,2.9174189E-05
3989100,591.06177,2.953483E-05
3989400,598.06635,2.9884764E-05
3989700,604.76294,3.0219311E-05
3990000,611.0399,3.0532898E-05
3990300,616.8367,3.0822495E-05
3990600,622.147,3.108779E-05
3990900,626.9969,3.1330084E-05
3991200,631.43634,3.1551874E-05
3991500,635.54083,3.1756932E-05
3991800,639.4172,3.195059E-05
3992100,643.2037,3.213976E-05
3992400,647.05695,3.2332264E-05
3992700,651.0413,3.2531323E-05
3993000,654.8655,3.2722382E-05
3993300,658.5006,3.2903958E-05
3993600,662.3117,3.3094413E-05
3993900,666.2137,3.3289365E-05
3994200,670.2046,3.348738E-05
3994500,674.18317,3.3687425E-05
3994800,678.21454,3.3889053E-05
3995100,682.2789,3.4091947E-05
3995400,686.3431,3.4295772E-05
3995700,690.4393,3.4500208E-05
3996000,694.5493,3.470499E-05
3996300,698.65137,3.4909834E-05
3996600,702.7473,3.5114455E-05
3996900,706.83356,3.531859E-05
3997200,710.90283,3.5522015E-05
3997500,714.95544,3.572452E-05
3997800,718.9866,3.5925914E-05
3998100,722.9826,3.6125326E-05
3998400,726.8792,3.6319703E-05
3998700,730.61914,3.6506317E-05
3999000,734.1409,3.668314E-05
3999300,737.4401,3.684827E-05
3999600,740.4843,3.699985E-05
3999900,743.234,3.713723E-05
4000200,745.7499,3.726175E-05
4000500,747.9788,3.7373426E-05
4000800,749.9112,3.7470858E-05
4001100,751.5464,3.7552218E-05
4001400,752.84393,3.7615388E-05
4001700,753.6339,3.7655474E-05
4002000,753.5201,3.7651735E-05
4002300,751.66956,3.755867E-05
4002600,747.85156,3.7367747E-05
4002900,741.9356,3.7072325E-05
4003200,733.9385,3.6672885E-05
4003200,733.9385,3.6672885E-05
4003500,2274.279,0.00016334731
4003800,2944.2847,0.0002113906
4004100,2797.0771,0.0002006337
4004400,2677.3235,0.0001919061
4004700,2575.7268,0.00018451712
4005000,2486.7446,0.00017805665
4005300,2406.5918,0.00017224571
4005600,2331.313,0.00016679539
4005900,2255.806,0.00016133605
4006200,2175.6472,0.00015554784
4006500,2097.2283,0.00014989228
4006800,2019.2505,0.00014427505
4007100,1940.6626,0.00013861994
4007400,1861.1086,0.00013290164
4007700,1781.0222,0.00012715052
4008000,1693.3016,0.00012085781
4008300,1606.533,0.00011463909
4008600,1521.7168,0.00010856528
4008900,1438.4122,0.000102604215
4009200,1354.4227,9.65984E-05
4009500,1260.3881,8.9878966E-05
4009800,1167.6407,8.32555E-05
4010100,1075.0293,7.664523E-05
4010400,982.76166,7.006244E-05
4010700,888.283,6.33245E-05
4011000,792.92676,5.6526427E-05
4011300,706.5373,5.0369086E-05
4011600,635.40533,4.5298868E-05
4011900,564.3196,4.0231604E-05
4012200,493.2388,3.5164667E-05
4012500,424.06693,3.0234076E-05
4012800,357.03546,2.5456302E-05
4013100,288.51657,2.057248E-05
4013400,223.78362,1.5958125E-05
4013700,162.45116,1.1585626E-05
4014000,104.29973,7.439184E-06
4014300,49.29574,3.516376E-06
4014600,0.47156632,3.3640006E-08
4014900,-2.7186802E-08,-1.939418E-15
4015200,4.577037E-10,3.2651095E-17
4015500,5.408187E-10,3.8580253E-17
4015800,5.1571036E-10,3.6789103E-17
4016100,4.922796E-10,3.511763E-17
4016400,4.730395E-10,3.3745098E-17
4016700,4.4855097E-10,3.199817E-17
4017000,3.901327E-10,2.78308E-17
4017300,3.5312384E-10,2.5190707E-17
4017600,3.3484324E-10,2.3886629E-17
4017900,3.1331748E-10,2.2351052E-17
4018200,2.893053E-10,2.06381E-17
4018500,2.6891425E-10,1.9183468E-17
4018800,2.1170399E-10,1.5102275E-17
4019100,1.865954E-10,1.331111E-17
4019400,1.5491793E-10,1.1051342E-17
4019700,1.2607976E-10,8.99412E-18
4020000,1.1411955E-10,8.140917E-18
4020300,1.0537359E-10,7.51701E-18
4020600,9.9256874E-11,7.080663E-18
4020900,9.5377616E-11,6.803929E-18
4021200,9.1649965E-11,6.5380107E-18
4021500,8.7484776E-11,6.24088E-18
4021800,-2.3916052E-10,-1.7060936E-17
4021870.8,4.0695313E-06,2.9030714E-13
4021870.8,2.9030714E-13,2.3240668E-06
4022100,8.234896E-06,88.11095
4022400,1.2083811E-05,133.14331
4022700,1.5732485E-05,173.42699
4023000,1.9161369E-05,211.26332
4023300,2.2367605E-05,246.6562
4023600,2.535489E-05,279.64636
4023900,2.8129105E-05,310.2973
4024200,3.070571E-05,338.778
4024500,3.311067E-05,365.37354
4024800,3.5354933E-05,390.20282
4025100,3.7436843E-05,413.24533
4025400,3.936626E-05,434.60803
4025700,4.114557E-05,454.31528
4026000,4.2771077E-05,472.32434
4026300,4.4238208E-05,488.583
4026600,4.554346E-05,503.0511
4026900,4.6684163E-05,515.6977
4027200,4.7656802E-05,526.48303
4027500,4.8458165E-05,535.37054
4027800,4.9086284E-05,542.3379
4028100,4.9539518E-05,547.3648
4028400,4.9817307E-05,550.4464
4028700,4.9921728E-05,551.6139
4029000,4.986045E-05,550.93634
4029300,4.964065E-05,548.49316
4029600,4.9393268E-05,545.7498
4029900,4.8967187E-05,541.02435
4030200,4.8373655E-05,534.4431
4030500,4.7621565E-05,526.1041
4030800,4.670962E-05,515.9938
4031100,4.5624995E-05,503.9706
4031400,4.4385182E-05,490.22937
4031700,4.3000124E-05,474.88138
4032000,4.1477368E-05,458.01132
4032300,3.9827173E-05,439.73413
4032600,3.806414E-05,420.21277
4032900,3.620555E-05,399.63992
4033200,3.4136076E-05,376.74112
4033500,3.1969295E-05,352.77454
4033800,2.9806788E-05,328.8646
4034100,2.7621554E-05,304.71262
4034400,2.5350111E-05,279.61716
4034700,2.2882801E-05,252.36783
4035000,2.0188178E-05,222.61824
4035300,1.7540502E-05,193.39671
4035600,1.4995556E-05,165.31693
4035900,1.1939702E-05,131.60953
4036200,8.616478E-06,94.96382
4036500,5.1674933E-06,56.943638
4036800,1.8047795E-06,19.885504
4037100,1.163951E-14,1.2824223E-07
4037400,-1.2615771E-16,-1.3899852E-09
4037700,-4.564253E-17,-5.02882E-10
4038000,-4.2241794E-17,-4.6541326E-10
4038300,-4.0558902E-17,-4.4687143E-10
4038600,-3.8973895E-17,-4.2940806E-10
4038900,-3.7450675E-17,-4.126255E-10
4039200,-3.598699E-17,-3.9649883E-10
4039200,-3.5276742E-17,-1.5111261E-11
4039500,-2.795692E-17,-2.6376424E-11
4039800,-2.5137284E-17,-3.08848E-11
4040100,-2.3057086E-17,-3.2557502E-11
4040400,-2.171867E-17,-3.3623635E-11
4040700,-2.0594332E-17,-3.4195414E-11
4041000,-1.9528199E-17,-3.4356667E-11
4041300,-1.9016012E-17,-3.5179946E-11
4041600,-1.8272809E-17,-3.5361557E-11
