# Optional header information,,,,,,
# time: time of internal gain [s],,,,,,
# InternalGainsRad: Radiative internal gains [W],,,,,,
# InternalGainsCon: Convective internal gains [W],,,,,,
# InternalGainsLat: Latent internal gains [W],,,,,,
time,InternalGainsRad[Night],InternalGainsCon[Night],InternalGainsLat[Night],InternalGainsRad[Day],InternalGainsCon[Day],InternalGainsLat[Day]
5724000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5727600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5731200,0,0,0,0,0,0
5734800,0,0,0,0,0,0
5738400,0,0,0,0,0,0
5742000,0,0,0,0,0,0
5745600,0,0,0,0,0,0
5749200,0,0,0,0,0,0
5752800,0,0,0,0,0,0
5756400,0,0,0,0,0,0
5760000,0,0,0,0,0,0
5763600,0,0,0,0,0,0
5767200,0,0,0,0,0,0
5770800,0,0,0,0,0,0
5774400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5778000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5781600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5785200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5788800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5792400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5796000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5799600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5803200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5806800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5810400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5814000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5817600,0,0,0,0,0,0
5821200,0,0,0,0,0,0
5824800,0,0,0,0,0,0
5828400,0,0,0,0,0,0
5832000,0,0,0,0,0,0
5835600,0,0,0,0,0,0
5839200,0,0,0,0,0,0
5842800,0,0,0,0,0,0
5846400,0,0,0,0,0,0
5850000,0,0,0,0,0,0
5853600,0,0,0,0,0,0
5857200,0,0,0,0,0,0
5860800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5864400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5868000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5871600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5875200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5878800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5882400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5886000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5889600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5893200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5896800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5900400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5904000,0,0,0,0,0,0
5907600,0,0,0,0,0,0
5911200,0,0,0,0,0,0
5914800,0,0,0,0,0,0
5918400,0,0,0,0,0,0
5922000,0,0,0,0,0,0
5925600,0,0,0,0,0,0
5929200,0,0,0,0,0,0
5932800,0,0,0,0,0,0
5936400,0,0,0,0,0,0
5940000,0,0,0,0,0,0
5943600,0,0,0,0,0,0
5947200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5950800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5954400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5958000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5961600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5965200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5968800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5972400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5976000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5979600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5983200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5986800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
5990400,0,0,0,0,0,0
5994000,0,0,0,0,0,0
5997600,0,0,0,0,0,0
6001200,0,0,0,0,0,0
6004800,0,0,0,0,0,0
6008400,0,0,0,0,0,0
6012000,0,0,0,0,0,0
6015600,0,0,0,0,0,0
6019200,0,0,0,0,0,0
6022800,0,0,0,0,0,0
6026400,0,0,0,0,0,0
6030000,0,0,0,0,0,0
6033600,0,0,0,0,0,0
6037200,0,0,0,0,0,0
6040800,0,0,0,0,0,0
6044400,0,0,0,0,0,0
6048000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6051600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6055200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6058800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6062400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6066000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6069600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6073200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6076800,0,0,0,0,0,0
6080400,0,0,0,0,0,0
6084000,0,0,0,0,0,0
6087600,0,0,0,0,0,0
6091200,0,0,0,0,0,0
6094800,0,0,0,0,0,0
6098400,0,0,0,0,0,0
6102000,0,0,0,0,0,0
6105600,0,0,0,0,0,0
6109200,0,0,0,0,0,0
6112800,0,0,0,0,0,0
6116400,0,0,0,0,0,0
6120000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6123600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6127200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6130800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6134400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6138000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6141600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6145200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6148800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6152400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6156000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6159600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6163200,0,0,0,0,0,0
6166800,0,0,0,0,0,0
6170400,0,0,0,0,0,0
6174000,0,0,0,0,0,0
6177600,0,0,0,0,0,0
6181200,0,0,0,0,0,0
6184800,0,0,0,0,0,0
6188400,0,0,0,0,0,0
6192000,0,0,0,0,0,0
6195600,0,0,0,0,0,0
6199200,0,0,0,0,0,0
6202800,0,0,0,0,0,0
6206400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6210000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6213600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6217200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6220800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6224400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6228000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6231600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6235200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6238800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6242400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6246000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6249600,0,0,0,0,0,0
6253200,0,0,0,0,0,0
6256800,0,0,0,0,0,0
6260400,0,0,0,0,0,0
6264000,0,0,0,0,0,0
6267600,0,0,0,0,0,0
6271200,0,0,0,0,0,0
6274800,0,0,0,0,0,0
6278400,0,0,0,0,0,0
6282000,0,0,0,0,0,0
6285600,0,0,0,0,0,0
6289200,0,0,0,0,0,0
6292800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6296400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6300000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6303600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6307200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6310800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6314400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6318000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6321600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6325200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6328800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6332400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6336000,0,0,0,0,0,0
6339600,0,0,0,0,0,0
6343200,0,0,0,0,0,0
6346800,0,0,0,0,0,0
6350400,0,0,0,0,0,0
6354000,0,0,0,0,0,0
6357600,0,0,0,0,0,0
6361200,0,0,0,0,0,0
6364800,0,0,0,0,0,0
6368400,0,0,0,0,0,0
6372000,0,0,0,0,0,0
6375600,0,0,0,0,0,0
6379200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6382800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6386400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6390000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6393600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6397200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6400800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6404400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6408000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6411600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6415200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6418800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6422400,0,0,0,0,0,0
6426000,0,0,0,0,0,0
6429600,0,0,0,0,0,0
6433200,0,0,0,0,0,0
6436800,0,0,0,0,0,0
6440400,0,0,0,0,0,0
6444000,0,0,0,0,0,0
6447600,0,0,0,0,0,0
6451200,0,0,0,0,0,0
6454800,0,0,0,0,0,0
6458400,0,0,0,0,0,0
6462000,0,0,0,0,0,0
6465600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6469200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6472800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6476400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6480000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6483600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6487200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6490800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6494400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6498000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6501600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6505200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6508800,0,0,0,0,0,0
6512400,0,0,0,0,0,0
6516000,0,0,0,0,0,0
6519600,0,0,0,0,0,0
6523200,0,0,0,0,0,0
6526800,0,0,0,0,0,0
6530400,0,0,0,0,0,0
6534000,0,0,0,0,0,0
6537600,0,0,0,0,0,0
6541200,0,0,0,0,0,0
6544800,0,0,0,0,0,0
6548400,0,0,0,0,0,0
6552000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6555600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6559200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6562800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6566400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6570000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6573600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6577200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6580800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6584400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6588000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6591600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6595200,0,0,0,0,0,0
6598800,0,0,0,0,0,0
6602400,0,0,0,0,0,0
6606000,0,0,0,0,0,0
6609600,0,0,0,0,0,0
6613200,0,0,0,0,0,0
6616800,0,0,0,0,0,0
6620400,0,0,0,0,0,0
6624000,0,0,0,0,0,0
6627600,0,0,0,0,0,0
6631200,0,0,0,0,0,0
6634800,0,0,0,0,0,0
6638400,0,0,0,0,0,0
6642000,0,0,0,0,0,0
6645600,0,0,0,0,0,0
6649200,0,0,0,0,0,0
6652800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6656400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6660000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6663600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6667200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6670800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6674400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6678000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6681600,0,0,0,0,0,0
6685200,0,0,0,0,0,0
6688800,0,0,0,0,0,0
6692400,0,0,0,0,0,0
6696000,0,0,0,0,0,0
6699600,0,0,0,0,0,0
6703200,0,0,0,0,0,0
6706800,0,0,0,0,0,0
6710400,0,0,0,0,0,0
6714000,0,0,0,0,0,0
6717600,0,0,0,0,0,0
6721200,0,0,0,0,0,0
6724800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6728400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6732000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6735600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6739200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6742800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6746400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6750000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6753600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6757200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6760800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6764400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6768000,0,0,0,0,0,0
6771600,0,0,0,0,0,0
6775200,0,0,0,0,0,0
6778800,0,0,0,0,0,0
6782400,0,0,0,0,0,0
6786000,0,0,0,0,0,0
6789600,0,0,0,0,0,0
6793200,0,0,0,0,0,0
6796800,0,0,0,0,0,0
6800400,0,0,0,0,0,0
6804000,0,0,0,0,0,0
6807600,0,0,0,0,0,0
6811200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6814800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6818400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6822000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6825600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6829200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6832800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6836400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6840000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6843600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6847200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6850800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6854400,0,0,0,0,0,0
6858000,0,0,0,0,0,0
6861600,0,0,0,0,0,0
6865200,0,0,0,0,0,0
6868800,0,0,0,0,0,0
6872400,0,0,0,0,0,0
6876000,0,0,0,0,0,0
6879600,0,0,0,0,0,0
6883200,0,0,0,0,0,0
6886800,0,0,0,0,0,0
6890400,0,0,0,0,0,0
6894000,0,0,0,0,0,0
6897600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6901200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6904800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6908400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6912000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6915600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6919200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6922800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6926400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6930000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6933600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6937200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6940800,0,0,0,0,0,0
6944400,0,0,0,0,0,0
6948000,0,0,0,0,0,0
6951600,0,0,0,0,0,0
6955200,0,0,0,0,0,0
6958800,0,0,0,0,0,0
6962400,0,0,0,0,0,0
6966000,0,0,0,0,0,0
6969600,0,0,0,0,0,0
6973200,0,0,0,0,0,0
6976800,0,0,0,0,0,0
6980400,0,0,0,0,0,0
6984000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6987600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6991200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6994800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
6998400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7002000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7005600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7009200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7012800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7016400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7020000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7023600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7027200,0,0,0,0,0,0
7030800,0,0,0,0,0,0
7034400,0,0,0,0,0,0
7038000,0,0,0,0,0,0
7041600,0,0,0,0,0,0
7045200,0,0,0,0,0,0
7048800,0,0,0,0,0,0
7052400,0,0,0,0,0,0
7056000,0,0,0,0,0,0
7059600,0,0,0,0,0,0
7063200,0,0,0,0,0,0
7066800,0,0,0,0,0,0
7070400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7074000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7077600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7081200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7084800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7088400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7092000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7095600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7099200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7102800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7106400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7110000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7113600,0,0,0,0,0,0
7117200,0,0,0,0,0,0
7120800,0,0,0,0,0,0
7124400,0,0,0,0,0,0
7128000,0,0,0,0,0,0
7131600,0,0,0,0,0,0
7135200,0,0,0,0,0,0
7138800,0,0,0,0,0,0
7142400,0,0,0,0,0,0
7146000,0,0,0,0,0,0
7149600,0,0,0,0,0,0
7153200,0,0,0,0,0,0
7156800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7160400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7164000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7167600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7171200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7174800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7178400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7182000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7185600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7189200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7192800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7196400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7200000,0,0,0,0,0,0
7203600,0,0,0,0,0,0
7207200,0,0,0,0,0,0
7210800,0,0,0,0,0,0
7214400,0,0,0,0,0,0
7218000,0,0,0,0,0,0
7221600,0,0,0,0,0,0
7225200,0,0,0,0,0,0
7228800,0,0,0,0,0,0
7232400,0,0,0,0,0,0
7236000,0,0,0,0,0,0
7239600,0,0,0,0,0,0
7243200,0,0,0,0,0,0
7246800,0,0,0,0,0,0
7250400,0,0,0,0,0,0
7254000,0,0,0,0,0,0
7257600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7261200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7264800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7268400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7272000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7275600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7279200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7282800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7286400,0,0,0,0,0,0
7290000,0,0,0,0,0,0
7293600,0,0,0,0,0,0
7297200,0,0,0,0,0,0
7300800,0,0,0,0,0,0
7304400,0,0,0,0,0,0
7308000,0,0,0,0,0,0
7311600,0,0,0,0,0,0
7315200,0,0,0,0,0,0
7318800,0,0,0,0,0,0
7322400,0,0,0,0,0,0
7326000,0,0,0,0,0,0
7329600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7333200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7336800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7340400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7344000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7347600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7351200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7354800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7358400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7362000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7365600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7369200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7372800,0,0,0,0,0,0
7376400,0,0,0,0,0,0
7380000,0,0,0,0,0,0
7383600,0,0,0,0,0,0
7387200,0,0,0,0,0,0
7390800,0,0,0,0,0,0
7394400,0,0,0,0,0,0
7398000,0,0,0,0,0,0
7401600,0,0,0,0,0,0
7405200,0,0,0,0,0,0
7408800,0,0,0,0,0,0
7412400,0,0,0,0,0,0
7416000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7419600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7423200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7426800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7430400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7434000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7437600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7441200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7444800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7448400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7452000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7455600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7459200,0,0,0,0,0,0
7462800,0,0,0,0,0,0
7466400,0,0,0,0,0,0
7470000,0,0,0,0,0,0
7473600,0,0,0,0,0,0
7477200,0,0,0,0,0,0
7480800,0,0,0,0,0,0
7484400,0,0,0,0,0,0
7488000,0,0,0,0,0,0
7491600,0,0,0,0,0,0
7495200,0,0,0,0,0,0
7498800,0,0,0,0,0,0
7502400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7506000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7509600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7513200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7516800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7520400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7524000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7527600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7531200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7534800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7538400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7542000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7545600,0,0,0,0,0,0
7549200,0,0,0,0,0,0
7552800,0,0,0,0,0,0
7556400,0,0,0,0,0,0
7560000,0,0,0,0,0,0
7563600,0,0,0,0,0,0
7567200,0,0,0,0,0,0
7570800,0,0,0,0,0,0
7574400,0,0,0,0,0,0
7578000,0,0,0,0,0,0
7581600,0,0,0,0,0,0
7585200,0,0,0,0,0,0
7588800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7592400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7596000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7599600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7603200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7606800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7610400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7614000,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7617600,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7621200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7624800,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7628400,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
7632000,0,0,0,0,0,0
7635600,0,0,0,0,0,0
7639200,0,0,0,0,0,0
7642800,0,0,0,0,0,0
7646400,0,0,0,0,0,0
7650000,0,0,0,0,0,0
7653600,0,0,0,0,0,0
7657200,0,0,0,0,0,0
7660800,0,0,0,0,0,0
7664400,0,0,0,0,0,0
7668000,0,0,0,0,0,0
7671600,0,0,0,0,0,0
7675200,118.000003,118.000003,20.00000068,118.000003,118.000003,20.00000068
