# Optional header information,,
# time: time of occupancy [s],,
# Occupancy: Number of occupants [ppl],,
time,Occupancy[Night],Occupancy[Day]
6364800,0,0
6368400,0,0
6372000,0,0
6375600,0,0
6379200,1,1
6382800,1,1
6386400,1,1
6390000,1,1
6393600,1,1
6397200,1,1
6400800,1,1
6404400,1,1
6408000,1,1
6411600,1,1
6415200,1,1
6418800,1,1
6422400,0,0
6426000,0,0
6429600,0,0
6433200,0,0
6436800,0,0
6440400,0,0
6444000,0,0
6447600,0,0
6451200,0,0
6454800,0,0
6458400,0,0
6462000,0,0
6465600,1,1
6469200,1,1
6472800,1,1
6476400,1,1
6480000,1,1
6483600,1,1
6487200,1,1
6490800,1,1
6494400,1,1
6498000,1,1
6501600,1,1
6505200,1,1
6508800,0,0
6512400,0,0
6516000,0,0
6519600,0,0
6523200,0,0
6526800,0,0
6530400,0,0
6534000,0,0
6537600,0,0
6541200,0,0
6544800,0,0
6548400,0,0
6552000,1,1
6555600,1,1
6559200,1,1
6562800,1,1
6566400,1,1
6570000,1,1
6573600,1,1
6577200,1,1
6580800,1,1
6584400,1,1
6588000,1,1
6591600,1,1
6595200,0,0
6598800,0,0
6602400,0,0
6606000,0,0
6609600,0,0
6613200,0,0
6616800,0,0
6620400,0,0
6624000,0,0
6627600,0,0
6631200,0,0
6634800,0,0
6638400,0,0
6642000,0,0
6645600,0,0
6649200,0,0
6652800,1,1
6656400,1,1
6660000,1,1
6663600,1,1
6667200,1,1
6670800,1,1
6674400,1,1
6678000,1,1
6681600,0,0
6685200,0,0
6688800,0,0
6692400,0,0
6696000,0,0
6699600,0,0
6703200,0,0
6706800,0,0
6710400,0,0
6714000,0,0
6717600,0,0
6721200,0,0
6724800,1,1
6728400,1,1
6732000,1,1
6735600,1,1
6739200,1,1
6742800,1,1
6746400,1,1
6750000,1,1
6753600,1,1
6757200,1,1
6760800,1,1
6764400,1,1
6768000,0,0
6771600,0,0
6775200,0,0
6778800,0,0
6782400,0,0
6786000,0,0
6789600,0,0
6793200,0,0
6796800,0,0
6800400,0,0
6804000,0,0
6807600,0,0
6811200,1,1
6814800,1,1
6818400,1,1
6822000,1,1
6825600,1,1
6829200,1,1
6832800,1,1
6836400,1,1
6840000,1,1
6843600,1,1
6847200,1,1
6850800,1,1
6854400,0,0
6858000,0,0
6861600,0,0
6865200,0,0
6868800,0,0
6872400,0,0
6876000,0,0
6879600,0,0
6883200,0,0
6886800,0,0
6890400,0,0
6894000,0,0
6897600,1,1
6901200,1,1
6904800,1,1
6908400,1,1
6912000,1,1
6915600,1,1
6919200,1,1
6922800,1,1
6926400,1,1
6930000,1,1
6933600,1,1
6937200,1,1
6940800,0,0
6944400,0,0
6948000,0,0
6951600,0,0
6955200,0,0
6958800,0,0
6962400,0,0
6966000,0,0
6969600,0,0
6973200,0,0
6976800,0,0
6980400,0,0
6984000,1,1
6987600,1,1
6991200,1,1
6994800,1,1
6998400,1,1
7002000,1,1
7005600,1,1
7009200,1,1
7012800,1,1
7016400,1,1
7020000,1,1
7023600,1,1
7027200,0,0
7030800,0,0
7034400,0,0
7038000,0,0
7041600,0,0
7045200,0,0
7048800,0,0
7052400,0,0
7056000,0,0
7059600,0,0
7063200,0,0
7066800,0,0
7070400,1,1
7074000,1,1
7077600,1,1
7081200,1,1
7084800,1,1
7088400,1,1
7092000,1,1
7095600,1,1
7099200,1,1
7102800,1,1
7106400,1,1
7110000,1,1
7113600,0,0
7117200,0,0
7120800,0,0
7124400,0,0
7128000,0,0
7131600,0,0
7135200,0,0
7138800,0,0
7142400,0,0
7146000,0,0
7149600,0,0
7153200,0,0
7156800,1,1
7160400,1,1
7164000,1,1
7167600,1,1
7171200,1,1
7174800,1,1
7178400,1,1
7182000,1,1
7185600,1,1
7189200,1,1
7192800,1,1
7196400,1,1
7200000,0,0
7203600,0,0
7207200,0,0
7210800,0,0
7214400,0,0
7218000,0,0
7221600,0,0
7225200,0,0
7228800,0,0
7232400,0,0
7236000,0,0
7239600,0,0
7243200,0,0
7246800,0,0
7250400,0,0
7254000,0,0
7257600,1,1
7261200,1,1
7264800,1,1
7268400,1,1
7272000,1,1
7275600,1,1
7279200,1,1
7282800,1,1
7286400,0,0
7290000,0,0
7293600,0,0
7297200,0,0
7300800,0,0
7304400,0,0
7308000,0,0
7311600,0,0
7315200,0,0
7318800,0,0
7322400,0,0
7326000,0,0
7329600,1,1
7333200,1,1
7336800,1,1
7340400,1,1
7344000,1,1
7347600,1,1
7351200,1,1
7354800,1,1
7358400,1,1
7362000,1,1
7365600,1,1
7369200,1,1
7372800,0,0
7376400,0,0
7380000,0,0
7383600,0,0
7387200,0,0
7390800,0,0
7394400,0,0
7398000,0,0
7401600,0,0
7405200,0,0
7408800,0,0
7412400,0,0
7416000,1,1
7419600,1,1
7423200,1,1
7426800,1,1
7430400,1,1
7434000,1,1
7437600,1,1
7441200,1,1
7444800,1,1
7448400,1,1
7452000,1,1
7455600,1,1
7459200,0,0
7462800,0,0
7466400,0,0
7470000,0,0
7473600,0,0
7477200,0,0
7480800,0,0
7484400,0,0
7488000,0,0
7491600,0,0
7495200,0,0
7498800,0,0
7502400,1,1
7506000,1,1
7509600,1,1
7513200,1,1
7516800,1,1
7520400,1,1
7524000,1,1
7527600,1,1
7531200,1,1
7534800,1,1
7538400,1,1
7542000,1,1
7545600,0,0
7549200,0,0
7552800,0,0
7556400,0,0
7560000,0,0
7563600,0,0
7567200,0,0
7570800,0,0
7574400,0,0
7578000,0,0
7581600,0,0
7585200,0,0
7588800,1,1
7592400,1,1
7596000,1,1
7599600,1,1
7603200,1,1
7606800,1,1
7610400,1,1
7614000,1,1
7617600,1,1
7621200,1,1
7624800,1,1
7628400,1,1
7632000,0,0
7635600,0,0
7639200,0,0
7642800,0,0
7646400,0,0
7650000,0,0
7653600,0,0
7657200,0,0
7660800,0,0
7664400,0,0
7668000,0,0
7671600,0,0
7675200,1,1
7678800,1,1
7682400,1,1
7686000,1,1
7689600,1,1
7693200,1,1
7696800,1,1
7700400,1,1
7704000,1,1
7707600,1,1
7711200,1,1
7714800,1,1
7718400,0,0
7722000,0,0
7725600,0,0
7729200,0,0
7732800,0,0
7736400,0,0
7740000,0,0
7743600,0,0
7747200,0,0
7750800,0,0
7754400,0,0
7758000,0,0
7761600,1,1
7765200,1,1
7768800,1,1
7772400,1,1
7776000,1,1
7779600,1,1
7783200,1,1
7786800,1,1
7790400,1,1
7794000,1,1
7797600,1,1
7801200,1,1
7804800,0,0
7808400,0,0
7812000,0,0
7815600,0,0
7819200,0,0
7822800,0,0
7826400,0,0
7830000,0,0
7833600,0,0
7837200,0,0
7840800,0,0
7844400,0,0
7848000,0,0
7851600,0,0
7855200,0,0
7858800,0,0
7862400,1,1
7866000,1,1
7869600,1,1
7873200,1,1
7876800,1,1
7880400,1,1
7884000,1,1
7887600,1,1
7891200,0,0
7894800,0,0
7898400,0,0
7902000,0,0
7905600,0,0
7909200,0,0
7912800,0,0
7916400,0,0
7920000,0,0
7923600,0,0
7927200,0,0
7930800,0,0
7934400,1,1
7938000,1,1
7941600,1,1
7945200,1,1
7948800,1,1
7952400,1,1
7956000,1,1
7959600,1,1
7963200,1,1
7966800,1,1
7970400,1,1
7974000,1,1
7977600,0,0
7981200,0,0
7984800,0,0
7988400,0,0
7992000,0,0
7995600,0,0
7999200,0,0
8002800,0,0
8006400,0,0
8010000,0,0
8013600,0,0
8017200,0,0
8020800,1,1
8024400,1,1
8028000,1,1
8031600,1,1
8035200,1,1
8038800,1,1
8042400,1,1
8046000,1,1
8049600,1,1
8053200,1,1
8056800,1,1
8060400,1,1
8064000,0,0
8067600,0,0
8071200,0,0
8074800,0,0
8078400,0,0
8082000,0,0
8085600,0,0
8089200,0,0
8092800,0,0
8096400,0,0
8100000,0,0
8103600,0,0
8107200,1,1
8110800,1,1
8114400,1,1
8118000,1,1
8121600,1,1
8125200,1,1
8128800,1,1
8132400,1,1
8136000,1,1
8139600,1,1
8143200,1,1
8146800,1,1
8150400,0,0
8154000,0,0
8157600,0,0
8161200,0,0
8164800,0,0
8168400,0,0
8172000,0,0
8175600,0,0
8179200,0,0
8182800,0,0
8186400,0,0
8190000,0,0
8193600,1,1
8197200,1,1
8200800,1,1
8204400,1,1
8208000,1,1
8211600,1,1
8215200,1,1
8218800,1,1
8222400,1,1
8226000,1,1
8229600,1,1
8233200,1,1
8236800,0,0
8240400,0,0
8244000,0,0
8247600,0,0
8251200,0,0
8254800,0,0
8258400,0,0
8262000,0,0
8265600,0,0
8269200,0,0
8272800,0,0
8276400,0,0
8280000,1,1
8283600,1,1
8287200,1,1
8290800,1,1
8294400,1,1
8298000,1,1
8301600,1,1
8305200,1,1
8308800,1,1
8312400,1,1
8316000,1,1
8319600,1,1
8323200,0,0
8326800,0,0
8330400,0,0
8334000,0,0
8337600,0,0
8341200,0,0
8344800,0,0
8348400,0,0
8352000,0,0
8355600,0,0
8359200,0,0
8362800,0,0
8366400,1,1
8370000,1,1
8373600,1,1
8377200,1,1
8380800,1,1
8384400,1,1
8388000,1,1
8391600,1,1
8395200,1,1
8398800,1,1
8402400,1,1
8406000,1,1
8409600,0,0
8413200,0,0
8416800,0,0
8420400,0,0
8424000,0,0
8427600,0,0
8431200,0,0
8434800,0,0
8438400,0,0
8442000,0,0
8445600,0,0
8449200,0,0
8452800,0,0
8456400,0,0
8460000,0,0
8463600,0,0
8467200,1,1
8470800,1,1
8474400,1,1
8478000,1,1
8481600,1,1
8485200,1,1
8488800,1,1
8492400,1,1
8496000,0,0
8499600,0,0
8503200,0,0
8506800,0,0
8510400,0,0
8514000,0,0
8517600,0,0
8521200,0,0
8524800,0,0
8528400,0,0
8532000,0,0
8535600,0,0
8539200,1,1
8542800,1,1
8546400,1,1
8550000,1,1
8553600,1,1
8557200,1,1
8560800,1,1
8564400,1,1
8568000,1,1
8571600,1,1
8575200,1,1
8578800,1,1
8582400,0,0
8586000,0,0
8589600,0,0
8593200,0,0
8596800,0,0
8600400,0,0
8604000,0,0
8607600,0,0
8611200,0,0
8614800,0,0
8618400,0,0
8622000,0,0
8625600,1,1
8629200,1,1
8632800,1,1
8636400,1,1
8640000,1,1
8643600,1,1
8647200,1,1
8650800,1,1
8654400,1,1
8658000,1,1
8661600,1,1
8665200,1,1
8668800,0,0
8672400,0,0
8676000,0,0
8679600,0,0
8683200,0,0
8686800,0,0
8690400,0,0
8694000,0,0
8697600,0,0
8701200,0,0
8704800,0,0
8708400,0,0
8712000,1,1
8715600,1,1
8719200,1,1
8722800,1,1
8726400,1,1
8730000,1,1
8733600,1,1
8737200,1,1
8740800,1,1
8744400,1,1
8748000,1,1
8751600,1,1
8755200,0,0
8758800,0,0
8762400,0,0
8766000,0,0
8769600,0,0
8773200,0,0
8776800,0,0
8780400,0,0
8784000,0,0
8787600,0,0
8791200,0,0
8794800,0,0
8798400,1,1
8802000,1,1
8805600,1,1
8809200,1,1
8812800,1,1
8816400,1,1
8820000,1,1
8823600,1,1
8827200,1,1
8830800,1,1
8834400,1,1
8838000,1,1
8841600,0,0
8845200,0,0
8848800,0,0
8852400,0,0
8856000,0,0
8859600,0,0
8863200,0,0
8866800,0,0
8870400,0,0
8874000,0,0
8877600,0,0
8881200,0,0
8884800,1,1
8888400,1,1
8892000,1,1
8895600,1,1
8899200,1,1
8902800,1,1
8906400,1,1
8910000,1,1
8913600,1,1
8917200,1,1
8920800,1,1
8924400,1,1
8928000,0,0
8931600,0,0
8935200,0,0
8938800,0,0
8942400,0,0
8946000,0,0
8949600,0,0
8953200,0,0
8956800,0,0
8960400,0,0
8964000,0,0
8967600,0,0
8971200,1,1
8974800,1,1
8978400,1,1
8982000,1,1
8985600,1,1
8989200,1,1
8992800,1,1
8996400,1,1
9000000,1,1
9003600,1,1
9007200,1,1
9010800,1,1
9014400,0,0
9018000,0,0
9021600,0,0
9025200,0,0
9028800,0,0
9032400,0,0
9036000,0,0
9039600,0,0
9043200,0,0
9046800,0,0
9050400,0,0
9054000,0,0
9057600,0,0
9061200,0,0
9064800,0,0
9068400,0,0
9072000,1,1
9075600,1,1
9079200,1,1
9082800,1,1
9086400,1,1
9090000,1,1
9093600,1,1
9097200,1,1
9100800,0,0
9104400,0,0
9108000,0,0
9111600,0,0
9115200,0,0
9118800,0,0
9122400,0,0
9126000,0,0
9129600,0,0
9133200,0,0
9136800,0,0
9140400,0,0
9144000,1,1
9147600,1,1
9151200,1,1
9154800,1,1
9158400,1,1
9162000,1,1
9165600,1,1
9169200,1,1
9172800,1,1
9176400,1,1
9180000,1,1
9183600,1,1
9187200,0,0
9190800,0,0
9194400,0,0
9198000,0,0
9201600,0,0
9205200,0,0
9208800,0,0
9212400,0,0
9216000,0,0
9219600,0,0
9223200,0,0
9226800,0,0
9230400,1,1
9234000,1,1
9237600,1,1
9241200,1,1
9244800,1,1
9248400,1,1
9252000,1,1
9255600,1,1
9259200,1,1
9262800,1,1
9266400,1,1
9270000,1,1
9273600,0,0
9277200,0,0
9280800,0,0
9284400,0,0
9288000,0,0
9291600,0,0
9295200,0,0
9298800,0,0
9302400,0,0
9306000,0,0
9309600,0,0
9313200,0,0
9316800,1,1
9320400,1,1
9324000,1,1
9327600,1,1
9331200,1,1
9334800,1,1
9338400,1,1
9342000,1,1
9345600,1,1
9349200,1,1
9352800,1,1
9356400,1,1
9360000,0,0
9363600,0,0
9367200,0,0
9370800,0,0
9374400,0,0
9378000,0,0
9381600,0,0
9385200,0,0
9388800,0,0
9392400,0,0
9396000,0,0
9399600,0,0
9403200,1,1
9406800,1,1
9410400,1,1
9414000,1,1
9417600,1,1
9421200,1,1
9424800,1,1
9428400,1,1
9432000,1,1
9435600,1,1
9439200,1,1
9442800,1,1
9446400,0,0
9450000,0,0
9453600,0,0
9457200,0,0
9460800,0,0
9464400,0,0
9468000,0,0
9471600,0,0
9475200,0,0
9478800,0,0
9482400,0,0
9486000,0,0
9489600,1,1
9493200,1,1
9496800,1,1
9500400,1,1
9504000,1,1
9507600,1,1
9511200,1,1
9514800,1,1
9518400,1,1
9522000,1,1
9525600,1,1
9529200,1,1
9532800,0,0
9536400,0,0
9540000,0,0
9543600,0,0
9547200,0,0
9550800,0,0
9554400,0,0
9558000,0,0
9561600,0,0
9565200,0,0
9568800,0,0
9572400,0,0
9576000,1,1
9579600,1,1
9583200,1,1
9586800,1,1
9590400,1,1
9594000,1,1
9597600,1,1
9601200,1,1
9604800,1,1
9608400,1,1
9612000,1,1
9615600,1,1
9619200,0,0
9622800,0,0
9626400,0,0
9630000,0,0
9633600,0,0
9637200,0,0
9640800,0,0
9644400,0,0
9648000,0,0
9651600,0,0
9655200,0,0
9658800,0,0
9662400,0,0
9666000,0,0
9669600,0,0
9673200,0,0
9676800,1,1
9680400,1,1
9684000,1,1
9687600,1,1
9691200,1,1
9694800,1,1
9698400,1,1
9702000,1,1
9705600,0,0
9709200,0,0
9712800,0,0
9716400,0,0
9720000,0,0
9723600,0,0
9727200,0,0
9730800,0,0
9734400,0,0
9738000,0,0
9741600,0,0
9745200,0,0
9748800,1,1
9752400,1,1
9756000,1,1
9759600,1,1
9763200,1,1
9766800,1,1
9770400,1,1
9774000,1,1
9777600,1,1
9781200,1,1
9784800,1,1
9788400,1,1
9792000,0,0
9795600,0,0
9799200,0,0
9802800,0,0
9806400,0,0
9810000,0,0
9813600,0,0
9817200,0,0
9820800,0,0
9824400,0,0
9828000,0,0
9831600,0,0
9835200,1,1
9838800,1,1
9842400,1,1
9846000,1,1
9849600,1,1
9853200,1,1
9856800,1,1
9860400,1,1
9864000,1,1
9867600,1,1
9871200,1,1
9874800,1,1
9878400,0,0
9882000,0,0
9885600,0,0
9889200,0,0
9892800,0,0
9896400,0,0
9900000,0,0
9903600,0,0
9907200,0,0
9910800,0,0
9914400,0,0
9918000,0,0
9921600,1,1
9925200,1,1
9928800,1,1
9932400,1,1
9936000,1,1
9939600,1,1
9943200,1,1
9946800,1,1
9950400,1,1
9954000,1,1
9957600,1,1
9961200,1,1
9964800,0,0
9968400,0,0
9972000,0,0
9975600,0,0
9979200,0,0
9982800,0,0
9986400,0,0
9990000,0,0
9993600,0,0
9997200,0,0
10000800,0,0
10004400,0,0
10008000,1,1
10011600,1,1
10015200,1,1
10018800,1,1
10022400,1,1
10026000,1,1
10029600,1,1
10033200,1,1
10036800,1,1
10040400,1,1
10044000,1,1
10047600,1,1
10051200,0,0
10054800,0,0
10058400,0,0
10062000,0,0
10065600,0,0
10069200,0,0
10072800,0,0
10076400,0,0
10080000,0,0
10083600,0,0
10087200,0,0
10090800,0,0
10094400,1,1
10098000,1,1
10101600,1,1
10105200,1,1
10108800,1,1
10112400,1,1
10116000,1,1
10119600,1,1
10123200,1,1
10126800,1,1
10130400,1,1
10134000,1,1
10137600,0,0
10141200,0,0
10144800,0,0
10148400,0,0
10152000,0,0
10155600,0,0
10159200,0,0
10162800,0,0
10166400,0,0
10170000,0,0
10173600,0,0
10177200,0,0
10180800,1,1
10184400,1,1
10188000,1,1
10191600,1,1
10195200,1,1
10198800,1,1
10202400,1,1
10206000,1,1
10209600,1,1
10213200,1,1
10216800,1,1
10220400,1,1
10224000,0,0
10227600,0,0
10231200,0,0
10234800,0,0
10238400,0,0
10242000,0,0
10245600,0,0
10249200,0,0
10252800,0,0
10256400,0,0
10260000,0,0
10263600,0,0
10267200,0,0
10270800,0,0
10274400,0,0
10278000,0,0
10281600,1,1
10285200,1,1
10288800,1,1
10292400,1,1
10296000,1,1
10299600,1,1
10303200,1,1
10306800,1,1
10310400,0,0
10314000,0,0
10317600,0,0
10321200,0,0
10324800,0,0
10328400,0,0
10332000,0,0
10335600,0,0
10339200,0,0
10342800,0,0
10346400,0,0
10350000,0,0
10353600,1,1
10357200,1,1
10360800,1,1
10364400,1,1
10368000,1,1
10371600,1,1
10375200,1,1
10378800,1,1
10382400,1,1
10386000,1,1
10389600,1,1
10393200,1,1
10396800,0,0
10400400,0,0
10404000,0,0
10407600,0,0
10411200,0,0
10414800,0,0
10418400,0,0
10422000,0,0
10425600,0,0
10429200,0,0
10432800,0,0
10436400,0,0
10440000,1,1
10443600,1,1
10447200,1,1
10450800,1,1
10454400,1,1
10458000,1,1
10461600,1,1
10465200,1,1
10468800,1,1
10472400,1,1
10476000,1,1
10479600,1,1
10483200,0,0
10486800,0,0
10490400,0,0
10494000,0,0
10497600,0,0
10501200,0,0
10504800,0,0
10508400,0,0
10512000,0,0
10515600,0,0
10519200,0,0
10522800,0,0
10526400,1,1
10530000,1,1
10533600,1,1
10537200,1,1
10540800,1,1
10544400,1,1
10548000,1,1
10551600,1,1
10555200,1,1
10558800,1,1
10562400,1,1
10566000,1,1
10569600,0,0
10573200,0,0
10576800,0,0
10580400,0,0
10584000,0,0
10587600,0,0
10591200,0,0
10594800,0,0
10598400,0,0
10602000,0,0
10605600,0,0
10609200,0,0
10612800,1,1
10616400,1,1
10620000,1,1
10623600,1,1
10627200,1,1
10630800,1,1
10634400,1,1
10638000,1,1
10641600,1,1
10645200,1,1
10648800,1,1
10652400,1,1
10656000,0,0
10659600,0,0
10663200,0,0
10666800,0,0
10670400,0,0
10674000,0,0
10677600,0,0
10681200,0,0
10684800,0,0
10688400,0,0
10692000,0,0
10695600,0,0
10699200,1,1
10702800,1,1
10706400,1,1
10710000,1,1
10713600,1,1
10717200,1,1
10720800,1,1
10724400,1,1
10728000,1,1
10731600,1,1
10735200,1,1
10738800,1,1
10742400,0,0
10746000,0,0
10749600,0,0
10753200,0,0
10756800,0,0
10760400,0,0
10764000,0,0
10767600,0,0
10771200,0,0
10774800,0,0
10778400,0,0
10782000,0,0
10785600,1,1
10789200,1,1
10792800,1,1
10796400,1,1
10800000,1,1
10803600,1,1
10807200,1,1
10810800,1,1
10814400,1,1
10818000,1,1
10821600,1,1
10825200,1,1
10828800,0,0
10832400,0,0
10836000,0,0
10839600,0,0
10843200,0,0
10846800,0,0
10850400,0,0
10854000,0,0
10857600,0,0
10861200,0,0
10864800,0,0
10868400,0,0
10872000,0,0
10875600,0,0
10879200,0,0
10882800,0,0
10886400,1,1
10890000,1,1
10893600,1,1
10897200,1,1
10900800,1,1
10904400,1,1
10908000,1,1
10911600,1,1
10915200,0,0
10918800,0,0
10922400,0,0
10926000,0,0
10929600,0,0
10933200,0,0
10936800,0,0
10940400,0,0
10944000,0,0
10947600,0,0
10951200,0,0
10954800,0,0
10958400,1,1
10962000,1,1
10965600,1,1
10969200,1,1
10972800,1,1
10976400,1,1
10980000,1,1
10983600,1,1
10987200,1,1
10990800,1,1
10994400,1,1
10998000,1,1
11001600,0,0
11005200,0,0
11008800,0,0
11012400,0,0
11016000,0,0
11019600,0,0
11023200,0,0
11026800,0,0
11030400,0,0
11034000,0,0
11037600,0,0
11041200,0,0
11044800,1,1
11048400,1,1
11052000,1,1
11055600,1,1
11059200,1,1
11062800,1,1
11066400,1,1
11070000,1,1
11073600,1,1
11077200,1,1
11080800,1,1
11084400,1,1
11088000,0,0
11091600,0,0
11095200,0,0
11098800,0,0
11102400,0,0
11106000,0,0
11109600,0,0
11113200,0,0
11116800,0,0
11120400,0,0
11124000,0,0
11127600,0,0
11131200,1,1
11134800,1,1
11138400,1,1
11142000,1,1
11145600,1,1
11149200,1,1
11152800,1,1
11156400,1,1
11160000,1,1
11163600,1,1
11167200,1,1
11170800,1,1
11174400,0,0
11178000,0,0
11181600,0,0
11185200,0,0
11188800,0,0
11192400,0,0
11196000,0,0
11199600,0,0
11203200,0,0
11206800,0,0
11210400,0,0
11214000,0,0
11217600,1,1
11221200,1,1
11224800,1,1
11228400,1,1
11232000,1,1
11235600,1,1
11239200,1,1
11242800,1,1
11246400,1,1
11250000,1,1
11253600,1,1
11257200,1,1
11260800,0,0
11264400,0,0
11268000,0,0
11271600,0,0
11275200,0,0
11278800,0,0
11282400,0,0
11286000,0,0
11289600,0,0
11293200,0,0
11296800,0,0
11300400,0,0
11304000,1,1
11307600,1,1
11311200,1,1
11314800,1,1
11318400,1,1
11322000,1,1
11325600,1,1
11329200,1,1
11332800,1,1
11336400,1,1
11340000,1,1
11343600,1,1
11347200,0,0
11350800,0,0
11354400,0,0
11358000,0,0
11361600,0,0
11365200,0,0
11368800,0,0
11372400,0,0
11376000,0,0
11379600,0,0
11383200,0,0
11386800,0,0
11390400,1,1
11394000,1,1
11397600,1,1
11401200,1,1
11404800,1,1
11408400,1,1
11412000,1,1
11415600,1,1
11419200,1,1
11422800,1,1
11426400,1,1
11430000,1,1
11433600,0,0
11437200,0,0
11440800,0,0
11444400,0,0
11448000,0,0
11451600,0,0
11455200,0,0
11458800,0,0
11462400,0,0
11466000,0,0
11469600,0,0
11473200,0,0
11476800,0,0
11480400,0,0
11484000,0,0
11487600,0,0
11491200,1,1
11494800,1,1
11498400,1,1
11502000,1,1
11505600,1,1
11509200,1,1
11512800,1,1
11516400,1,1
11520000,0,0
11523600,0,0
11527200,0,0
11530800,0,0
11534400,0,0
11538000,0,0
11541600,0,0
11545200,0,0
11548800,0,0
11552400,0,0
11556000,0,0
11559600,0,0
11563200,1,1
11566800,1,1
11570400,1,1
11574000,1,1
11577600,1,1
11581200,1,1
11584800,1,1
11588400,1,1
11592000,1,1
11595600,1,1
11599200,1,1
11602800,1,1
11606400,0,0
11610000,0,0
11613600,0,0
11617200,0,0
11620800,0,0
11624400,0,0
11628000,0,0
11631600,0,0
11635200,0,0
11638800,0,0
11642400,0,0
11646000,0,0
11649600,1,1
11653200,1,1
11656800,1,1
11660400,1,1
11664000,1,1
11667600,1,1
11671200,1,1
11674800,1,1
11678400,1,1
11682000,1,1
11685600,1,1
11689200,1,1
11692800,0,0
11696400,0,0
11700000,0,0
11703600,0,0
11707200,0,0
11710800,0,0
11714400,0,0
11718000,0,0
11721600,0,0
11725200,0,0
11728800,0,0
11732400,0,0
11736000,1,1
11739600,1,1
11743200,1,1
11746800,1,1
11750400,1,1
11754000,1,1
11757600,1,1
11761200,1,1
11764800,1,1
11768400,1,1
11772000,1,1
11775600,1,1
11779200,0,0
11782800,0,0
11786400,0,0
11790000,0,0
11793600,0,0
11797200,0,0
11800800,0,0
11804400,0,0
11808000,0,0
11811600,0,0
11815200,0,0
11818800,0,0
11822400,1,1
11826000,1,1
11829600,1,1
11833200,1,1
11836800,1,1
11840400,1,1
11844000,1,1
11847600,1,1
11851200,1,1
11854800,1,1
11858400,1,1
11862000,1,1
11865600,0,0
11869200,0,0
11872800,0,0
11876400,0,0
11880000,0,0
11883600,0,0
11887200,0,0
11890800,0,0
11894400,0,0
11898000,0,0
11901600,0,0
11905200,0,0
11908800,1,1
11912400,1,1
11916000,1,1
11919600,1,1
11923200,1,1
11926800,1,1
11930400,1,1
11934000,1,1
11937600,1,1
11941200,1,1
11944800,1,1
11948400,1,1
11952000,0,0
11955600,0,0
11959200,0,0
11962800,0,0
11966400,0,0
11970000,0,0
11973600,0,0
11977200,0,0
11980800,0,0
11984400,0,0
11988000,0,0
11991600,0,0
11995200,1,1
11998800,1,1
12002400,1,1
12006000,1,1
12009600,1,1
12013200,1,1
12016800,1,1
12020400,1,1
12024000,1,1
12027600,1,1
12031200,1,1
12034800,1,1
12038400,0,0
12042000,0,0
12045600,0,0
12049200,0,0
12052800,0,0
12056400,0,0
12060000,0,0
12063600,0,0
12067200,0,0
12070800,0,0
12074400,0,0
12078000,0,0
12081600,0,0
12085200,0,0
12088800,0,0
12092400,0,0
12096000,1,1
12099600,1,1
12103200,1,1
12106800,1,1
12110400,1,1
12114000,1,1
12117600,1,1
12121200,1,1
12124800,0,0
12128400,0,0
12132000,0,0
12135600,0,0
12139200,0,0
12142800,0,0
12146400,0,0
12150000,0,0
12153600,0,0
12157200,0,0
12160800,0,0
12164400,0,0
12168000,1,1
12171600,1,1
12175200,1,1
12178800,1,1
12182400,1,1
12186000,1,1
12189600,1,1
12193200,1,1
12196800,1,1
12200400,1,1
12204000,1,1
12207600,1,1
12211200,0,0
12214800,0,0
12218400,0,0
12222000,0,0
12225600,0,0
12229200,0,0
12232800,0,0
12236400,0,0
12240000,0,0
12243600,0,0
12247200,0,0
12250800,0,0
12254400,1,1
12258000,1,1
12261600,1,1
12265200,1,1
12268800,1,1
12272400,1,1
12276000,1,1
12279600,1,1
12283200,1,1
12286800,1,1
12290400,1,1
12294000,1,1
12297600,0,0
12301200,0,0
12304800,0,0
12308400,0,0
12312000,0,0
12315600,0,0
12319200,0,0
12322800,0,0
12326400,0,0
12330000,0,0
12333600,0,0
12337200,0,0
12340800,1,1
12344400,1,1
12348000,1,1
12351600,1,1
12355200,1,1
12358800,1,1
12362400,1,1
12366000,1,1
12369600,1,1
12373200,1,1
12376800,1,1
12380400,1,1
12384000,0,0
12387600,0,0
12391200,0,0
12394800,0,0
12398400,0,0
12402000,0,0
12405600,0,0
12409200,0,0
12412800,0,0
12416400,0,0
12420000,0,0
12423600,0,0
12427200,1,1
12430800,1,1
12434400,1,1
12438000,1,1
12441600,1,1
12445200,1,1
12448800,1,1
12452400,1,1
12456000,1,1
12459600,1,1
12463200,1,1
12466800,1,1
12470400,0,0
12474000,0,0
12477600,0,0
12481200,0,0
12484800,0,0
12488400,0,0
12492000,0,0
12495600,0,0
12499200,0,0
12502800,0,0
12506400,0,0
12510000,0,0
12513600,1,1
12517200,1,1
12520800,1,1
12524400,1,1
12528000,1,1
12531600,1,1
12535200,1,1
12538800,1,1
12542400,1,1
12546000,1,1
12549600,1,1
12553200,1,1
12556800,0,0
12560400,0,0
12564000,0,0
12567600,0,0
12571200,0,0
12574800,0,0
12578400,0,0
12582000,0,0
12585600,0,0
12589200,0,0
12592800,0,0
12596400,0,0
12600000,1,1
12603600,1,1
12607200,1,1
12610800,1,1
12614400,1,1
12618000,1,1
12621600,1,1
12625200,1,1
12628800,1,1
12632400,1,1
