# time: time [s],,,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,,
# InternalGainsRad: Radiative internal gains [W],,,,,,,
# InternalGainsCon: Convective internal gains [W],,,,,,,
# InternalGainsLat: Latent internal gains [W],,,,,,,
# Occupancy: Number of occupants [ppl],,,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,,
Time,UpperSetp[1],LowerSetp[1],InternalGainsRad[1],InternalGainsCon[1],InternalGainsLat[1],Occupancy[1],UpperCO2[1]
1618200,297.15,294.15,552.24,419.360016,90,2,894
1618800,297.15,294.15,552.24,419.360016,90,2,894
1619400,297.15,294.15,552.24,419.360016,90,2,894
1620000,297.15,294.15,552.24,419.360016,90,2,894
1620600,303.15,288.15,46.464,36.096,0,0,1500
1621200,303.15,288.15,46.464,36.096,0,0,1500
1621800,303.15,288.15,46.464,36.096,0,0,1500
1622400,303.15,288.15,46.464,36.096,0,0,1500
1623000,303.15,288.15,46.464,36.096,0,0,1500
1623600,303.15,288.15,46.464,36.096,0,0,1500
1624200,303.15,288.15,46.464,36.096,0,0,1500
1624800,303.15,288.15,46.464,36.096,0,0,1500
1625400,303.15,288.15,46.464,36.096,0,0,1500
1626000,303.15,288.15,46.464,36.096,0,0,1500
1626600,303.15,288.15,46.464,36.096,0,0,1500
1627200,303.15,288.15,46.464,36.096,0,0,1500
1627800,303.15,288.15,46.464,36.096,0,0,1500
1628400,303.15,288.15,46.464,36.096,0,0,1500
1629000,303.15,288.15,46.464,36.096,0,0,1500
1629600,303.15,288.15,46.464,36.096,0,0,1500
1630200,303.15,288.15,46.464,36.096,0,0,1500
1630800,303.15,288.15,46.464,36.096,0,0,1500
1631400,303.15,288.15,46.464,36.096,0,0,1500
1632000,303.15,288.15,46.464,36.096,0,0,1500
1632600,303.15,288.15,46.464,36.096,0,0,1500
1633200,303.15,288.15,46.464,36.096,0,0,1500
1633800,303.15,288.15,46.464,36.096,0,0,1500
1634400,303.15,288.15,46.464,36.096,0,0,1500
1635000,303.15,288.15,46.464,36.096,0,0,1500
1635600,303.15,288.15,46.464,36.096,0,0,1500
1636200,303.15,288.15,46.464,36.096,0,0,1500
1636800,303.15,288.15,46.464,36.096,0,0,1500
1637400,303.15,288.15,46.464,36.096,0,0,1500
1638000,303.15,288.15,46.464,36.096,0,0,1500
1638600,303.15,288.15,46.464,36.096,0,0,1500
1639200,303.15,288.15,46.464,36.096,0,0,1500
1639800,303.15,288.15,46.464,36.096,0,0,1500
1640400,303.15,288.15,46.464,36.096,0,0,1500
1641000,303.15,288.15,46.464,36.096,0,0,1500
1641600,303.15,288.15,46.464,36.096,0,0,1500
1642200,303.15,288.15,46.464,36.096,0,0,1500
1642800,303.15,288.15,46.464,36.096,0,0,1500
1643400,303.15,288.15,46.464,36.096,0,0,1500
1644000,303.15,288.15,46.464,36.096,0,0,1500
1644600,303.15,288.15,46.464,36.096,0,0,1500
1645200,303.15,288.15,46.464,36.096,0,0,1500
1645800,303.15,288.15,46.464,36.096,0,0,1500
1646400,303.15,288.15,46.464,36.096,0,0,1500
1647000,303.15,288.15,46.464,36.096,0,0,1500
1647600,303.15,288.15,46.464,36.096,0,0,1500
1648200,303.15,288.15,46.464,36.096,0,0,1500
1648800,303.15,288.15,46.464,36.096,0,0,1500
1649400,303.15,288.15,46.464,36.096,0,0,1500
1650000,303.15,288.15,46.464,36.096,0,0,1500
1650600,303.15,288.15,46.464,36.096,0,0,1500
1651200,303.15,288.15,46.464,36.096,0,0,1500
1651800,303.15,288.15,46.464,36.096,0,0,1500
1652400,303.15,288.15,46.464,36.096,0,0,1500
1653000,303.15,288.15,46.464,36.096,0,0,1500
1653600,303.15,288.15,46.464,36.096,0,0,1500
1654200,303.15,288.15,46.464,36.096,0,0,1500
1654800,303.15,288.15,46.464,36.096,0,0,1500
1655400,303.15,288.15,46.464,36.096,0,0,1500
1656000,303.15,288.15,46.464,36.096,0,0,1500
1656600,303.15,288.15,46.464,36.096,0,0,1500
1657200,303.15,288.15,46.464,36.096,0,0,1500
1657800,303.15,288.15,46.464,36.096,0,0,1500
1658400,303.15,288.15,46.464,36.096,0,0,1500
1659000,303.15,288.15,46.464,36.096,0,0,1500
1659600,303.15,288.15,46.464,36.096,0,0,1500
1660200,303.15,288.15,46.464,36.096,0,0,1500
1660800,303.15,288.15,46.464,36.096,0,0,1500
1661400,303.15,288.15,46.464,36.096,0,0,1500
1662000,303.15,288.15,46.464,36.096,0,0,1500
1662600,303.15,288.15,46.464,36.096,0,0,1500
1663200,303.15,288.15,46.464,36.096,0,0,1500
1663800,303.15,288.15,46.464,36.096,0,0,1500
1664400,303.15,288.15,46.464,36.096,0,0,1500
1665000,303.15,288.15,46.464,36.096,0,0,1500
1665600,303.15,288.15,46.464,36.096,0,0,1500
1666200,303.15,288.15,46.464,36.096,0,0,1500
1666800,303.15,288.15,46.464,36.096,0,0,1500
1667400,303.15,288.15,46.464,36.096,0,0,1500
1668000,303.15,288.15,46.464,36.096,0,0,1500
1668600,303.15,288.15,46.464,36.096,0,0,1500
1669200,303.15,288.15,46.464,36.096,0,0,1500
1669800,303.15,288.15,46.464,36.096,0,0,1500
1670400,297.15,294.15,552.24,419.360016,90,2,894
1671000,297.15,294.15,552.24,419.360016,90,2,894
1671600,297.15,294.15,552.24,419.360016,90,2,894
1672200,297.15,294.15,552.24,419.360016,90,2,894
1672800,297.15,294.15,552.24,419.360016,90,2,894
1673400,297.15,294.15,552.24,419.360016,90,2,894
1674000,297.15,294.15,552.24,419.360016,90,2,894
1674600,297.15,294.15,552.24,419.360016,90,2,894
1675200,297.15,294.15,552.24,419.360016,90,2,894
1675800,297.15,294.15,552.24,419.360016,90,2,894
1676400,297.15,294.15,552.24,419.360016,90,2,894
1677000,297.15,294.15,552.24,419.360016,90,2,894
1677600,297.15,294.15,552.24,419.360016,90,2,894
1678200,297.15,294.15,552.24,419.360016,90,2,894
1678800,297.15,294.15,552.24,419.360016,90,2,894
1679400,297.15,294.15,552.24,419.360016,90,2,894
1680000,297.15,294.15,552.24,419.360016,90,2,894
1680600,297.15,294.15,552.24,419.360016,90,2,894
1681200,297.15,294.15,552.24,419.360016,90,2,894
1681800,297.15,294.15,552.24,419.360016,90,2,894
1682400,297.15,294.15,552.24,419.360016,90,2,894
1683000,297.15,294.15,552.24,419.360016,90,2,894
1683600,297.15,294.15,552.24,419.360016,90,2,894
1684200,297.15,294.15,552.24,419.360016,90,2,894
1684800,297.15,294.15,552.24,419.360016,90,2,894
1685400,297.15,294.15,552.24,419.360016,90,2,894
1686000,297.15,294.15,552.24,419.360016,90,2,894
1686600,297.15,294.15,552.24,419.360016,90,2,894
1687200,297.15,294.15,552.24,419.360016,90,2,894
1687800,297.15,294.15,552.24,419.360016,90,2,894
1688400,297.15,294.15,552.24,419.360016,90,2,894
1689000,297.15,294.15,552.24,419.360016,90,2,894
1689600,297.15,294.15,552.24,419.360016,90,2,894
1690200,297.15,294.15,552.24,419.360016,90,2,894
1690800,297.15,294.15,552.24,419.360016,90,2,894
1691400,297.15,294.15,552.24,419.360016,90,2,894
1692000,297.15,294.15,552.24,419.360016,90,2,894
1692600,297.15,294.15,552.24,419.360016,90,2,894
1693200,297.15,294.15,552.24,419.360016,90,2,894
1693800,297.15,294.15,552.24,419.360016,90,2,894
1694400,297.15,294.15,552.24,419.360016,90,2,894
1695000,297.15,294.15,552.24,419.360016,90,2,894
1695600,297.15,294.15,552.24,419.360016,90,2,894
1696200,297.15,294.15,552.24,419.360016,90,2,894
1696800,297.15,294.15,552.24,419.360016,90,2,894
1697400,297.15,294.15,552.24,419.360016,90,2,894
1698000,297.15,294.15,552.24,419.360016,90,2,894
1698600,297.15,294.15,552.24,419.360016,90,2,894
1699200,297.15,294.15,552.24,419.360016,90,2,894
1699800,297.15,294.15,552.24,419.360016,90,2,894
1700400,297.15,294.15,552.24,419.360016,90,2,894
1701000,297.15,294.15,552.24,419.360016,90,2,894
1701600,297.15,294.15,552.24,419.360016,90,2,894
1702200,297.15,294.15,552.24,419.360016,90,2,894
1702800,297.15,294.15,552.24,419.360016,90,2,894
1703400,297.15,294.15,552.24,419.360016,90,2,894
1704000,297.15,294.15,552.24,419.360016,90,2,894
1704600,297.15,294.15,552.24,419.360016,90,2,894
1705200,297.15,294.15,552.24,419.360016,90,2,894
1705800,297.15,294.15,552.24,419.360016,90,2,894
1706400,297.15,294.15,552.24,419.360016,90,2,894
1707000,303.15,288.15,46.464,36.096,0,0,1500
1707600,303.15,288.15,46.464,36.096,0,0,1500
1708200,303.15,288.15,46.464,36.096,0,0,1500
1708800,303.15,288.15,46.464,36.096,0,0,1500
1709400,303.15,288.15,46.464,36.096,0,0,1500
1710000,303.15,288.15,46.464,36.096,0,0,1500
1710600,303.15,288.15,46.464,36.096,0,0,1500
1711200,303.15,288.15,46.464,36.096,0,0,1500
1711800,303.15,288.15,46.464,36.096,0,0,1500
1712400,303.15,288.15,46.464,36.096,0,0,1500
1713000,303.15,288.15,46.464,36.096,0,0,1500
1713600,303.15,288.15,46.464,36.096,0,0,1500
1714200,303.15,288.15,46.464,36.096,0,0,1500
1714800,303.15,288.15,46.464,36.096,0,0,1500
1715400,303.15,288.15,46.464,36.096,0,0,1500
1716000,303.15,288.15,46.464,36.096,0,0,1500
1716600,303.15,288.15,46.464,36.096,0,0,1500
1717200,303.15,288.15,46.464,36.096,0,0,1500
1717800,303.15,288.15,46.464,36.096,0,0,1500
1718400,303.15,288.15,46.464,36.096,0,0,1500
1719000,303.15,288.15,46.464,36.096,0,0,1500
1719600,303.15,288.15,46.464,36.096,0,0,1500
1720200,303.15,288.15,46.464,36.096,0,0,1500
1720800,303.15,288.15,46.464,36.096,0,0,1500
1721400,303.15,288.15,46.464,36.096,0,0,1500
1722000,303.15,288.15,46.464,36.096,0,0,1500
1722600,303.15,288.15,46.464,36.096,0,0,1500
1723200,303.15,288.15,46.464,36.096,0,0,1500
1723800,303.15,288.15,46.464,36.096,0,0,1500
1724400,303.15,288.15,46.464,36.096,0,0,1500
1725000,303.15,288.15,46.464,36.096,0,0,1500
1725600,303.15,288.15,46.464,36.096,0,0,1500
1726200,303.15,288.15,46.464,36.096,0,0,1500
1726800,303.15,288.15,46.464,36.096,0,0,1500
1727400,303.15,288.15,46.464,36.096,0,0,1500
1728000,303.15,288.15,46.464,36.096,0,0,1500
1728600,303.15,288.15,46.464,36.096,0,0,1500
1729200,303.15,288.15,46.464,36.096,0,0,1500
1729800,303.15,288.15,46.464,36.096,0,0,1500
1730400,303.15,288.15,46.464,36.096,0,0,1500
1731000,303.15,288.15,46.464,36.096,0,0,1500
1731600,303.15,288.15,46.464,36.096,0,0,1500
1732200,303.15,288.15,46.464,36.096,0,0,1500
1732800,303.15,288.15,46.464,36.096,0,0,1500
1733400,303.15,288.15,46.464,36.096,0,0,1500
1734000,303.15,288.15,46.464,36.096,0,0,1500
1734600,303.15,288.15,46.464,36.096,0,0,1500
1735200,303.15,288.15,46.464,36.096,0,0,1500
1735800,303.15,288.15,46.464,36.096,0,0,1500
1736400,303.15,288.15,46.464,36.096,0,0,1500
1737000,303.15,288.15,46.464,36.096,0,0,1500
1737600,303.15,288.15,46.464,36.096,0,0,1500
1738200,303.15,288.15,46.464,36.096,0,0,1500
1738800,303.15,288.15,46.464,36.096,0,0,1500
1739400,303.15,288.15,46.464,36.096,0,0,1500
1740000,303.15,288.15,46.464,36.096,0,0,1500
1740600,303.15,288.15,46.464,36.096,0,0,1500
1741200,303.15,288.15,46.464,36.096,0,0,1500
1741800,303.15,288.15,46.464,36.096,0,0,1500
1742400,303.15,288.15,46.464,36.096,0,0,1500
1743000,303.15,288.15,46.464,36.096,0,0,1500
1743600,303.15,288.15,46.464,36.096,0,0,1500
1744200,303.15,288.15,46.464,36.096,0,0,1500
1744800,303.15,288.15,46.464,36.096,0,0,1500
1745400,303.15,288.15,46.464,36.096,0,0,1500
1746000,303.15,288.15,46.464,36.096,0,0,1500
1746600,303.15,288.15,46.464,36.096,0,0,1500
1747200,303.15,288.15,46.464,36.096,0,0,1500
1747800,303.15,288.15,46.464,36.096,0,0,1500
1748400,303.15,288.15,46.464,36.096,0,0,1500
1749000,303.15,288.15,46.464,36.096,0,0,1500
1749600,303.15,288.15,46.464,36.096,0,0,1500
1750200,303.15,288.15,46.464,36.096,0,0,1500
1750800,303.15,288.15,46.464,36.096,0,0,1500
1751400,303.15,288.15,46.464,36.096,0,0,1500
1752000,303.15,288.15,46.464,36.096,0,0,1500
1752600,303.15,288.15,46.464,36.096,0,0,1500
1753200,303.15,288.15,46.464,36.096,0,0,1500
1753800,303.15,288.15,46.464,36.096,0,0,1500
1754400,303.15,288.15,46.464,36.096,0,0,1500
1755000,303.15,288.15,46.464,36.096,0,0,1500
1755600,303.15,288.15,46.464,36.096,0,0,1500
1756200,303.15,288.15,46.464,36.096,0,0,1500
1756800,297.15,294.15,552.24,419.360016,90,2,894
1757400,297.15,294.15,552.24,419.360016,90,2,894
1758000,297.15,294.15,552.24,419.360016,90,2,894
1758600,297.15,294.15,552.24,419.360016,90,2,894
1759200,297.15,294.15,552.24,419.360016,90,2,894
1759800,297.15,294.15,552.24,419.360016,90,2,894
1760400,297.15,294.15,552.24,419.360016,90,2,894
1761000,297.15,294.15,552.24,419.360016,90,2,894
1761600,297.15,294.15,552.24,419.360016,90,2,894
1762200,297.15,294.15,552.24,419.360016,90,2,894
1762800,297.15,294.15,552.24,419.360016,90,2,894
1763400,297.15,294.15,552.24,419.360016,90,2,894
1764000,297.15,294.15,552.24,419.360016,90,2,894
1764600,297.15,294.15,552.24,419.360016,90,2,894
1765200,297.15,294.15,552.24,419.360016,90,2,894
1765800,297.15,294.15,552.24,419.360016,90,2,894
1766400,297.15,294.15,552.24,419.360016,90,2,894
1767000,297.15,294.15,552.24,419.360016,90,2,894
1767600,297.15,294.15,552.24,419.360016,90,2,894
1768200,297.15,294.15,552.24,419.360016,90,2,894
1768800,297.15,294.15,552.24,419.360016,90,2,894
1769400,297.15,294.15,552.24,419.360016,90,2,894
1770000,297.15,294.15,552.24,419.360016,90,2,894
1770600,297.15,294.15,552.24,419.360016,90,2,894
1771200,297.15,294.15,552.24,419.360016,90,2,894
1771800,297.15,294.15,552.24,419.360016,90,2,894
1772400,297.15,294.15,552.24,419.360016,90,2,894
1773000,297.15,294.15,552.24,419.360016,90,2,894
1773600,297.15,294.15,552.24,419.360016,90,2,894
1774200,297.15,294.15,552.24,419.360016,90,2,894
1774800,297.15,294.15,552.24,419.360016,90,2,894
1775400,297.15,294.15,552.24,419.360016,90,2,894
1776000,297.15,294.15,552.24,419.360016,90,2,894
1776600,297.15,294.15,552.24,419.360016,90,2,894
1777200,297.15,294.15,552.24,419.360016,90,2,894
1777800,297.15,294.15,552.24,419.360016,90,2,894
1778400,297.15,294.15,552.24,419.360016,90,2,894
1779000,297.15,294.15,552.24,419.360016,90,2,894
1779600,297.15,294.15,552.24,419.360016,90,2,894
1780200,297.15,294.15,552.24,419.360016,90,2,894
1780204.9,297.15,294.15,552.24,419.360016,90,2,894
1780800,297.15,294.15,552.24,419.360016,90,2,894
1781400,297.15,294.15,552.24,419.360016,90,2,894
1782000,297.15,294.15,552.24,419.360016,90,2,894
1782600,297.15,294.15,552.24,419.360016,90,2,894
1783200,297.15,294.15,552.24,419.360016,90,2,894
1783800,297.15,294.15,552.24,419.360016,90,2,894
1784400,297.15,294.15,552.24,419.360016,90,2,894
1785000,297.15,294.15,552.24,419.360016,90,2,894
1785600,297.15,294.15,552.24,419.360016,90,2,894
1786200,297.15,294.15,552.24,419.360016,90,2,894
1786800,297.15,294.15,552.24,419.360016,90,2,894
1787400,297.15,294.15,552.24,419.360016,90,2,894
1788000,297.15,294.15,552.24,419.360016,90,2,894
1788600,297.15,294.15,552.24,419.360016,90,2,894
1789200,297.15,294.15,552.24,419.360016,90,2,894
1789800,297.15,294.15,552.24,419.360016,90,2,894
1790140.2,297.15,294.15,552.24,419.360016,90,2,894
1790400,297.15,294.15,552.24,419.360016,90,2,894
1791000,297.15,294.15,552.24,419.360016,90,2,894
1791600,297.15,294.15,552.24,419.360016,90,2,894
1792200,297.15,294.15,552.24,419.360016,90,2,894
1792800,297.15,294.15,552.24,419.360016,90,2,894
1793400,303.15,288.15,46.464,36.096,0,0,1500
1794000,303.15,288.15,46.464,36.096,0,0,1500
1794600,303.15,288.15,46.464,36.096,0,0,1500
1795200,303.15,288.15,46.464,36.096,0,0,1500
1795800,303.15,288.15,46.464,36.096,0,0,1500
1796400,303.15,288.15,46.464,36.096,0,0,1500
1797000,303.15,288.15,46.464,36.096,0,0,1500
1797600,303.15,288.15,46.464,36.096,0,0,1500
1798200,303.15,288.15,46.464,36.096,0,0,1500
1798800,303.15,288.15,46.464,36.096,0,0,1500
1799400,303.15,288.15,46.464,36.096,0,0,1500
1800000,303.15,288.15,46.464,36.096,0,0,1500
1800600,303.15,288.15,46.464,36.096,0,0,1500
1801200,303.15,288.15,46.464,36.096,0,0,1500
1801800,303.15,288.15,46.464,36.096,0,0,1500
1802400,303.15,288.15,46.464,36.096,0,0,1500
1803000,303.15,288.15,46.464,36.096,0,0,1500
1803600,303.15,288.15,46.464,36.096,0,0,1500
1804200,303.15,288.15,46.464,36.096,0,0,1500
1804800,303.15,288.15,46.464,36.096,0,0,1500
1805400,303.15,288.15,46.464,36.096,0,0,1500
1806000,303.15,288.15,46.464,36.096,0,0,1500
1806600,303.15,288.15,46.464,36.096,0,0,1500
1807200,303.15,288.15,46.464,36.096,0,0,1500
1807800,303.15,288.15,46.464,36.096,0,0,1500
1808400,303.15,288.15,46.464,36.096,0,0,1500
1809000,303.15,288.15,46.464,36.096,0,0,1500
1809600,303.15,288.15,46.464,36.096,0,0,1500
1810200,303.15,288.15,46.464,36.096,0,0,1500
1810800,303.15,288.15,46.464,36.096,0,0,1500
1811400,303.15,288.15,46.464,36.096,0,0,1500
1812000,303.15,288.15,46.464,36.096,0,0,1500
1812600,303.15,288.15,46.464,36.096,0,0,1500
1813200,303.15,288.15,46.464,36.096,0,0,1500
1813800,303.15,288.15,46.464,36.096,0,0,1500
1814400,303.15,288.15,46.464,36.096,0,0,1500
1815000,303.15,288.15,46.464,36.096,0,0,1500
1815600,303.15,288.15,46.464,36.096,0,0,1500
1816200,303.15,288.15,46.464,36.096,0,0,1500
1816800,303.15,288.15,46.464,36.096,0,0,1500
1817400,303.15,288.15,46.464,36.096,0,0,1500
1818000,303.15,288.15,46.464,36.096,0,0,1500
1818600,303.15,288.15,46.464,36.096,0,0,1500
1819200,303.15,288.15,46.464,36.096,0,0,1500
1819800,303.15,288.15,46.464,36.096,0,0,1500
1820400,303.15,288.15,46.464,36.096,0,0,1500
1821000,303.15,288.15,46.464,36.096,0,0,1500
1821600,303.15,288.15,46.464,36.096,0,0,1500
1822200,303.15,288.15,46.464,36.096,0,0,1500
1822800,303.15,288.15,46.464,36.096,0,0,1500
1823400,303.15,288.15,46.464,36.096,0,0,1500
1824000,303.15,288.15,46.464,36.096,0,0,1500
1824600,303.15,288.15,46.464,36.096,0,0,1500
1825200,303.15,288.15,46.464,36.096,0,0,1500
1825800,303.15,288.15,46.464,36.096,0,0,1500
1826400,303.15,288.15,46.464,36.096,0,0,1500
1827000,303.15,288.15,46.464,36.096,0,0,1500
1827600,303.15,288.15,46.464,36.096,0,0,1500
1828200,303.15,288.15,46.464,36.096,0,0,1500
1828800,303.15,288.15,46.464,36.096,0,0,1500
1829400,303.15,288.15,46.464,36.096,0,0,1500
1830000,303.15,288.15,46.464,36.096,0,0,1500
1830600,303.15,288.15,46.464,36.096,0,0,1500
1831200,303.15,288.15,46.464,36.096,0,0,1500
1831800,303.15,288.15,46.464,36.096,0,0,1500
1832400,303.15,288.15,46.464,36.096,0,0,1500
1833000,303.15,288.15,46.464,36.096,0,0,1500
1833600,303.15,288.15,46.464,36.096,0,0,1500
1834200,303.15,288.15,46.464,36.096,0,0,1500
1834800,303.15,288.15,46.464,36.096,0,0,1500
1835400,303.15,288.15,46.464,36.096,0,0,1500
1836000,303.15,288.15,46.464,36.096,0,0,1500
1836600,303.15,288.15,46.464,36.096,0,0,1500
1837200,303.15,288.15,46.464,36.096,0,0,1500
1837800,303.15,288.15,46.464,36.096,0,0,1500
1838400,303.15,288.15,46.464,36.096,0,0,1500
1839000,303.15,288.15,46.464,36.096,0,0,1500
1839600,303.15,288.15,46.464,36.096,0,0,1500
1840200,303.15,288.15,46.464,36.096,0,0,1500
1840800,303.15,288.15,46.464,36.096,0,0,1500
1841400,303.15,288.15,46.464,36.096,0,0,1500
1842000,303.15,288.15,46.464,36.096,0,0,1500
1842600,303.15,288.15,46.464,36.096,0,0,1500
1843200,297.15,294.15,552.24,419.360016,90,2,894
1843800,297.15,294.15,552.24,419.360016,90,2,894
1844400,297.15,294.15,552.24,419.360016,90,2,894
1845000,297.15,294.15,552.24,419.360016,90,2,894
1845600,297.15,294.15,552.24,419.360016,90,2,894
1846200,297.15,294.15,552.24,419.360016,90,2,894
1846800,297.15,294.15,552.24,419.360016,90,2,894
1847400,297.15,294.15,552.24,419.360016,90,2,894
1848000,297.15,294.15,552.24,419.360016,90,2,894
1848600,297.15,294.15,552.24,419.360016,90,2,894
1849200,297.15,294.15,552.24,419.360016,90,2,894
1849800,297.15,294.15,552.24,419.360016,90,2,894
1850400,297.15,294.15,552.24,419.360016,90,2,894
1851000,297.15,294.15,552.24,419.360016,90,2,894
1851600,297.15,294.15,552.24,419.360016,90,2,894
1852200,297.15,294.15,552.24,419.360016,90,2,894
1852800,297.15,294.15,552.24,419.360016,90,2,894
1853400,297.15,294.15,552.24,419.360016,90,2,894
1854000,297.15,294.15,552.24,419.360016,90,2,894
1854600,297.15,294.15,552.24,419.360016,90,2,894
1855200,297.15,294.15,552.24,419.360016,90,2,894
1855800,297.15,294.15,552.24,419.360016,90,2,894
1856400,297.15,294.15,552.24,419.360016,90,2,894
1857000,297.15,294.15,552.24,419.360016,90,2,894
1857454,297.15,294.15,552.24,419.360016,90,2,894
1857600,297.15,294.15,552.24,419.360016,90,2,894
1858200,297.15,294.15,552.24,419.360016,90,2,894
1858800,297.15,294.15,552.24,419.360016,90,2,894
1859400,297.15,294.15,552.24,419.360016,90,2,894
1860000,297.15,294.15,552.24,419.360016,90,2,894
1860600,297.15,294.15,552.24,419.360016,90,2,894
1861200,297.15,294.15,552.24,419.360016,90,2,894
1861800,297.15,294.15,552.24,419.360016,90,2,894
1862400,297.15,294.15,552.24,419.360016,90,2,894
1863000,297.15,294.15,552.24,419.360016,90,2,894
1863600,297.15,294.15,552.24,419.360016,90,2,894
1864200,297.15,294.15,552.24,419.360016,90,2,894
1864800,297.15,294.15,552.24,419.360016,90,2,894
1865400,297.15,294.15,552.24,419.360016,90,2,894
1866000,297.15,294.15,552.24,419.360016,90,2,894
1866600,297.15,294.15,552.24,419.360016,90,2,894
1867200,297.15,294.15,552.24,419.360016,90,2,894
1867800,297.15,294.15,552.24,419.360016,90,2,894
1868400,297.15,294.15,552.24,419.360016,90,2,894
1869000,297.15,294.15,552.24,419.360016,90,2,894
1869600,297.15,294.15,552.24,419.360016,90,2,894
1870200,297.15,294.15,552.24,419.360016,90,2,894
1870800,297.15,294.15,552.24,419.360016,90,2,894
1871400,297.15,294.15,552.24,419.360016,90,2,894
1872000,297.15,294.15,552.24,419.360016,90,2,894
1872600,297.15,294.15,552.24,419.360016,90,2,894
1873200,297.15,294.15,552.24,419.360016,90,2,894
1873800,297.15,294.15,552.24,419.360016,90,2,894
1874400,297.15,294.15,552.24,419.360016,90,2,894
1875000,297.15,294.15,552.24,419.360016,90,2,894
1875600,297.15,294.15,552.24,419.360016,90,2,894
1876200,297.15,294.15,552.24,419.360016,90,2,894
1876800,297.15,294.15,552.24,419.360016,90,2,894
1877400,297.15,294.15,552.24,419.360016,90,2,894
1878000,297.15,294.15,552.24,419.360016,90,2,894
1878600,297.15,294.15,552.24,419.360016,90,2,894
1879200,297.15,294.15,552.24,419.360016,90,2,894
1879800,303.15,288.15,46.464,36.096,0,0,1500
1880400,303.15,288.15,46.464,36.096,0,0,1500
1881000,303.15,288.15,46.464,36.096,0,0,1500
1881600,303.15,288.15,46.464,36.096,0,0,1500
1882200,303.15,288.15,46.464,36.096,0,0,1500
1882800,303.15,288.15,46.464,36.096,0,0,1500
1883400,303.15,288.15,46.464,36.096,0,0,1500
1884000,303.15,288.15,46.464,36.096,0,0,1500
1884600,303.15,288.15,46.464,36.096,0,0,1500
1885200,303.15,288.15,46.464,36.096,0,0,1500
1885800,303.15,288.15,46.464,36.096,0,0,1500
1886400,303.15,288.15,46.464,36.096,0,0,1500
1887000,303.15,288.15,46.464,36.096,0,0,1500
1887600,303.15,288.15,46.464,36.096,0,0,1500
1888200,303.15,288.15,46.464,36.096,0,0,1500
1888800,303.15,288.15,46.464,36.096,0,0,1500
1889400,303.15,288.15,46.464,36.096,0,0,1500
1890000,303.15,288.15,46.464,36.096,0,0,1500
1890600,303.15,288.15,46.464,36.096,0,0,1500
1891200,303.15,288.15,46.464,36.096,0,0,1500
1891800,303.15,288.15,46.464,36.096,0,0,1500
1892400,303.15,288.15,46.464,36.096,0,0,1500
1893000,303.15,288.15,46.464,36.096,0,0,1500
1893600,303.15,288.15,46.464,36.096,0,0,1500
1894200,303.15,288.15,46.464,36.096,0,0,1500
1894800,303.15,288.15,46.464,36.096,0,0,1500
1895400,303.15,288.15,46.464,36.096,0,0,1500
1896000,303.15,288.15,46.464,36.096,0,0,1500
1896600,303.15,288.15,46.464,36.096,0,0,1500
1897200,303.15,288.15,46.464,36.096,0,0,1500
1897800,303.15,288.15,46.464,36.096,0,0,1500
1898400,303.15,288.15,46.464,36.096,0,0,1500
1899000,303.15,288.15,46.464,36.096,0,0,1500
1899600,303.15,288.15,46.464,36.096,0,0,1500
1900200,303.15,288.15,46.464,36.096,0,0,1500
1900800,303.15,288.15,46.464,36.096,0,0,1500
1901400,303.15,288.15,46.464,36.096,0,0,1500
1902000,303.15,288.15,46.464,36.096,0,0,1500
1902600,303.15,288.15,46.464,36.096,0,0,1500
1903200,303.15,288.15,46.464,36.096,0,0,1500
1903800,303.15,288.15,46.464,36.096,0,0,1500
1904400,303.15,288.15,46.464,36.096,0,0,1500
1905000,303.15,288.15,46.464,36.096,0,0,1500
1905600,303.15,288.15,46.464,36.096,0,0,1500
1906200,303.15,288.15,46.464,36.096,0,0,1500
1906800,303.15,288.15,46.464,36.096,0,0,1500
1907400,303.15,288.15,46.464,36.096,0,0,1500
1908000,303.15,288.15,46.464,36.096,0,0,1500
1908600,303.15,288.15,46.464,36.096,0,0,1500
1909200,303.15,288.15,46.464,36.096,0,0,1500
1909800,303.15,288.15,46.464,36.096,0,0,1500
1910400,303.15,288.15,46.464,36.096,0,0,1500
1911000,303.15,288.15,46.464,36.096,0,0,1500
1911600,303.15,288.15,46.464,36.096,0,0,1500
1912200,303.15,288.15,46.464,36.096,0,0,1500
1912800,303.15,288.15,46.464,36.096,0,0,1500
1913400,303.15,288.15,46.464,36.096,0,0,1500
1914000,303.15,288.15,46.464,36.096,0,0,1500
1914600,303.15,288.15,46.464,36.096,0,0,1500
1915200,303.15,288.15,46.464,36.096,0,0,1500
1915800,303.15,288.15,46.464,36.096,0,0,1500
1916400,303.15,288.15,46.464,36.096,0,0,1500
1917000,303.15,288.15,46.464,36.096,0,0,1500
1917600,303.15,288.15,46.464,36.096,0,0,1500
1918200,303.15,288.15,46.464,36.096,0,0,1500
1918800,303.15,288.15,46.464,36.096,0,0,1500
1919400,303.15,288.15,46.464,36.096,0,0,1500
1920000,303.15,288.15,46.464,36.096,0,0,1500
