Time,occupancy.y[1],ou44Bdg.qGai_flow[1],ou44Bdg.qGai_flow[2],ou44Bdg.qGai_flow[3],radiatorSetPoint.y1
5219100,526.9667,2.3806496,2.3806496,1.1903248,295.15
5220000,559.4667,2.527473,2.527473,1.2637365,295.15
5220000,559.4667,2.527473,2.527473,1.2637365,295.15
5220900,592.5,2.6767058,2.6767058,1.3383529,295.15
5220900,592.5,2.6767058,2.6767058,1.3383529,295.15
5221800,597.5667,2.6995955,2.6995955,1.3497977,295.15
5221800,597.5667,2.6995955,2.6995955,1.3497977,295.15
5222700,619.0333,2.7965739,2.7965739,1.3982869,295.15
5222700,619.0333,2.7965739,2.7965739,1.3982869,295.15
5223600,651.26,2.9421628,2.9421628,1.4710814,295.15
5223600,651.26,2.9421628,2.9421628,1.4710814,295.15
5224500,643.0104,2.904894,2.904894,1.452447,295.15
5224500,643.0104,2.904894,2.904894,1.452447,295.15
5225400,624.2963,2.8203504,2.8203504,1.4101752,295.15
5225400,624.2963,2.8203504,2.8203504,1.4101752,295.15
5226300,616,2.7828705,2.7828705,1.3914353,295.15
5226300,616,2.7828705,2.7828705,1.3914353,295.15
5227200,599.5333,2.70848,2.70848,1.35424,295.15
5227200,599.5333,2.70848,2.70848,1.35424,295.15
5228100,581.5333,2.6271622,2.6271622,1.3135811,295.15
5228100,581.5333,2.6271622,2.6271622,1.3135811,295.15
5229000,536.4,2.423266,2.423266,1.211633,295.15
5229000,536.4,2.423266,2.423266,1.211633,295.15
5229900,506.7,2.2890918,2.2890918,1.1445459,295.15
5229900,506.7,2.2890918,2.2890918,1.1445459,295.15
5230800,542.8,2.4521787,2.4521787,1.2260894,295.15
5230800,542.8,2.4521787,2.4521787,1.2260894,295.15
5231700,564.4667,2.5500612,2.5500612,1.2750306,295.15
5231700,564.4667,2.5500612,2.5500612,1.2750306,295.15
5232600,565.9667,2.5568378,2.5568378,1.2784189,295.15
5232600,565.9667,2.5568378,2.5568378,1.2784189,295.15
5233500,529.5,2.3920941,2.3920941,1.1960471,295.15
5233500,529.5,2.3920941,2.3920941,1.1960471,295.15
5234400,518.1333,2.3407433,2.3407433,1.1703717,295.15
5234400,518.1333,2.3407433,2.3407433,1.1703717,295.15
5235300,522.3333,2.3597176,2.3597176,1.1798588,295.15
5235300,522.3333,2.3597176,2.3597176,1.1798588,295.15
5236200,463.2333,2.0927246,2.0927246,1.0463623,295.15
5236200,463.2333,2.0927246,2.0927246,1.0463623,295.15
5237100,388.8,1.7564611,1.7564611,0.8782306,295.15
5237100,388.8,1.7564611,1.7564611,0.8782306,295.15
5238000,335.3,1.514767,1.514767,0.7573835,295.15
5238000,335.3,1.514767,1.514767,0.7573835,295.15
5238900,310.8667,1.404386,1.404386,0.702193,295.15
5238900,310.8667,1.404386,1.404386,0.702193,295.15
5239800,274.6,1.2405459,1.2405459,0.62027293,295.15
5239800,274.6,1.2405459,1.2405459,0.62027293,295.15
5240700,216.8333,0.97957635,0.97957635,0.48978817,295.15
5240700,216.8333,0.97957635,0.97957635,0.48978817,295.15
5241600,160.1333,0.72342575,0.72342575,0.36171287,295.15
5241600,160.1333,0.72342575,0.72342575,0.36171287,295.15
5242500,135.8667,0.6137978,0.6137978,0.3068989,295.15
5242500,135.8667,0.6137978,0.6137978,0.3068989,295.15
5243400,116.45,0.52608,0.52608,0.26304,295.15
5243400,116.45,0.52608,0.52608,0.26304,295.15
5244300,84.1167,0.38000956,0.38000956,0.19000478,295.15
5244300,84.1167,0.38000956,0.38000956,0.19000478,295.15
5245200,63.2407,0.28569916,0.28569916,0.14284958,295.15
5245200,63.2407,0.28569916,0.28569916,0.14284958,295.15
5246100,57.3069,0.25889236,0.25889236,0.12944618,295.15
5246100,57.3069,0.25889236,0.25889236,0.12944618,295.15
5247000,55.2457,0.24958058,0.24958058,0.12479029,295.15
5247000,55.2457,0.24958058,0.24958058,0.12479029,295.15
5247900,41.2178,0.18620747,0.18620747,0.09310374,295.15
5247900,41.2178,0.18620747,0.18620747,0.09310374,295.15
5248800,36.4444,0.16464293,0.16464293,0.082321465,295.15
5248800,36.4444,0.16464293,0.16464293,0.082321465,295.15
5249700,34.7778,0.15711382,0.15711382,0.07855691,295.15
5249700,34.7778,0.15711382,0.15711382,0.07855691,295.15
5250600,28.8533,0.13034903,0.13034903,0.06517451,295.15
5250600,28.8533,0.13034903,0.13034903,0.06517451,295.15
5251500,22,0.099388234,0.099388234,0.049694117,295.15
5251500,22,0.099388234,0.099388234,0.049694117,295.15
5252400,16.0324,0.072428726,0.072428726,0.036214363,295.15
5252400,16.0324,0.072428726,0.072428726,0.036214363,292.15
5253300,11.619,0.05249054,0.05249054,0.02624527,292.15
5253300,11.619,0.05249054,0.05249054,0.02624527,292.15
5254200,8.2265,0.037164424,0.037164424,0.018582212,292.15
5254200,8.2265,0.037164424,0.037164424,0.018582212,292.15
5255100,6.72,0.030358588,0.030358588,0.015179294,292.15
5255100,6.72,0.030358588,0.030358588,0.015179294,292.15
5256000,6.2533,0.028250203,0.028250203,0.014125101,292.15
5256000,6.2533,0.028250203,0.028250203,0.014125101,292.15
5256900,5.7867,0.026142268,0.026142268,0.013071134,292.15
5256900,5.7867,0.026142268,0.026142268,0.013071134,292.15
5257800,5.32,0.024033882,0.024033882,0.012016941,292.15
5257800,5.32,0.024033882,0.024033882,0.012016941,292.15
5258700,4.8533,0.021925496,0.021925496,0.010962748,292.15
5258700,4.8533,0.021925496,0.021925496,0.010962748,292.15
5259600,4.3867,0.019817563,0.019817563,0.009908781,292.15
5259600,4.3867,0.019817563,0.019817563,0.009908781,292.15
5260500,3.92,0.017709177,0.017709177,0.0088545885,292.15
5260500,3.92,0.017709177,0.017709177,0.0088545885,292.15
5261400,3.4533,0.01560079,0.01560079,0.007800395,292.15
5261400,3.4533,0.01560079,0.01560079,0.007800395,292.15
5262300,2.9867,0.013492856,0.013492856,0.006746428,292.15
5262300,2.9867,0.013492856,0.013492856,0.006746428,292.15
5263200,2.52,0.01138447,0.01138447,0.005692235,292.15
5263200,2.52,0.01138447,0.01138447,0.005692235,292.15
5264100,2.0533,0.009276085,0.009276085,0.0046380423,292.15
5264100,2.0533,0.009276085,0.009276085,0.0046380423,292.15
5265000,1.5867,0.0071681505,0.0071681505,0.0035840753,292.15
5265000,1.5867,0.0071681505,0.0071681505,0.0035840753,292.15
5265900,1.12,0.0050597647,0.0050597647,0.0025298824,292.15
5265900,1.12,0.0050597647,0.0050597647,0.0025298824,292.15
5266800,0.6533,0.002951379,0.002951379,0.0014756895,292.15
5266800,0.6533,0.002951379,0.002951379,0.0014756895,292.15
5267700,0.189,0.0008538353,0.0008538353,0.00042691766,292.15
5267700,0.189,0.0008538353,0.0008538353,0.00042691766,292.15
5268600,0.0381,0.00017212235,0.00017212235,8.6061176e-05,292.15
5268600,0.0381,0.00017212235,0.00017212235,8.6061176e-05,292.15
5269500,0.1015,0.00045854118,0.00045854118,0.00022927059,292.15
5269500,0.1015,0.00045854118,0.00045854118,0.00022927059,292.15
5270400,0.1649,0.00074496,0.00074496,0.00037248,292.15
5270400,0.1649,0.00074496,0.00074496,0.00037248,292.15
5271300,0.2283,0.0010313789,0.0010313789,0.00051568943,292.15
5271300,0.2283,0.0010313789,0.0010313789,0.00051568943,292.15
5272200,0.2918,0.0013182494,0.0013182494,0.0006591247,292.15
5272200,0.2918,0.0013182494,0.0013182494,0.0006591247,292.15
5273100,0.3552,0.0016046682,0.0016046682,0.0008023341,292.15
5273100,0.3552,0.0016046682,0.0016046682,0.0008023341,292.15
5274000,0.4186,0.001891087,0.001891087,0.0009455435,292.15
5274000,0.4186,0.001891087,0.001891087,0.0009455435,292.15
5274900,0.482,0.002177506,0.002177506,0.001088753,292.15
5274900,0.482,0.002177506,0.002177506,0.001088753,292.15
5275800,0.5455,0.0024643764,0.0024643764,0.0012321882,292.15
5275800,0.5455,0.0024643764,0.0024643764,0.0012321882,292.15
5276700,0.6089,0.0027507953,0.0027507953,0.0013753977,292.15
5276700,0.6089,0.0027507953,0.0027507953,0.0013753977,292.15
5277600,0.6723,0.003037214,0.003037214,0.001518607,292.15
5277600,0.6723,0.003037214,0.003037214,0.001518607,292.15
5278500,0.7357,0.003323633,0.003323633,0.0016618165,292.15
5278500,0.7357,0.003323633,0.003323633,0.0016618165,292.15
5279400,0.7992,0.0036105036,0.0036105036,0.0018052518,292.15
5279400,0.7992,0.0036105036,0.0036105036,0.0018052518,292.15
5280300,0.8626,0.0038969223,0.0038969223,0.0019484612,292.15
5280300,0.8626,0.0038969223,0.0038969223,0.0019484612,292.15
5281200,0.926,0.0041833413,0.0041833413,0.0020916706,292.15
5281200,0.926,0.0041833413,0.0041833413,0.0020916706,292.15
5282100,0.9894,0.00446976,0.00446976,0.00223488,292.15
5282100,0.9894,0.00446976,0.00446976,0.00223488,292.15
5283000,1.0529,0.0047566304,0.0047566304,0.0023783152,292.15
5283000,1.0529,0.0047566304,0.0047566304,0.0023783152,292.15
5283900,1.1163,0.0050430493,0.0050430493,0.0025215247,292.15
5283900,1.1163,0.0050430493,0.0050430493,0.0025215247,292.15
5284800,1.1797,0.0053294683,0.0053294683,0.0026647341,292.15
5284800,1.1797,0.0053294683,0.0053294683,0.0026647341,292.15
5285700,1.2431,0.005615887,0.005615887,0.0028079436,292.15
5285700,1.2431,0.005615887,0.005615887,0.0028079436,292.15
5286600,1.3066,0.005902758,0.005902758,0.002951379,292.15
5286600,1.3066,0.005902758,0.005902758,0.002951379,292.15
5287500,1.37,0.0061891763,0.0061891763,0.0030945882,292.15
5287500,1.37,0.0061891763,0.0061891763,0.0030945882,292.15
5288400,1.4334,0.0064755953,0.0064755953,0.0032377976,292.15
5288400,1.4334,0.0064755953,0.0064755953,0.0032377976,292.15
5289300,1.4968,0.0067620142,0.0067620142,0.0033810071,292.15
5289300,1.4968,0.0067620142,0.0067620142,0.0033810071,292.15
5290200,1.5603,0.007048885,0.007048885,0.0035244424,292.15
5290200,1.5603,0.007048885,0.007048885,0.0035244424,292.15
5291100,1.6237,0.0073353034,0.0073353034,0.0036676517,292.15
5291100,1.6237,0.0073353034,0.0073353034,0.0036676517,292.15
5292000,1.6871,0.0076217223,0.0076217223,0.0038108611,292.15
5292000,1.6871,0.0076217223,0.0076217223,0.0038108611,292.15
5292900,1.7505,0.007908141,0.007908141,0.0039540706,292.15
5292900,1.7505,0.007908141,0.007908141,0.0039540706,292.15
5293800,1.814,0.008195012,0.008195012,0.004097506,292.15
5293800,1.814,0.008195012,0.008195012,0.004097506,292.15
5294700,1.8774,0.008481431,0.008481431,0.0042407154,292.15
5294700,1.8774,0.008481431,0.008481431,0.0042407154,292.15
5295600,1.9408,0.00876785,0.00876785,0.004383925,292.15
5295600,1.9408,0.00876785,0.00876785,0.004383925,292.15
5296500,2.0042,0.009054268,0.009054268,0.004527134,292.15
5296500,2.0042,0.009054268,0.009054268,0.004527134,292.15
5297400,2.0677,0.009341138,0.009341138,0.004670569,292.15
5297400,2.0677,0.009341138,0.009341138,0.004670569,292.15
5298300,2.1311,0.009627557,0.009627557,0.0048137787,292.15
5298300,2.1311,0.009627557,0.009627557,0.0048137787,292.15
5299200,2.1945,0.009913976,0.009913976,0.004956988,292.15
5299200,2.1945,0.009913976,0.009913976,0.004956988,292.15
5300100,2.2579,0.010200395,0.010200395,0.0051001976,292.15
5300100,2.2579,0.010200395,0.010200395,0.0051001976,292.15
5301000,2.3214,0.010487266,0.010487266,0.005243633,292.15
5301000,2.3214,0.010487266,0.010487266,0.005243633,292.15
5301900,2.3848,0.010773685,0.010773685,0.0053868424,292.15
5301900,2.3848,0.010773685,0.010773685,0.0053868424,292.15
5302800,2.4482,0.011060104,0.011060104,0.005530052,292.15
5302800,2.4482,0.011060104,0.011060104,0.005530052,292.15
5303700,2.5116,0.011346523,0.011346523,0.0056732614,292.15
5303700,2.5116,0.011346523,0.011346523,0.0056732614,292.15
5304600,2.5751,0.011633393,0.011633393,0.0058166967,292.15
5304600,2.5751,0.011633393,0.011633393,0.0058166967,292.15
5305500,2.6385,0.011919811,0.011919811,0.0059599057,292.15
5305500,2.6385,0.011919811,0.011919811,0.0059599057,292.15
5306400,2.7019,0.01220623,0.01220623,0.006103115,292.15
5306400,2.7019,0.01220623,0.01220623,0.006103115,292.15
5307300,2.7653,0.012492649,0.012492649,0.0062463246,292.15
5307300,2.7653,0.012492649,0.012492649,0.0062463246,292.15
5308200,2.8288,0.01277952,0.01277952,0.00638976,292.15
5308200,2.8288,0.01277952,0.01277952,0.00638976,292.15
5309100,2.8922,0.013065939,0.013065939,0.0065329694,292.15
5309100,2.8922,0.013065939,0.013065939,0.0065329694,292.15
5310000,2.9556,0.013352358,0.013352358,0.006676179,292.15
5310000,2.9556,0.013352358,0.013352358,0.006676179,292.15
5310900,3.019,0.013638777,0.013638777,0.0068193884,292.15
5310900,3.019,0.013638777,0.013638777,0.0068193884,292.15
5311800,3.0825,0.013925647,0.013925647,0.0069628237,292.15
5311800,3.0825,0.013925647,0.013925647,0.0069628237,292.15
5312700,3.1459,0.014212066,0.014212066,0.007106033,292.15
5312700,3.1459,0.014212066,0.014212066,0.007106033,292.15
5313600,3.2093,0.014498484,0.014498484,0.007249242,292.15
5313600,3.2093,0.014498484,0.014498484,0.007249242,292.15
5314500,3.2727,0.014784903,0.014784903,0.0073924516,292.15
5314500,3.2727,0.014784903,0.014784903,0.0073924516,292.15
5315400,3.3362,0.015071774,0.015071774,0.007535887,292.15
5315400,3.3362,0.015071774,0.015071774,0.007535887,292.15
5316300,3.3996,0.015358193,0.015358193,0.0076790964,292.15
5316300,3.3996,0.015358193,0.015358193,0.0076790964,292.15
5317200,3.463,0.015644612,0.015644612,0.007822306,292.15
5317200,3.463,0.015644612,0.015644612,0.007822306,292.15
5318100,3.5264,0.01593103,0.01593103,0.007965515,292.15
5318100,3.5264,0.01593103,0.01593103,0.007965515,292.15
5319000,3.5899,0.0162179,0.0162179,0.00810895,292.15
5319000,3.5899,0.0162179,0.0162179,0.00810895,292.15
5319900,3.6533,0.01650432,0.01650432,0.00825216,292.15
5319900,3.6533,0.01650432,0.01650432,0.00825216,292.15
5320800,3.7167,0.016790738,0.016790738,0.008395369,292.15
5320800,3.7167,0.016790738,0.016790738,0.008395369,292.15
5321700,3.7801,0.017077157,0.017077157,0.008538579,292.15
5321700,3.7801,0.017077157,0.017077157,0.008538579,292.15
5322600,3.8436,0.017364029,0.017364029,0.008682014,292.15
5322600,3.8436,0.017364029,0.017364029,0.008682014,292.15
5323500,3.907,0.017650448,0.017650448,0.008825224,292.15
5323500,3.907,0.017650448,0.017650448,0.008825224,292.15
5324400,3.9704,0.017936867,0.017936867,0.008968433,292.15
5324400,3.9704,0.017936867,0.017936867,0.008968433,292.15
5325300,3.9277,0.017743962,0.017743962,0.008871981,292.15
5325300,3.9277,0.017743962,0.017743962,0.008871981,292.15
5326200,3.7922,0.01713182,0.01713182,0.00856591,292.15
5326200,3.7922,0.01713182,0.01713182,0.00856591,292.15
5327100,3.6566,0.016519228,0.016519228,0.008259614,292.15
5327100,3.6566,0.016519228,0.016519228,0.008259614,292.15
5328000,3.5211,0.015907086,0.015907086,0.007953543,292.15
5328000,3.5211,0.015907086,0.015907086,0.007953543,292.15
5328900,3.3855,0.015294494,0.015294494,0.007647247,292.15
5328900,3.3855,0.015294494,0.015294494,0.007647247,292.15
5329800,3.25,0.014682353,0.014682353,0.0073411763,292.15
5329800,3.25,0.014682353,0.014682353,0.0073411763,292.15
5330700,3.1145,0.014070212,0.014070212,0.007035106,292.15
5330700,3.1145,0.014070212,0.014070212,0.007035106,292.15
5331600,2.9789,0.013457619,0.013457619,0.0067288093,292.15
5331600,2.9789,0.013457619,0.013457619,0.0067288093,292.15
5332500,2.8434,0.012845478,0.012845478,0.006422739,292.15
5332500,2.8434,0.012845478,0.012845478,0.006422739,292.15
5333400,2.7078,0.012232885,0.012232885,0.0061164424,292.15
5333400,2.7078,0.012232885,0.012232885,0.0061164424,292.15
5334300,2.5723,0.011620743,0.011620743,0.0058103716,292.15
5334300,2.5723,0.011620743,0.011620743,0.0058103716,292.15
5335200,2.4367,0.011008151,0.011008151,0.0055040754,292.15
5335200,2.4367,0.011008151,0.011008151,0.0055040754,292.15
5336100,2.3012,0.010396009,0.010396009,0.0051980047,292.15
5336100,2.3012,0.010396009,0.010396009,0.0051980047,292.15
5337000,2.1657,0.009783869,0.009783869,0.0048919343,292.15
5337000,2.1657,0.009783869,0.009783869,0.0048919343,292.15
5337900,2.0301,0.009171275,0.009171275,0.0045856377,292.15
5337900,2.0301,0.009171275,0.009171275,0.0045856377,292.15
5338800,1.8946,0.008559134,0.008559134,0.004279567,292.15
5338800,1.8946,0.008559134,0.008559134,0.004279567,292.15
5339700,1.759,0.0079465415,0.0079465415,0.0039732708,292.15
5339700,1.759,0.0079465415,0.0079465415,0.0039732708,292.15
5340600,1.6235,0.0073344,0.0073344,0.0036672,292.15
5340600,1.6235,0.0073344,0.0073344,0.0036672,292.15
5341500,1.488,0.006722259,0.006722259,0.0033611294,292.15
5341500,1.488,0.006722259,0.006722259,0.0033611294,292.15
5342400,1.3524,0.006109666,0.006109666,0.003054833,292.15
5342400,1.3524,0.006109666,0.006109666,0.003054833,292.15
5343300,1.2169,0.0054975245,0.0054975245,0.0027487623,292.15
5343300,1.2169,0.0054975245,0.0054975245,0.0027487623,292.15
5344200,1.0813,0.0048849317,0.0048849317,0.0024424659,292.15
5344200,1.0813,0.0048849317,0.0048849317,0.0024424659,292.15
5345100,1.4374,0.0064936657,0.0064936657,0.0032468329,292.15
5345100,1.4374,0.0064936657,0.0064936657,0.0032468329,292.15
5346000,2.512,0.0113483295,0.0113483295,0.0056741647,292.15
5346000,2.512,0.0113483295,0.0113483295,0.0056741647,292.15
5346900,3.592,0.016227389,0.016227389,0.008113694,292.15
5346900,3.592,0.016227389,0.016227389,0.008113694,292.15
5347800,4.672,0.021106446,0.021106446,0.010553223,292.15
5347800,4.672,0.021106446,0.021106446,0.010553223,292.15
5348700,5.752,0.025985505,0.025985505,0.012992753,292.15
5348700,5.752,0.025985505,0.025985505,0.012992753,292.15
5349600,6.832,0.030864565,0.030864565,0.015432282,292.15
5349600,6.832,0.030864565,0.030864565,0.015432282,292.15
5350500,7.912,0.035743624,0.035743624,0.017871812,292.15
5350500,7.912,0.035743624,0.035743624,0.017871812,292.15
5351400,8.992,0.04062268,0.04062268,0.02031134,292.15
5351400,8.992,0.04062268,0.04062268,0.02031134,292.15
5352300,9.5182,0.042999867,0.042999867,0.021499934,292.15
5352300,9.5182,0.042999867,0.042999867,0.021499934,292.15
5353200,7.4603,0.033703003,0.033703003,0.016851502,292.15
5353200,7.4603,0.033703003,0.033703003,0.016851502,292.15
5354100,5.0794,0.022946937,0.022946937,0.0114734685,292.15
5354100,5.0794,0.022946937,0.022946937,0.0114734685,292.15
5355000,2.6984,0.012190419,0.012190419,0.0060952096,292.15
5355000,2.6984,0.012190419,0.012190419,0.0060952096,292.15
5355900,1.1126,0.005026334,0.005026334,0.002513167,292.15
5355900,1.1126,0.005026334,0.005026334,0.002513167,292.15
5356800,6.322,0.028560564,0.028560564,0.014280282,292.15
5356800,6.322,0.028560564,0.028560564,0.014280282,292.15
5357700,6.7639,0.030556913,0.030556913,0.015278457,292.15
5357700,6.7639,0.030556913,0.030556913,0.015278457,292.15
5358600,6.5556,0.029615887,0.029615887,0.014807943,292.15
5358600,6.5556,0.029615887,0.029615887,0.014807943,292.15
5359500,6.3472,0.028674409,0.028674409,0.014337204,292.15
5359500,6.3472,0.028674409,0.028674409,0.014337204,292.15
5360400,6.1389,0.027733384,0.027733384,0.013866692,292.15
5360400,6.1389,0.027733384,0.027733384,0.013866692,292.15
5361300,5.9306,0.026792357,0.026792357,0.013396178,292.15
5361300,5.9306,0.026792357,0.026792357,0.013396178,292.15
5362200,5.7222,0.02585088,0.02585088,0.01292544,292.15
5362200,5.7222,0.02585088,0.02585088,0.01292544,292.15
5363100,5.5139,0.024909854,0.024909854,0.012454927,292.15
5363100,5.5139,0.024909854,0.024909854,0.012454927,292.15
5364000,5.3056,0.023968829,0.023968829,0.011984414,292.15
5364000,5.3056,0.023968829,0.023968829,0.011984414,292.15
5364900,5.0972,0.023027351,0.023027351,0.011513676,292.15
5364900,5.0972,0.023027351,0.023027351,0.011513676,292.15
5365800,4.8889,0.022086324,0.022086324,0.011043162,292.15
5365800,4.8889,0.022086324,0.022086324,0.011043162,292.15
5366700,4.6806,0.0211453,0.0211453,0.01057265,292.15
5366700,4.6806,0.0211453,0.0211453,0.01057265,292.15
5367600,4.4722,0.020203821,0.020203821,0.010101911,292.15
5367600,4.4722,0.020203821,0.020203821,0.010101911,292.15
5368500,4.2639,0.019262794,0.019262794,0.009631397,292.15
5368500,4.2639,0.019262794,0.019262794,0.009631397,292.15
5369400,4.0556,0.01832177,0.01832177,0.009160885,292.15
5369400,4.0556,0.01832177,0.01832177,0.009160885,292.15
5370300,3.8472,0.017380292,0.017380292,0.008690146,292.15
5370300,3.8472,0.017380292,0.017380292,0.008690146,292.15
5371200,3.6389,0.016439267,0.016439267,0.008219633,292.15
5371200,3.6389,0.016439267,0.016439267,0.008219633,292.15
5372100,3.4306,0.01549824,0.01549824,0.00774912,292.15
5372100,3.4306,0.01549824,0.01549824,0.00774912,292.15
5373000,3.2222,0.014556763,0.014556763,0.0072783814,292.15
5373000,3.2222,0.014556763,0.014556763,0.0072783814,292.15
5373900,3.0441,0.013752169,0.013752169,0.0068760845,292.15
5373900,3.0441,0.013752169,0.013752169,0.0068760845,292.15
5374800,3.1072,0.014037233,0.014037233,0.0070186164,292.15
5374800,3.1072,0.014037233,0.014037233,0.0070186164,292.15
5375700,3.2221,0.01455631,0.01455631,0.007278155,292.15
5375700,3.2221,0.01455631,0.01455631,0.007278155,292.15
5376600,3.3369,0.015074937,0.015074937,0.0075374683,292.15
5376600,3.3369,0.015074937,0.015074937,0.0075374683,292.15
5377500,3.4518,0.015594014,0.015594014,0.007797007,292.15
5377500,3.4518,0.015594014,0.015594014,0.007797007,292.15
5378400,3.5666,0.01611264,0.01611264,0.00805632,292.15
5378400,3.5666,0.01611264,0.01611264,0.00805632,292.15
5379300,3.6815,0.016631717,0.016631717,0.008315858,292.15
5379300,3.6815,0.016631717,0.016631717,0.008315858,292.15
5380200,3.7963,0.017150344,0.017150344,0.008575172,292.15
5380200,3.7963,0.017150344,0.017150344,0.008575172,292.15
5381100,3.9112,0.01766942,0.01766942,0.00883471,292.15
5381100,3.9112,0.01766942,0.01766942,0.00883471,292.15
5382000,4.026,0.018188046,0.018188046,0.009094023,292.15
5382000,4.026,0.018188046,0.018188046,0.009094023,292.15
5382900,4.1409,0.018707125,0.018707125,0.009353562,292.15
5382900,4.1409,0.018707125,0.018707125,0.009353562,292.15
5383800,4.2557,0.01922575,0.01922575,0.009612875,292.15
5383800,4.2557,0.01922575,0.01922575,0.009612875,292.15
5384700,4.3706,0.019744828,0.019744828,0.009872414,292.15
5384700,4.3706,0.019744828,0.019744828,0.009872414,292.15
5385600,4.4855,0.020263907,0.020263907,0.010131953,292.15
5385600,4.4855,0.020263907,0.020263907,0.010131953,292.15
5386500,4.6003,0.020782532,0.020782532,0.010391266,292.15
5386500,4.6003,0.020782532,0.020782532,0.010391266,292.15
5387400,4.7152,0.021301609,0.021301609,0.010650804,292.15
5387400,4.7152,0.021301609,0.021301609,0.010650804,292.15
5388300,4.83,0.021820236,0.021820236,0.010910118,292.15
5388300,4.83,0.021820236,0.021820236,0.010910118,292.15
5389200,4.9449,0.022339312,0.022339312,0.011169656,292.15
5389200,4.9449,0.022339312,0.022339312,0.011169656,292.15
5390100,5.0597,0.022857938,0.022857938,0.011428969,292.15
5390100,5.0597,0.022857938,0.022857938,0.011428969,292.15
5391000,5.1746,0.023377016,0.023377016,0.011688508,292.15
5391000,5.1746,0.023377016,0.023377016,0.011688508,292.15
5391900,5.2894,0.023895642,0.023895642,0.011947821,292.15
5391900,5.2894,0.023895642,0.023895642,0.011947821,292.15
5392800,5.4043,0.02441472,0.02441472,0.01220736,292.15
5392800,5.4043,0.02441472,0.02441472,0.01220736,292.15
5393700,5.5191,0.024933346,0.024933346,0.012466673,292.15
5393700,5.5191,0.024933346,0.024933346,0.012466673,292.15
5394600,5.634,0.025452424,0.025452424,0.012726212,292.15
5394600,5.634,0.025452424,0.025452424,0.012726212,292.15
5395500,5.7489,0.025971502,0.025971502,0.012985751,292.15
5395500,5.7489,0.025971502,0.025971502,0.012985751,292.15
5396400,5.8637,0.026490128,0.026490128,0.013245064,292.15
5396400,5.8637,0.026490128,0.026490128,0.013245064,292.15
5397300,5.9786,0.027009204,0.027009204,0.013504602,292.15
5397300,5.9786,0.027009204,0.027009204,0.013504602,292.15
5398200,6.0934,0.027527831,0.027527831,0.013763916,292.15
5398200,6.0934,0.027527831,0.027527831,0.013763916,292.15
5399100,6.2083,0.028046908,0.028046908,0.014023454,292.15
5399100,6.2083,0.028046908,0.028046908,0.014023454,292.15
5400000,6.3231,0.028565533,0.028565533,0.014282767,292.15
5400000,6.3231,0.028565533,0.028565533,0.014282767,292.15
5400900,6.438,0.029084612,0.029084612,0.014542306,292.15
5400900,6.438,0.029084612,0.029084612,0.014542306,292.15
5401800,6.5528,0.029603237,0.029603237,0.014801619,292.15
5401800,6.5528,0.029603237,0.029603237,0.014801619,292.15
5402700,6.6677,0.030122316,0.030122316,0.015061158,292.15
5402700,6.6677,0.030122316,0.030122316,0.015061158,292.15
5403600,6.7825,0.030640941,0.030640941,0.015320471,292.15
5403600,6.7825,0.030640941,0.030640941,0.015320471,292.15
5404500,6.8974,0.03116002,0.03116002,0.01558001,292.15
5404500,6.8974,0.03116002,0.03116002,0.01558001,292.15
5405400,7.0123,0.031679098,0.031679098,0.015839549,292.15
5405400,7.0123,0.031679098,0.031679098,0.015839549,292.15
5406300,7.1271,0.03219772,0.03219772,0.01609886,292.15
5406300,7.1271,0.03219772,0.03219772,0.01609886,292.15
5407200,7.242,0.0327168,0.0327168,0.0163584,292.15
5407200,7.242,0.0327168,0.0327168,0.0163584,292.15
5408100,7.3568,0.033235427,0.033235427,0.016617713,292.15
5408100,7.3568,0.033235427,0.033235427,0.016617713,292.15
5409000,7.4717,0.033754505,0.033754505,0.016877253,292.15
5409000,7.4717,0.033754505,0.033754505,0.016877253,292.15
5409900,7.5865,0.03427313,0.03427313,0.017136564,292.15
5409900,7.5865,0.03427313,0.03427313,0.017136564,292.15
5410800,7.7014,0.034792207,0.034792207,0.017396104,292.15
5410800,7.7014,0.034792207,0.034792207,0.017396104,292.15
5411700,7.8162,0.035310835,0.035310835,0.017655417,292.15
5411700,7.8162,0.035310835,0.035310835,0.017655417,292.15
5412600,7.9311,0.03582991,0.03582991,0.017914955,292.15
5412600,7.9311,0.03582991,0.03582991,0.017914955,292.15
5413500,7.8626,0.035520453,0.035520453,0.017760227,292.15
5413500,7.8626,0.035520453,0.035520453,0.017760227,292.15
5414400,7.5263,0.034001168,0.034001168,0.017000584,292.15
5414400,7.5263,0.034001168,0.034001168,0.017000584,292.15
5415300,7.188,0.03247285,0.03247285,0.016236424,292.15
5415300,7.188,0.03247285,0.03247285,0.016236424,292.15
5416200,6.8496,0.030944075,0.030944075,0.015472038,292.15
5416200,6.8496,0.030944075,0.030944075,0.015472038,292.15
5417100,6.5113,0.029415755,0.029415755,0.014707877,292.15
5417100,6.5113,0.029415755,0.029415755,0.014707877,292.15
5418000,6.1729,0.027886983,0.027886983,0.0139434915,292.15
5418000,6.1729,0.027886983,0.027886983,0.0139434915,292.15
5418900,5.8346,0.026358664,0.026358664,0.013179332,292.15
5418900,5.8346,0.026358664,0.026358664,0.013179332,292.15
