time,UpperSetp[nZ],LowerSetp[nZ],UpperCO2[nZ],UpperSetp[sZ],LowerSetp[sZ],UpperCO2[sZ]
6674400,298.15,294.15,900,298.15,294.15,900
6675300,298.15,294.15,900,298.15,294.15,900
6676200,298.15,294.15,900,298.15,294.15,900
6677100,298.15,294.15,900,298.15,294.15,900
6678000,298.15,294.15,900,298.15,294.15,900
6678900,298.15,294.15,900,298.15,294.15,900
6679800,298.15,294.15,900,298.15,294.15,900
6680700,298.15,294.15,900,298.15,294.15,900
6681600,298.15,294.15,900,298.15,294.15,900
6682500,298.15,294.15,900,298.15,294.15,900
6683400,298.15,294.15,900,298.15,294.15,900
6684300,298.15,294.15,900,298.15,294.15,900
6685200,298.15,294.15,900,298.15,294.15,900
6686100,298.15,294.15,900,298.15,294.15,900
6687000,298.15,294.15,900,298.15,294.15,900
6687900,298.15,294.15,900,298.15,294.15,900
6688800,298.15,294.15,900,298.15,294.15,900
6689700,298.15,294.15,900,298.15,294.15,900
6690600,298.15,294.15,900,298.15,294.15,900
6691500,298.15,294.15,900,298.15,294.15,900
6692400,298.15,294.15,900,298.15,294.15,900
6693300,303.15,289.15,900,303.15,289.15,900
6694200,303.15,289.15,900,303.15,289.15,900
6695100,303.15,289.15,900,303.15,289.15,900
6696000,303.15,289.15,900,303.15,289.15,900
6696900,303.15,289.15,900,303.15,289.15,900
6697800,303.15,289.15,900,303.15,289.15,900
6698700,303.15,289.15,900,303.15,289.15,900
6699600,303.15,289.15,900,303.15,289.15,900
6700500,303.15,289.15,900,303.15,289.15,900
6701400,303.15,289.15,900,303.15,289.15,900
6702300,303.15,289.15,900,303.15,289.15,900
6703200,303.15,289.15,900,303.15,289.15,900
6704100,303.15,289.15,900,303.15,289.15,900
6705000,303.15,289.15,900,303.15,289.15,900
6705900,303.15,289.15,900,303.15,289.15,900
6706800,303.15,289.15,900,303.15,289.15,900
6707700,303.15,289.15,900,303.15,289.15,900
6708600,303.15,289.15,900,303.15,289.15,900
6709500,303.15,289.15,900,303.15,289.15,900
6710400,303.15,289.15,900,303.15,289.15,900
6711300,303.15,289.15,900,303.15,289.15,900
6712200,303.15,289.15,900,303.15,289.15,900
6713100,303.15,289.15,900,303.15,289.15,900
6714000,303.15,289.15,900,303.15,289.15,900
6714900,303.15,289.15,900,303.15,289.15,900
6715800,303.15,289.15,900,303.15,289.15,900
6716700,303.15,289.15,900,303.15,289.15,900
6717600,303.15,289.15,900,303.15,289.15,900
6718500,303.15,289.15,900,303.15,289.15,900
6719400,303.15,289.15,900,303.15,289.15,900
6720300,303.15,289.15,900,303.15,289.15,900
6721200,303.15,289.15,900,303.15,289.15,900
6722100,303.15,289.15,900,303.15,289.15,900
6723000,303.15,289.15,900,303.15,289.15,900
6723900,303.15,289.15,900,303.15,289.15,900
6724800,303.15,289.15,900,303.15,289.15,900
6725700,303.15,289.15,900,303.15,289.15,900
6726600,303.15,289.15,900,303.15,289.15,900
6727500,303.15,289.15,900,303.15,289.15,900
6728400,303.15,289.15,900,303.15,289.15,900
6729300,303.15,289.15,900,303.15,289.15,900
6730200,303.15,289.15,900,303.15,289.15,900
6731100,303.15,289.15,900,303.15,289.15,900
6732000,303.15,289.15,900,303.15,289.15,900
6732900,298.15,294.15,900,298.15,294.15,900
6733800,298.15,294.15,900,298.15,294.15,900
6734700,298.15,294.15,900,298.15,294.15,900
6735600,298.15,294.15,900,298.15,294.15,900
6736500,298.15,294.15,900,298.15,294.15,900
6737400,298.15,294.15,900,298.15,294.15,900
6738300,298.15,294.15,900,298.15,294.15,900
6739200,298.15,294.15,900,298.15,294.15,900
6740100,298.15,294.15,900,298.15,294.15,900
6741000,298.15,294.15,900,298.15,294.15,900
6741900,298.15,294.15,900,298.15,294.15,900
6742800,298.15,294.15,900,298.15,294.15,900
6743700,298.15,294.15,900,298.15,294.15,900
6744600,298.15,294.15,900,298.15,294.15,900
6745500,298.15,294.15,900,298.15,294.15,900
6746400,298.15,294.15,900,298.15,294.15,900
6747300,298.15,294.15,900,298.15,294.15,900
6748200,298.15,294.15,900,298.15,294.15,900
6749100,298.15,294.15,900,298.15,294.15,900
6750000,298.15,294.15,900,298.15,294.15,900
6750900,298.15,294.15,900,298.15,294.15,900
6751800,298.15,294.15,900,298.15,294.15,900
6752700,298.15,294.15,900,298.15,294.15,900
6753600,298.15,294.15,900,298.15,294.15,900
6754500,298.15,294.15,900,298.15,294.15,900
6755400,298.15,294.15,900,298.15,294.15,900
6756300,298.15,294.15,900,298.15,294.15,900
6757200,298.15,294.15,900,298.15,294.15,900
6758100,298.15,294.15,900,298.15,294.15,900
6759000,298.15,294.15,900,298.15,294.15,900
6759900,298.15,294.15,900,298.15,294.15,900
6760800,298.15,294.15,900,298.15,294.15,900
6761700,298.15,294.15,900,298.15,294.15,900
6762600,298.15,294.15,900,298.15,294.15,900
6763500,298.15,294.15,900,298.15,294.15,900
6764400,298.15,294.15,900,298.15,294.15,900
6765300,298.15,294.15,900,298.15,294.15,900
6766200,298.15,294.15,900,298.15,294.15,900
6767100,298.15,294.15,900,298.15,294.15,900
6768000,298.15,294.15,900,298.15,294.15,900
6768900,298.15,294.15,900,298.15,294.15,900
6769800,298.15,294.15,900,298.15,294.15,900
6770700,298.15,294.15,900,298.15,294.15,900
6771600,298.15,294.15,900,298.15,294.15,900
6772500,298.15,294.15,900,298.15,294.15,900
6773400,298.15,294.15,900,298.15,294.15,900
6774300,298.15,294.15,900,298.15,294.15,900
6775200,298.15,294.15,900,298.15,294.15,900
6776100,303.15,289.15,900,303.15,289.15,900
6777000,303.15,289.15,900,303.15,289.15,900
6777900,303.15,289.15,900,303.15,289.15,900
6778800,303.15,289.15,900,303.15,289.15,900
6779700,303.15,289.15,900,303.15,289.15,900
6780600,303.15,289.15,900,303.15,289.15,900
6781500,303.15,289.15,900,303.15,289.15,900
6782400,303.15,289.15,900,303.15,289.15,900
6783300,303.15,289.15,900,303.15,289.15,900
6784200,303.15,289.15,900,303.15,289.15,900
6785100,303.15,289.15,900,303.15,289.15,900
6786000,303.15,289.15,900,303.15,289.15,900
6786900,303.15,289.15,900,303.15,289.15,900
6787800,303.15,289.15,900,303.15,289.15,900
6788700,303.15,289.15,900,303.15,289.15,900
6789600,303.15,289.15,900,303.15,289.15,900
6790500,303.15,289.15,900,303.15,289.15,900
6791400,303.15,289.15,900,303.15,289.15,900
6792300,303.15,289.15,900,303.15,289.15,900
6793200,303.15,289.15,900,303.15,289.15,900
6794100,303.15,289.15,900,303.15,289.15,900
6795000,303.15,289.15,900,303.15,289.15,900
6795900,303.15,289.15,900,303.15,289.15,900
6796800,303.15,289.15,900,303.15,289.15,900
6797700,303.15,289.15,900,303.15,289.15,900
6798600,303.15,289.15,900,303.15,289.15,900
6799500,303.15,289.15,900,303.15,289.15,900
6800400,303.15,289.15,900,303.15,289.15,900
6801300,303.15,289.15,900,303.15,289.15,900
6802200,303.15,289.15,900,303.15,289.15,900
6803100,303.15,289.15,900,303.15,289.15,900
6804000,303.15,289.15,900,303.15,289.15,900
6804900,303.15,289.15,900,303.15,289.15,900
6805800,303.15,289.15,900,303.15,289.15,900
6806700,303.15,289.15,900,303.15,289.15,900
6807600,303.15,289.15,900,303.15,289.15,900
6808500,303.15,289.15,900,303.15,289.15,900
6809400,303.15,289.15,900,303.15,289.15,900
6810300,303.15,289.15,900,303.15,289.15,900
6811200,303.15,289.15,900,303.15,289.15,900
6812100,303.15,289.15,900,303.15,289.15,900
6813000,303.15,289.15,900,303.15,289.15,900
6813900,303.15,289.15,900,303.15,289.15,900
6814800,303.15,289.15,900,303.15,289.15,900
6815700,298.15,294.15,900,298.15,294.15,900
6816600,298.15,294.15,900,298.15,294.15,900
6817500,298.15,294.15,900,298.15,294.15,900
6818400,298.15,294.15,900,298.15,294.15,900
6819300,298.15,294.15,900,298.15,294.15,900
6820200,298.15,294.15,900,298.15,294.15,900
6821100,298.15,294.15,900,298.15,294.15,900
6822000,298.15,294.15,900,298.15,294.15,900
6822900,298.15,294.15,900,298.15,294.15,900
6823800,298.15,294.15,900,298.15,294.15,900
6824700,298.15,294.15,900,298.15,294.15,900
6825600,298.15,294.15,900,298.15,294.15,900
6826500,298.15,294.15,900,298.15,294.15,900
6827400,298.15,294.15,900,298.15,294.15,900
6828300,298.15,294.15,900,298.15,294.15,900
6829200,298.15,294.15,900,298.15,294.15,900
6830100,298.15,294.15,900,298.15,294.15,900
6831000,298.15,294.15,900,298.15,294.15,900
6831900,298.15,294.15,900,298.15,294.15,900
6832800,298.15,294.15,900,298.15,294.15,900
6833700,298.15,294.15,900,298.15,294.15,900
6834600,298.15,294.15,900,298.15,294.15,900
6835500,298.15,294.15,900,298.15,294.15,900
6836400,298.15,294.15,900,298.15,294.15,900
6837300,298.15,294.15,900,298.15,294.15,900
6838200,298.15,294.15,900,298.15,294.15,900
6839100,298.15,294.15,900,298.15,294.15,900
6840000,298.15,294.15,900,298.15,294.15,900
6840900,298.15,294.15,900,298.15,294.15,900
6841800,298.15,294.15,900,298.15,294.15,900
6842700,298.15,294.15,900,298.15,294.15,900
6843600,298.15,294.15,900,298.15,294.15,900
6844500,298.15,294.15,900,298.15,294.15,900
6845400,298.15,294.15,900,298.15,294.15,900
6846300,298.15,294.15,900,298.15,294.15,900
6847200,298.15,294.15,900,298.15,294.15,900
6848100,298.15,294.15,900,298.15,294.15,900
6849000,298.15,294.15,900,298.15,294.15,900
6849900,298.15,294.15,900,298.15,294.15,900
6850800,298.15,294.15,900,298.15,294.15,900
6851700,298.15,294.15,900,298.15,294.15,900
6852600,298.15,294.15,900,298.15,294.15,900
6853500,298.15,294.15,900,298.15,294.15,900
6854400,298.15,294.15,900,298.15,294.15,900
6855300,298.15,294.15,900,298.15,294.15,900
6856200,298.15,294.15,900,298.15,294.15,900
6857100,298.15,294.15,900,298.15,294.15,900
6858000,298.15,294.15,900,298.15,294.15,900
6858900,303.15,289.15,900,303.15,289.15,900
6859800,303.15,289.15,900,303.15,289.15,900
6860700,303.15,289.15,900,303.15,289.15,900
6861600,303.15,289.15,900,303.15,289.15,900
6862500,303.15,289.15,900,303.15,289.15,900
6863400,303.15,289.15,900,303.15,289.15,900
6864300,303.15,289.15,900,303.15,289.15,900
6865200,303.15,289.15,900,303.15,289.15,900
6866100,303.15,289.15,900,303.15,289.15,900
6867000,303.15,289.15,900,303.15,289.15,900
6867900,303.15,289.15,900,303.15,289.15,900
6868800,303.15,289.15,900,303.15,289.15,900
6869700,303.15,289.15,900,303.15,289.15,900
6870600,303.15,289.15,900,303.15,289.15,900
6871500,303.15,289.15,900,303.15,289.15,900
6872400,303.15,289.15,900,303.15,289.15,900
6873300,303.15,289.15,900,303.15,289.15,900
6874200,303.15,289.15,900,303.15,289.15,900
6875100,303.15,289.15,900,303.15,289.15,900
6876000,303.15,289.15,900,303.15,289.15,900
6876900,303.15,289.15,900,303.15,289.15,900
6877800,303.15,289.15,900,303.15,289.15,900
6878700,303.15,289.15,900,303.15,289.15,900
6879600,303.15,289.15,900,303.15,289.15,900
6880500,303.15,289.15,900,303.15,289.15,900
6881400,303.15,289.15,900,303.15,289.15,900
6882300,303.15,289.15,900,303.15,289.15,900
6883200,303.15,289.15,900,303.15,289.15,900
6884100,303.15,289.15,900,303.15,289.15,900
6885000,303.15,289.15,900,303.15,289.15,900
6885900,303.15,289.15,900,303.15,289.15,900
6886800,303.15,289.15,900,303.15,289.15,900
6887700,303.15,289.15,900,303.15,289.15,900
6888600,303.15,289.15,900,303.15,289.15,900
6889500,303.15,289.15,900,303.15,289.15,900
6890400,303.15,289.15,900,303.15,289.15,900
6891300,303.15,289.15,900,303.15,289.15,900
6892200,303.15,289.15,900,303.15,289.15,900
6893100,303.15,289.15,900,303.15,289.15,900
6894000,303.15,289.15,900,303.15,289.15,900
6894900,303.15,289.15,900,303.15,289.15,900
6895800,303.15,289.15,900,303.15,289.15,900
6896700,303.15,289.15,900,303.15,289.15,900
6897600,303.15,289.15,900,303.15,289.15,900
6898500,298.15,294.15,900,298.15,294.15,900
6899400,298.15,294.15,900,298.15,294.15,900
6900300,298.15,294.15,900,298.15,294.15,900
6901200,298.15,294.15,900,298.15,294.15,900
6902100,298.15,294.15,900,298.15,294.15,900
6903000,298.15,294.15,900,298.15,294.15,900
6903900,298.15,294.15,900,298.15,294.15,900
6904800,298.15,294.15,900,298.15,294.15,900
6905700,298.15,294.15,900,298.15,294.15,900
6906600,298.15,294.15,900,298.15,294.15,900
6907500,298.15,294.15,900,298.15,294.15,900
6908400,298.15,294.15,900,298.15,294.15,900
6909300,298.15,294.15,900,298.15,294.15,900
6910200,298.15,294.15,900,298.15,294.15,900
6911100,298.15,294.15,900,298.15,294.15,900
6912000,298.15,294.15,900,298.15,294.15,900
6912900,303.15,289.15,900,303.15,289.15,900
6913800,303.15,289.15,900,303.15,289.15,900
6914700,303.15,289.15,900,303.15,289.15,900
6915600,303.15,289.15,900,303.15,289.15,900
6916500,303.15,289.15,900,303.15,289.15,900
6917400,303.15,289.15,900,303.15,289.15,900
6918300,303.15,289.15,900,303.15,289.15,900
6919200,303.15,289.15,900,303.15,289.15,900
6920100,303.15,289.15,900,303.15,289.15,900
6921000,303.15,289.15,900,303.15,289.15,900
6921900,303.15,289.15,900,303.15,289.15,900
6922800,303.15,289.15,900,303.15,289.15,900
6923700,303.15,289.15,900,303.15,289.15,900
6924600,303.15,289.15,900,303.15,289.15,900
6925500,303.15,289.15,900,303.15,289.15,900
6926400,303.15,289.15,900,303.15,289.15,900
6927300,303.15,289.15,900,303.15,289.15,900
6928200,303.15,289.15,900,303.15,289.15,900
6929100,303.15,289.15,900,303.15,289.15,900
6930000,303.15,289.15,900,303.15,289.15,900
6930900,303.15,289.15,900,303.15,289.15,900
6931800,303.15,289.15,900,303.15,289.15,900
6932700,303.15,289.15,900,303.15,289.15,900
6933600,303.15,289.15,900,303.15,289.15,900
6934500,303.15,289.15,900,303.15,289.15,900
6935400,303.15,289.15,900,303.15,289.15,900
6936300,303.15,289.15,900,303.15,289.15,900
6937200,303.15,289.15,900,303.15,289.15,900
6938100,303.15,289.15,900,303.15,289.15,900
6939000,303.15,289.15,900,303.15,289.15,900
6939900,303.15,289.15,900,303.15,289.15,900
6940800,303.15,289.15,900,303.15,289.15,900
6941700,303.15,289.15,900,303.15,289.15,900
6942600,303.15,289.15,900,303.15,289.15,900
6943500,303.15,289.15,900,303.15,289.15,900
6944400,303.15,289.15,900,303.15,289.15,900
6945300,303.15,289.15,900,303.15,289.15,900
6946200,303.15,289.15,900,303.15,289.15,900
6947100,303.15,289.15,900,303.15,289.15,900
6948000,303.15,289.15,900,303.15,289.15,900
6948900,303.15,289.15,900,303.15,289.15,900
6949800,303.15,289.15,900,303.15,289.15,900
6950700,303.15,289.15,900,303.15,289.15,900
6951600,303.15,289.15,900,303.15,289.15,900
6952500,303.15,289.15,900,303.15,289.15,900
6953400,303.15,289.15,900,303.15,289.15,900
6954300,303.15,289.15,900,303.15,289.15,900
6955200,303.15,289.15,900,303.15,289.15,900
6956100,303.15,289.15,900,303.15,289.15,900
6957000,303.15,289.15,900,303.15,289.15,900
6957900,303.15,289.15,900,303.15,289.15,900
6958800,303.15,289.15,900,303.15,289.15,900
6959700,303.15,289.15,900,303.15,289.15,900
6960600,303.15,289.15,900,303.15,289.15,900
6961500,303.15,289.15,900,303.15,289.15,900
6962400,303.15,289.15,900,303.15,289.15,900
6963300,303.15,289.15,900,303.15,289.15,900
6964200,303.15,289.15,900,303.15,289.15,900
6965100,303.15,289.15,900,303.15,289.15,900
6966000,303.15,289.15,900,303.15,289.15,900
6966900,303.15,289.15,900,303.15,289.15,900
6967800,303.15,289.15,900,303.15,289.15,900
6968700,303.15,289.15,900,303.15,289.15,900
6969600,303.15,289.15,900,303.15,289.15,900
6970500,303.15,289.15,900,303.15,289.15,900
6971400,303.15,289.15,900,303.15,289.15,900
6972300,303.15,289.15,900,303.15,289.15,900
6973200,303.15,289.15,900,303.15,289.15,900
6974100,303.15,289.15,900,303.15,289.15,900
6975000,303.15,289.15,900,303.15,289.15,900
6975900,303.15,289.15,900,303.15,289.15,900
6976800,303.15,289.15,900,303.15,289.15,900
6977700,303.15,289.15,900,303.15,289.15,900
6978600,303.15,289.15,900,303.15,289.15,900
6979500,303.15,289.15,900,303.15,289.15,900
6980400,303.15,289.15,900,303.15,289.15,900
6981300,303.15,289.15,900,303.15,289.15,900
6982200,303.15,289.15,900,303.15,289.15,900
6983100,303.15,289.15,900,303.15,289.15,900
6984000,303.15,289.15,900,303.15,289.15,900
6984900,303.15,289.15,900,303.15,289.15,900
6985800,303.15,289.15,900,303.15,289.15,900
6986700,303.15,289.15,900,303.15,289.15,900
6987600,303.15,289.15,900,303.15,289.15,900
6988500,303.15,289.15,900,303.15,289.15,900
6989400,303.15,289.15,900,303.15,289.15,900
6990300,303.15,289.15,900,303.15,289.15,900
6991200,303.15,289.15,900,303.15,289.15,900
6992100,303.15,289.15,900,303.15,289.15,900
6993000,303.15,289.15,900,303.15,289.15,900
6993900,303.15,289.15,900,303.15,289.15,900
6994800,303.15,289.15,900,303.15,289.15,900
6995700,303.15,289.15,900,303.15,289.15,900
6996600,303.15,289.15,900,303.15,289.15,900
6997500,303.15,289.15,900,303.15,289.15,900
6998400,303.15,289.15,900,303.15,289.15,900
6999300,303.15,289.15,900,303.15,289.15,900
7000200,303.15,289.15,900,303.15,289.15,900
7001100,303.15,289.15,900,303.15,289.15,900
7002000,303.15,289.15,900,303.15,289.15,900
7002900,303.15,289.15,900,303.15,289.15,900
7003800,303.15,289.15,900,303.15,289.15,900
7004700,303.15,289.15,900,303.15,289.15,900
7005600,303.15,289.15,900,303.15,289.15,900
7006500,303.15,289.15,900,303.15,289.15,900
7007400,303.15,289.15,900,303.15,289.15,900
7008300,303.15,289.15,900,303.15,289.15,900
7009200,303.15,289.15,900,303.15,289.15,900
7010100,303.15,289.15,900,303.15,289.15,900
7011000,303.15,289.15,900,303.15,289.15,900
7011900,303.15,289.15,900,303.15,289.15,900
7012800,303.15,289.15,900,303.15,289.15,900
7013700,303.15,289.15,900,303.15,289.15,900
7014600,303.15,289.15,900,303.15,289.15,900
7015500,303.15,289.15,900,303.15,289.15,900
7016400,303.15,289.15,900,303.15,289.15,900
7017300,303.15,289.15,900,303.15,289.15,900
7018200,303.15,289.15,900,303.15,289.15,900
7019100,303.15,289.15,900,303.15,289.15,900
7020000,303.15,289.15,900,303.15,289.15,900
7020900,303.15,289.15,900,303.15,289.15,900
7021800,303.15,289.15,900,303.15,289.15,900
7022700,303.15,289.15,900,303.15,289.15,900
7023600,303.15,289.15,900,303.15,289.15,900
7024500,303.15,289.15,900,303.15,289.15,900
7025400,303.15,289.15,900,303.15,289.15,900
7026300,303.15,289.15,900,303.15,289.15,900
7027200,303.15,289.15,900,303.15,289.15,900
7028100,303.15,289.15,900,303.15,289.15,900
7029000,303.15,289.15,900,303.15,289.15,900
7029900,303.15,289.15,900,303.15,289.15,900
7030800,303.15,289.15,900,303.15,289.15,900
7031700,303.15,289.15,900,303.15,289.15,900
7032600,303.15,289.15,900,303.15,289.15,900
7033500,303.15,289.15,900,303.15,289.15,900
7034400,303.15,289.15,900,303.15,289.15,900
7035300,303.15,289.15,900,303.15,289.15,900
7036200,303.15,289.15,900,303.15,289.15,900
7037100,303.15,289.15,900,303.15,289.15,900
7038000,303.15,289.15,900,303.15,289.15,900
7038900,303.15,289.15,900,303.15,289.15,900
7039800,303.15,289.15,900,303.15,289.15,900
7040700,303.15,289.15,900,303.15,289.15,900
7041600,303.15,289.15,900,303.15,289.15,900
7042500,303.15,289.15,900,303.15,289.15,900
7043400,303.15,289.15,900,303.15,289.15,900
7044300,303.15,289.15,900,303.15,289.15,900
7045200,303.15,289.15,900,303.15,289.15,900
7046100,303.15,289.15,900,303.15,289.15,900
7047000,303.15,289.15,900,303.15,289.15,900
7047900,303.15,289.15,900,303.15,289.15,900
7048800,303.15,289.15,900,303.15,289.15,900
7049700,303.15,289.15,900,303.15,289.15,900
7050600,303.15,289.15,900,303.15,289.15,900
7051500,303.15,289.15,900,303.15,289.15,900
7052400,303.15,289.15,900,303.15,289.15,900
7053300,303.15,289.15,900,303.15,289.15,900
7054200,303.15,289.15,900,303.15,289.15,900
7055100,303.15,289.15,900,303.15,289.15,900
7056000,303.15,289.15,900,303.15,289.15,900
7056900,303.15,289.15,900,303.15,289.15,900
7057800,303.15,289.15,900,303.15,289.15,900
7058700,303.15,289.15,900,303.15,289.15,900
7059600,303.15,289.15,900,303.15,289.15,900
7060500,303.15,289.15,900,303.15,289.15,900
7061400,303.15,289.15,900,303.15,289.15,900
7062300,303.15,289.15,900,303.15,289.15,900
7063200,303.15,289.15,900,303.15,289.15,900
7064100,303.15,289.15,900,303.15,289.15,900
7065000,303.15,289.15,900,303.15,289.15,900
7065900,303.15,289.15,900,303.15,289.15,900
7066800,303.15,289.15,900,303.15,289.15,900
7067700,303.15,289.15,900,303.15,289.15,900
7068600,303.15,289.15,900,303.15,289.15,900
7069500,303.15,289.15,900,303.15,289.15,900
7070400,303.15,289.15,900,303.15,289.15,900
7071300,303.15,289.15,900,303.15,289.15,900
7072200,303.15,289.15,900,303.15,289.15,900
7073100,303.15,289.15,900,303.15,289.15,900
7074000,303.15,289.15,900,303.15,289.15,900
7074900,303.15,289.15,900,303.15,289.15,900
7075800,303.15,289.15,900,303.15,289.15,900
7076700,303.15,289.15,900,303.15,289.15,900
7077600,303.15,289.15,900,303.15,289.15,900
7078500,303.15,289.15,900,303.15,289.15,900
7079400,303.15,289.15,900,303.15,289.15,900
7080300,303.15,289.15,900,303.15,289.15,900
7081200,303.15,289.15,900,303.15,289.15,900
7082100,303.15,289.15,900,303.15,289.15,900
7083000,303.15,289.15,900,303.15,289.15,900
7083900,303.15,289.15,900,303.15,289.15,900
7084800,303.15,289.15,900,303.15,289.15,900
7085700,298.15,294.15,900,298.15,294.15,900
7086600,298.15,294.15,900,298.15,294.15,900
7087500,298.15,294.15,900,298.15,294.15,900
7088400,298.15,294.15,900,298.15,294.15,900
7089300,298.15,294.15,900,298.15,294.15,900
7090200,298.15,294.15,900,298.15,294.15,900
7091100,298.15,294.15,900,298.15,294.15,900
7092000,298.15,294.15,900,298.15,294.15,900
7092900,298.15,294.15,900,298.15,294.15,900
7093800,298.15,294.15,900,298.15,294.15,900
7094700,298.15,294.15,900,298.15,294.15,900
7095600,298.15,294.15,900,298.15,294.15,900
7096500,298.15,294.15,900,298.15,294.15,900
7097400,298.15,294.15,900,298.15,294.15,900
7098300,298.15,294.15,900,298.15,294.15,900
7099200,298.15,294.15,900,298.15,294.15,900
7100100,298.15,294.15,900,298.15,294.15,900
7101000,298.15,294.15,900,298.15,294.15,900
7101900,298.15,294.15,900,298.15,294.15,900
7102800,298.15,294.15,900,298.15,294.15,900
7103700,298.15,294.15,900,298.15,294.15,900
7104600,298.15,294.15,900,298.15,294.15,900
7105500,298.15,294.15,900,298.15,294.15,900
7106400,298.15,294.15,900,298.15,294.15,900
7107300,303.15,289.15,900,303.15,289.15,900
7108200,303.15,289.15,900,303.15,289.15,900
7109100,303.15,289.15,900,303.15,289.15,900
7110000,303.15,289.15,900,303.15,289.15,900
7110900,303.15,289.15,900,303.15,289.15,900
7111800,303.15,289.15,900,303.15,289.15,900
7112700,303.15,289.15,900,303.15,289.15,900
7113600,303.15,289.15,900,303.15,289.15,900
7114500,303.15,289.15,900,303.15,289.15,900
7115400,303.15,289.15,900,303.15,289.15,900
7116300,303.15,289.15,900,303.15,289.15,900
7117200,303.15,289.15,900,303.15,289.15,900
7118100,303.15,289.15,900,303.15,289.15,900
7119000,303.15,289.15,900,303.15,289.15,900
7119900,303.15,289.15,900,303.15,289.15,900
7120800,303.15,289.15,900,303.15,289.15,900
7121700,303.15,289.15,900,303.15,289.15,900
7122600,303.15,289.15,900,303.15,289.15,900
7123500,303.15,289.15,900,303.15,289.15,900
7124400,303.15,289.15,900,303.15,289.15,900
7125300,303.15,289.15,900,303.15,289.15,900
7126200,303.15,289.15,900,303.15,289.15,900
7127100,303.15,289.15,900,303.15,289.15,900
7128000,303.15,289.15,900,303.15,289.15,900
7128900,303.15,289.15,900,303.15,289.15,900
7129800,303.15,289.15,900,303.15,289.15,900
7130700,303.15,289.15,900,303.15,289.15,900
7131600,303.15,289.15,900,303.15,289.15,900
7132500,303.15,289.15,900,303.15,289.15,900
7133400,303.15,289.15,900,303.15,289.15,900
7134300,303.15,289.15,900,303.15,289.15,900
7135200,303.15,289.15,900,303.15,289.15,900
7136100,303.15,289.15,900,303.15,289.15,900
7137000,303.15,289.15,900,303.15,289.15,900
7137900,303.15,289.15,900,303.15,289.15,900
7138800,303.15,289.15,900,303.15,289.15,900
7139700,303.15,289.15,900,303.15,289.15,900
7140600,303.15,289.15,900,303.15,289.15,900
7141500,303.15,289.15,900,303.15,289.15,900
7142400,303.15,289.15,900,303.15,289.15,900
7143300,303.15,289.15,900,303.15,289.15,900
7144200,303.15,289.15,900,303.15,289.15,900
7145100,303.15,289.15,900,303.15,289.15,900
7146000,303.15,289.15,900,303.15,289.15,900
7146900,298.15,294.15,900,298.15,294.15,900
7147800,298.15,294.15,900,298.15,294.15,900
7148700,298.15,294.15,900,298.15,294.15,900
7149600,298.15,294.15,900,298.15,294.15,900
7150500,298.15,294.15,900,298.15,294.15,900
7151400,298.15,294.15,900,298.15,294.15,900
7152300,298.15,294.15,900,298.15,294.15,900
7153200,298.15,294.15,900,298.15,294.15,900
7154100,298.15,294.15,900,298.15,294.15,900
7155000,298.15,294.15,900,298.15,294.15,900
7155900,298.15,294.15,900,298.15,294.15,900
7156800,298.15,294.15,900,298.15,294.15,900
7157700,298.15,294.15,900,298.15,294.15,900
7158600,298.15,294.15,900,298.15,294.15,900
7159500,298.15,294.15,900,298.15,294.15,900
7160400,298.15,294.15,900,298.15,294.15,900
7161300,298.15,294.15,900,298.15,294.15,900
7162200,298.15,294.15,900,298.15,294.15,900
7163100,298.15,294.15,900,298.15,294.15,900
7164000,298.15,294.15,900,298.15,294.15,900
7164900,298.15,294.15,900,298.15,294.15,900
7165800,298.15,294.15,900,298.15,294.15,900
7166700,298.15,294.15,900,298.15,294.15,900
7167600,298.15,294.15,900,298.15,294.15,900
7168500,298.15,294.15,900,298.15,294.15,900
7169400,298.15,294.15,900,298.15,294.15,900
7170300,298.15,294.15,900,298.15,294.15,900
7171200,298.15,294.15,900,298.15,294.15,900
7172100,298.15,294.15,900,298.15,294.15,900
7173000,298.15,294.15,900,298.15,294.15,900
7173900,298.15,294.15,900,298.15,294.15,900
7174800,298.15,294.15,900,298.15,294.15,900
7175700,298.15,294.15,900,298.15,294.15,900
7176600,298.15,294.15,900,298.15,294.15,900
7177500,298.15,294.15,900,298.15,294.15,900
7178400,298.15,294.15,900,298.15,294.15,900
7179300,298.15,294.15,900,298.15,294.15,900
7180200,298.15,294.15,900,298.15,294.15,900
7181100,298.15,294.15,900,298.15,294.15,900
7182000,298.15,294.15,900,298.15,294.15,900
7182900,298.15,294.15,900,298.15,294.15,900
7183800,298.15,294.15,900,298.15,294.15,900
7184700,298.15,294.15,900,298.15,294.15,900
7185600,298.15,294.15,900,298.15,294.15,900
7186500,298.15,294.15,900,298.15,294.15,900
7187400,298.15,294.15,900,298.15,294.15,900
7188300,298.15,294.15,900,298.15,294.15,900
7189200,298.15,294.15,900,298.15,294.15,900
7190100,303.15,289.15,900,303.15,289.15,900
7191000,303.15,289.15,900,303.15,289.15,900
7191900,303.15,289.15,900,303.15,289.15,900
7192800,303.15,289.15,900,303.15,289.15,900
7193700,303.15,289.15,900,303.15,289.15,900
7194600,303.15,289.15,900,303.15,289.15,900
7195500,303.15,289.15,900,303.15,289.15,900
