time,InternalGainsCon[nZ],InternalGainsRad[nZ],InternalGainsLat[nZ],InternalGainsCon[sZ],InternalGainsRad[sZ],InternalGainsLat[sZ]
5286600,0,0,0,0,0,0
5287500,0,0,0,0,0,0
5288400,0,0,0,0,0,0
5289300,0,0,0,0,0,0
5290200,0,0,0,0,0,0
5291100,0,0,0,0,0,0
5292000,0,0,0,0,0,0
5292900,0,0,0,0,0,0
5293800,0,0,0,0,0,0
5294700,0,0,0,0,0,0
5295600,0,0,0,0,0,0
5296500,0,0,0,0,0,0
5297400,0,0,0,0,0,0
5298300,0,0,0,0,0,0
5299200,0,0,0,0,0,0
5300100,0,0,0,0,0,0
5301000,0,0,0,0,0,0
5301900,0,0,0,0,0,0
5302800,0,0,0,0,0,0
5303700,0,0,0,0,0,0
5304600,0,0,0,0,0,0
5305500,0,0,0,0,0,0
5306400,0,0,0,0,0,0
5307300,0,0,0,0,0,0
5308200,0,0,0,0,0,0
5309100,0,0,0,0,0,0
5310000,0,0,0,0,0,0
5310900,0,0,0,0,0,0
5311800,0,0,0,0,0,0
5312700,0,0,0,0,0,0
5313600,0,0,0,0,0,0
5314500,0,0,0,0,0,0
5315400,0,0,0,0,0,0
5316300,0,0,0,0,0,0
5317200,0,0,0,0,0,0
5318100,0,0,0,0,0,0
5319000,0,0,0,0,0,0
5319900,0,0,0,0,0,0
5320800,0,0,0,0,0,0
5321700,0,0,0,0,0,0
5322600,0,0,0,0,0,0
5323500,0,0,0,0,0,0
5324400,0,0,0,0,0,0
5325300,2920,4380,4500,2920,4380,4500
5326200,2920,4380,4500,2920,4380,4500
5327100,2920,4380,4500,2920,4380,4500
5328000,2920,4380,4500,2920,4380,4500
5328900,4380,6570,6750,4380,6570,6750
5329800,4380,6570,6750,4380,6570,6750
5330700,4380,6570,6750,4380,6570,6750
5331600,4380,6570,6750,4380,6570,6750
5332500,4623.3335,6935,7125,4623.3335,6935,7125
5333400,4623.3335,6935,7125,4623.3335,6935,7125
5334300,4623.3335,6935,7125,4623.3335,6935,7125
5335200,4623.3335,6935,7125,4623.3335,6935,7125
5336100,4866.6665,7300,7500,4866.6665,7300,7500
5337000,4866.6665,7300,7500,4866.6665,7300,7500
5337900,4866.6665,7300,7500,4866.6665,7300,7500
5338800,4866.6665,7300,7500,4866.6665,7300,7500
5339700,4866.6665,7300,7500,4866.6665,7300,7500
5340600,4866.6665,7300,7500,4866.6665,7300,7500
5341500,4866.6665,7300,7500,4866.6665,7300,7500
5342400,4866.6665,7300,7500,4866.6665,7300,7500
5343300,4380,6570,6750,4380,6570,6750
5344200,4380,6570,6750,4380,6570,6750
5345100,4380,6570,6750,4380,6570,6750
5346000,4380,6570,6750,4380,6570,6750
5346900,4380,6570,6750,4380,6570,6750
5347800,4380,6570,6750,4380,6570,6750
5348700,4380,6570,6750,4380,6570,6750
5349600,4380,6570,6750,4380,6570,6750
5350500,4866.6665,7300,7500,4866.6665,7300,7500
5351400,4866.6665,7300,7500,4866.6665,7300,7500
5352300,4866.6665,7300,7500,4866.6665,7300,7500
5353200,4866.6665,7300,7500,4866.6665,7300,7500
5354100,4380,6570,6750,4380,6570,6750
5355000,4380,6570,6750,4380,6570,6750
5355900,4380,6570,6750,4380,6570,6750
5356800,4380,6570,6750,4380,6570,6750
5357700,2920,4380,4500,2920,4380,4500
5358600,2920,4380,4500,2920,4380,4500
5359500,2920,4380,4500,2920,4380,4500
5360400,2920,4380,4500,2920,4380,4500
5361300,1946.6667,2920,3000,1946.6667,2920,3000
5362200,1946.6667,2920,3000,1946.6667,2920,3000
5363100,1946.6667,2920,3000,1946.6667,2920,3000
5364000,1946.6667,2920,3000,1946.6667,2920,3000
5364900,1460,2190,2250,1460,2190,2250
5365800,1460,2190,2250,1460,2190,2250
5366700,1460,2190,2250,1460,2190,2250
5367600,1460,2190,2250,1460,2190,2250
5368500,0,0,0,0,0,0
5369400,0,0,0,0,0,0
5370300,0,0,0,0,0,0
5371200,0,0,0,0,0,0
5372100,0,0,0,0,0,0
5373000,0,0,0,0,0,0
5373900,0,0,0,0,0,0
5374800,0,0,0,0,0,0
5375700,0,0,0,0,0,0
5376600,0,0,0,0,0,0
5377500,0,0,0,0,0,0
5378400,0,0,0,0,0,0
5379300,0,0,0,0,0,0
5380200,0,0,0,0,0,0
5381100,0,0,0,0,0,0
5382000,0,0,0,0,0,0
5382900,0,0,0,0,0,0
5383800,0,0,0,0,0,0
5384700,0,0,0,0,0,0
5385600,0,0,0,0,0,0
5386500,0,0,0,0,0,0
5387400,0,0,0,0,0,0
5388300,0,0,0,0,0,0
5389200,0,0,0,0,0,0
5390100,0,0,0,0,0,0
5391000,0,0,0,0,0,0
5391900,0,0,0,0,0,0
5392800,0,0,0,0,0,0
5393700,0,0,0,0,0,0
5394600,0,0,0,0,0,0
5395500,0,0,0,0,0,0
5396400,0,0,0,0,0,0
5397300,0,0,0,0,0,0
5398200,0,0,0,0,0,0
5399100,0,0,0,0,0,0
5400000,0,0,0,0,0,0
5400900,0,0,0,0,0,0
5401800,0,0,0,0,0,0
5402700,0,0,0,0,0,0
5403600,0,0,0,0,0,0
5404500,0,0,0,0,0,0
5405400,0,0,0,0,0,0
5406300,0,0,0,0,0,0
5407200,0,0,0,0,0,0
5408100,2920,4380,4500,2920,4380,4500
5409000,2920,4380,4500,2920,4380,4500
5409900,2920,4380,4500,2920,4380,4500
5410800,2920,4380,4500,2920,4380,4500
5411700,4380,6570,6750,4380,6570,6750
5412600,4380,6570,6750,4380,6570,6750
5413500,4380,6570,6750,4380,6570,6750
5414400,4380,6570,6750,4380,6570,6750
5415300,4623.3335,6935,7125,4623.3335,6935,7125
5416200,4623.3335,6935,7125,4623.3335,6935,7125
5417100,4623.3335,6935,7125,4623.3335,6935,7125
5418000,4623.3335,6935,7125,4623.3335,6935,7125
5418900,4866.6665,7300,7500,4866.6665,7300,7500
5419800,4866.6665,7300,7500,4866.6665,7300,7500
5420700,4866.6665,7300,7500,4866.6665,7300,7500
5421600,4866.6665,7300,7500,4866.6665,7300,7500
5422500,4866.6665,7300,7500,4866.6665,7300,7500
5423400,4866.6665,7300,7500,4866.6665,7300,7500
5424300,4866.6665,7300,7500,4866.6665,7300,7500
5425200,4866.6665,7300,7500,4866.6665,7300,7500
5426100,4380,6570,6750,4380,6570,6750
5427000,4380,6570,6750,4380,6570,6750
5427900,4380,6570,6750,4380,6570,6750
5428800,4380,6570,6750,4380,6570,6750
5429700,4380,6570,6750,4380,6570,6750
5430600,4380,6570,6750,4380,6570,6750
5431500,4380,6570,6750,4380,6570,6750
5432400,4380,6570,6750,4380,6570,6750
5433300,4866.6665,7300,7500,4866.6665,7300,7500
5434200,4866.6665,7300,7500,4866.6665,7300,7500
5435100,4866.6665,7300,7500,4866.6665,7300,7500
5436000,4866.6665,7300,7500,4866.6665,7300,7500
5436900,4380,6570,6750,4380,6570,6750
5437800,4380,6570,6750,4380,6570,6750
5438700,4380,6570,6750,4380,6570,6750
5439600,4380,6570,6750,4380,6570,6750
5440500,2920,4380,4500,2920,4380,4500
5441400,2920,4380,4500,2920,4380,4500
5442300,2920,4380,4500,2920,4380,4500
5443200,2920,4380,4500,2920,4380,4500
5444100,1946.6667,2920,3000,1946.6667,2920,3000
5445000,1946.6667,2920,3000,1946.6667,2920,3000
5445900,1946.6667,2920,3000,1946.6667,2920,3000
5446800,1946.6667,2920,3000,1946.6667,2920,3000
5447700,1460,2190,2250,1460,2190,2250
5448600,1460,2190,2250,1460,2190,2250
5449500,1460,2190,2250,1460,2190,2250
5450400,1460,2190,2250,1460,2190,2250
5451300,0,0,0,0,0,0
5452200,0,0,0,0,0,0
5453100,0,0,0,0,0,0
5454000,0,0,0,0,0,0
5454900,0,0,0,0,0,0
5455800,0,0,0,0,0,0
5456700,0,0,0,0,0,0
5457600,0,0,0,0,0,0
5458500,0,0,0,0,0,0
5459400,0,0,0,0,0,0
5460300,0,0,0,0,0,0
5461200,0,0,0,0,0,0
5462100,0,0,0,0,0,0
5463000,0,0,0,0,0,0
5463900,0,0,0,0,0,0
5464800,0,0,0,0,0,0
5465700,0,0,0,0,0,0
5466600,0,0,0,0,0,0
5467500,0,0,0,0,0,0
5468400,0,0,0,0,0,0
5469300,0,0,0,0,0,0
5470200,0,0,0,0,0,0
5471100,0,0,0,0,0,0
5472000,0,0,0,0,0,0
5472900,0,0,0,0,0,0
5473800,0,0,0,0,0,0
5474700,0,0,0,0,0,0
5475600,0,0,0,0,0,0
5476500,0,0,0,0,0,0
5477400,0,0,0,0,0,0
5478300,0,0,0,0,0,0
5479200,0,0,0,0,0,0
5480100,0,0,0,0,0,0
5481000,0,0,0,0,0,0
5481900,0,0,0,0,0,0
5482800,0,0,0,0,0,0
5483700,0,0,0,0,0,0
5484600,0,0,0,0,0,0
5485500,0,0,0,0,0,0
5486400,0,0,0,0,0,0
5487300,0,0,0,0,0,0
5488200,0,0,0,0,0,0
5489100,0,0,0,0,0,0
5490000,0,0,0,0,0,0
5490900,2920,4380,4500,2920,4380,4500
5491800,2920,4380,4500,2920,4380,4500
5492700,2920,4380,4500,2920,4380,4500
5493600,2920,4380,4500,2920,4380,4500
5494500,4380,6570,6750,4380,6570,6750
5495400,4380,6570,6750,4380,6570,6750
5496300,4380,6570,6750,4380,6570,6750
5497200,4380,6570,6750,4380,6570,6750
5498100,4623.3335,6935,7125,4623.3335,6935,7125
5499000,4623.3335,6935,7125,4623.3335,6935,7125
5499900,4623.3335,6935,7125,4623.3335,6935,7125
5500800,4623.3335,6935,7125,4623.3335,6935,7125
5501700,4866.6665,7300,7500,4866.6665,7300,7500
5502600,4866.6665,7300,7500,4866.6665,7300,7500
5503500,4866.6665,7300,7500,4866.6665,7300,7500
5504400,4866.6665,7300,7500,4866.6665,7300,7500
5505300,4866.6665,7300,7500,4866.6665,7300,7500
5506200,4866.6665,7300,7500,4866.6665,7300,7500
5507100,4866.6665,7300,7500,4866.6665,7300,7500
5508000,4866.6665,7300,7500,4866.6665,7300,7500
5508900,4380,6570,6750,4380,6570,6750
5509800,4380,6570,6750,4380,6570,6750
5510700,4380,6570,6750,4380,6570,6750
5511600,4380,6570,6750,4380,6570,6750
5512500,4380,6570,6750,4380,6570,6750
5513400,4380,6570,6750,4380,6570,6750
5514300,4380,6570,6750,4380,6570,6750
5515200,4380,6570,6750,4380,6570,6750
5516100,4866.6665,7300,7500,4866.6665,7300,7500
5517000,4866.6665,7300,7500,4866.6665,7300,7500
5517900,4866.6665,7300,7500,4866.6665,7300,7500
5518800,4866.6665,7300,7500,4866.6665,7300,7500
5519700,4380,6570,6750,4380,6570,6750
5520600,4380,6570,6750,4380,6570,6750
5521500,4380,6570,6750,4380,6570,6750
5522400,4380,6570,6750,4380,6570,6750
5523300,2920,4380,4500,2920,4380,4500
5524200,2920,4380,4500,2920,4380,4500
5525100,2920,4380,4500,2920,4380,4500
5526000,2920,4380,4500,2920,4380,4500
5526900,1946.6667,2920,3000,1946.6667,2920,3000
5527800,1946.6667,2920,3000,1946.6667,2920,3000
5528700,1946.6667,2920,3000,1946.6667,2920,3000
5529600,1946.6667,2920,3000,1946.6667,2920,3000
5530500,1460,2190,2250,1460,2190,2250
5531400,1460,2190,2250,1460,2190,2250
5532300,1460,2190,2250,1460,2190,2250
5533200,1460,2190,2250,1460,2190,2250
5534100,0,0,0,0,0,0
5535000,0,0,0,0,0,0
5535900,0,0,0,0,0,0
5536800,0,0,0,0,0,0
5537700,0,0,0,0,0,0
5538600,0,0,0,0,0,0
5539500,0,0,0,0,0,0
5540400,0,0,0,0,0,0
5541300,0,0,0,0,0,0
5542200,0,0,0,0,0,0
5543100,0,0,0,0,0,0
5544000,0,0,0,0,0,0
5544900,0,0,0,0,0,0
5545800,0,0,0,0,0,0
5546700,0,0,0,0,0,0
5547600,0,0,0,0,0,0
5548500,0,0,0,0,0,0
5549400,0,0,0,0,0,0
5550300,0,0,0,0,0,0
5551200,0,0,0,0,0,0
5552100,0,0,0,0,0,0
5553000,0,0,0,0,0,0
5553900,0,0,0,0,0,0
5554800,0,0,0,0,0,0
5555700,0,0,0,0,0,0
5556600,0,0,0,0,0,0
5557500,0,0,0,0,0,0
5558400,0,0,0,0,0,0
5559300,0,0,0,0,0,0
5560200,0,0,0,0,0,0
5561100,0,0,0,0,0,0
5562000,0,0,0,0,0,0
5562900,0,0,0,0,0,0
5563800,0,0,0,0,0,0
5564700,0,0,0,0,0,0
5565600,0,0,0,0,0,0
5566500,0,0,0,0,0,0
5567400,0,0,0,0,0,0
5568300,0,0,0,0,0,0
5569200,0,0,0,0,0,0
5570100,0,0,0,0,0,0
5571000,0,0,0,0,0,0
5571900,0,0,0,0,0,0
5572800,0,0,0,0,0,0
5573700,2920,4380,4500,2920,4380,4500
5574600,2920,4380,4500,2920,4380,4500
5575500,2920,4380,4500,2920,4380,4500
5576400,2920,4380,4500,2920,4380,4500
5577300,4380,6570,6750,4380,6570,6750
5578200,4380,6570,6750,4380,6570,6750
5579100,4380,6570,6750,4380,6570,6750
5580000,4380,6570,6750,4380,6570,6750
5580900,4623.3335,6935,7125,4623.3335,6935,7125
5581800,4623.3335,6935,7125,4623.3335,6935,7125
5582700,4623.3335,6935,7125,4623.3335,6935,7125
5583600,4623.3335,6935,7125,4623.3335,6935,7125
5584500,4866.6665,7300,7500,4866.6665,7300,7500
5585400,4866.6665,7300,7500,4866.6665,7300,7500
5586300,4866.6665,7300,7500,4866.6665,7300,7500
5587200,4866.6665,7300,7500,4866.6665,7300,7500
5588100,4866.6665,7300,7500,4866.6665,7300,7500
5589000,4866.6665,7300,7500,4866.6665,7300,7500
5589900,4866.6665,7300,7500,4866.6665,7300,7500
5590800,4866.6665,7300,7500,4866.6665,7300,7500
5591700,4380,6570,6750,4380,6570,6750
5592600,4380,6570,6750,4380,6570,6750
5593500,4380,6570,6750,4380,6570,6750
5594400,4380,6570,6750,4380,6570,6750
5595300,4380,6570,6750,4380,6570,6750
5596200,4380,6570,6750,4380,6570,6750
5597100,4380,6570,6750,4380,6570,6750
5598000,4380,6570,6750,4380,6570,6750
5598900,4866.6665,7300,7500,4866.6665,7300,7500
5599800,4866.6665,7300,7500,4866.6665,7300,7500
5600700,4866.6665,7300,7500,4866.6665,7300,7500
5601600,4866.6665,7300,7500,4866.6665,7300,7500
5602500,4380,6570,6750,4380,6570,6750
5603400,4380,6570,6750,4380,6570,6750
5604300,4380,6570,6750,4380,6570,6750
5605200,4380,6570,6750,4380,6570,6750
5606100,2920,4380,4500,2920,4380,4500
5607000,2920,4380,4500,2920,4380,4500
5607900,2920,4380,4500,2920,4380,4500
5608800,2920,4380,4500,2920,4380,4500
5609700,1946.6667,2920,3000,1946.6667,2920,3000
5610600,1946.6667,2920,3000,1946.6667,2920,3000
5611500,1946.6667,2920,3000,1946.6667,2920,3000
5612400,1946.6667,2920,3000,1946.6667,2920,3000
5613300,1460,2190,2250,1460,2190,2250
5614200,1460,2190,2250,1460,2190,2250
5615100,1460,2190,2250,1460,2190,2250
5616000,1460,2190,2250,1460,2190,2250
5616900,0,0,0,0,0,0
5617800,0,0,0,0,0,0
5618700,0,0,0,0,0,0
5619600,0,0,0,0,0,0
5620500,0,0,0,0,0,0
5621400,0,0,0,0,0,0
5622300,0,0,0,0,0,0
5623200,0,0,0,0,0,0
5624100,0,0,0,0,0,0
5625000,0,0,0,0,0,0
5625900,0,0,0,0,0,0
5626800,0,0,0,0,0,0
5627700,0,0,0,0,0,0
5628600,0,0,0,0,0,0
5629500,0,0,0,0,0,0
5630400,0,0,0,0,0,0
5631300,0,0,0,0,0,0
5632200,0,0,0,0,0,0
5633100,0,0,0,0,0,0
5634000,0,0,0,0,0,0
5634900,0,0,0,0,0,0
5635800,0,0,0,0,0,0
5636700,0,0,0,0,0,0
5637600,0,0,0,0,0,0
5638500,0,0,0,0,0,0
5639400,0,0,0,0,0,0
5640300,0,0,0,0,0,0
5641200,0,0,0,0,0,0
5642100,0,0,0,0,0,0
5643000,0,0,0,0,0,0
5643900,0,0,0,0,0,0
5644800,0,0,0,0,0,0
5645700,0,0,0,0,0,0
5646600,0,0,0,0,0,0
5647500,0,0,0,0,0,0
5648400,0,0,0,0,0,0
5649300,0,0,0,0,0,0
5650200,0,0,0,0,0,0
5651100,0,0,0,0,0,0
5652000,0,0,0,0,0,0
5652900,0,0,0,0,0,0
5653800,0,0,0,0,0,0
5654700,0,0,0,0,0,0
5655600,0,0,0,0,0,0
5656500,2920,4380,4500,2920,4380,4500
5657400,2920,4380,4500,2920,4380,4500
5658300,2920,4380,4500,2920,4380,4500
5659200,2920,4380,4500,2920,4380,4500
5660100,4380,6570,6750,4380,6570,6750
5661000,4380,6570,6750,4380,6570,6750
5661900,4380,6570,6750,4380,6570,6750
5662800,4380,6570,6750,4380,6570,6750
5663700,4623.3335,6935,7125,4623.3335,6935,7125
5664600,4623.3335,6935,7125,4623.3335,6935,7125
5665500,4623.3335,6935,7125,4623.3335,6935,7125
5666400,4623.3335,6935,7125,4623.3335,6935,7125
5667300,4866.6665,7300,7500,4866.6665,7300,7500
5668200,4866.6665,7300,7500,4866.6665,7300,7500
5669100,4866.6665,7300,7500,4866.6665,7300,7500
5670000,4866.6665,7300,7500,4866.6665,7300,7500
5670900,4866.6665,7300,7500,4866.6665,7300,7500
5671800,4866.6665,7300,7500,4866.6665,7300,7500
5672700,4866.6665,7300,7500,4866.6665,7300,7500
5673600,4866.6665,7300,7500,4866.6665,7300,7500
5674500,4380,6570,6750,4380,6570,6750
5675400,4380,6570,6750,4380,6570,6750
5676300,4380,6570,6750,4380,6570,6750
5677200,4380,6570,6750,4380,6570,6750
5678100,4380,6570,6750,4380,6570,6750
5679000,4380,6570,6750,4380,6570,6750
5679900,4380,6570,6750,4380,6570,6750
5680800,4380,6570,6750,4380,6570,6750
5681700,4866.6665,7300,7500,4866.6665,7300,7500
5682600,4866.6665,7300,7500,4866.6665,7300,7500
5683500,4866.6665,7300,7500,4866.6665,7300,7500
5684400,4866.6665,7300,7500,4866.6665,7300,7500
5685300,4380,6570,6750,4380,6570,6750
5686200,4380,6570,6750,4380,6570,6750
5687100,4380,6570,6750,4380,6570,6750
5688000,4380,6570,6750,4380,6570,6750
5688900,2920,4380,4500,2920,4380,4500
5689800,2920,4380,4500,2920,4380,4500
5690700,2920,4380,4500,2920,4380,4500
5691600,2920,4380,4500,2920,4380,4500
5692500,1946.6667,2920,3000,1946.6667,2920,3000
5693400,1946.6667,2920,3000,1946.6667,2920,3000
5694300,1946.6667,2920,3000,1946.6667,2920,3000
5695200,1946.6667,2920,3000,1946.6667,2920,3000
5696100,1460,2190,2250,1460,2190,2250
5697000,1460,2190,2250,1460,2190,2250
5697900,1460,2190,2250,1460,2190,2250
5698800,1460,2190,2250,1460,2190,2250
5699700,0,0,0,0,0,0
5700600,0,0,0,0,0,0
5701500,0,0,0,0,0,0
5702400,0,0,0,0,0,0
5703300,0,0,0,0,0,0
5704200,0,0,0,0,0,0
5705100,0,0,0,0,0,0
5706000,0,0,0,0,0,0
5706900,0,0,0,0,0,0
5707800,0,0,0,0,0,0
5708700,0,0,0,0,0,0
5709600,0,0,0,0,0,0
5710500,0,0,0,0,0,0
5711400,0,0,0,0,0,0
5712300,0,0,0,0,0,0
5713200,0,0,0,0,0,0
5714100,0,0,0,0,0,0
5715000,0,0,0,0,0,0
5715900,0,0,0,0,0,0
5716800,0,0,0,0,0,0
5717700,0,0,0,0,0,0
5718600,0,0,0,0,0,0
5719500,0,0,0,0,0,0
5720400,0,0,0,0,0,0
5721300,0,0,0,0,0,0
5722200,0,0,0,0,0,0
5723100,0,0,0,0,0,0
5724000,0,0,0,0,0,0
5724900,0,0,0,0,0,0
5725800,0,0,0,0,0,0
5726700,0,0,0,0,0,0
5727600,0,0,0,0,0,0
5728500,0,0,0,0,0,0
5729400,0,0,0,0,0,0
5730300,0,0,0,0,0,0
5731200,0,0,0,0,0,0
5732100,0,0,0,0,0,0
5733000,0,0,0,0,0,0
5733900,0,0,0,0,0,0
5734800,0,0,0,0,0,0
5735700,0,0,0,0,0,0
5736600,0,0,0,0,0,0
5737500,0,0,0,0,0,0
5738400,0,0,0,0,0,0
5739300,0,0,0,0,0,0
5740200,0,0,0,0,0,0
5741100,0,0,0,0,0,0
5742000,0,0,0,0,0,0
5742900,0,0,0,0,0,0
5743800,0,0,0,0,0,0
5744700,0,0,0,0,0,0
5745600,0,0,0,0,0,0
5746500,0,0,0,0,0,0
5747400,0,0,0,0,0,0
5748300,0,0,0,0,0,0
5749200,0,0,0,0,0,0
5750100,0,0,0,0,0,0
5751000,0,0,0,0,0,0
5751900,0,0,0,0,0,0
5752800,0,0,0,0,0,0
5753700,0,0,0,0,0,0
5754600,0,0,0,0,0,0
5755500,0,0,0,0,0,0
5756400,0,0,0,0,0,0
5757300,0,0,0,0,0,0
5758200,0,0,0,0,0,0
5759100,0,0,0,0,0,0
5760000,0,0,0,0,0,0
5760900,0,0,0,0,0,0
5761800,0,0,0,0,0,0
5762700,0,0,0,0,0,0
5763600,0,0,0,0,0,0
5764500,0,0,0,0,0,0
5765400,0,0,0,0,0,0
5766300,0,0,0,0,0,0
5767200,0,0,0,0,0,0
5768100,0,0,0,0,0,0
5769000,0,0,0,0,0,0
5769900,0,0,0,0,0,0
5770800,0,0,0,0,0,0
5771700,0,0,0,0,0,0
5772600,0,0,0,0,0,0
5773500,0,0,0,0,0,0
5774400,0,0,0,0,0,0
5775300,0,0,0,0,0,0
5776200,0,0,0,0,0,0
5777100,0,0,0,0,0,0
5778000,0,0,0,0,0,0
5778900,0,0,0,0,0,0
5779800,0,0,0,0,0,0
5780700,0,0,0,0,0,0
5781600,0,0,0,0,0,0
5782500,0,0,0,0,0,0
5783400,0,0,0,0,0,0
5784300,0,0,0,0,0,0
5785200,0,0,0,0,0,0
5786100,0,0,0,0,0,0
5787000,0,0,0,0,0,0
5787900,0,0,0,0,0,0
5788800,0,0,0,0,0,0
5789700,0,0,0,0,0,0
5790600,0,0,0,0,0,0
5791500,0,0,0,0,0,0
5792400,0,0,0,0,0,0
5793300,0,0,0,0,0,0
5794200,0,0,0,0,0,0
5795100,0,0,0,0,0,0
5796000,0,0,0,0,0,0
5796900,0,0,0,0,0,0
5797800,0,0,0,0,0,0
5798700,0,0,0,0,0,0
5799600,0,0,0,0,0,0
5800500,0,0,0,0,0,0
5801400,0,0,0,0,0,0
5802300,0,0,0,0,0,0
5803200,0,0,0,0,0,0
5804100,0,0,0,0,0,0
5805000,0,0,0,0,0,0
5805900,0,0,0,0,0,0
5806800,0,0,0,0,0,0
5807700,0,0,0,0,0,0
5808600,0,0,0,0,0,0
5809500,0,0,0,0,0,0
5810400,0,0,0,0,0,0
5811300,0,0,0,0,0,0
5812200,0,0,0,0,0,0
5813100,0,0,0,0,0,0
5814000,0,0,0,0,0,0
5814900,0,0,0,0,0,0
5815800,0,0,0,0,0,0
5816700,0,0,0,0,0,0
5817600,0,0,0,0,0,0
5818500,0,0,0,0,0,0
5819400,0,0,0,0,0,0
5820300,0,0,0,0,0,0
5821200,0,0,0,0,0,0
5822100,0,0,0,0,0,0
5823000,0,0,0,0,0,0
5823900,0,0,0,0,0,0
5824800,0,0,0,0,0,0
5825700,0,0,0,0,0,0
5826600,0,0,0,0,0,0
5827500,0,0,0,0,0,0
5828400,0,0,0,0,0,0
5829300,0,0,0,0,0,0
5830200,0,0,0,0,0,0
5831100,0,0,0,0,0,0
5832000,0,0,0,0,0,0
5832900,0,0,0,0,0,0
5833800,0,0,0,0,0,0
5834700,0,0,0,0,0,0
5835600,0,0,0,0,0,0
5836500,0,0,0,0,0,0
5837400,0,0,0,0,0,0
5838300,0,0,0,0,0,0
5839200,0,0,0,0,0,0
5840100,0,0,0,0,0,0
5841000,0,0,0,0,0,0
5841900,0,0,0,0,0,0
5842800,0,0,0,0,0,0
5843700,0,0,0,0,0,0
5844600,0,0,0,0,0,0
5845500,0,0,0,0,0,0
5846400,0,0,0,0,0,0
5847300,0,0,0,0,0,0
5848200,0,0,0,0,0,0
5849100,0,0,0,0,0,0
5850000,0,0,0,0,0,0
5850900,0,0,0,0,0,0
5851800,0,0,0,0,0,0
5852700,0,0,0,0,0,0
5853600,0,0,0,0,0,0
5854500,0,0,0,0,0,0
5855400,0,0,0,0,0,0
5856300,0,0,0,0,0,0
5857200,0,0,0,0,0,0
5858100,0,0,0,0,0,0
5859000,0,0,0,0,0,0
5859900,0,0,0,0,0,0
5860800,0,0,0,0,0,0
5861700,0,0,0,0,0,0
5862600,0,0,0,0,0,0
5863500,0,0,0,0,0,0
5864400,0,0,0,0,0,0
5865300,0,0,0,0,0,0
5866200,0,0,0,0,0,0
5867100,0,0,0,0,0,0
5868000,0,0,0,0,0,0
5868900,0,0,0,0,0,0
5869800,0,0,0,0,0,0
5870700,0,0,0,0,0,0
5871600,0,0,0,0,0,0
5872500,0,0,0,0,0,0
5873400,0,0,0,0,0,0
5874300,0,0,0,0,0,0
5875200,0,0,0,0,0,0
5876100,0,0,0,0,0,0
5877000,0,0,0,0,0,0
5877900,0,0,0,0,0,0
5878800,0,0,0,0,0,0
5879700,0,0,0,0,0,0
5880600,0,0,0,0,0,0
5881500,0,0,0,0,0,0
5882400,0,0,0,0,0,0
5883300,0,0,0,0,0,0
5884200,0,0,0,0,0,0
5885100,0,0,0,0,0,0
5886000,0,0,0,0,0,0
5886900,0,0,0,0,0,0
5887800,0,0,0,0,0,0
5888700,0,0,0,0,0,0
5889600,0,0,0,0,0,0
5890500,0,0,0,0,0,0
5891400,0,0,0,0,0,0
5892300,0,0,0,0,0,0
5893200,0,0,0,0,0,0
5894100,0,0,0,0,0,0
5895000,0,0,0,0,0,0
5895900,0,0,0,0,0,0
5896800,0,0,0,0,0,0
5897700,0,0,0,0,0,0
5898600,0,0,0,0,0,0
5899500,0,0,0,0,0,0
5900400,0,0,0,0,0,0
5901300,0,0,0,0,0,0
5902200,0,0,0,0,0,0
5903100,0,0,0,0,0,0
5904000,0,0,0,0,0,0
5904900,2920,4380,4500,2920,4380,4500
5905800,2920,4380,4500,2920,4380,4500
5906700,2920,4380,4500,2920,4380,4500
5907600,2920,4380,4500,2920,4380,4500
5908500,4380,6570,6750,4380,6570,6750
5909400,4380,6570,6750,4380,6570,6750
5910300,4380,6570,6750,4380,6570,6750
5911200,4380,6570,6750,4380,6570,6750
5912100,4623.3335,6935,7125,4623.3335,6935,7125
5913000,4623.3335,6935,7125,4623.3335,6935,7125
5913900,4623.3335,6935,7125,4623.3335,6935,7125
5914800,4623.3335,6935,7125,4623.3335,6935,7125
5915700,4866.6665,7300,7500,4866.6665,7300,7500
5916600,4866.6665,7300,7500,4866.6665,7300,7500
5917500,4866.6665,7300,7500,4866.6665,7300,7500
5918400,4866.6665,7300,7500,4866.6665,7300,7500
5919300,4866.6665,7300,7500,4866.6665,7300,7500
5920200,4866.6665,7300,7500,4866.6665,7300,7500
5921100,4866.6665,7300,7500,4866.6665,7300,7500
5922000,4866.6665,7300,7500,4866.6665,7300,7500
5922900,4380,6570,6750,4380,6570,6750
5923800,4380,6570,6750,4380,6570,6750
5924700,4380,6570,6750,4380,6570,6750
5925600,4380,6570,6750,4380,6570,6750
5926500,4380,6570,6750,4380,6570,6750
5927400,4380,6570,6750,4380,6570,6750
5928300,4380,6570,6750,4380,6570,6750
5929200,4380,6570,6750,4380,6570,6750
5930100,4866.6665,7300,7500,4866.6665,7300,7500
5931000,4866.6665,7300,7500,4866.6665,7300,7500
5931900,4866.6665,7300,7500,4866.6665,7300,7500
5932800,4866.6665,7300,7500,4866.6665,7300,7500
5933700,4380,6570,6750,4380,6570,6750
5934600,4380,6570,6750,4380,6570,6750
5935500,4380,6570,6750,4380,6570,6750
